Player,Team,Age,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
Al Jefferson,CHA,29,73,35.0,21.8,9.6,18.8,50.9,0.0,0.2,20.0,2.6,3.8,69.0,2.1,8.7,10.8,2.1,1.7,0.9,1.1,2.4,0.4
Russell Westbrook,OKC,25,46,30.7,21.8,7.5,17.2,43.7,1.5,4.7,31.8,5.3,6.4,82.6,1.2,4.5,5.7,6.9,3.8,1.9,0.2,2.3,4.8
Paul George,IND,24,80,36.2,21.7,7.2,17.0,42.4,2.3,6.3,36.4,5.0,5.8,86.4,0.8,6.0,6.8,3.5,2.8,1.9,0.3,2.5,4.6
Dirk Nowitzki,DAL,36,80,32.9,21.7,7.9,15.9,49.7,1.6,4.1,39.8,4.2,4.7,89.9,0.5,5.7,6.2,2.7,1.5,0.9,0.6,2.1,4.0
Kyrie Irving,CLE,22,71,35.2,20.8,7.5,17.4,43.0,1.7,4.8,35.8,4.1,4.8,86.1,0.7,2.9,3.6,6.1,2.7,1.5,0.3,2.3,-3.1
Anthony Davis,NOP,21,67,35.2,20.8,7.8,15.0,51.9,0.0,0.1,22.2,5.2,6.6,79.1,3.1,7.0,10.0,1.6,1.6,1.3,2.8,3.0,-1.7
Brook Lopez,BKN,26,17,31.4,20.7,7.6,13.5,56.3,0.0,0.1,0.0,5.5,6.8,81.7,2.3,3.7,6.0,0.9,1.6,0.5,1.8,3.1,-1.2
Damian Lillard,POR,23,82,35.8,20.7,6.7,15.9,42.4,2.7,6.8,39.4,4.5,5.2,87.1,0.4,3.1,3.5,5.6,2.4,0.8,0.3,2.4,4.4
Isaiah Thomas,SAC,25,72,34.7,20.3,6.9,15.2,45.3,1.8,5.1,34.9,4.8,5.7,85.0,0.7,2.3,2.9,6.3,3.0,1.3,0.1,2.6,0.4
Goran Dragic,PHX,28,76,35.1,20.3,7.3,14.4,50.5,1.6,3.9,40.8,4.2,5.5,76.0,0.9,2.3,3.2,5.9,2.8,1.4,0.3,2.7,4.0
Rudy Gay,SAC,27,73,34.7,20.0,7.4,16.2,45.5,0.9,2.7,33.0,4.4,5.3,82.2,1.5,4.4,6.0,2.9,3.1,1.3,0.8,2.3,-0.9
Ryan Anderson,NOP,26,22,36.1,19.8,7.0,16.1,43.8,3.0,7.5,40.9,2.7,2.8,95.2,3.0,3.5,6.5,0.8,0.9,0.5,0.3,2.1,1.4
John Wall,WAS,23,82,36.3,19.3,7.1,16.3,43.3,1.3,3.8,35.1,3.9,4.8,80.5,0.5,3.6,4.1,8.8,3.6,1.8,0.5,2.7,2.4
Chris Paul,LAC,29,62,35.0,19.1,6.5,14.0,46.7,1.3,3.4,36.8,4.8,5.6,85.5,0.6,3.7,4.3,10.7,2.3,2.5,0.1,2.5,8.5
Kevin Martin,MIN,31,68,32.0,19.1,6.5,15.0,43.0,1.7,4.4,38.7,4.5,5.0,89.1,0.5,2.5,3.0,1.8,1.6,1.0,0.1,1.8,2.6
Dwyane Wade,MIA,32,54,32.9,19.0,7.7,14.1,54.5,0.2,0.6,28.1,3.5,4.8,73.3,1.1,3.4,4.5,4.7,3.0,1.5,0.5,2.0,2.6
Monta Ellis,DAL,28,82,36.9,19.0,7.0,15.6,45.1,0.8,2.5,33.0,4.1,5.2,78.8,0.5,3.1,3.6,5.7,3.2,1.7,0.3,2.4,0.6
Jamal Crawford,LAC,34,69,30.4,18.6,6.1,14.7,41.6,2.3,6.5,36.1,4.0,4.7,86.6,0.5,1.8,2.3,3.2,2.0,0.9,0.2,1.7,3.9
Al Horford,ATL,28,29,33.0,18.6,8.2,14.5,56.7,0.1,0.4,36.4,2.0,2.9,68.2,2.3,6.1,8.4,2.6,2.2,0.9,1.5,1.9,2.5
Klay Thompson,GSW,24,81,35.4,18.4,6.9,15.5,44.4,2.8,6.6,41.7,1.8,2.3,79.5,0.5,2.6,3.1,2.2,1.7,0.9,0.5,2.9,6.6
Dwight Howard,HOU,28,71,33.8,18.3,6.7,11.3,59.1,0.0,0.1,28.6,4.9,9.0,54.7,3.3,8.9,12.2,1.8,3.2,0.8,1.8,3.4,4.8
Arron Afflalo,ORL,28,73,35.0,18.2,6.4,13.8,45.9,1.8,4.1,42.7,3.8,4.6,81.5,0.4,3.2,3.6,3.4,2.0,0.5,0.0,1.9,-5.0
David Lee,GSW,31,69,33.2,18.2,7.4,14.2,52.3,0.0,0.0,0.0,3.3,4.3,78.0,2.6,6.7,9.3,2.1,2.2,0.7,0.4,3.0,6.8
Paul Millsap,ATL,29,74,33.5,17.9,6.5,14.1,46.1,1.0,2.9,35.8,3.9,5.3,73.1,2.1,6.4,8.5,3.1,2.5,1.7,1.1,2.8,1.7
Kyle Lowry,TOR,28,79,36.2,17.9,5.8,13.7,42.3,2.4,6.3,38.0,4.0,4.9,81.3,1.1,3.6,4.7,7.4,2.5,1.5,0.2,3.4,3.4
Thaddeus Young,PHI,26,79,34.4,17.9,7.4,16.2,45.4,1.1,3.7,30.8,2.1,2.9,71.2,2.1,3.9,6.0,2.3,2.1,2.1,0.5,2.7,-8.3
Brandon Knight,MIL,22,72,33.3,17.9,6.4,15.2,42.2,1.5,4.7,32.5,3.6,4.5,80.2,0.6,2.9,3.5,4.9,2.6,1.0,0.2,2.0,-6.1
Nick Young,LAL,29,64,28.3,17.9,6.0,13.9,43.5,2.1,5.5,38.6,3.7,4.5,82.5,0.5,2.1,2.6,1.5,1.5,0.7,0.2,2.4,-1.3
Eric Bledsoe,PHX,24,43,32.9,17.7,6.2,12.9,47.7,1.2,3.3,35.7,4.3,5.5,77.2,0.6,4.1,4.7,5.5,3.3,1.6,0.3,2.3,3.2
Kemba Walker,CHA,24,73,35.8,17.7,6.2,15.7,39.3,1.5,4.5,33.3,3.9,4.6,83.7,0.5,3.7,4.2,6.1,2.3,1.2,0.4,1.8,1.8
Ty Lawson,DEN,26,62,35.8,17.6,5.6,13.0,43.1,1.2,3.3,35.6,5.2,6.5,79.8,0.6,2.8,3.5,8.8,3.2,1.6,0.2,1.8,-0.8
Nikola Pekovic,MIN,28,54,30.8,17.5,7.0,13.0,54.1,0.0,0.0,0.0,3.4,4.6,74.7,3.8,4.9,8.7,0.9,1.6,0.6,0.4,2.4,5.1
Zach Randolph,MEM,32,79,34.2,17.4,7.1,15.2,46.7,0.0,0.3,10.0,3.2,4.3,74.2,3.4,6.7,10.1,2.5,2.3,0.7,0.3,2.7,2.1
Pau Gasol,LAL,33,60,31.4,17.4,7.1,14.8,48.0,0.1,0.2,28.6,3.1,4.2,73.6,2.1,7.6,9.7,3.4,2.4,0.5,1.5,2.1,-5.9
Mike Conley,MEM,26,73,33.5,17.2,6.3,14.1,45.0,1.4,4.0,36.1,3.1,3.8,81.5,0.6,2.4,2.9,6.0,2.1,1.5,0.2,1.9,2.1
Bradley Beal,WAS,21,73,34.7,17.1,6.6,15.7,41.9,1.9,4.7,40.2,2.0,2.6,78.8,0.7,3.0,3.7,3.3,1.8,1.0,0.2,2.1,1.5
Jeff Green,BOS,27,82,34.2,16.9,5.9,14.3,41.2,1.6,4.8,34.1,3.5,4.3,79.5,0.7,4.0,4.6,1.7,2.0,0.7,0.6,2.2,-4.3
Tony Parker,SAS,32,68,29.4,16.7,6.7,13.4,49.9,0.4,1.0,37.3,2.9,3.6,81.1,0.3,2.0,2.3,5.7,2.2,0.5,0.1,1.3,4.0
Michael Carter-Williams,PHI,22,70,34.5,16.7,6.1,15.1,40.5,0.8,3.0,26.4,3.7,5.2,70.3,1.4,4.8,6.2,6.3,3.5,1.9,0.6,3.0,-6.4
Chandler Parsons,HOU,25,74,37.6,16.6,6.3,13.3,47.2,1.8,4.7,37.0,2.2,3.0,74.2,0.9,4.6,5.5,4.0,1.9,1.2,0.4,2.3,4.4
Jeff Teague,ATL,26,79,32.2,16.5,5.8,13.2,43.8,0.9,2.8,32.9,4.0,4.8,84.6,0.4,2.2,2.6,6.7,2.9,1.1,0.2,2.0,1.5
Josh Smith,DET,28,77,35.5,16.4,6.7,16.0,41.9,0.9,3.4,26.4,2.1,3.9,53.2,1.3,5.4,6.8,3.3,2.6,1.4,1.4,2.6,-2.5
Wesley Matthews,POR,27,82,33.9,16.4,5.4,12.3,44.1,2.5,6.2,39.3,3.1,3.7,83.7,0.6,2.9,3.5,2.4,1.3,0.9,0.2,2.1,3.7
Chris Bosh,MIA,30,79,32.0,16.2,6.2,12.1,51.6,0.9,2.8,33.9,2.8,3.4,82.0,1.2,5.4,6.6,1.1,1.6,1.0,1.0,2.4,5.7
Gordon Hayward,UTA,24,77,36.4,16.2,5.5,13.4,41.3,1.1,3.6,30.4,4.0,4.9,81.6,0.8,4.3,5.1,5.2,2.8,1.4,0.5,2.0,-5.1
Luol Deng,CLE,29,63,35.1,16.0,5.9,13.7,43.1,0.9,3.0,30.2,3.4,4.3,79.1,1.6,4.2,5.7,2.9,1.8,1.0,0.1,1.8,0.1
Derrick Rose,CHI,25,10,31.1,15.9,5.8,16.4,35.4,1.6,4.7,34.0,2.7,3.2,84.4,0.9,2.3,3.2,4.3,3.4,0.5,0.1,1.5,-3.2
Dion Waiters,CLE,22,70,29.6,15.9,6.1,14.2,43.3,1.3,3.6,36.8,2.3,3.4,68.5,0.5,2.3,2.8,3.0,2.2,0.9,0.2,2.2,-0.8
Gerald Green,PHX,28,82,28.4,15.8,5.5,12.3,44.5,2.5,6.2,40.0,2.4,2.8,84.8,0.6,2.8,3.4,1.5,1.8,0.9,0.5,2.7,0.5
Joe Johnson,BKN,33,79,32.6,15.8,5.8,12.9,45.4,2.1,5.1,40.1,2.0,2.5,81.5,0.6,2.8,3.4,2.7,1.5,0.6,0.1,1.6,0.7
Jodie Meeks,LAL,26,77,33.2,15.7,5.4,11.6,46.3,2.1,5.2,40.1,2.9,3.4,85.7,0.4,2.1,2.5,1.8,1.4,1.4,0.1,1.5,-6.6
Brandon Jennings,DET,24,80,34.1,15.5,5.3,14.2,37.3,1.9,5.7,33.7,3.0,4.0,75.1,0.7,2.3,3.1,7.6,2.7,1.3,0.1,2.0,-2.3
Eric Gordon,NOP,25,64,32.1,15.4,5.6,12.8,43.6,1.6,4.0,39.1,2.7,3.5,78.5,0.5,2.1,2.6,3.3,2.1,1.2,0.2,1.8,-4.2
Greg Monroe,DET,24,82,32.8,15.2,6.1,12.4,49.7,0.0,0.0,0.0,2.9,4.5,65.7,3.1,6.1,9.3,2.1,2.0,1.1,0.6,2.5,-1.8
JJ Redick,LAC,30,35,28.2,15.2,5.2,11.4,45.5,2.1,5.3,39.5,2.8,3.0,91.5,0.3,1.9,2.1,2.2,1.2,0.8,0.1,1.9,6.1
Serge Ibaka,OKC,24,81,32.9,15.1,6.5,12.1,53.6,0.3,0.7,38.3,1.9,2.5,78.4,2.8,6.0,8.8,1.0,1.5,0.5,2.7,2.9,5.0
Tim Duncan,SAS,38,74,29.2,15.1,6.0,12.2,49.0,0.0,0.1,0.0,3.1,4.3,73.1,2.1,7.6,9.7,3.0,2.1,0.6,1.9,1.8,4.1
Avery Bradley,BOS,23,60,30.9,14.9,6.0,13.8,43.8,1.3,3.3,39.5,1.5,1.9,80.4,0.8,3.0,3.8,1.4,1.6,1.1,0.2,2.4,-2.1
Tobias Harris,ORL,21,61,30.3,14.6,5.4,11.7,46.4,0.5,2.1,25.4,3.2,4.0,80.7,1.4,5.5,7.0,1.3,1.3,0.7,0.4,2.3,-3.8
Marc Gasol,MEM,29,59,33.4,14.6,5.7,12.1,47.3,0.0,0.2,18.2,3.1,4.1,76.8,1.4,5.8,7.2,3.6,1.9,1.0,1.3,2.5,0.3
JR Smith,NYK,28,74,32.7,14.5,5.4,12.9,41.5,2.6,6.5,39.4,1.2,1.9,65.2,0.5,3.5,4.0,3.0,1.5,0.9,0.3,2.6,0.0
Tyreke Evans,NOP,24,72,28.2,14.5,5.4,12.5,43.6,0.3,1.3,22.1,3.3,4.3,77.1,1.1,3.7,4.7,5.0,2.4,1.2,0.3,2.2,-2.8
Trevor Ariza,WAS,28,77,35.4,14.4,5.1,11.1,45.6,2.3,5.7,40.7,1.9,2.5,77.2,1.3,4.9,6.2,2.5,1.7,1.6,0.3,2.3,2.5
Jrue Holiday,NOP,24,34,33.6,14.3,6.0,13.4,44.7,0.9,2.3,39.0,1.5,1.9,81.0,0.8,3.4,4.2,7.9,3.1,1.6,0.4,2.7,0.7
Deron Williams,BKN,30,64,32.2,14.3,5.0,11.2,45.0,1.5,4.2,36.6,2.7,3.4,80.1,0.2,2.4,2.6,6.1,2.2,1.5,0.2,2.3,2.9
Nikola Vucevic,ORL,23,57,31.8,14.2,6.2,12.2,50.7,0.0,0.0,0.0,1.8,2.4,76.6,3.2,7.7,11.0,1.8,2.0,1.1,0.8,3.0,-3.1
Nene,WAS,31,53,29.4,14.2,5.6,11.2,50.3,0.0,0.1,20.0,2.9,5.0,58.3,1.2,4.3,5.5,2.9,2.2,1.2,0.9,3.1,2.2
Gerald Henderson,CHA,26,77,32.0,14.0,5.2,12.1,43.3,0.5,1.5,34.8,3.1,4.0,76.1,0.4,3.6,4.0,2.6,1.5,0.7,0.4,2.1,-0.9
David West,IND,33,80,30.9,14.0,5.7,11.7,48.8,0.1,0.2,26.7,2.5,3.1,78.9,1.5,5.3,6.8,2.8,1.7,0.8,0.9,2.3,5.1
Evan Turner,IND,25,81,30.3,14.0,5.4,12.6,42.5,0.6,1.9,32.1,2.6,3.2,81.3,0.8,4.3,5.0,3.2,2.3,0.8,0.1,2.4,-4.7
Alec Burks,UTA,22,78,28.1,14.0,4.9,10.7,45.7,0.6,1.8,35.0,3.6,4.8,74.8,0.8,2.5,3.3,2.7,1.9,0.9,0.2,2.4,-3.7
Rodney Stuckey,DET,28,73,26.7,13.9,5.1,11.7,43.6,0.3,1.2,27.3,3.3,4.0,83.6,0.5,1.8,2.3,2.1,1.7,0.7,0.1,1.8,-2.2
Lance Stephenson,IND,23,78,35.3,13.8,5.5,11.2,49.1,1.1,3.1,35.2,1.8,2.5,71.1,1.2,5.9,7.2,4.6,2.7,0.7,0.1,2.5,3.6
Kobe Bryant,LAL,35,6,29.5,13.8,5.2,12.2,42.5,0.5,2.7,18.8,3.0,3.5,85.7,0.3,4.0,4.3,6.3,5.7,1.2,0.2,1.5,-5.3
Victor Oladipo,ORL,22,80,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4.0,78.0,0.5,3.6,4.1,4.1,3.2,1.6,0.5,2.6,-3.4
Markieff Morris,PHX,24,81,26.6,13.8,5.1,10.4,48.6,0.4,1.3,31.5,3.2,4.0,79.2,1.7,4.3,6.0,1.8,1.8,0.8,0.6,2.9,1.7
Carlos Boozer,CHI,32,76,28.2,13.7,5.9,12.9,45.6,0.0,0.0,0.0,1.9,2.5,76.7,1.8,6.5,8.3,1.6,2.0,0.7,0.3,2.8,-0.4
Kenneth Faried,DEN,24,80,27.2,13.7,5.6,10.3,54.5,0.0,0.0,0.0,2.5,3.9,65.0,3.0,5.6,8.6,1.2,1.7,0.9,0.9,2.4,-2.0
Wilson Chandler,DEN,27,62,31.1,13.6,5.0,11.9,41.6,2.0,5.7,34.8,1.8,2.5,72.4,0.9,3.8,4.7,1.8,1.3,0.7,0.5,3.1,-2.8
Andre Drummond,DET,20,81,32.3,13.5,5.9,9.5,62.3,0.0,0.0,0.0,1.7,4.0,41.8,5.4,7.8,13.2,0.4,1.4,1.2,1.6,3.4,-2.9
Paul Pierce,BKN,36,75,28.0,13.5,4.3,9.5,45.1,1.5,4.0,37.3,3.4,4.1,82.6,0.3,4.3,4.6,2.4,2.0,1.1,0.4,2.5,0.9
Derrick Favors,UTA,22,73,30.2,13.3,5.3,10.2,52.2,0.0,0.0,0.0,2.6,3.9,66.9,2.7,6.0,8.7,1.2,1.8,1.0,1.5,3.2,-4.6
Andrea Bargnani,NYK,28,42,29.9,13.3,5.3,12.0,44.2,0.7,2.6,27.8,2.0,2.4,82.4,1.6,3.6,5.3,1.1,1.4,0.3,1.2,2.4,-2.9
Jared Sullinger,BOS,22,74,27.6,13.3,5.2,12.1,42.7,0.8,2.8,26.9,2.1,2.7,77.8,3.3,4.9,8.1,1.6,1.6,0.5,0.7,3.4,-0.2
Marcin Gortat,WAS,30,81,32.8,13.2,5.6,10.4,54.2,0.0,0.0,100,1.9,2.8,68.6,2.5,7.0,9.5,1.7,1.6,0.5,1.5,2.5,3.6
Randy Foye,DEN,30,81,30.7,13.2,4.5,10.8,41.3,2.3,6.1,38.0,1.9,2.3,84.9,0.4,2.4,2.9,3.5,1.8,0.8,0.5,2.5,-1.6
Spencer Hawes,CLE,26,80,30.9,13.2,5.0,11.0,45.6,1.6,3.9,41.6,1.5,1.9,78.3,1.6,6.6,8.3,3.0,2.2,0.6,1.2,3.0,-6.0
Jimmy Butler,CHI,24,67,38.7,13.1,4.1,10.3,39.7,1.0,3.6,28.3,3.9,5.0,76.9,1.3,3.6,4.9,2.6,1.5,1.9,0.5,1.6,2.8
D.J. Augustin,CHI,26,71,27.3,13.1,4.2,10.1,41.5,1.9,4.7,40.1,2.8,3.2,88.5,0.2,1.6,1.8,4.4,1.8,0.7,0.0,2.1,0.9
Reggie Jackson,OKC,24,80,28.5,13.1,5.0,11.5,44.0,1.0,3.1,33.9,2.0,2.2,89.3,0.5,3.4,3.9,4.1,2.1,1.1,0.1,1.8,4.4
Nicolas Batum,POR,25,82,36.0,13.0,4.6,10.0,46.5,1.8,4.9,36.1,2.0,2.5,80.3,1.4,6.0,7.5,5.1,2.5,0.9,0.7,1.9,4.0
Tony Wroten,PHI,21,72,24.5,13.0,4.8,11.2,42.7,0.6,2.6,21.3,2.9,4.5,64.1,1.0,2.2,3.2,3.0,2.8,1.1,0.2,2.1,-6.1
Taj Gibson,CHI,29,82,28.7,13.0,5.2,10.9,47.9,0.0,0.1,0.0,2.6,3.4,75.1,2.4,4.4,6.8,1.1,1.8,0.5,1.4,2.5,1.7
Kawhi Leonard,SAS,23,66,29.1,12.8,5.1,9.8,52.2,1.0,2.8,37.9,1.5,1.9,80.2,1.2,5.1,6.2,2.0,1.2,1.7,0.8,1.9,5.7
Trey Burke,UTA,21,70,32.3,12.8,4.9,12.8,38.0,1.6,4.8,33.0,1.5,1.6,90.3,0.5,2.4,3.0,5.7,1.9,0.6,0.1,2.1,-3.7
Joakim Noah,CHI,29,80,35.2,12.6,4.8,10.0,47.5,0.0,0.0,0.0,3.1,4.2,73.7,3.5,7.7,11.3,5.4,2.4,1.2,1.5,3.1,2.9
Jeremy Lin,HOU,25,71,28.9,12.5,4.2,9.3,44.6,1.2,3.2,35.8,3.1,3.7,82.3,0.5,2.2,2.6,4.1,2.5,1.0,0.4,2.3,2.5
Enes Freedom,UTA,22,80,26.7,12.3,5.2,10.7,49.1,0.0,0.0,0.0,1.9,2.6,73.0,2.8,4.7,7.5,0.9,1.8,0.4,0.5,2.9,-6.0
Manu Ginobili,SAS,36,68,22.8,12.3,4.3,9.2,46.9,1.3,3.8,34.9,2.4,2.8,85.1,0.4,2.5,3.0,4.3,2.0,1.0,0.3,1.9,6.2
Corey Brewer,MIN,28,81,32.2,12.3,4.8,10.0,48.1,0.7,2.6,28.0,2.0,2.8,71.8,0.8,1.8,2.6,1.7,1.3,1.9,0.4,2.6,4.1
Ramon Sessions,MIL,28,83,26.7,12.3,4.0,9.3,42.9,0.4,1.5,28.2,3.9,4.9,80.7,0.5,2.0,2.4,4.1,1.8,0.6,0.1,1.1,-2.0
Terrence Jones,HOU,22,76,27.3,12.1,5.1,9.4,54.2,0.4,1.3,30.7,1.6,2.6,60.5,2.1,4.8,6.9,1.1,0.9,0.7,1.3,1.8,1.6
Khris Middleton,MIL,22,82,30.0,12.1,4.6,10.4,44.0,1.5,3.5,41.4,1.4,1.7,86.1,0.7,3.0,3.8,2.1,1.5,1.0,0.2,3.0,-4.7
Jameer Nelson,ORL,32,68,32.0,12.1,4.3,11.0,39.4,2.0,5.8,34.8,1.4,1.6,85.7,0.4,3.0,3.4,7.0,2.4,0.8,0.1,2.1,-4.0
Kyle Korver,ATL,33,71,33.9,12.0,4.1,8.6,47.5,2.6,5.5,47.2,1.2,1.3,92.6,0.3,3.7,4.0,2.9,1.4,1.0,0.3,2.1,3.0
Vince Carter,DAL,37,81,24.4,11.9,4.1,10.0,40.7,1.8,4.6,39.4,2.0,2.4,82.1,0.8,2.7,3.5,2.6,1.3,0.8,0.4,2.6,2.1
Amar'e Stoudemire,NYK,31,65,22.6,11.9,4.8,8.6,55.7,0.0,0.0,0.0,2.3,3.1,73.9,1.7,3.2,4.9,0.5,1.4,0.4,0.6,2.4,-2.4
JJ Hickson,DEN,25,69,26.9,11.8,4.8,9.5,50.8,0.0,0.1,0.0,2.2,4.2,51.7,3.0,6.2,9.2,1.4,1.9,0.7,0.7,2.6,-2.7
Tristan Thompson,CLE,23,82,31.6,11.7,4.4,9.3,47.7,0.0,0.0,0.0,2.9,4.1,69.3,3.3,5.9,9.2,0.9,1.3,0.5,0.4,2.3,-2.8
O.J. Mayo,MIL,26,52,25.9,11.7,4.3,10.6,40.7,1.6,4.4,37.0,1.5,1.7,86.4,0.5,1.9,2.4,2.2,1.8,0.5,0.3,2.1,-6.9
Rajon Rondo,BOS,28,30,33.3,11.7,4.7,11.7,40.3,0.9,3.0,28.9,1.4,2.2,62.7,0.7,4.7,5.5,9.8,3.3,1.3,0.1,2.2,-5.7
Jose Calderon,DAL,32,81,30.5,11.4,4.2,9.2,45.6,2.4,5.2,44.9,0.6,0.8,82.5,0.4,2.0,2.4,4.7,1.3,0.9,0.1,1.7,0.0
Darren Collison,LAC,26,80,25.9,11.4,4.1,8.7,46.7,0.9,2.4,37.6,2.4,2.8,85.7,0.6,1.8,2.4,3.7,1.7,1.2,0.2,1.9,2.7
Marco Belinelli,SAS,28,80,25.2,11.4,4.2,8.7,48.5,1.6,3.7,43.0,1.4,1.6,84.7,0.2,2.6,2.8,2.2,1.2,0.6,0.1,1.6,3.3
Mike Dunleavy,CHI,33,82,31.5,11.3,4.1,9.4,43.0,1.5,4.0,38.0,1.7,2.0,85.4,0.6,3.6,4.2,2.3,1.3,0.8,0.6,2.0,2.1
Jonas Valanciunas,TOR,22,81,28.2,11.3,4.4,8.3,53.1,0.0,0.0,0.0,2.4,3.2,76.2,2.8,6.0,8.8,0.7,1.7,0.3,0.9,3.1,1.2
Andray Blatche,BKN,27,73,22.2,11.2,4.4,9.2,47.6,0.2,0.7,27.8,2.2,3.0,74.2,1.6,3.7,5.3,1.5,1.5,1.0,0.5,2.3,0.3
Ersan Ilyasova,MIL,27,55,26.9,11.2,4.3,10.5,40.9,0.7,2.4,28.2,1.9,2.4,82.3,1.9,4.3,6.2,1.3,1.1,0.8,0.1,2.5,-4.9
John Henson,MIL,23,70,26.5,11.1,4.9,9.1,53.8,0.0,0.0,0.0,1.3,2.5,51.4,2.4,4.7,7.1,1.6,1.6,0.6,1.7,2.6,-6.1
Brandon Bass,BOS,29,82,27.6,11.1,4.3,8.8,48.6,0.0,0.1,33.3,2.5,2.9,85.8,2.0,3.8,5.7,1.1,1.2,0.4,0.9,2.3,-4.9
Channing Frye,PHX,31,82,28.2,11.1,4.1,9.5,43.2,2.0,5.3,37.0,1.0,1.2,82.1,0.9,4.2,5.1,1.2,1.1,0.7,0.8,3.0,3.6
DeMarre Carroll,ATL,27,73,32.1,11.1,4.1,8.8,47.0,1.3,3.7,36.2,1.5,1.9,77.3,1.5,4.1,5.5,1.8,1.1,1.5,0.3,2.6,1.4
Robin Lopez,POR,26,82,31.8,11.1,4.3,7.9,55.1,0.0,0.0,0.0,2.4,3.0,81.8,4.0,4.6,8.5,0.9,1.0,0.3,1.7,2.4,3.9
Jordan Crawford,GSW,25,81,23.0,11.0,4.0,9.7,41.5,1.1,3.5,31.6,1.8,2.1,86.4,0.3,1.9,2.3,3.5,1.7,0.6,0.1,1.5,-2.2
Terrence Ross,TOR,23,81,26.7,10.9,3.9,9.3,42.3,2.0,5.0,39.5,1.0,1.2,83.7,0.5,2.6,3.1,1.0,1.1,0.8,0.3,2.3,1.6
Roy Hibbert,IND,27,81,29.7,10.8,4.1,9.3,43.9,0.0,0.1,40.0,2.6,3.3,77.0,2.5,4.1,6.6,1.1,1.8,0.4,2.2,3.3,4.4
Gary Neal,CHA,29,52,21.4,10.5,3.7,9.1,41.0,1.3,3.5,37.8,1.8,2.0,89.5,0.2,1.5,1.7,1.6,1.2,0.3,0.0,1.3,-3.3
Caron Butler,OKC,34,56,25.3,10.5,3.8,9.6,39.4,1.8,4.4,39.4,1.1,1.3,84.0,0.4,3.7,4.1,1.5,1.1,0.8,0.3,2.1,-2.7
DeAndre Jordan,LAC,25,82,35.0,10.4,4.2,6.3,67.6,0.0,0.0,0.0,2.0,4.6,42.8,4.0,9.5,13.6,0.9,1.5,1.0,2.5,3.2,6.0
Lou Williams,ATL,27,60,24.1,10.4,3.3,8.2,40.0,1.3,3.9,34.2,2.5,3.0,84.9,0.2,1.9,2.1,3.5,1.5,0.8,0.1,1.1,-2.8
Shawn Marion,DAL,36,76,31.7,10.4,4.5,9.3,48.2,0.8,2.1,35.8,0.7,0.9,78.5,1.7,4.8,6.5,1.6,1.3,1.2,0.5,1.6,-1.8
Nate Robinson,DEN,30,44,19.7,10.4,3.7,8.7,42.8,1.3,3.5,37.7,1.6,1.9,83.5,0.5,1.4,1.8,2.5,1.3,0.8,0.1,2.1,1.9
Amir Johnson,TOR,27,77,28.8,10.4,4.5,7.9,56.2,0.3,0.9,30.3,1.2,1.9,63.6,2.2,4.3,6.6,1.5,1.6,0.7,1.1,3.5,2.5
