Player,Team,Age,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
Julius Randle,NYK,27,72,35.3,20.1,7.1,17.3,41.1,1.7,5.4,30.8,4.2,5.6,75.6,1.7,8.2,9.9,5.1,3.4,0.7,0.5,2.8,-2.3
Khris Middleton,MIL,30,66,32.4,20.1,6.8,15.5,44.3,2.5,6.6,37.3,3.9,4.4,89.0,0.6,4.8,5.4,5.4,2.9,1.2,0.3,2.4,4.6
RJ Barrett,NYK,22,70,34.5,20.0,7.0,17.1,40.8,2.0,5.8,34.2,4.1,5.8,71.4,0.9,4.9,5.8,3.0,2.2,0.6,0.2,2.0,-2.1
Terry Rozier,CHA,28,73,33.7,19.3,7.1,16.0,44.4,3.0,8.1,37.4,2.1,2.4,85.2,0.8,3.5,4.3,4.5,1.3,1.3,0.3,1.6,1.0
Jerami Grant,DET,28,47,31.9,19.2,6.3,14.9,42.6,1.9,5.4,35.8,4.6,5.5,83.8,0.6,3.5,4.1,2.4,1.8,0.9,1.0,2.3,-4.7
Malcolm Brogdon,IND,29,36,33.5,19.1,6.8,15.1,44.8,1.6,5.2,31.2,4.0,4.6,85.6,0.9,4.2,5.1,5.9,2.1,0.8,0.4,2.0,0.0
Bam Adebayo,MIA,24,56,32.6,19.1,7.3,13.0,55.7,0.0,0.1,0.0,4.6,6.1,75.3,2.4,7.6,10.1,3.4,2.6,1.4,0.8,3.1,5.4
Norman Powell,LAC,29,45,32.4,19.0,6.2,13.4,46.1,2.4,5.6,41.9,4.2,5.2,81.1,0.4,2.8,3.2,2.1,1.5,0.9,0.5,2.4,-4.9
Domantas Sabonis,SAC,26,62,34.4,18.9,7.1,12.5,57.3,0.6,2.0,31.2,4.0,5.4,74.1,3.2,8.9,12.1,5.2,3.1,1.0,0.4,3.3,-0.2
Jordan Poole,GSW,23,76,30.0,18.5,6.2,13.9,44.8,2.8,7.6,36.4,3.2,3.5,92.5,0.4,3.0,3.4,4.0,2.5,0.8,0.3,2.7,4.3
Russell Westbrook,LAL,33,78,34.3,18.5,7.0,15.8,44.4,1.0,3.4,29.8,3.4,5.1,66.7,1.4,6.0,7.4,7.1,3.8,1.0,0.3,3.0,-2.7
Dillon Brooks,MEM,26,32,27.7,18.4,7.1,16.4,43.2,1.4,4.7,30.9,2.8,3.3,84.9,0.9,2.3,3.2,2.8,1.6,1.1,0.3,3.3,6.4
Gary Trent Jr.,TOR,23,70,35.0,18.3,6.4,15.5,41.4,3.0,7.8,38.3,2.5,2.9,85.3,0.4,2.4,2.7,2.0,1.0,1.7,0.3,2.1,2.4
Jrue Holiday,MIL,32,67,32.9,18.3,7.1,14.2,50.1,2.0,4.8,41.1,2.0,2.7,76.1,1.0,3.5,4.5,6.8,2.7,1.6,0.4,2.0,6.4
Desmond Bane,MEM,24,76,29.8,18.2,6.7,14.5,46.1,3.0,6.9,43.6,1.8,2.0,90.3,0.6,3.8,4.4,2.7,1.5,1.2,0.4,2.6,4.8
D'Angelo Russell,MIN,26,65,31.9,18.1,6.2,15.0,41.1,2.7,8.0,34.0,3.0,3.7,82.5,0.4,2.9,3.3,7.1,2.5,1.0,0.3,2.0,3.2
Bojan Bogdanovic,UTA,33,69,30.9,18.1,6.1,13.4,45.5,2.6,6.8,38.7,3.2,3.8,85.8,0.8,3.4,4.3,1.7,1.7,0.5,0.0,1.7,3.2
Christian Wood,HOU,26,68,30.8,17.9,6.5,12.9,50.1,1.9,4.9,39.0,3.0,4.9,62.3,1.6,8.5,10.1,2.3,1.9,0.8,1.0,2.5,-6.0
Jonas Valanciunas,NOP,30,74,30.3,17.8,6.9,12.7,54.4,0.8,2.1,36.1,3.2,3.9,82.0,3.1,8.3,11.4,2.6,2.4,0.6,0.8,3.3,0.9
Nikola Vucevic,CHI,31,73,33.1,17.6,7.5,15.8,47.3,1.4,4.5,31.4,1.3,1.7,76.0,1.9,9.1,11.0,3.2,1.9,1.0,1.0,2.5,-0.7
Tyrese Maxey,PHI,21,75,35.3,17.5,6.4,13.3,48.5,1.8,4.1,42.7,2.8,3.3,86.6,0.3,2.9,3.2,4.3,1.2,0.7,0.4,2.1,2.6
Cade Cunningham,DET,20,64,32.6,17.4,6.7,16.1,41.6,1.8,5.7,31.4,2.2,2.6,84.5,0.9,4.6,5.5,5.6,3.7,1.2,0.7,3.1,-4.3
Anfernee Simons,POR,23,57,29.5,17.3,6.2,14.0,44.3,3.1,7.8,40.5,1.8,2.0,88.8,0.5,2.2,2.6,3.9,2.0,0.5,0.1,1.9,-1.5
Jalen Green,HOU,20,67,31.9,17.3,6.1,14.2,42.6,2.3,6.8,34.3,2.8,3.5,79.7,0.5,2.9,3.4,2.6,2.0,0.7,0.3,1.5,-7.7
Tobias Harris,PHI,29,73,34.8,17.2,6.8,14.0,48.2,1.4,3.8,36.7,2.3,2.8,84.2,1.1,5.7,6.8,3.5,1.6,0.6,0.6,2.2,2.3
Andrew Wiggins,GSW,27,73,31.9,17.2,6.5,14.0,46.6,2.2,5.5,39.3,2.0,3.2,63.4,1.2,3.3,4.5,2.2,1.5,1.0,0.7,2.2,3.6
Luguentz Dort,OKC,23,51,32.7,17.2,5.7,14.2,40.4,2.5,7.7,33.2,3.2,3.7,84.3,0.7,3.4,4.2,1.7,1.7,0.9,0.4,2.9,-5.8
Deandre Ayton,PHX,23,58,29.5,17.2,7.6,12.0,63.4,0.1,0.3,36.8,1.8,2.4,74.6,2.6,7.7,10.2,1.4,1.6,0.7,0.7,2.4,5.9
O.G. Anunoby,TOR,24,48,36.0,17.1,6.4,14.5,44.3,2.4,6.6,36.3,1.9,2.5,75.4,1.5,4.0,5.5,2.6,1.7,1.5,0.5,2.7,2.8
Kyle Kuzma,WAS,26,66,33.4,17.1,6.4,14.2,45.2,1.9,5.7,34.1,2.4,3.3,71.2,1.1,7.4,8.5,3.5,2.6,0.6,0.9,1.9,-4.3
Keldon Johnson,SAS,22,75,31.9,17.0,6.3,13.5,46.6,2.1,5.3,39.8,2.4,3.1,75.6,1.1,5.0,6.1,2.1,1.2,0.8,0.2,2.0,1.0
Caris LeVert,CLE,27,58,30.7,17.0,6.5,14.7,44.4,1.4,4.4,32.0,2.5,3.3,75.6,0.7,2.9,3.7,4.3,1.9,0.9,0.4,2.3,-1.1
Reggie Jackson,LAC,32,75,31.2,16.8,6.4,16.3,39.2,2.2,6.8,32.6,1.8,2.2,84.7,0.5,3.1,3.6,4.8,2.3,0.7,0.2,2.1,-0.9
Harrison Barnes,SAC,30,77,33.6,16.4,5.1,10.8,46.9,1.8,4.7,39.4,4.4,5.4,82.6,1.1,4.5,5.6,2.4,1.5,0.7,0.2,1.2,-4.9
Cole Anthony,ORL,22,65,31.7,16.3,5.5,14.0,39.1,2.0,6.0,33.8,3.3,3.9,85.4,0.5,4.9,5.4,5.7,2.6,0.7,0.3,2.6,-3.6
Jaren Jackson Jr.,MEM,22,78,27.3,16.3,5.5,13.3,41.5,1.6,5.1,31.9,3.6,4.4,82.3,1.5,4.3,5.8,1.1,1.7,0.9,2.3,3.5,4.6
Jalen Brunson,DAL,25,79,31.9,16.3,6.4,12.8,50.2,1.2,3.2,37.3,2.3,2.7,84.0,0.5,3.4,3.9,4.8,1.6,0.8,0.0,1.9,2.9
John Collins,ATL,24,54,30.8,16.2,6.3,11.9,52.6,1.2,3.3,36.4,2.5,3.1,79.3,1.7,6.1,7.8,1.8,1.1,0.6,1.0,3.0,0.7
Jarrett Allen,CLE,24,56,32.3,16.1,6.6,9.7,67.7,0.0,0.2,10.0,2.9,4.2,70.8,3.4,7.3,10.8,1.6,1.7,0.8,1.3,1.7,2.4
Saddiq Bey,DET,23,82,33.0,16.1,5.5,13.9,39.6,2.6,7.4,34.6,2.6,3.1,82.7,1.3,4.1,5.4,2.8,1.2,0.9,0.2,1.6,-6.1
Jordan Clarkson,UTA,30,79,27.1,16.0,5.9,14.1,41.9,2.4,7.6,31.8,1.8,2.2,82.8,0.8,2.6,3.5,2.5,1.6,0.8,0.2,1.9,4.8
Collin Sexton,CLE,23,11,28.8,16.0,6.2,13.7,45.0,1.0,4.1,24.4,2.6,3.5,74.4,1.2,2.1,3.3,2.1,2.8,0.9,0.0,2.3,-2.7
Gordon Hayward,CHA,32,49,31.9,15.9,5.8,12.6,45.9,1.8,4.5,39.1,2.6,3.0,84.6,0.8,3.8,4.6,3.6,1.7,1.0,0.4,1.7,-0.4
Buddy Hield,IND,29,81,30.8,15.6,5.5,13.6,40.6,3.2,8.8,36.6,1.4,1.6,87.4,0.8,3.5,4.4,2.8,1.9,0.9,0.3,2.3,-2.0
Rudy Gobert,UTA,30,66,32.1,15.6,5.5,7.7,71.3,0.0,0.1,0.0,4.6,6.7,69.0,3.7,11.0,14.7,1.1,1.8,0.7,2.1,2.7,6.3
Kevin Porter Jr.,HOU,22,61,31.3,15.6,5.5,13.2,41.5,2.5,6.8,37.5,2.0,3.2,64.2,0.7,3.7,4.4,6.2,3.1,1.1,0.4,2.6,-4.6
Marcus Morris Sr.,LAC,32,54,29.0,15.4,5.6,12.8,43.4,1.9,5.1,36.7,2.4,2.7,87.2,0.5,3.9,4.4,2.1,1.3,0.5,0.3,2.1,-2.6
Tyrese Haliburton,IND,22,77,35.0,15.3,5.6,11.8,47.3,2.1,5.1,41.4,2.1,2.5,84.2,0.8,3.2,4.0,8.2,2.6,1.7,0.6,1.6,-4.2
Scottie Barnes,TOR,20,74,35.4,15.3,6.2,12.6,49.2,0.8,2.6,30.1,2.1,2.9,73.5,2.6,4.9,7.5,3.5,1.8,1.1,0.7,2.6,0.9
Franz Wagner,ORL,20,79,30.7,15.2,5.8,12.3,46.8,1.2,3.4,35.4,2.4,2.8,86.3,1.1,3.4,4.5,2.9,1.5,0.9,0.4,2.1,-3.1
Bogdan Bogdanovic,ATL,29,63,29.3,15.1,5.4,12.6,43.1,2.7,7.3,36.8,1.5,1.8,84.3,0.5,3.5,4.0,3.1,1.1,1.1,0.2,2.1,3.0
Jusuf Nurkic,POR,27,56,28.2,15.0,5.7,10.7,53.5,0.3,1.0,26.8,3.3,4.8,69.0,3.0,8.1,11.1,2.8,2.6,1.1,0.6,3.4,0.2
Wendell Carter Jr.,ORL,23,62,29.9,15.0,5.8,11.0,52.5,1.1,3.5,32.7,2.3,3.3,69.1,2.2,8.2,10.5,2.8,1.9,0.6,0.7,2.7,-2.2
Aaron Gordon,DEN,26,75,31.7,15.0,5.8,11.1,52.0,1.2,3.5,33.5,2.3,3.1,74.3,1.7,4.2,5.9,2.5,1.8,0.6,0.6,2.0,4.3
Seth Curry,BKN,31,64,33.3,15.0,5.6,11.5,48.7,2.5,5.8,42.2,1.3,1.5,87.2,0.3,2.8,3.1,3.6,1.7,0.8,0.2,2.3,3.0
Evan Mobley,CLE,21,69,33.8,15.0,6.1,12.0,50.8,0.3,1.3,25.0,2.4,3.7,66.3,2.1,6.2,8.3,2.5,1.9,0.8,1.7,2.1,1.4
Kelly Oubre Jr.,CHA,26,76,26.3,15.0,5.4,12.3,44.0,2.5,7.3,34.5,1.7,2.5,66.7,1.0,2.9,4.0,1.1,0.9,1.0,0.4,2.5,-0.3
Josh Hart,POR,27,54,33.2,14.9,5.3,10.5,50.4,1.4,3.9,34.3,3.0,3.9,75.8,1.1,6.0,7.2,4.1,2.1,1.1,0.2,2.8,-3.7
Lauri Markkanen,CLE,25,61,30.8,14.8,5.1,11.5,44.5,2.2,6.2,35.8,2.3,2.6,86.8,1.0,4.7,5.7,1.3,0.9,0.7,0.5,2.1,2.8
Chris Paul,PHX,37,65,32.9,14.7,5.6,11.3,49.3,1.0,3.1,31.7,2.6,3.1,83.7,0.3,4.0,4.4,10.8,2.4,1.9,0.3,2.1,7.1
Jaylen Hoard,OKC,23,7,34.2,14.7,6.3,12.9,48.9,1.3,3.6,36.0,0.9,2.0,42.9,4.3,7.7,12.0,2.4,1.1,0.9,0.7,2.0,-12.4
Will Barton,DEN,31,71,32.1,14.7,5.5,12.6,43.8,2.2,6.1,36.5,1.4,1.8,80.3,0.6,4.2,4.8,3.9,1.8,0.8,0.4,1.6,1.4
Bobby Portis,MIL,27,72,28.2,14.6,5.8,12.1,47.9,1.8,4.7,39.3,1.2,1.6,75.2,2.5,6.6,9.1,1.2,1.3,0.7,0.7,2.4,4.4
Tim Hardaway Jr.,DAL,30,42,29.6,14.2,5.0,12.6,39.4,2.4,7.2,33.6,1.9,2.5,75.7,0.3,3.4,3.7,2.2,0.8,0.9,0.1,1.8,0.9
Mikal Bridges,PHX,25,82,34.8,14.2,5.6,10.5,53.4,1.4,3.8,36.9,1.6,1.9,83.4,0.9,3.3,4.2,2.3,0.8,1.2,0.4,1.8,7.0
Evan Fournier,NYK,29,80,29.5,14.1,5.0,12.1,41.7,3.0,7.7,38.9,1.0,1.4,70.8,0.4,2.2,2.6,2.1,1.3,1.0,0.3,2.3,-1.2
Malik Monk,LAL,24,76,28.1,13.8,5.1,10.9,47.3,2.3,5.8,39.1,1.2,1.5,79.5,0.5,2.9,3.4,2.9,1.6,0.8,0.4,1.8,0.7
Spencer Dinwiddie,DAL,29,67,29.6,13.7,4.6,11.0,41.6,1.7,4.9,33.9,2.9,3.8,77.4,0.7,3.5,4.2,5.2,1.6,0.7,0.2,2.2,-0.7
Mike Conley,UTA,34,72,28.6,13.7,4.8,11.0,43.5,2.3,5.8,40.8,1.8,2.3,79.6,0.7,2.4,3.0,5.3,1.7,1.3,0.3,2.0,4.8
Kevin Love,CLE,33,74,22.5,13.6,4.4,10.3,43.0,2.5,6.4,39.2,2.2,2.7,83.8,1.2,6.1,7.2,2.2,1.3,0.4,0.2,1.4,1.3
Dennis Schroder,HOU,28,64,28.7,13.5,4.9,11.3,43.1,1.3,3.9,34.4,2.5,2.9,85.3,0.5,2.8,3.3,4.6,2.2,0.8,0.1,2.4,-0.5
Jakob Poeltl,SAS,26,68,29.0,13.5,6.0,9.8,61.8,0.0,0.0,100,1.4,2.8,49.5,3.9,5.5,9.3,2.8,1.6,0.7,1.7,3.1,1.7
Eric Gordon,HOU,33,57,29.3,13.4,4.7,9.9,47.5,2.2,5.3,41.2,1.8,2.4,77.8,0.3,1.7,2.0,2.7,1.9,0.5,0.3,1.1,-3.1
Kyle Lowry,MIA,36,63,33.9,13.4,4.4,10.0,44.0,2.3,6.1,37.7,2.3,2.8,85.1,0.5,4.0,4.5,7.5,2.7,1.1,0.3,2.8,4.0
De'Andre Hunter,ATL,24,53,29.8,13.4,4.8,10.8,44.2,1.4,3.7,37.9,2.4,3.1,76.5,0.5,2.8,3.3,1.3,1.3,0.7,0.4,2.9,0.5
Carmelo Anthony,LAL,38,69,26.0,13.3,4.6,10.5,44.1,2.2,5.8,37.5,1.9,2.3,83.0,0.9,3.3,4.2,1.0,0.9,0.7,0.8,2.4,-1.3
Derrick White,BOS,27,75,29.3,13.2,4.5,10.7,42.1,1.5,4.9,31.2,2.7,3.1,86.4,0.5,3.0,3.5,4.9,1.6,0.9,0.8,2.3,2.7
Kentavious Caldwell-Pope,WAS,29,77,30.2,13.2,4.7,10.8,43.5,2.1,5.3,39.0,1.8,2.0,89.0,0.5,2.9,3.4,1.9,1.3,1.1,0.3,1.8,-3.0
Montrezl Harrell,CHA,28,71,23.1,13.1,5.0,7.8,64.5,0.1,0.2,23.5,3.0,4.2,71.6,2.1,4.0,6.1,2.0,1.0,0.4,0.6,1.9,1.2
Chris Duarte,IND,25,55,28.0,13.1,4.9,11.3,43.2,1.7,4.6,36.9,1.6,2.0,80.4,0.7,3.4,4.1,2.1,1.6,1.0,0.2,1.7,-1.0
Ricky Rubio,IND,31,34,28.5,13.1,4.4,12.1,36.3,1.7,5.1,33.9,2.6,3.0,85.4,0.4,3.7,4.1,6.6,2.6,1.4,0.2,2.2,5.4
Lonzo Ball,CHI,24,35,34.6,13.0,4.6,10.9,42.3,3.1,7.4,42.3,0.6,0.8,75.0,1.0,4.4,5.4,5.1,2.3,1.8,0.9,2.4,2.3
LaMarcus Aldridge,BKN,36,47,22.3,12.9,5.4,9.7,55.0,0.3,1.0,30.4,1.9,2.2,87.3,1.6,3.9,5.5,0.9,0.9,0.3,1.0,1.7,0.4
Brandon Williams,POR,22,24,26.7,12.9,4.4,11.8,37.2,1.3,4.4,29.2,2.8,4.0,70.1,0.8,2.3,3.1,3.9,2.4,1.0,0.4,2.2,-11.3
Myles Turner,IND,26,42,29.4,12.9,4.8,9.4,50.9,1.5,4.4,33.3,1.9,2.5,75.2,1.5,5.5,7.1,1.0,1.3,0.7,2.8,2.8,-0.3
Coby White,CHI,22,61,27.5,12.7,4.6,10.6,43.3,2.2,5.8,38.5,1.3,1.5,85.7,0.3,2.7,3.0,2.9,1.1,0.5,0.2,2.2,-0.6
Monte Morris,DEN,27,75,29.9,12.6,5.0,10.3,48.4,1.7,4.2,39.5,1.0,1.1,86.9,0.4,2.7,3.0,4.4,1.0,0.7,0.2,1.2,3.8
Josh Giddey,OKC,19,54,31.5,12.5,5.2,12.4,41.9,1.0,3.9,26.3,1.0,1.5,70.9,1.8,6.0,7.8,6.4,3.2,0.9,0.4,1.6,-5.5
Cameron Johnson,PHX,26,66,26.2,12.5,4.2,9.2,46.0,2.5,5.9,42.5,1.5,1.7,86.0,0.6,3.5,4.1,1.5,0.7,0.9,0.2,1.7,3.3
Brook Lopez,MIL,34,13,23.0,12.4,4.7,10.1,46.6,1.5,4.1,35.8,1.5,1.8,87.0,1.5,2.6,4.1,0.5,0.9,0.6,1.2,2.6,-0.5
Victor Oladipo,MIA,30,8,21.6,12.4,4.4,9.1,47.9,1.9,4.5,41.7,1.8,2.4,73.7,0.4,2.5,2.9,3.5,2.0,0.6,0.1,1.6,-0.6
Devin Vassell,SAS,21,71,27.3,12.3,4.6,10.8,42.7,1.9,5.4,36.1,1.2,1.4,83.8,0.6,3.7,4.3,1.9,0.8,1.1,0.6,2.0,0.5
Lonnie Walker IV,SAS,23,70,23.0,12.1,4.4,10.9,40.7,1.6,5.0,31.4,1.7,2.1,78.4,0.3,2.3,2.6,2.2,1.0,0.6,0.3,1.4,-1.1
Marcus Smart,BOS,28,71,32.3,12.1,4.2,10.1,41.8,1.7,5.1,33.1,2.0,2.5,79.3,0.6,3.2,3.8,5.9,2.2,1.7,0.3,2.3,6.2
Malik Beasley,MIN,25,79,25.0,12.1,4.2,10.8,39.1,3.0,8.1,37.7,0.6,0.8,81.7,0.3,2.5,2.9,1.5,0.5,0.5,0.2,1.1,1.0
Kevin Huerter,ATL,23,74,29.6,12.1,4.7,10.3,45.4,2.2,5.6,38.9,0.6,0.7,80.8,0.4,3.0,3.4,2.7,1.2,0.7,0.4,2.5,2.3
Derrick Rose,NYK,33,26,24.5,12.0,4.7,10.5,44.5,1.4,3.5,40.2,1.2,1.2,96.8,0.8,2.2,3.0,4.0,1.5,0.8,0.5,0.6,3.5
Luke Kennard,LAC,26,70,27.4,11.9,4.1,9.1,44.9,2.7,6.0,44.9,1.0,1.1,89.6,0.3,3.0,3.3,2.1,0.9,0.6,0.1,1.4,2.6
Devonte' Graham,NOP,27,76,28.4,11.9,3.9,10.7,36.3,2.5,7.4,34.1,1.6,1.8,84.3,0.5,1.8,2.3,4.2,1.4,0.9,0.2,1.3,0.5
Jae'Sean Tate,HOU,26,78,26.4,11.8,4.7,9.3,49.8,0.8,2.6,31.2,1.7,2.4,70.7,1.7,3.7,5.4,2.8,1.8,0.9,0.5,3.7,-5.2
Jalen Suggs,ORL,21,48,27.2,11.8,4.1,11.4,36.1,0.9,4.1,21.4,2.6,3.4,77.3,0.5,3.0,3.6,4.4,3.0,1.2,0.4,3.0,-4.3
Danilo Gallinari,ATL,33,66,25.3,11.7,3.9,9.0,43.4,1.7,4.5,38.1,2.1,2.4,90.4,0.5,4.1,4.7,1.5,0.6,0.4,0.2,1.4,1.6
Alec Burks,NYK,30,81,28.6,11.7,3.5,9.0,39.1,1.9,4.8,40.4,2.7,3.3,82.2,0.6,4.3,4.9,3.0,1.1,1.0,0.3,2.7,1.5
Kemba Walker,NYK,32,37,25.6,11.6,4.0,10.0,40.3,2.0,5.4,36.7,1.6,1.9,84.5,0.4,2.6,3.0,3.5,1.3,0.7,0.2,1.0,-4.9
Cameron Oliver,ATL,25,2,21.7,11.5,5.0,7.5,66.7,0.5,1.5,33.3,1.0,1.5,66.7,1.0,2.0,3.0,1.5,0.0,0.5,0.5,2.5,-1.0
