Player,Team,Age,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
Chuma Okeke,ORL,24,22,18.8,4.7,1.5,4.2,36.6,0.9,3.0,30.8,0.7,1.0,76.2,1.0,2.6,3.5,1.2,0.5,0.5,0.4,1.6,-3.5
Cody Zeller,MIA,30,10,13.0,4.7,1.5,2.9,51.7,0.0,0.1,0.0,1.7,2.3,73.9,1.6,1.9,3.5,0.6,0.8,0.2,0.4,2.3,-1.5
Day'Ron Sharpe,BKN,21,40,11.4,4.7,2.0,3.6,53.8,0.2,0.3,54.5,0.7,1.0,65.0,2.0,2.1,4.1,0.8,1.0,0.3,0.7,2.0,-1.5
Garrison Mathews,ATL,26,51,12.8,4.7,1.3,3.6,36.6,1.2,3.3,35.3,0.8,0.9,89.6,0.2,1.2,1.4,0.5,0.4,0.5,0.1,1.2,-1.5
Malachi Flynn,TOR,24,48,13.2,4.6,1.6,4.6,35.6,0.9,2.6,36.0,0.4,0.6,72.4,0.3,1.2,1.5,1.4,0.5,0.4,0.1,1.3,-1.2
Kira Lewis Jr.,NOP,21,23,9.8,4.6,1.7,3.7,44.2,0.6,1.4,40.6,0.7,0.9,85.0,0.2,1.2,1.4,0.9,0.4,0.4,0.1,1.0,2.4
TyTy Washington Jr.,HOU,21,30,13.7,4.6,1.8,5.2,35.5,0.6,2.6,21.8,0.3,0.5,62.5,0.1,1.3,1.4,1.6,0.5,0.4,0.1,0.9,-1.6
Moses Brown,BKN,23,34,8.5,4.6,1.8,2.8,63.5,0.0,0.0,0.0,1.0,2.1,45.8,1.7,2.4,4.1,0.1,0.4,0.1,0.4,1.1,1.0
Dean Wade,CLE,26,39,19.9,4.5,1.6,3.9,40.8,1.0,2.8,34.9,0.4,0.6,65.2,0.4,2.9,3.3,0.8,0.4,0.6,0.5,2.1,2.6
Sandro Mamukelashvili,SAS,23,35,13.0,4.5,1.6,4.1,38.6,0.6,2.0,28.6,0.7,1.1,68.4,1.3,2.3,3.5,1.1,0.6,0.3,0.3,1.3,-3.1
Blake Griffin,BOS,34,34,14.3,4.5,1.7,3.5,49.2,0.6,1.7,34.5,0.5,0.8,61.5,1.1,2.6,3.7,1.3,0.5,0.4,0.2,1.9,2.2
Moses Moody,GSW,20,58,12.9,4.4,1.6,3.5,44.8,0.7,2.1,34.1,0.6,0.9,69.2,0.4,1.2,1.6,0.8,0.6,0.3,0.1,0.8,-0.5
Dalano Banton,TOR,23,27,9.3,4.4,1.7,4.1,41.1,0.5,1.7,28.3,0.6,0.7,78.9,0.3,1.0,1.3,1.1,0.6,0.5,0.4,1.1,-1.8
Thaddeus Young,TOR,34,54,14.7,4.4,2.0,3.7,54.5,0.1,0.6,17.6,0.3,0.5,69.2,1.3,1.8,3.1,1.4,0.8,1.0,0.1,1.6,-1.7
Justin Holiday,DAL,33,41,15.3,4.4,1.7,4.4,38.5,1.1,3.1,34.4,0.0,0.0,0.0,0.1,1.0,1.1,0.9,0.5,0.4,0.4,1.5,-3.1
Jamal Cain,MIA,24,15,12.4,4.4,1.7,3.3,52.0,0.1,0.8,16.7,0.8,1.1,75.0,0.8,1.8,2.6,0.6,0.3,0.5,0.0,1.0,-0.5
Jarrett Culver,ATL,24,10,13.7,4.4,1.7,4.3,39.5,0.1,1.2,8.3,0.9,1.3,69.2,1.0,2.8,3.8,0.6,0.7,0.6,0.2,1.4,-1.9
Patrick Baldwin Jr.,GSW,20,26,8.1,4.4,1.5,3.8,40.0,1.2,3.0,39.0,0.2,0.2,66.7,0.0,1.3,1.4,0.3,0.4,0.2,0.2,0.5,-1.9
Haywood Highsmith,MIA,26,50,17.8,4.4,1.7,4.0,42.9,0.7,2.1,35.0,0.2,0.5,46.2,1.0,2.4,3.4,0.7,0.7,0.7,0.3,1.5,-2.0
AJ Green,MIL,23,32,9.4,4.3,1.5,3.4,44.0,1.2,2.8,42.9,0.1,0.1,100,0.2,1.0,1.2,0.6,0.3,0.2,0.0,0.9,-0.9
Daishen Nix,HOU,21,50,16.7,4.3,1.5,4.4,35.3,0.8,2.6,30.5,0.5,0.7,66.7,0.3,1.5,1.8,2.5,1.5,0.6,0.1,1.1,-2.5
Danuel House Jr.,PHI,29,48,14.3,4.3,1.5,3.1,48.0,0.7,1.9,35.6,0.6,0.9,70.5,0.2,1.5,1.7,0.7,0.5,0.3,0.2,1.2,-0.4
Ish Wainright,PHX,28,54,15.2,4.3,1.4,3.8,37.7,0.9,2.8,33.3,0.5,0.5,86.2,0.8,1.4,2.2,0.9,0.4,0.7,0.3,2.0,1.7
Admiral Schofield,ORL,25,31,11.9,4.2,1.5,3.1,48.4,0.6,1.8,35.1,0.5,0.6,89.5,0.6,1.1,1.7,0.8,0.2,0.2,0.1,1.7,-1.5
Davis Bertans,DAL,30,41,10.6,4.1,1.4,3.3,41.9,1.1,2.9,38.3,0.2,0.3,83.3,0.2,0.8,1.0,0.5,0.2,0.2,0.1,1.2,-1.0
Christian Braun,DEN,21,68,14.5,4.1,1.6,3.3,49.1,0.4,1.1,38.2,0.4,0.7,62.5,0.6,1.6,2.2,0.8,0.4,0.4,0.2,1.3,-1.5
Serge Ibaka,MIL,33,16,11.6,4.1,1.6,3.4,48.1,0.4,1.1,33.3,0.5,0.8,61.5,0.9,1.8,2.8,0.3,0.7,0.1,0.4,1.4,-1.6
James Bouknight,CHA,22,27,13.2,4.1,1.5,4.5,32.8,0.6,2.4,25.0,0.6,0.8,68.2,0.2,1.7,1.9,1.0,0.7,0.5,0.1,1.1,-0.9
Isaiah Roby,SAS,25,42,11.3,4.1,1.6,3.7,43.2,0.4,1.4,30.0,0.5,1.0,48.8,0.5,2.1,2.6,0.9,0.7,0.4,0.2,1.3,-2.6
Johnny Juzang,UTA,22,12,11.2,4.1,1.5,4.8,31.6,0.9,3.4,26.8,0.2,0.3,50.0,0.3,1.5,1.8,0.3,0.2,0.2,0.3,0.8,-4.3
JaVale McGee,DAL,35,37,8.0,4.1,1.8,2.9,60.7,0.0,0.1,25.0,0.5,0.9,58.8,0.8,1.8,2.5,0.3,0.9,0.1,0.6,1.2,-2.5
Keon Johnson,POR,21,38,9.6,4.1,1.5,4.1,36.4,0.6,1.8,32.9,0.5,0.8,64.5,0.3,0.8,1.1,1.3,0.9,0.5,0.2,1.1,-3.1
Gary Payton II,GSW,30,15,17.0,4.1,1.6,2.7,58.5,0.6,1.1,52.9,0.3,0.3,100,0.7,1.9,2.6,1.5,0.8,1.1,0.1,1.9,1.6
Aaron Holiday,ATL,26,57,13.7,4.0,1.5,3.5,42.3,0.6,1.4,41.8,0.4,0.5,83.3,0.4,0.8,1.2,1.4,0.6,0.6,0.2,1.3,0.1
Bismack Biyombo,PHX,30,54,14.1,4.0,1.8,3.2,57.9,0.0,0.0,0.0,0.3,1.1,29.5,1.3,2.8,4.1,0.9,0.9,0.3,1.4,1.9,0.3
Matisse Thybulle,POR,26,66,16.1,4.0,1.5,3.4,44.9,0.7,2.0,36.1,0.2,0.3,63.6,0.6,1.3,1.9,0.7,0.3,1.1,0.4,1.6,0.7
Meyers Leonard,MIL,31,6,8.5,4.0,1.3,2.3,57.1,0.8,1.7,50.0,0.5,0.7,75.0,0.3,1.8,2.2,0.0,0.3,0.2,0.0,1.2,-0.7
Orlando Robinson,MIA,22,29,13.7,3.9,1.6,3.0,53.5,0.0,0.2,0.0,0.7,1.0,72.4,1.5,2.6,4.1,0.7,0.5,0.4,0.4,1.8,0.0
Svi Mykhailiuk,CHA,25,25,9.2,3.9,1.3,2.8,45.1,0.9,1.8,50.0,0.4,0.8,55.0,0.2,0.7,0.9,0.6,0.4,0.2,0.0,0.5,0.8
Jordan McLaughlin,MIN,26,36,15.9,3.9,1.5,3.6,42.6,0.5,1.9,26.5,0.3,0.4,78.6,0.4,1.1,1.5,3.3,0.8,0.9,0.1,0.6,1.9
Bryce McGowens,CHA,20,39,15.0,3.8,1.2,3.4,35.8,0.4,1.3,28.8,1.0,1.2,79.2,0.4,1.3,1.7,0.9,0.7,0.3,0.2,0.9,-2.9
Dru Smith,BKN,25,11,11.6,3.8,1.6,3.5,46.2,0.5,1.6,27.8,0.1,0.1,100,0.2,1.5,1.7,1.4,0.2,0.8,0.4,1.5,-0.6
Dyson Daniels,NOP,20,52,18.4,3.8,1.5,3.6,41.1,0.4,1.5,28.9,0.4,0.7,62.2,0.6,2.6,3.2,2.4,1.0,0.8,0.2,1.8,-0.1
Luke Kornet,BOS,27,61,11.5,3.8,1.6,2.3,68.5,0.0,0.2,30.0,0.5,0.6,81.1,1.3,1.6,2.8,0.7,0.4,0.2,0.7,1.2,0.9
Darius Days,HOU,23,4,6.2,3.8,1.3,3.0,41.7,0.8,2.5,30.0,0.5,0.5,100,0.3,1.3,1.5,0.3,0.0,0.0,0.3,0.5,0.3
Nathan Knight,MIN,25,36,7.9,3.7,1.2,2.2,56.4,0.2,0.6,36.4,1.1,1.5,69.1,0.6,0.9,1.5,0.4,0.5,0.3,0.2,1.0,-0.1
Bruno Fernando,ATL,24,35,10.7,3.7,1.4,2.8,51.5,0.0,0.0,0.0,0.9,1.3,68.2,1.4,2.1,3.5,0.9,0.6,0.2,0.9,2.0,-2.2
Matt Ryan,MIN,25,33,9.3,3.7,1.2,3.2,37.4,1.0,2.5,38.6,0.3,0.4,83.3,0.1,0.7,0.8,0.5,0.2,0.2,0.0,0.8,0.8
Caleb Houstan,ORL,20,44,15.3,3.7,1.3,3.3,38.9,0.9,2.4,36.5,0.3,0.3,84.6,0.7,1.4,2.1,0.5,0.3,0.2,0.1,1.4,-1.0
McKinley Wright IV,DAL,24,24,11.6,3.6,1.4,3.0,47.2,0.3,0.9,33.3,0.5,0.7,68.8,0.3,1.3,1.7,2.0,0.7,0.3,0.2,0.9,-3.1
Bryn Forbes,MIN,29,25,10.7,3.6,1.2,3.3,36.1,0.6,1.8,30.4,0.6,0.6,100,0.2,0.4,0.6,0.7,0.5,0.3,0.1,0.9,-1.9
Paul Reed,PHI,23,61,10.2,3.5,1.5,2.7,57.7,0.0,0.1,0.0,0.5,0.6,71.8,1.4,2.0,3.4,0.3,0.6,0.6,0.7,1.8,-0.6
Jericho Sims,NYK,24,49,15.8,3.5,1.6,2.1,76.9,0.0,0.0,0.0,0.2,0.3,75.0,1.9,2.8,4.7,0.5,0.5,0.3,0.6,1.9,-2.0
Kenneth Lofton Jr.,MEM,20,18,5.3,3.5,1.4,2.9,50.0,0.3,0.7,41.7,0.3,0.6,54.5,0.5,0.9,1.4,0.9,0.3,0.2,0.1,1.0,-1.8
Amir Coffey,LAC,25,47,12.9,3.5,1.1,3.0,38.0,0.2,0.8,26.3,1.0,1.3,78.0,0.4,0.7,1.1,1.1,0.4,0.1,0.1,1.1,-2.2
Furkan Korkmaz,PHI,25,32,8.9,3.5,1.2,2.8,42.7,0.4,1.2,35.1,0.7,1.0,68.8,0.2,0.8,1.0,0.6,0.6,0.2,0.1,0.3,-0.8
Goga Bitadze,ORL,23,30,10.5,3.5,1.4,2.7,52.5,0.2,0.6,26.3,0.5,1.1,46.9,1.4,1.6,3.0,0.9,0.5,0.4,0.5,1.6,1.1
Miles McBride,NYK,22,58,11.7,3.4,1.2,3.3,36.0,0.7,2.1,31.1,0.4,0.7,68.4,0.2,0.6,0.8,1.1,0.4,0.6,0.1,0.9,1.6
P.J. Tucker,PHI,37,69,25.8,3.4,1.2,2.9,42.3,0.7,1.8,38.7,0.3,0.3,82.6,1.3,2.7,4.0,0.8,0.6,0.6,0.2,2.4,2.3
Max Christie,LAL,20,38,13.3,3.4,1.2,2.8,41.9,0.7,1.6,41.9,0.4,0.4,87.5,0.2,1.8,1.9,0.5,0.3,0.2,0.2,0.9,-2.0
Markieff Morris,DAL,33,32,9.7,3.3,1.2,2.8,41.6,0.7,1.7,40.7,0.3,0.3,100,0.4,1.5,1.9,0.8,0.5,0.3,0.2,1.2,0.9
Josh Minott,MIN,20,14,6.5,3.3,1.3,2.4,52.9,0.1,0.4,33.3,0.6,0.6,100,0.4,1.4,1.8,0.3,0.2,0.3,0.4,0.7,2.1
David Duke Jr.,BKN,23,19,9.2,3.3,1.5,3.2,45.9,0.1,0.4,12.5,0.3,0.5,55.6,0.4,0.7,1.1,0.8,0.8,0.4,0.1,1.4,-0.7
Taj Gibson,WAS,37,46,9.6,3.3,1.3,2.4,53.6,0.1,0.4,21.1,0.6,0.8,68.4,0.7,1.3,1.9,0.7,0.5,0.3,0.3,1.7,0.3
Kevon Harris,ORL,25,31,12.3,3.3,1.1,2.7,41.0,0.4,1.0,36.7,0.7,0.9,81.5,0.8,1.1,1.9,0.4,0.5,0.5,0.1,1.4,0.5
Wesley Matthews,MIL,36,44,15.4,3.3,1.0,3.0,34.4,0.8,2.4,32.4,0.4,0.5,86.4,0.7,1.5,2.2,0.6,0.4,0.4,0.3,1.4,1.0
Boban Marjanovic,HOU,34,26,5.0,3.2,1.3,1.8,68.8,0.0,0.0,0.0,0.7,0.9,75.0,0.6,1.2,1.8,0.3,0.5,0.2,0.0,0.2,1.6
Christian Koloko,TOR,22,51,14.0,3.2,1.2,2.6,47.0,0.0,0.2,10.0,0.7,1.1,65.5,1.5,1.6,3.1,0.5,0.4,0.3,1.1,2.4,2.5
Usman Garuba,HOU,21,67,13.2,3.2,1.2,2.4,51.3,0.4,0.7,49.0,0.4,0.7,59.1,1.7,2.6,4.3,0.9,0.7,0.6,0.4,1.8,-3.6
Gorgui Dieng,SAS,33,26,10.4,3.2,1.2,3.2,36.9,0.5,2.1,25.5,0.2,0.3,75.0,0.9,1.9,2.8,1.5,0.9,0.2,0.4,1.7,-4.2
Jason Preston,LAC,23,13,9.4,3.2,1.4,3.2,43.9,0.4,1.4,27.8,0.0,0.2,0.0,0.2,1.5,1.7,2.1,0.8,0.2,0.0,0.5,-0.7
Anthony Gill,WAS,30,51,9.9,3.1,1.1,2.0,57.0,0.1,0.4,13.6,0.8,1.1,79.6,0.6,0.9,1.5,0.5,0.2,0.1,0.2,1.2,-0.1
Richaun Holmes,SAC,29,37,8.5,3.1,1.3,2.0,66.2,0.1,0.1,80.0,0.4,0.5,82.4,0.7,1.3,2.0,0.1,0.4,0.1,0.3,1.3,-1.6
JT Thor,CHA,20,62,12.2,3.1,1.2,2.9,40.0,0.4,1.5,28.6,0.4,0.6,65.7,0.5,1.4,1.9,0.4,0.5,0.4,0.3,0.9,-2.2
Jordan Hall,SAS,21,9,9.2,3.1,1.0,3.1,32.1,0.3,1.7,20.0,0.8,1.0,77.8,0.3,1.0,1.3,1.2,0.8,0.1,0.0,0.7,-2.7
Raul Neto,CLE,30,45,10.0,3.0,1.1,2.1,53.2,0.3,0.8,32.4,0.5,0.6,88.9,0.2,0.7,0.9,1.4,0.4,0.4,0.1,0.9,0.6
Danny Green,CLE,35,9,9.8,3.0,1.0,2.6,39.1,0.9,2.0,44.4,0.1,0.1,100,0.2,0.6,0.8,0.2,0.7,0.3,0.1,1.1,-2.7
Dominick Barlow,SAS,19,20,12.5,3.0,1.3,2.6,49.0,0.0,0.2,0.0,0.5,0.8,66.7,1.2,1.6,2.8,0.6,0.6,0.3,0.6,2.0,-4.9
Jake LaRavia,MEM,21,33,11.9,3.0,1.1,2.8,38.5,0.7,2.0,32.8,0.2,0.3,77.8,0.5,1.3,1.8,0.6,0.5,0.4,0.1,1.5,-2.4
Jamaree Bouyea,WAS,23,5,14.1,3.0,1.2,2.8,42.9,0.4,1.2,33.3,0.2,0.4,50.0,0.2,1.0,1.2,0.8,0.8,0.8,0.4,1.2,-3.4
Neemias Queta,SAC,23,4,6.1,3.0,1.5,2.0,75.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.3,2.3,0.3,0.3,0.0,0.3,1.8,-7.8
Trevelin Queen,IND,26,7,10.0,3.0,1.0,4.1,24.1,0.3,2.1,13.3,0.7,0.7,100,1.1,1.3,2.4,0.9,1.0,0.3,0.7,0.6,2.0
Tyler Dorsey,DAL,27,3,2.8,3.0,1.3,1.7,80.0,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.7
Kai Jones,CHA,22,39,10.3,3.0,1.3,2.3,55.7,0.1,0.3,25.0,0.4,0.5,75.0,0.8,1.6,2.4,0.2,0.5,0.3,0.6,1.4,-0.1
Juancho Hernangomez,TOR,27,42,14.6,2.9,1.1,2.7,42.1,0.4,1.6,25.4,0.2,0.4,56.3,0.6,2.3,2.9,0.6,0.4,0.4,0.1,1.0,0.3
Moussa Diabate,LAC,21,19,9.5,2.9,1.2,2.2,52.4,0.1,0.1,50.0,0.5,0.8,62.5,1.5,0.8,2.4,0.2,0.5,0.3,0.3,0.8,-1.0
Jabari Walker,POR,20,47,9.0,2.9,1.1,2.6,43.3,0.1,0.6,23.3,0.5,0.7,75.8,0.8,1.2,2.0,0.5,0.4,0.1,0.2,1.0,-0.6
Olivier Sarr,OKC,24,5,11.9,2.8,1.0,2.4,41.7,0.2,1.0,20.0,0.6,0.6,100,1.6,1.2,2.8,0.6,0.6,0.0,1.0,2.0,0.0
Damian Jones,UTA,27,34,9.7,2.8,1.1,1.8,58.1,0.1,0.3,44.4,0.6,0.7,76.0,1.0,1.6,2.6,0.3,0.4,0.2,0.6,1.1,-1.7
Jeff Dowtin Jr.,TOR,25,20,9.7,2.8,1.2,2.6,45.1,0.2,0.7,30.8,0.3,0.4,71.4,0.3,0.7,1.0,1.1,0.3,0.4,0.1,0.6,-0.3
Micah Potter,UTA,24,4,6.1,2.8,1.3,1.8,71.4,0.3,0.5,50.0,0.0,0.0,0.0,0.3,0.5,0.8,0.8,0.0,0.0,0.0,0.8,1.3
Robin Lopez,CLE,34,34,7.5,2.7,1.1,1.8,65.0,0.1,0.1,66.7,0.4,0.5,75.0,0.6,0.7,1.3,0.4,0.6,0.0,0.2,1.0,-1.1
Udoka Azubuike,UTA,23,30,7.3,2.6,1.2,1.6,78.7,0.0,0.0,0.0,0.2,0.5,31.3,0.8,1.9,2.7,0.3,0.5,0.2,0.4,0.7,-1.1
Trent Forrest,ATL,24,19,12.7,2.6,1.3,2.6,48.0,0.0,0.1,0.0,0.1,0.2,66.7,0.3,1.3,1.5,1.6,0.6,0.3,0.1,0.8,-3.1
A.J. Lawson,DAL,22,13,4.8,2.6,1.0,2.0,50.0,0.5,1.2,43.8,0.1,0.2,33.3,0.2,0.6,0.8,0.1,0.1,0.1,0.0,0.6,-1.1
Juan Toscano-Anderson,UTA,29,44,12.0,2.6,1.1,2.2,48.5,0.1,0.6,21.4,0.3,0.4,78.9,0.5,1.7,2.2,1.0,0.6,0.3,0.2,1.4,-2.9
Kessler Edwards,SAC,22,28,9.8,2.6,0.9,2.4,39.4,0.4,1.4,31.6,0.3,0.4,75.0,0.6,0.9,1.5,0.5,0.4,0.3,0.1,1.0,0.2
Terry Taylor,CHI,23,28,8.3,2.6,1.1,2.4,47.8,0.1,0.6,22.2,0.2,0.3,71.4,0.8,0.6,1.4,0.4,0.3,0.1,0.2,0.9,-0.4
James Johnson,IND,36,15,8.7,2.6,1.1,2.5,42.1,0.2,0.9,23.1,0.3,0.5,50.0,0.1,1.3,1.5,0.7,0.3,0.3,0.4,1.8,0.5
Frank Ntilikina,DAL,24,44,11.8,2.5,0.9,2.5,36.4,0.3,1.3,24.1,0.4,0.6,68.0,0.1,1.1,1.3,1.1,0.6,0.3,0.1,1.3,0.6
Dylan Windler,CLE,26,2,4.0,2.5,1.0,1.5,66.7,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,-1.0
Jared Butler,OKC,22,2,9.6,2.5,1.0,2.0,50.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,1.0,1.5,0.0,1.5,-2.0
Ron Harper Jr.,TOR,22,4,3.5,2.5,1.0,1.8,57.1,0.5,1.0,50.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,1.8
Frank Kaminsky,HOU,29,33,6.4,2.4,0.8,1.7,49.1,0.4,0.9,40.0,0.4,0.5,87.5,0.1,1.2,1.4,0.8,0.3,0.2,0.1,0.7,-0.2
Ish Smith,DEN,34,38,8.6,2.4,1.2,2.7,43.1,0.1,0.2,33.3,0.0,0.1,50.0,0.1,1.1,1.2,2.1,1.0,0.2,0.2,0.8,-0.9
Jay Huff,WAS,25,3,4.1,2.3,0.3,0.7,50.0,0.0,0.3,0.0,1.7,1.7,100,0.0,1.3,1.3,0.3,0.7,0.0,0.0,0.3,3.7
Scotty Pippen Jr.,LAL,22,6,5.3,2.3,0.7,2.0,33.3,0.2,0.5,33.3,0.8,1.5,55.6,0.3,0.3,0.7,0.3,0.3,0.3,0.2,0.5,-0.2
Johnny Davis,WAS,21,20,8.1,2.3,1.0,2.7,37.7,0.1,0.7,7.7,0.3,0.5,55.6,0.2,0.8,1.0,0.3,0.3,0.1,0.1,1.3,-1.2
Kennedy Chandler,MEM,20,32,8.0,2.2,1.0,2.4,40.8,0.1,0.5,13.3,0.2,0.4,46.2,0.2,0.8,1.0,1.7,0.5,0.3,0.2,0.4,-1.8
Davon Reed,LAL,27,40,8.4,2.2,0.7,2.1,32.5,0.4,1.2,37.0,0.4,0.6,66.7,0.3,1.2,1.5,0.5,0.5,0.4,0.1,1.0,-2.4
Khem Birch,SAS,30,20,8.1,2.2,1.0,1.6,59.4,0.1,0.1,50.0,0.2,0.3,80.0,0.4,0.9,1.3,0.4,0.4,0.3,0.3,1.2,0.3
Andre Iguodala,GSW,39,8,14.1,2.1,0.9,1.9,46.7,0.1,1.1,11.1,0.3,0.4,66.7,0.4,1.8,2.1,2.4,1.1,0.5,0.4,1.4,4.4
Nerlens Noel,BKN,28,17,11.5,2.1,0.8,2.1,36.1,0.1,0.1,50.0,0.5,0.7,66.7,0.6,2.1,2.7,0.6,0.8,0.9,0.6,1.9,-4.4
Buddy Boeheim,DET,23,7,9.8,2.0,0.6,3.3,17.4,0.6,3.1,18.2,0.3,0.3,100,0.3,0.3,0.6,0.4,0.0,0.3,0.0,0.6,2.4
Chris Silva,DAL,26,1,3.0,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
Justin Champagnie,TOR,21,3,3.6,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,-0.7
Lindell Wigginton,MIL,24,4,4.3,2.0,0.8,2.3,33.3,0.0,1.0,0.0,0.5,0.5,100,0.0,0.3,0.3,0.3,0.5,0.0,0.0,0.3,0.3
Omer Yurtseven,MIA,24,6,6.2,2.0,0.8,1.5,55.6,0.0,0.2,0.0,0.3,0.5,66.7,0.7,0.8,1.5,0.0,0.2,0.2,0.2,1.0,-2.7
Stanley Umude,DET,23,1,2.1,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
Garrett Temple,NOP,36,23,6.6,2.0,0.7,1.8,38.1,0.4,1.0,41.7,0.1,0.2,75.0,0.2,0.4,0.6,0.5,0.2,0.4,0.0,0.6,-1.0
Ryan Rollins,GSW,20,12,5.2,1.9,0.6,1.7,35.0,0.3,0.8,33.3,0.5,0.5,100,0.3,0.8,1.0,0.5,1.3,0.1,0.1,0.8,-3.9
Jared Rhoden,DET,23,8,9.2,1.9,0.8,2.1,35.3,0.1,1.0,12.5,0.3,0.3,100,1.0,1.0,2.0,0.3,0.1,0.3,0.0,1.1,2.9
Peyton Watson,DEN,20,16,3.1,1.9,0.8,1.4,56.5,0.3,0.4,66.7,0.0,0.1,0.0,0.2,0.3,0.5,0.1,0.1,0.0,0.1,0.2,-2.1
Dalen Terry,CHI,20,30,5.6,1.8,0.7,1.6,46.8,0.2,0.6,33.3,0.2,0.4,45.5,0.3,0.6,0.9,0.6,0.2,0.1,0.1,0.6,-0.2
Joe Wieskamp,TOR,23,5,5.9,1.8,0.6,1.6,37.5,0.6,1.4,42.9,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.0,0.0,0.4,-1.4
Trevor Hudgins,HOU,24,5,5.7,1.8,0.4,1.8,22.2,0.4,1.6,25.0,0.6,0.6,100,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.6
Alize Johnson,SAS,26,4,7.4,1.8,0.8,1.5,50.0,0.0,0.5,0.0,0.3,0.5,50.0,0.5,2.0,2.5,0.3,1.0,0.3,0.0,0.8,3.0
Greg Brown III,POR,21,16,5.8,1.8,0.7,1.8,39.3,0.1,0.4,14.3,0.3,0.8,41.7,0.1,1.1,1.2,0.2,0.4,0.3,0.3,0.8,-0.3
Quenton Jackson,WAS,24,4,2.9,1.8,0.8,1.5,50.0,0.3,0.8,33.3,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.3,3.0
Theo Pinson,DAL,27,37,6.6,1.7,0.5,1.6,32.8,0.4,1.2,34.1,0.2,0.3,81.8,0.2,0.9,1.1,0.8,0.2,0.1,0.0,0.6,-1.1
Keon Ellis,SAC,23,13,3.9,1.7,0.5,1.0,53.8,0.5,0.8,60.0,0.2,0.2,66.7,0.3,0.3,0.6,0.3,0.1,0.2,0.1,0.7,-1.1
Mamadi Diakite,CLE,26,18,6.7,1.7,0.7,1.8,39.4,0.2,0.8,26.7,0.0,0.0,0.0,0.3,0.7,1.0,0.2,0.4,0.1,0.4,1.0,0.1
Jaden Springer,PHI,20,13,3.6,1.6,0.7,1.6,42.9,0.0,0.2,0.0,0.2,0.3,75.0,0.4,0.4,0.8,0.3,0.1,0.5,0.2,0.7,-1.6
Tony Bradley,CHI,25,12,2.8,1.6,0.5,1.0,50.0,0.3,0.4,60.0,0.3,0.3,100,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,0.9
Matthew Dellavedova,SAC,32,31,6.7,1.5,0.5,1.6,34.0,0.3,0.9,33.3,0.1,0.2,57.1,0.0,0.4,0.4,1.3,0.3,0.2,0.0,0.6,-1.8
Carlik Jones,CHI,25,2,11.4,1.5,0.5,2.5,20.0,0.0,0.5,0.0,0.5,2.0,25.0,0.5,1.0,1.5,1.0,0.5,0.0,0.0,0.5,1.0
Cole Swider,LAL,23,6,6.7,1.5,0.5,1.5,33.3,0.5,1.3,37.5,0.0,0.0,0.0,0.2,1.0,1.2,0.7,0.0,0.0,0.0,0.5,0.5
Jordan Schakel,WAS,24,2,3.1,1.5,0.5,1.0,50.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,3.0
Kendall Brown,IND,19,6,6.7,1.5,0.7,1.2,57.1,0.0,0.2,0.0,0.2,0.3,50.0,0.3,0.7,1.0,0.5,0.3,0.7,0.0,1.5,0.7
Trevor Keels,NYK,19,2,1.9,1.5,0.5,1.5,33.3,0.5,1.5,33.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.5
Wendell Moore Jr.,MIN,21,27,5.5,1.5,0.6,1.6,40.5,0.1,0.6,11.8,0.1,0.2,80.0,0.1,0.5,0.6,0.7,0.3,0.3,0.2,0.5,-1.9
Braxton Key,DET,26,3,3.0,1.3,0.3,0.3,100,0.0,0.0,0.0,0.7,0.7,100,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,-1.0
Vit Krejci,ATL,22,24,5.3,1.3,0.5,1.3,41.9,0.2,0.8,27.8,0.0,0.1,50.0,0.1,0.5,0.6,0.5,0.2,0.1,0.0,0.5,-0.3
