Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,STL,BLKP,Charges
Stephen Curry,GSW,29,G,79,79,60.2,2.1,5.5,38.0,37.4,0.7,33.4,1.8,0.1,0.09
Nicolas Batum,CHA,28,G,77,76,60.2,2.3,5.5,41.3,37.8,3.5,34.0,1.1,0.1,0.01
Klay Thompson,GSW,27,G,78,78,51.8,2.0,5.5,36.2,37.1,-0.9,34.0,0.8,0.3,0
Dion Waiters,MIA,25,G,46,46,52.0,1.7,5.5,30.7,37.5,-6.8,30.1,0.9,0.2,0
Kent Bazemore,ATL,27,F-G,73,72,57.8,2.0,5.4,37.8,37.7,0.1,26.9,1.2,0.3,0.1
Eric Gordon,HOU,28,G,75,74,60.4,1.8,5.4,32.6,37.5,-4.9,31.0,0.6,0.3,0.03
Marcus Morris Sr.,DET,27,F,79,78,56.6,2.0,5.4,37.1,37.4,-0.3,NaN,NaN,NaN,NaN
Courtney Lee,NYK,31,G,77,76,56.9,1.8,5.4,34.0,37.9,-3.9,31.9,1.1,0.2,0.01
Luol Deng,LAL,32,F,56,54,53.5,1.9,5.4,35.5,37.3,-1.8,26.5,0.9,0.1,0.04
Josh Richardson,MIA,23,G,53,52,54.0,1.9,5.4,35.1,37.4,-2.3,30.5,1.1,0.3,0
Zach LaVine,MIN,22,G,47,47,62.8,2.0,5.4,37.2,37.8,-0.6,37.2,0.9,0.1,0
Brook Lopez,BKN,29,C,75,75,39.9,2.3,5.4,42.2,37.9,4.3,29.6,0.5,0.5,0.01
LaMarcus Aldridge,SAS,31,F,71,71,42.6,2.0,5.3,38.2,37.0,1.1,32.4,0.6,0.3,0
DeAndre Jordan,LAC,28,C,81,79,38.2,2.1,5.3,39.5,37.3,2.2,31.7,0.6,0.5,0
Tony Snell,MIL,25,G-F,80,79,60.3,2.1,5.3,38.9,38.1,0.8,29.2,0.7,0.1,0.01
Darren Collison,SAC,29,G,68,68,65.2,1.8,5.3,33.6,38.0,-4.4,30.3,1.0,0.1,0.03
Steven Adams,OKC,23,C,80,80,38.8,1.9,5.3,36.6,37.9,-1.3,29.9,1.1,0.3,0
Khris Middleton,MIL,25,G-F,29,29,58.8,1.7,5.3,31.8,36.3,-4.5,30.7,1.4,0.2,0.24
DeMarcus Cousins,NOP,26,F-C,72,72,37.9,2.1,5.3,39.0,37.9,1.1,34.2,1.4,0.5,0.33
Kevin Love,CLE,28,F,60,60,38.9,2.0,5.3,37.7,36.8,0.9,31.4,0.9,0.1,0.12
JR Smith,CLE,31,G,41,41,62.8,1.9,5.2,37.4,37.1,0.3,29.0,1.0,0.1,0.05
Julius Randle,LAL,22,F,74,72,42.9,2.1,5.2,40.2,37.3,2.9,28.8,0.7,0.1,0
Maurice Harkless,POR,24,F,77,76,53.3,1.8,5.2,35.4,37.5,-2.1,28.9,1.1,0.2,0.01
Frank Kaminsky,CHA,24,C,75,75,46.7,1.9,5.2,35.9,37.0,-1.1,26.1,0.6,0.1,0.08
Serge Ibaka,TOR,27,F,79,79,40.2,2.0,5.2,38.4,36.5,1.9,30.7,0.5,0.3,0
Brandon Ingram,LAL,19,F,78,77,58.3,2.0,5.2,39.6,37.0,2.6,28.8,0.6,0.2,0.04
Markieff Morris,WAS,27,F,76,76,43.2,2.0,5.2,39.7,37.5,2.2,31.2,1.1,0.2,0.04
JaMychal Green,MEM,27,F,77,75,54.6,1.9,5.2,36.5,37.2,-0.7,27.3,0.6,0.2,0.16
Giannis Antetokounmpo,MIL,22,F-G,80,79,44.1,1.8,5.2,34.9,37.2,-2.3,35.6,1.6,0.6,0.03
Jordan Clarkson,LAL,25,G,82,81,60.2,2.0,5.2,39.0,37.9,1.1,29.2,1.1,0.0,0.02
James Johnson,MIA,30,F,76,75,47.8,1.8,5.1,35.0,36.9,-1.9,27.4,1.0,0.4,0.05
Isaiah Thomas,BOS,28,G,76,76,58.3,2.0,5.1,39.5,38.1,1.4,33.8,0.9,0.1,0.08
Solomon Hill,NOP,26,F,80,80,52.4,1.7,5.1,33.7,37.2,-3.5,29.7,0.9,0.1,0.01
Evan Fournier,ORL,24,G,68,68,54.8,1.9,5.1,38.0,37.6,0.4,32.9,1.0,0.0,0.06
Ish Smith,DET,28,G,81,78,54.2,1.9,5.1,38.2,37.4,0.8,24.1,0.8,0.3,0.1
P.J. Tucker,TOR,32,F,79,78,59.6,1.9,5.0,37.9,37.4,0.5,NaN,NaN,NaN,NaN
Matt Barnes,GSW,37,F,74,72,57.8,1.8,5.0,34.9,36.9,-2.0,24.0,0.6,0.1,0.01
Trevor Ariza,HOU,32,F,80,80,54.6,1.7,5.0,34.7,37.6,-2.9,34.7,1.8,0.1,0.12
Gorgui Dieng,MIN,27,F-C,82,81,35.5,2.0,5.0,40.2,37.8,2.4,32.4,1.1,0.3,0.24
Tyler Johnson,MIA,25,G,73,69,49.9,1.8,5.0,35.4,37.5,-2.1,29.8,1.2,0.2,0.08
Matthew Dellavedova,MIL,26,G,76,74,60.1,1.9,5.0,37.6,37.5,0.1,26.1,0.7,0,0.07
Trevor Booker,BKN,29,F,70,70,50.7,1.8,5.0,36.9,37.3,-0.4,24.7,1.1,0.1,0.03
Iman Shumpert,CLE,27,G,76,76,60.0,1.7,5.0,35.0,37.8,-2.8,25.5,0.8,0.1,0
Dante Cunningham,NOP,30,F,66,64,51.3,2.0,4.9,40.0,37.3,2.7,25.0,0.6,0.1,0
Cory Joseph,TOR,25,G,79,76,55.7,1.9,4.9,38.6,37.3,1.3,25.0,0.8,0.1,0.05
D'Angelo Russell,LAL,21,G,62,61,56.4,1.9,4.9,37.7,38.1,-0.3,28.7,1.4,0.1,0.02
Al-Farouq Aminu,POR,26,F,61,59,43.1,1.8,4.9,37.3,37.7,-0.4,29.1,1.0,0.3,0.02
Jeremy Lin,BKN,28,G,35,34,47.3,1.7,4.9,35.5,37.4,-1.9,24.5,1.2,0.2,0.19
Kawhi Leonard,SAS,26,F,73,73,54.3,1.9,4.9,38.4,37.0,1.4,33.4,1.8,0.2,0
Troy Williams,HOU,22,F,25,25,65.2,1.7,4.9,35.2,36.2,-1.0,18.6,0.9,0.0,0
Harrison Barnes,DAL,25,F,78,78,48.0,1.6,4.8,34.1,37.0,-2.9,35.5,0.8,0.0,0
Danny Green,SAS,30,G-F,67,67,47.6,1.7,4.8,34.9,37.8,-2.9,26.6,1.0,0.3,0.01
DeMar DeRozan,TOR,27,G,73,73,61.0,1.7,4.8,34.8,37.1,-2.2,35.4,1.1,0.1,0.07
Tony Allen,MEM,35,G-F,70,70,63.1,1.8,4.8,36.5,38.0,-1.5,27.0,1.6,0.2,0
Tim Frazier,NOP,26,G,65,64,57.7,1.5,4.8,31.4,37.1,-5.7,23.5,0.9,0.0,0.15
Monta Ellis,IND,31,G,73,72,63.5,1.9,4.8,38.6,37.7,0.9,27.0,1.1,0.2,0.11
T.J. McConnell,PHI,25,G,81,81,59.6,1.9,4.8,39.6,37.8,1.8,26.3,1.7,0.0,0.05
Goran Dragic,MIA,31,G,73,72,49.2,1.7,4.8,36.3,37.6,-1.3,33.7,1.2,0.1,0.05
Nik Stauskas,PHI,23,G,80,80,55.2,1.7,4.8,35.3,37.2,-1.9,27.4,0.6,0.2,0
Aaron Gordon,ORL,21,F,80,77,52.4,1.7,4.7,35.8,37.6,-1.8,28.7,0.8,0.2,0.06
Bojan Bogdanovic,WAS,28,G,80,79,54.8,1.8,4.7,38.8,37.2,1.6,25.7,0.4,0.0,0.01
Spencer Dinwiddie,BKN,24,G,57,57,60.7,1.9,4.7,41.2,37.1,4.1,22.6,0.7,0.2,0.02
David Nwaba,LAL,24,G,19,19,55.3,1.6,4.7,33.7,37.7,-4.0,19.9,0.7,0.1,0
Gary Harris,DEN,22,G,55,54,58.5,2.1,4.7,45.9,37.9,8.0,31.3,1.2,0.0,0
Luc Mbah a Moute,LAC,30,F,80,78,53.0,1.6,4.7,34.6,37.3,-2.8,22.3,1.0,0.2,0.03
Deron Williams,CLE,33,G,62,60,56.9,1.6,4.7,34.6,36.8,-2.2,25.9,0.5,0.1,0.09
Taj Gibson,OKC,32,F,78,74,47.2,1.8,4.6,38.8,37.6,1.1,25.5,0.5,0.2,0.03
Richard Jefferson,CLE,37,F,79,79,58.6,1.6,4.6,33.7,36.8,-3.1,20.4,0.3,0.0,0.09
Marco Belinelli,CHA,31,G-F,74,71,68.1,1.6,4.6,35.4,37.1,-1.7,24.0,0.6,0.0,0.01
Patrick Patterson,TOR,28,F,65,64,52.1,1.3,4.6,28.8,37.0,-8.2,24.6,0.6,0.0,0.09
Robin Lopez,CHI,29,C,81,79,30.1,2.1,4.6,44.8,37.7,7.1,28.0,0.2,0.3,0.01
Kyle Korver,CLE,36,G,67,66,52.9,1.8,4.6,39.1,37.0,2.1,26.2,0.5,0.1,0.18
Montrezl Harrell,HOU,23,F,57,55,45.5,1.6,4.6,34.5,37.4,-2.9,18.3,0.3,0.3,0.19
JJ Redick,LAC,33,G,78,77,56.0,1.7,4.6,37.0,37.1,-0.1,28.2,0.7,0.1,0.09
Nikola Jokic,DEN,22,F-C,72,70,31.7,1.8,4.6,39.5,37.9,1.6,27.9,0.8,0.2,0
Arron Afflalo,SAC,31,G,61,59,63.1,2.0,4.6,43.0,38.3,4.7,25.9,0.3,0.0,0
Isaiah Whitehead,BKN,22,G,73,70,54.5,1.7,4.5,36.7,36.9,-0.2,22.5,0.6,0.2,0.15
Emmanuel Mudiay,DEN,21,G,53,50,55.2,1.9,4.5,40.8,37.4,3.4,25.6,0.7,0.1,0.04
Jeff Green,ORL,30,F,69,69,53.2,1.5,4.5,33.0,36.4,-3.4,22.2,0.5,0.1,0.06
Terrence Ross,ORL,26,F,77,77,56.0,1.8,4.5,39.9,36.9,3.0,25.1,1.1,0.3,0
Kelly Olynyk,BOS,26,C-F,75,72,43.5,1.8,4.5,38.8,37.5,1.3,20.5,0.6,0.2,0.17
Josh Huestis,OKC,25,F,2,2,56.3,0.5,4.5,11.1,36.8,-25.7,15.5,0,1.0,0
Gerald Henderson,PHI,29,G,71,71,60.6,1.8,4.5,39.5,37.4,2.1,23.2,0.6,0.1,0.07
Dario Saric,PHI,23,F,81,80,43.0,1.8,4.5,40.4,37.2,3.2,26.3,0.7,0.1,0.01
T.J. Warren,PHX,23,F,63,63,54.6,1.4,4.4,32.5,37.0,-4.5,NaN,NaN,NaN,NaN
Rodney McGruder,MIA,25,G,77,74,53.9,1.8,4.4,39.6,38.3,1.3,25.2,0.6,0.1,0
Dwyane Wade,CHI,35,G,60,59,58.7,1.6,4.4,36.5,37.1,-0.6,29.9,1.4,0.3,0.02
Rondae Hollis-Jefferson,BKN,22,F,77,75,47.6,1.6,4.4,35.9,37.5,-1.7,22.6,1.1,0.1,0
Shelvin Mack,UTA,27,G,54,50,58.0,1.7,4.4,39.5,37.7,1.8,21.9,0.8,0.0,0.02
Sean Kilpatrick,BKN,27,G,69,65,58.6,1.9,4.4,42.2,37.9,4.4,25.1,0.6,0.0,0.09
Yogi Ferrell,DAL,24,G,46,43,59.1,1.7,4.4,38.6,37.5,1.1,26.0,0.9,0.1,0.13
Ty Lawson,SAC,29,G,69,68,65.1,1.9,4.4,42.7,37.6,5.1,25.1,1.1,0.0,0.01
E'Twaun Moore,NOP,28,G,73,73,51.5,1.9,4.4,42.5,37.7,4.8,24.9,0.7,0.2,0.01
Jeremy Lamb,CHA,25,G,61,59,63.4,1.7,4.3,39.6,37.4,2.2,18.4,0.4,0.1,0.03
Ryan Anderson,HOU,29,F,72,72,41.4,1.7,4.3,38.7,37.6,1.1,29.4,0.4,0.0,0.19
Buddy Hield,SAC,24,G,81,80,54.8,1.7,4.3,38.7,37.1,1.5,23.0,0.5,0.0,0
Gordon Hayward,UTA,27,F,73,72,54.2,1.5,4.3,35.4,37.0,-1.6,34.5,1.0,0.1,0.01
Malcolm Brogdon,MIL,24,G,75,74,52.4,1.5,4.3,35.4,37.8,-2.4,26.4,1.1,0.1,0
Glenn Robinson III,IND,23,G-F,66,65,57.1,1.6,4.3,37.5,37.8,-0.4,20.7,0.6,0.1,0.01
Jamal Murray,DEN,20,G,81,80,56.6,1.4,4.3,33.8,37.0,-3.1,21.5,0.6,0.1,0.07
Austin Rivers,LAC,24,G,74,71,51.1,1.6,4.3,37.3,37.1,0.2,27.8,0.6,0.0,0.03
Raymond Felton,LAC,33,G,80,78,58.8,1.4,4.3,31.7,36.8,-5.2,21.2,0.8,0.2,0.01
Nick Young,LAL,32,G-F,60,58,56.9,1.8,4.3,42.4,37.9,4.5,25.9,0.6,0.1,0.03
Andrew Harrison,MEM,22,G,68,65,60.5,1.5,4.2,35.4,36.9,-1.5,20.5,0.7,0.1,0.1
Nikola Mirotic,CHI,26,F,70,69,45.7,1.5,4.2,34.5,36.7,-2.3,24.0,0.8,0.3,0.04
Jon Leuer,DET,28,F,75,72,39.4,1.6,4.2,39.4,36.8,2.6,25.9,0.4,0.1,0.01
Brandon Knight,PHX,25,G,53,50,59.4,1.5,4.2,35.1,37.3,-2.1,21.1,0.5,0.1,0.04
Tony Parker,SAS,35,G,62,61,60.0,1.8,4.1,42.6,37.5,5.1,25.2,0.5,0.0,0
Joe Harris,BKN,25,F-G,51,51,51.0,1.5,4.1,36.7,37.5,-0.8,21.9,0.6,0.0,0
Dirk Nowitzki,DAL,39,F,53,51,38.4,1.8,4.1,42.7,37.2,5.4,26.4,0.6,0.3,0
Marcin Gortat,WAS,33,C,82,77,28.7,1.7,4.1,41.8,37.7,4.2,31.2,0.5,0.2,0.17
Skal Labissiere,SAC,21,F-C,30,29,43.2,1.3,4.1,30.9,36.0,-5.1,18.5,0.5,0.2,0
J.J. Barea,DAL,33,G,34,33,68.1,1.4,4.1,35.3,37.2,-2.0,22.0,0.4,0.0,0.06
Rajon Rondo,CHI,31,G,69,68,52.0,1.6,4.1,39.4,37.9,1.4,26.7,1.4,0.1,0.07
Rudy Gobert,UTA,25,C,81,78,25.8,1.5,4.1,36.1,38.3,-2.3,33.9,0.6,0.8,0.04
Ersan Ilyasova,ATL,30,F,82,79,43.7,1.3,4.1,33.0,36.9,-3.9,26.1,0.7,0.1,0.43
Vince Carter,MEM,40,G-F,73,73,57.8,1.4,4.0,35.5,37.1,-1.6,24.7,0.8,0.3,0.04
Ben McLemore,SAC,24,G,59,55,61.4,1.5,4.0,36.8,37.0,-0.2,19.3,0.5,0.0,0.05
Andre Iguodala,GSW,33,G-F,76,73,53.3,1.4,4.0,34.5,36.4,-1.9,26.3,1.0,0.3,0.03
Joel Embiid,PHI,23,C,31,31,30.4,1.6,4.0,39.2,37.5,1.7,25.4,0.9,0.9,0.03
Dorian Finney-Smith,DAL,24,F,78,74,53.6,1.5,4.0,36.6,37.1,-0.5,20.3,0.6,0.1,0
Paul Zipser,CHI,23,F,41,37,51.6,1.6,4.0,38.8,37.2,1.6,19.2,0.3,0.1,0.02
Gary Payton II,MIL,24,G,5,5,60.6,2.0,4.0,50.0,37.0,13.0,16.5,0.5,0.0,0
Joe Ingles,UTA,29,F,80,77,62.4,1.5,4.0,37.2,37.9,-0.7,24.0,1.2,0.0,0
Justin Holiday,NYK,28,G,82,76,59.4,1.5,4.0,37.2,37.5,-0.3,20.0,0.8,0.1,0.02
Lance Thomas,NYK,29,F,45,43,66.5,1.4,4.0,36.3,36.0,0.3,21.0,0.5,0.0,0.02
Will Barton,DEN,26,G-F,59,59,49.4,1.7,4.0,43.0,37.6,5.4,28.4,0.8,0.1,0
Jared Dudley,PHX,31,F,64,62,46.0,1.6,4.0,39.0,36.3,2.7,21.3,0.7,0.1,0.22
Kelly Oubre Jr.,WAS,21,F,76,71,58.0,1.5,4.0,36.8,36.9,-0.1,20.3,0.7,0.1,0.08
Allen Crabbe,POR,25,G,79,78,58.0,1.4,4.0,35.0,37.1,-2.1,28.5,0.7,0.2,0
CJ Miles,IND,30,F-G,75,75,65.2,1.5,4.0,38.6,36.6,2.0,23.4,0.6,0.2,0.14
Russell Westbrook,OKC,28,G,80,79,53.8,1.6,4.0,39.1,37.0,2.1,34.6,1.6,0.0,0.04
Joe Johnson,UTA,36,F-G,78,77,60.6,1.4,4.0,34.6,36.9,-2.2,23.6,0.5,0.1,0
Taurean Prince,ATL,23,F,57,53,60.3,1.6,4.0,41.6,36.8,4.8,16.6,0.7,0.1,0.05
Myles Turner,IND,21,C,80,76,27.6,1.3,4.0,33.1,37.7,-4.6,31.4,0.9,0.5,0.01
Kenneth Faried,DEN,27,F,60,59,46.4,1.6,4.0,39.7,37.1,2.6,21.2,0.7,0.1,0.33
Dante Exum,UTA,21,G,65,63,57.0,1.5,3.9,38.3,37.6,0.7,18.6,0.3,0.1,0.03
Brandon Rush,MIN,31,G-F,43,42,56.0,1.2,3.9,30.4,37.8,-7.4,21.9,0.5,0.1,0.06
Wayne Ellington,MIA,29,G,62,60,56.9,1.6,3.9,39.7,37.3,2.3,24.2,0.6,0.0,0
Channing Frye,CLE,34,F,74,74,38.9,1.5,3.9,39.2,36.6,2.6,18.9,0.4,0.1,0.04
James Ennis III,MEM,26,F,63,61,53.5,1.3,3.9,33.7,38.3,-4.5,23.5,0.7,0.1,0.05
Jodie Meeks,ORL,29,G,36,35,58.2,1.5,3.9,38.1,36.9,1.2,20.5,0.9,0.0,0.03
Sam Dekker,HOU,23,F,77,76,51.9,1.5,3.8,38.9,37.3,1.5,18.4,0.5,0.1,0.01
Nikola Vucevic,ORL,26,C,75,73,30.3,1.5,3.8,38.2,37.6,0.6,28.8,1.0,0.5,0
Doug McDermott,OKC,25,F,65,63,51.4,1.5,3.8,38.2,36.4,1.8,22.8,0.2,0.0,0
Terrence Jones,MIL,25,F,51,50,38.9,1.5,3.8,38.5,37.3,1.2,23.5,0.7,0.3,0.02
Zach Randolph,MEM,35,F,73,71,43.1,1.3,3.8,34.7,37.5,-2.9,24.5,0.5,0.1,0.01
Langston Galloway,SAC,25,G,72,71,60.9,1.3,3.8,35.2,37.0,-1.8,20.2,0.6,0.0,0.03
Dwight Howard,ATL,31,C,74,70,38.1,1.5,3.8,38.7,37.6,1.1,29.7,0.9,0.5,0
Marc Gasol,MEM,32,C,74,70,32.5,1.4,3.7,37.0,37.6,-0.6,34.2,0.9,0.4,0.05
Patty Mills,SAS,28,G,80,79,61.6,1.5,3.7,40.9,37.1,3.8,21.9,0.8,0.0,0.11
Lou Williams,HOU,30,G,81,80,56.6,1.3,3.7,34.6,36.8,-2.3,24.6,1.0,0.0,0.04
Clint Capela,HOU,23,C,65,62,29.8,1.4,3.7,37.2,38.1,-0.9,23.9,0.5,0.4,0.09
Jason Terry,MIL,39,G,74,73,67.2,1.1,3.7,30.7,36.7,-6.0,18.4,0.6,0.1,0
Marquese Chriss,PHX,19,F,80,73,45.1,1.6,3.7,42.9,37.6,5.3,21.3,0.8,0.2,0.06
Derrick Jones Jr.,PHX,20,F,29,27,57.2,1.2,3.7,31.8,37.0,-5.2,17.0,0.4,0.1,0.03
Larry Nance Jr.,LAL,24,F,62,60,42.2,1.4,3.7,37.0,37.8,-0.8,22.9,1.3,0.2,0
Jamal Crawford,LAC,37,G,82,81,60.0,1.4,3.6,37.1,35.7,1.4,26.3,0.7,0.1,0
Timofey Mozgov,LAL,30,C,54,50,37.1,1.3,3.6,36.7,37.3,-0.5,20.4,0.3,0.0,0.02
Tyson Chandler,PHX,34,C,45,44,31.5,1.6,3.6,42.9,37.8,5.1,27.6,0.7,0.2,0.02
Andre Drummond,DET,23,C,81,72,32.2,1.4,3.6,39.9,37.6,2.3,29.8,1.5,0.5,0.02
Mason Plumlee,DEN,27,C,81,80,30.2,1.5,3.6,42.6,37.9,4.7,26.5,0.9,0.3,0.1
Caris LeVert,BKN,22,G-F,56,55,52.9,1.4,3.5,39.7,37.2,2.5,21.7,0.9,0.0,0.05
Cheick Diallo,NOP,20,F,15,13,54.6,1.3,3.5,35.8,35.7,0.2,11.7,0.2,0.0,0
David Lee,SAS,34,F-C,78,73,42.3,1.3,3.5,37.1,36.1,1.0,18.7,0.4,0.1,0.03
Brandon Jennings,WAS,27,G,81,74,60.0,1.3,3.5,37.5,37.9,-0.3,22.2,0.9,0.0,0
Michael Beasley,MIL,28,F,55,53,54.8,1.5,3.5,42.0,37.3,4.7,16.7,0.5,0.1,0
Jahlil Okafor,PHI,21,C,50,48,31.9,1.5,3.5,42.9,38.2,4.7,22.7,0.4,0.3,0.04
