Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,BLKR
LaMarcus Aldridge,SAS,32,F,75,75,43.4,3.5,7.1,49.4,57.2,-7.8,33.5,0.7
Kevin Love,CLE,29,C-F,59,59,53.5,4.0,7.0,57.3,57.5,-0.2,28.0,0.2
Luol Deng,LAL,33,F,1,1,77.8,2.0,7.0,28.6,54.9,-26.3,NaN,NaN
Jakob Poeltl,TOR,22,C,82,81,61.9,3.4,7.0,48.2,56.3,-8.1,18.6,0.9
Draymond Green,GSW,28,F,70,70,46.4,3.6,6.9,52.2,57.1,-4.9,32.7,0.5
Brook Lopez,LAL,30,C,74,74,49.4,3.5,6.9,51.2,57.3,-6.1,23.4,0.8
John Collins,ATL,20,F-C,73,73,54.2,3.5,6.9,50.5,57.6,-7.1,24.1,0.7
Derrick Favors,UTA,26,F-C,76,76,50.6,3.4,6.7,50.2,57.2,-7.0,28.0,0.6
Domantas Sabonis,IND,22,C-F,74,73,56.5,3.7,6.7,54.8,56.7,-1.8,24.5,0.2
DeAndre Jordan,LAC,29,C,77,75,42.1,3.5,6.7,53.0,57.9,-4.9,31.5,0.7
Jarrett Allen,BKN,20,C,70,69,52.1,3.4,6.6,51.7,57.4,-5.7,20.0,0.8
Tobias Harris,LAC,25,F,80,80,47.2,3.7,6.5,57.0,57.4,-0.3,33.4,0.3
Lonzo Ball,LAL,20,G,52,52,49.9,3.5,6.4,54.5,55.9,-1.5,34.2,0.4
Aaron Gordon,ORL,22,F,57,57,53.4,3.5,6.4,55.2,56.9,-1.7,32.9,0.5
Alex Len,PHX,25,C,69,69,53.4,3.1,6.3,48.9,57.6,-8.7,20.2,0.6
James Harden,HOU,28,G,71,70,45.7,3.6,6.3,57.9,56.5,1.5,35.4,0.4
Dwight Howard,CHA,32,C,80,80,40.0,3.2,6.2,51.9,57.6,-5.7,30.4,0.9
Al-Farouq Aminu,POR,27,F,69,69,49.7,3.2,6.2,51.0,58.3,-7.3,30.0,0.4
Taj Gibson,MIN,33,F,82,82,45.0,3.5,6.2,56.4,57.4,-1.0,33.3,0.5
Pau Gasol,SAS,37,C,77,75,48.1,3.0,6.1,49.5,56.6,-7.2,23.5,0.8
Rondae Hollis-Jefferson,BKN,23,F,66,66,51.9,3.5,6.1,56.9,57.3,-0.3,28.2,0.4
Nikola Mirotic,NOP,27,F,55,55,50.0,3.4,6.1,55.7,57.1,-1.4,27.2,0.4
Thon Maker,MIL,21,C-F,71,70,63.1,3.5,6.1,56.7,57.7,-0.9,16.7,0.5
Giannis Antetokounmpo,MIL,23,F,74,74,49.1,3.0,6.0,50.6,56.9,-6.4,36.7,0.9
Julius Randle,LAL,23,F-C,82,82,49.2,3.1,6.0,51.8,57.5,-5.7,26.7,0.4
Chris Paul,HOU,33,G,57,56,52.4,3.4,6.0,57.2,56.5,0.7,31.8,0.2
Paul George,OKC,28,F,78,78,45.6,3.6,5.9,61.7,57.4,4.3,36.6,0.4
Jrue Holiday,NOP,28,G,81,80,37.6,3.4,5.9,57.8,56.0,1.8,36.1,0.4
DeMarre Carroll,BKN,31,F,71,70,52.3,3.1,5.8,52.3,57.2,-5.0,29.9,0.2
Kemba Walker,CHA,28,G,79,79,39.5,3.3,5.8,57.0,55.4,1.5,34.2,0.1
Lauri Markkanen,CHI,21,F,68,67,51.4,3.2,5.8,55.7,56.9,-1.2,29.7,0.4
Greg Monroe,BOS,28,C-F,50,49,56.4,3.1,5.8,53.4,57.2,-3.8,20.4,0.3
Andrew Wiggins,MIN,23,F,82,82,43.3,3.4,5.8,58.9,56.7,2.2,36.3,0.3
Blake Griffin,DET,29,F,58,58,38.4,3.3,5.8,56.5,57.2,-0.7,34.0,0.2
Tyson Chandler,PHX,35,C,46,46,47.8,3.0,5.8,51.9,57.4,-5.5,25.0,0.4
Dario Saric,PHI,24,F,76,76,46.6,3.1,5.8,53.9,57.0,-3.1,29.6,0.2
Kelly Olynyk,MIA,27,F-C,75,73,49.6,3.4,5.8,58.5,56.9,1.6,23.4,0.3
Dragan Bender,PHX,20,F,82,82,45.4,2.9,5.7,50.0,57.1,-7.1,25.2,0.5
Dirk Nowitzki,DAL,40,C-F,77,77,45.5,3.1,5.7,55.2,58.1,-2.9,24.7,0.4
Kentavious Caldwell-Pope,LAL,25,G,73,73,49.2,3.5,5.6,62.1,56.4,5.7,33.2,0.1
Thaddeus Young,IND,30,F,81,80,41.0,3.4,5.6,60.7,57.7,3.1,32.2,0.2
Danilo Gallinari,LAC,29,F,21,21,45.2,3.0,5.6,52.5,56.6,-4.0,32.0,0.3
John Wall,WAS,27,G,41,41,45.1,3.0,5.6,53.5,55.6,-2.0,34.4,0.8
Mason Plumlee,DEN,28,C-F,74,74,49.9,2.8,5.5,51.0,57.6,-6.6,19.5,0.6
Zach Randolph,SAC,36,F,59,59,46.7,3.5,5.5,64.0,58.3,5.6,25.6,0.1
Serge Ibaka,TOR,28,F-C,76,76,48.0,2.9,5.5,52.9,56.7,-3.8,27.5,0.9
Kyle Lowry,TOR,32,G,78,76,45.3,2.9,5.4,53.9,55.2,-1.3,32.2,0.1
Aron Baynes,BOS,31,C,78,76,50.0,2.8,5.4,52.4,57.0,-4.6,18.3,0.4
Kyle Kuzma,LAL,22,F,77,77,48.2,2.8,5.3,52.1,56.5,-4.5,31.2,0.3
Khris Middleton,MIL,26,F,81,81,44.0,3.2,5.3,59.5,57.0,2.5,36.4,0.2
Willie Cauley-Stein,SAC,24,C,73,72,44.0,3.0,5.3,56.6,58.4,-1.8,28.0,0.6
Danny Green,SAS,31,G-F,70,70,48.3,3.0,5.3,55.5,56.4,-0.9,25.6,0.7
Kevin Durant,GSW,29,F,68,68,42.0,2.8,5.3,53.0,57.2,-4.2,34.2,0.8
Klay Thompson,GSW,28,G,73,72,46.7,2.8,5.3,52.2,55.9,-3.7,34.3,0.2
Jimmy Butler,MIN,28,G,59,58,45.8,3.1,5.3,58.4,56.7,1.7,36.7,0.2
Robert Covington,PHI,27,F,79,78,45.1,3.0,5.2,57.0,56.4,0.6,31.6,0.4
Josh Richardson,MIA,24,F,80,80,45.3,2.7,5.2,51.9,55.5,-3.6,33.2,0.4
Dewayne Dedmon,ATL,28,C,61,58,43.1,2.7,5.2,52.4,57.3,-5.0,24.9,0.5
LeBron James,CLE,33,F-G,82,81,43.7,2.6,5.2,49.5,56.6,-7.1,36.9,0.6
Larry Nance Jr.,CLE,25,F,66,65,50.7,3.1,5.2,58.9,57.8,1.1,21.5,0.4
Jamal Murray,DEN,21,G,81,80,45.6,3.2,5.2,62.2,55.7,6.5,31.7,0.1
Ed Davis,POR,29,F-C,78,77,54.8,2.6,5.1,50.9,57.2,-6.3,18.9,0.5
Elfrid Payton,PHX,24,G,63,63,45.4,3.0,5.1,58.7,55.7,3.0,28.7,0.1
Eric Bledsoe,MIL,28,G,74,74,45.1,2.9,5.1,57.4,55.0,2.4,31.4,0.2
Markieff Morris,WAS,28,F,73,72,46.5,3.0,5.1,58.4,57.3,1.1,27.0,0.4
Luke Kornet,NYK,22,F-C,20,20,55.4,2.6,5.1,52.0,58.8,-6.8,16.3,0.5
Bismack Biyombo,ORL,25,C,81,78,54.1,2.6,5.1,51.5,56.5,-5.0,18.2,0.7
Austin Rivers,LAC,25,G,61,59,47.1,2.9,5.1,56.3,56.4,-0.1,33.7,0.1
Evan Fournier,ORL,25,G-F,56,56,48.1,3.1,5.1,60.6,56.6,3.9,32.2,0.1
Goran Dragic,MIA,32,G,74,73,55.3,2.5,5.1,48.3,54.7,-6.4,31.7,0.1
Jonathan Isaac,ORL,20,F,27,27,56.7,3.0,5.0,58.8,56.5,2.3,19.8,0.4
Otto Porter Jr.,WAS,25,F,76,76,50.2,2.9,5.0,56.8,56.1,0.7,31.6,0.3
Dion Waiters,MIA,26,G,29,28,46.9,2.7,5.0,54.5,55.6,-1.1,30.6,0.3
Aaron Jackson,HOU,32,G,1,1,83.3,4.0,5.0,80.0,56.2,23.8,34.0,0
Ersan Ilyasova,PHI,31,F,69,68,48.1,2.6,5.0,52.5,56.9,-4.4,25.1,0.3
D'Angelo Russell,BKN,22,G,48,47,53.7,2.8,5.0,55.6,55.6,0.0,25.7,0.1
Victor Oladipo,IND,26,G,75,75,40.5,2.8,5.0,55.5,55.7,-0.2,34.0,0.5
Bradley Beal,WAS,25,G,82,80,40.5,2.9,5.0,58.2,56.0,2.3,36.3,0.2
Kyle O'Quinn,NYK,28,C-F,76,74,50.1,2.6,5.0,52.7,57.8,-5.1,18.0,0.8
Devin Booker,PHX,21,G,54,53,42.4,3.1,4.9,62.5,55.3,7.2,34.5,0.2
Carmelo Anthony,OKC,34,F,76,76,41.0,3.0,4.9,61.3,57.8,3.6,32.1,0.3
Jabari Parker,MIL,23,F,31,31,52.2,2.8,4.9,57.9,57.7,0.2,24.0,0.3
Kris Dunn,CHI,24,G,52,52,43.2,3.1,4.8,63.1,55.4,7.6,29.3,0.2
Stephen Curry,GSW,30,G,51,50,47.0,2.9,4.8,60.3,54.6,5.7,32.0,0.1
Ben Simmons,PHI,21,G-F,80,80,40.4,2.4,4.8,49.6,56.9,-7.3,33.7,0.3
Brandon Ingram,LAL,20,F-G,59,59,42.4,2.6,4.8,54.7,57.0,-2.2,33.5,0.4
Kosta Koufos,SAC,29,C,71,66,52.9,2.4,4.8,50.0,58.5,-8.5,19.6,0.3
Trevor Ariza,HOU,33,F-G,65,63,50.1,3.1,4.8,65.5,56.8,8.7,33.9,0.1
Taurean Prince,ATL,24,F,81,80,44.7,2.7,4.8,56.7,57.5,-0.9,30.0,0.4
Tim Hardaway Jr.,NYK,26,F-G,57,57,42.2,2.7,4.8,56.2,57.2,-1.0,33.1,0.2
Marquese Chriss,PHX,20,F,72,70,49.6,2.5,4.8,51.2,57.2,-6.0,21.2,0.8
Jeff Teague,MIN,30,G,70,67,43.0,3.0,4.8,62.3,55.2,7.1,33.0,0.1
Bojan Bogdanovic,IND,29,F-G,80,80,45.3,2.9,4.8,60.5,56.5,4.0,30.8,0.1
Will Barton,DEN,27,F-G,81,81,49.2,2.8,4.8,59.1,55.9,3.2,33.1,0.4
P.J. Tucker,HOU,33,F,81,81,46.7,2.8,4.8,59.4,56.7,2.7,NaN,NaN
Jordan Bell,GSW,23,C-F,56,55,54.8,2.4,4.8,49.4,56.7,-7.3,14.2,0.6
Kyrie Irving,BOS,26,G,56,56,45.9,2.9,4.8,60.9,56.0,4.9,32.2,0.1
Zaza Pachulia,GSW,34,C,69,68,53.6,2.7,4.7,56.6,57.4,-0.8,14.1,0.1
Tyler Johnson,MIA,26,G,71,69,46.8,2.6,4.7,55.8,55.1,0.7,28.5,0.3
Dennis Schroder,ATL,24,G,66,66,41.2,2.8,4.7,59.2,55.5,3.7,31.0,0.0
Josh Hart,LAL,23,G,63,60,47.3,2.8,4.7,58.8,56.6,2.2,23.2,0.2
Tyler Zeller,MIL,28,C,64,60,43.4,2.5,4.7,54.2,57.4,-3.3,16.9,0.3
Ryan Anderson,HOU,30,F,64,63,48.5,2.4,4.7,51.2,55.9,-4.7,26.1,0.2
Miles Plumlee,ATL,29,C-F,55,55,48.9,2.4,4.7,50.8,57.5,-6.7,16.7,0.4
CJ McCollum,POR,26,G,80,80,40.3,2.4,4.7,51.2,55.6,-4.4,36.1,0.2
Mike Muscala,ATL,26,F-C,53,52,45.8,2.6,4.7,55.6,57.0,-1.4,20.0,0.3
Marquis Teague,MEM,25,G,3,3,46.7,2.7,4.7,57.1,52.9,4.2,24.7,0
Justin Holiday,CHI,29,G-F,72,71,40.5,2.7,4.7,58.8,56.6,2.2,31.5,0.2
Ricky Rubio,UTA,27,G,76,76,44.6,2.7,4.6,57.2,55.7,1.6,29.3,0.1
Milos Teodosic,LAC,31,G,45,43,46.8,2.8,4.6,61.2,55.1,6.1,25.2,0.1
Jon Leuer,DET,29,F-C,8,7,63.8,2.8,4.6,59.5,55.9,3.5,17.0,0.2
Dillon Brooks,MEM,22,F-G,82,81,40.6,2.8,4.6,61.1,56.4,4.7,28.7,0.1
Tristan Thompson,CLE,27,C-F,53,51,42.6,2.6,4.6,56.8,56.6,0.2,20.2,0.2
Russell Westbrook,OKC,29,G,78,76,45.0,2.7,4.6,59.7,56.8,2.8,36.4,0.2
Malcolm Brogdon,MIL,25,G,47,47,47.3,2.4,4.6,52.1,55.6,-3.5,29.9,0.1
Andre Roberson,OKC,26,G,37,37,45.1,2.6,4.6,56.8,56.4,0.4,26.6,0.5
James Johnson,MIA,31,F,71,67,44.9,2.1,4.6,46.9,56.9,-10.0,26.6,0.4
Skal Labissiere,SAC,22,F-C,59,58,47.9,2.5,4.5,54.9,57.6,-2.7,20.7,0.5
Dante Cunningham,BKN,31,F,73,71,49.6,2.6,4.5,56.8,56.7,0.1,21.4,0.3
Isaiah Thomas,LAL,29,G,32,31,44.5,3.0,4.5,66.2,56.0,10.2,26.9,0.0
Michael Kidd-Gilchrist,CHA,24,F,73,71,44.1,2.5,4.5,56.7,57.1,-0.4,25.0,0.3
Harrison Barnes,DAL,26,F,77,77,41.3,2.3,4.5,51.7,57.4,-5.6,34.2,0.1
Jarell Martin,MEM,24,F,72,69,49.6,2.3,4.5,51.1,56.1,-5.0,22.8,0.5
JR Smith,CLE,32,G-F,80,75,45.4,2.9,4.5,66.0,56.7,9.3,28.1,0.1
Jeff Green,CLE,31,F,78,76,44.3,2.6,4.5,59.7,56.8,2.8,23.4,0.3
Amir Johnson,PHI,31,C-F,74,74,53.6,2.2,4.4,49.2,56.8,-7.6,15.8,0.3
Dennis Smith Jr.,DAL,20,G,69,68,41.4,2.6,4.4,59.4,55.7,3.7,29.7,0.1
Briante Weber,MEM,25,G,16,16,63.1,2.9,4.4,67.1,54.8,12.4,13.2,0.1
Luc Mbah a Moute,HOU,31,F,60,57,46.3,2.4,4.4,54.0,56.9,-2.9,25.6,0.2
Josh Jackson,PHX,21,G-F,77,72,46.5,2.6,4.4,59.5,56.5,3.0,25.4,0.4
Damian Lillard,POR,27,G,73,72,40.4,2.2,4.3,50.2,54.7,-4.6,36.6,0.2
Jae Crowder,UTA,27,F,80,80,45.0,2.4,4.3,55.0,56.4,-1.3,26.1,0.2
Tyrone Wallace,LAC,24,G,29,28,39.3,2.5,4.3,57.9,56.2,1.7,28.4,0.3
Justise Winslow,MIA,22,F-G,67,66,43.7,2.3,4.3,53.8,56.2,-2.4,24.7,0.3
Gorgui Dieng,MIN,28,C,79,78,49.1,2.6,4.3,60.8,57.3,3.5,16.9,0.3
Trey Lyles,DEN,22,F,66,64,51.2,2.3,4.3,53.3,56.1,-2.8,19.1,0.2
Jonathon Simmons,ORL,28,F,68,65,46.4,2.6,4.3,60.2,55.7,4.5,29.4,0.2
Pascal Siakam,TOR,24,F,81,79,52.6,2.2,4.3,50.3,55.7,-5.4,20.7,0.3
Joe Ingles,UTA,30,F,81,80,41.6,2.5,4.3,58.8,56.7,2.1,31.5,0.1
Frank Kaminsky,CHA,25,F-C,79,76,41.5,2.5,4.3,57.7,55.9,1.7,23.2,0.2
Terrence Ross,ORL,27,G-F,23,23,48.5,2.3,4.3,53.1,55.6,-2.5,25.0,0.1
Marvin Williams,CHA,32,F,77,74,44.6,2.5,4.3,58.1,57.3,0.8,25.7,0.3
Spencer Dinwiddie,BKN,25,G,78,75,42.6,2.4,4.2,56.4,55.2,1.1,28.8,0.1
Khem Birch,ORL,25,C,37,35,53.8,2.1,4.2,50.0,56.8,-6.8,13.8,0.3
E'Twaun Moore,NOP,29,F-G,82,81,43.9,2.3,4.2,55.5,56.0,-0.5,31.5,0.0
Caris LeVert,BKN,23,G-F,69,68,41.8,2.5,4.2,58.6,56.0,2.7,26.3,0.2
Buddy Hield,SAC,25,G,80,79,44.1,2.4,4.2,57.7,55.6,2.1,25.3,0.2
Kent Bazemore,ATL,28,G,64,64,44.5,2.3,4.2,55.0,56.8,-1.7,27.5,0.5
Jerami Grant,OKC,24,F,80,79,52.6,2.1,4.2,50.3,57.0,-6.7,20.3,0.8
Ivan Rabb,MEM,21,F,31,27,51.8,2.5,4.2,58.5,57.4,1.0,14.3,0.2
Jaylen Brown,BOS,21,G-F,67,66,40.8,2.4,4.2,57.5,56.5,1.0,30.7,0.2
Cody Zeller,CHA,25,C-F,32,32,46.5,2.2,4.2,53.4,57.0,-3.6,19.0,0.5
Anthony Tolliver,DET,33,F,79,75,44.6,2.1,4.2,49.8,57.1,-7.3,22.2,0.2
Tony Snell,MIL,26,G,74,73,45.4,2.4,4.2,57.5,56.0,1.5,27.4,0.1
Kelly Oubre Jr.,WAS,22,F,81,79,46.1,2.6,4.2,61.6,55.3,6.3,27.5,0.2
Dejounte Murray,SAS,21,G,79,76,47.8,2.2,4.1,54.3,56.4,-2.1,21.5,0.2
Emeka Okafor,NOP,35,C,25,24,52.0,2.2,4.1,53.4,57.3,-3.9,13.6,0.7
De'Aaron Fox,SAC,20,G,72,72,39.2,2.5,4.1,61.4,55.1,6.2,27.8,0.1
Nemanja Bjelica,MIN,30,F,66,62,47.5,2.2,4.1,54.8,55.8,-1.0,20.5,0.2
Ish Smith,DET,29,G,82,80,42.2,2.2,4.1,54.6,55.7,-1.1,24.9,0.1
Mike Conley,MEM,30,G,12,12,40.2,2.3,4.1,57.1,56.9,0.3,31.1,0.2
Donovan Mitchell,UTA,21,G,78,77,40.6,2.2,4.1,53.5,56.3,-2.8,33.4,0.3
Daniel Theis,BOS,26,F-C,59,51,51.4,2.0,4.0,49.8,56.9,-7.1,14.9,0.5
Wilson Chandler,DEN,31,F,74,74,39.3,2.1,4.0,53.2,57.2,-4.1,31.7,0.3
Nerlens Noel,DAL,24,C,27,24,48.7,2.4,4.0,59.6,58.2,1.4,16.3,0.3
Mario Hezonja,ORL,23,F-G,73,66,44.7,2.4,4.0,58.6,56.5,2.2,22.1,0.3
Johnathan Motley,DAL,23,F,10,8,55.6,2.5,4.0,62.5,55.4,7.1,16.0,0.1
Maxi Kleber,DAL,26,F,67,64,46.7,2.1,4.0,53.4,57.1,-3.8,16.8,0.3
Thabo Sefolosha,UTA,34,F,37,37,48.4,2.2,4.0,54.4,57.3,-2.9,21.2,0.1
Cory Joseph,IND,26,G,82,79,38.9,2.4,4.0,60.6,54.9,5.7,27.0,0.1
Bobby Portis,CHI,23,F,73,72,48.9,2.4,4.0,60.1,57.1,2.9,22.5,0.3
Allen Crabbe,BKN,26,G-F,73,72,44.2,2.0,3.9,49.8,55.5,-5.6,29.2,0.2
Montrezl Harrell,LAC,24,F-C,74,68,44.4,2.0,3.9,51.9,57.0,-5.1,17.0,0.4
Marcus Morris Sr.,BOS,28,F,52,51,42.6,2.4,3.9,60.8,57.0,3.8,NaN,NaN
JaMychal Green,MEM,28,F,55,52,39.7,2.3,3.9,58.6,57.6,1.0,28.0,0.3
Patrick Beverley,LAC,29,G,11,11,35.0,1.8,3.9,46.5,55.3,-8.8,30.4,0.4
Lou Williams,LAC,31,G,79,75,40.9,2.3,3.9,59.7,56.0,3.8,32.8,0.1
Cristiano Felicio,CHI,25,C-F,54,51,45.7,2.4,3.9,62.4,58.3,4.1,17.8,0.1
Andre Iguodala,GSW,34,F-G,64,63,43.7,2.2,3.9,56.5,56.5,0.0,25.3,0.3
Kyle Korver,CLE,37,G,73,70,46.4,2.3,3.9,60.1,55.1,4.9,21.6,0.2
Courtney Lee,NYK,32,G,75,73,41.6,2.4,3.9,60.8,56.6,4.2,30.4,0.1
Damion Lee,ATL,25,G,15,14,45.7,2.1,3.9,53.4,57.4,-4.0,26.9,0.1
David Nwaba,CHI,25,F,70,68,41.0,2.4,3.9,63.0,56.0,7.0,23.5,0.2
T.J. Warren,PHX,24,F,65,65,42.3,2.2,3.9,56.2,56.4,-0.3,33.0,0.2
Evan Turner,POR,29,F-G,79,78,40.7,2.0,3.9,50.8,56.1,-5.3,25.7,0.2
Michael Beasley,NYK,29,F,71,67,44.9,2.1,3.9,54.4,56.8,-2.4,22.3,0.4
Marreese Speights,ORL,30,F-C,50,48,46.6,2.1,3.9,53.4,56.6,-3.2,13.0,0.1
Rudy Gay,SAS,31,F,57,57,47.5,2.1,3.8,55.7,56.7,-1.0,21.6,0.4
Quincy Acy,BKN,27,F,67,63,43.0,2.0,3.8,53.5,57.1,-3.6,19.4,0.3
Dwight Powell,DAL,26,C-F,78,73,40.2,2.2,3.8,56.7,57.5,-0.8,21.2,0.2
Rajon Rondo,NOP,32,G,64,62,44.8,2.3,3.8,59.3,55.4,3.9,26.2,0.1
DeMar DeRozan,TOR,28,G,80,80,47.1,2.1,3.8,54.3,55.9,-1.6,33.9,0.1
Xavier Rathan-Mayes,MEM,24,G,5,5,42.2,2.6,3.8,68.4,58.3,10.1,23.6,0
George Hill,CLE,32,G,67,67,43.9,2.2,3.8,58.3,56.3,2.0,27.0,0.2
Ekpe Udoh,UTA,31,C-F,59,58,54.8,1.8,3.8,47.1,56.4,-9.3,12.9,0.7
Jordan Mickey,MIA,23,C-F,22,21,64.3,1.9,3.8,51.8,59.7,-7.8,12.3,0.4
Ian Mahinmi,WAS,31,C,77,71,50.6,2.0,3.8,53.8,57.0,-3.2,14.9,0.4
Yogi Ferrell,DAL,25,G,82,80,41.1,2.4,3.8,62.7,55.9,6.7,27.8,0.0
Eric Gordon,HOU,29,G,68,66,42.4,2.3,3.8,60.9,55.8,5.2,31.2,0.1
Eric Moreland,DET,26,F-C,65,60,61.2,2.1,3.7,55.1,58.3,-3.1,12.0,0.4
Deyonta Davis,MEM,21,C-F,62,60,54.7,2.1,3.7,56.0,57.2,-1.1,15.2,0.5
Reggie Bullock,DET,27,G-F,61,56,41.1,2.2,3.7,59.2,55.8,3.4,27.9,0.1
Bam Adebayo,MIA,20,C-F,67,64,43.7,1.8,3.7,48.8,57.0,-8.2,19.8,0.4
Kyle Anderson,SAS,24,F,74,69,46.8,2.1,3.7,56.0,57.8,-1.8,26.7,0.5
Darren Collison,IND,30,G,69,68,40.4,2.3,3.7,62.9,55.1,7.8,29.2,0.1
Jayson Tatum,BOS,20,F,77,75,44.8,2.0,3.7,54.0,56.1,-2.1,30.5,0.4
Kevon Looney,GSW,22,F,62,60,47.2,1.8,3.7,49.8,57.3,-7.6,13.8,0.4
Jordan Clarkson,CLE,26,G,81,76,46.6,2.1,3.7,58.2,55.5,2.7,23.3,0.0
Paul Zipser,CHI,24,F,51,48,52.1,2.2,3.7,60.1,57.2,2.9,15.3,0.2
Salah Mejri,DAL,32,C,59,54,52.0,1.9,3.7,50.0,57.5,-7.5,12.0,0.7
Ivica Zubac,LAL,21,C,38,34,53.8,1.8,3.7,49.3,57.8,-8.5,9.5,0.2
Corey Brewer,OKC,32,G-F,18,18,34.0,1.9,3.7,51.5,56.9,-5.4,16.8,0.1
Avery Bradley,LAC,27,G,46,44,40.0,2.1,3.7,57.4,56.7,0.7,31.2,0.1
Delon Wright,TOR,26,G,69,66,51.9,1.8,3.6,49.2,54.9,-5.7,20.8,0.2
Al Jefferson,IND,33,C,36,35,47.0,2.3,3.6,63.4,57.2,6.2,13.4,0.3
David West,GSW,37,F,73,72,46.2,1.8,3.6,48.5,56.6,-8.2,13.7,0.5
Tomas Satoransky,WAS,26,G-F,70,63,43.9,2.1,3.6,57.7,55.2,2.5,22.5,0.2
Alan Williams,PHX,25,F-C,5,5,72.0,1.6,3.6,44.4,60.3,-15.9,14.0,0.2
Bogdan Bogdanovic,SAC,25,G,78,74,42.3,1.9,3.6,53.0,56.8,-3.7,27.9,0.1
Richaun Holmes,PHI,24,F-C,45,41,44.4,1.7,3.6,46.9,57.2,-10.3,15.5,0.3
Shelvin Mack,ORL,28,G,64,59,45.5,2.1,3.6,57.4,55.0,2.3,19.8,0.1
Gary Harris,DEN,23,G,67,65,40.2,2.1,3.6,58.3,56.4,2.0,34.4,0.1
Stanley Johnson,DET,22,F,69,69,40.4,2.0,3.6,55.1,57.6,-2.5,27.4,0.1
Terry Rozier,BOS,24,G,77,74,41.0,2.2,3.6,61.8,55.7,6.1,25.9,0.1
Jarrett Jack,NYK,34,G,61,57,38.6,2.0,3.6,56.0,56.4,-0.4,25.0,0.0
Jahlil Okafor,BKN,22,C,28,26,44.4,1.8,3.6,51.0,57.3,-6.3,12.6,0.4
Kawhi Leonard,SAS,27,F,9,8,46.4,2.1,3.6,59.4,56.2,3.2,23.3,0.6
Dorian Finney-Smith,DAL,25,F,20,18,45.8,1.8,3.5,49.3,58.5,-9.2,21.3,0.0
Nicolas Batum,CHA,29,G-F,64,60,42.2,2.1,3.5,59.9,56.3,3.6,31.0,0.2
Tyler Ulis,PHX,22,G,70,69,44.2,2.2,3.5,62.8,55.2,7.6,23.4,0.0
Fred VanVleet,TOR,24,G,76,75,47.9,1.7,3.5,47.0,54.3,-7.2,20.0,0.1
James Michael McAdoo,PHI,25,F,2,2,87.5,2.0,3.5,57.1,51.3,5.8,NaN,NaN
Davis Bertans,SAS,25,C-F,68,60,49.8,1.8,3.5,50.8,56.4,-5.5,14.1,0.3
Marshall Plumlee,MIL,25,C,6,6,70.0,1.8,3.5,52.4,57.9,-5.5,6.5,0.1
Andre Ingram,LAL,32,G,2,2,43.8,1.5,3.5,42.9,59.6,-16.7,32.0,0.5
Andrew Harrison,MEM,23,G,56,51,40.8,1.9,3.5,54.6,55.2,-0.6,23.7,0.2
Garrett Temple,SAC,32,F-G,65,63,41.3,2.0,3.5,57.5,56.0,1.5,24.8,0.2
Wesley Johnson,LAC,30,F-G,71,64,44.3,2.0,3.5,56.7,57.2,-0.5,20.1,0.5
Joe Harris,BKN,26,F-G,77,74,43.6,2.0,3.5,56.6,56.1,0.5,25.3,0.2
T.J. McConnell,PHI,26,G,75,74,41.9,1.7,3.5,49.0,54.2,-5.2,22.4,0.0
JJ Redick,PHI,34,G-F,69,67,41.3,1.9,3.5,54.6,56.0,-1.3,30.2,0.0
Solomon Hill,NOP,27,F,11,10,47.5,2.5,3.5,71.1,58.4,12.7,15.6,0.1
Darius Miller,NOP,28,F,80,77,43.8,1.9,3.4,54.7,56.0,-1.3,23.7,0.1
Jamil Wilson,LAC,27,F,14,13,42.5,1.9,3.4,56.3,56.6,-0.4,18.3,0.3
Noah Vonleh,CHI,22,F,53,45,47.4,1.9,3.4,56.9,56.0,0.9,16.2,0.2
Mike James,NOP,27,G,36,33,47.9,1.9,3.4,56.9,55.0,2.0,19.1,0.1
Okaro White,CLE,25,F,5,5,51.5,2.0,3.4,58.8,55.9,2.9,13.3,0.1
Quinn Cook,GSW,25,G,29,25,46.2,1.9,3.4,56.1,54.2,1.9,22.4,0.2
Denzel Valentine,CHI,24,F,77,75,37.2,2.1,3.4,62.7,57.0,5.7,27.2,0.1
James Webb III,BKN,24,F,8,7,58.7,2.0,3.4,59.3,55.3,4.0,12.0,0
D.J. Augustin,ORL,30,G,74,70,43.6,2.1,3.4,62.5,55.2,7.3,23.5,0
Gerald Green,HOU,32,G-F,40,38,45.4,2.2,3.4,64.9,54.9,10.1,22.7,0.2
Cheick Diallo,NOP,21,F,50,44,54.0,1.9,3.3,56.3,56.5,-0.2,11.2,0.3
Brandon Jennings,MIL,28,G,12,12,58.8,2.3,3.3,70.0,54.9,15.1,14.6,0.1
Tyler Cavanaugh,ATL,24,F,34,31,51.6,2.1,3.3,61.9,56.6,5.3,13.3,0.1
Jerian Grant,CHI,25,G,73,69,40.9,1.9,3.3,58.7,55.5,3.2,22.8,0.1
Jose Calderon,CLE,36,G,52,49,48.0,2.0,3.3,60.5,54.3,6.2,16.0,0.4
Reggie Jackson,DET,28,G,45,45,36.1,2.0,3.3,60.4,56.2,4.2,26.7,0.0
Patty Mills,SAS,29,G,82,80,42.0,1.9,3.3,58.7,55.9,2.7,25.7,0.1
