Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,STL,BLKP,Charges
Aaron Gordon,DEN,26,F,75,75,43.7,1.8,5.1,34.8,36.6,-1.8,31.7,0.6,0.3,0.01
Derrick White,BOS,27,G,75,74,40.5,1.9,5.1,37.4,36.2,1.2,29.3,0.9,0.5,0.33
Mason Plumlee,CHA,32,F-C,72,72,35.5,1.7,5.1,33.4,35.9,-2.5,24.6,0.8,0.4,0.03
Stephen Curry,GSW,34,G,64,64,47.3,1.7,5.0,33.4,36.5,-3.1,34.5,1.3,0.3,0.11
Myles Turner,IND,26,C-F,42,42,36.4,2.2,5.0,43.9,36.7,7.2,29.4,0.7,1.1,0.05
Brandon Ingram,NOP,24,F,55,54,50.9,1.6,5.0,32.9,36.7,-3.9,34.0,0.6,0.2,0.04
LaMelo Ball,CHA,20,G,74,73,46.5,1.8,5.0,36.2,36.3,-0.1,32.3,1.6,0.3,0
Reggie Perry,POR,22,F-C,10,10,45.9,1.6,5.0,32.0,35.6,-3.6,18.7,0.9,0.2,0
Austin Reaves,LAL,24,G,61,60,44.0,1.7,5.0,33.8,36.7,-3.0,23.2,0.5,0.2,0.25
Maxi Kleber,DAL,30,F,59,56,43.1,1.5,5.0,30.8,35.7,-4.9,24.6,0.5,0.5,0.17
Russell Westbrook,LAL,33,G,78,78,46.7,1.9,5.0,37.8,36.6,1.2,34.3,1.0,0.2,0.12
Max Strus,MIA,26,G-F,68,65,53.6,1.8,5.0,35.8,36.4,-0.6,23.3,0.4,0.1,0.22
Kevin Porter Jr.,HOU,22,G-F,61,60,40.7,1.7,5.0,34.0,36.3,-2.3,31.3,1.1,0.1,0.02
Anfernee Simons,POR,23,G,57,57,45.8,2.0,5.0,39.9,37.0,3.0,29.5,0.5,0.1,0.02
Chris Duarte,IND,25,G,55,54,42.9,1.4,4.9,29.5,36.5,-7.0,28.0,1.0,0.1,0.02
Caris LeVert,CLE,27,G,58,57,47.0,1.8,4.9,37.6,36.9,0.6,30.7,0.9,0.3,0.03
Jalen Suggs,ORL,21,G,48,48,47.8,1.6,4.8,34.1,37.0,-3.0,27.2,1.2,0.1,0.17
Will Barton,DEN,31,G,71,71,45.8,1.8,4.8,37.4,37.0,0.4,32.1,0.8,0.2,0
Chris Paul,PHX,37,G,65,64,49.2,1.7,4.8,36.2,36.5,-0.3,32.9,1.9,0.2,0.03
Frank Kaminsky,PHX,29,F-C,9,9,32.6,1.8,4.8,37.2,35.8,1.4,20.1,0.9,0.3,0
Isaiah Hartenstein,LAC,24,C-F,68,66,38.4,1.7,4.8,36.0,35.3,0.7,17.9,0.7,0.5,0.07
Donte DiVincenzo,SAC,25,G,42,42,50.3,1.8,4.7,38.2,36.6,1.6,23.9,1.1,0.1,0.02
Jalen McDaniels,CHA,24,F-C,50,49,51.9,1.7,4.7,35.4,35.8,-0.4,16.3,0.5,0.1,0.02
Derrick Rose,NYK,33,G,26,26,49.6,1.3,4.7,27.6,35.5,-7.8,24.5,0.8,0.3,0.04
Bojan Bogdanovic,UTA,33,F,69,68,48.3,1.9,4.7,41.2,36.0,5.2,30.9,0.5,0.0,0.01
Aaron Wiggins,OKC,23,G,50,48,45.4,1.6,4.7,33.2,36.6,-3.4,24.2,0.6,0.1,0
Coby White,CHI,22,G,61,59,43.8,1.7,4.7,36.6,36.6,0.0,27.5,0.5,0.1,0.05
Gary Trent Jr.,TOR,23,G-F,70,68,49.1,1.9,4.7,39.8,36.6,3.2,35.0,1.7,0.2,0.01
Mike Conley,UTA,34,G,72,72,46.7,1.7,4.7,37.0,36.5,0.5,28.6,1.3,0.2,0.01
Bruce Brown,BKN,25,G-F,72,70,43.2,1.4,4.7,29.7,36.0,-6.3,24.6,1.1,0.5,0
Derrick Walton Jr.,DET,27,G,3,3,34.1,1.3,4.7,28.6,36.9,-8.4,36.0,2.3,0.3,0
Melvin Frazier Jr.,OKC,25,G-F,3,3,48.3,2.7,4.7,57.1,39.4,17.7,40.0,0.3,0,0
Devonte' Graham,NOP,27,G,76,75,49.7,1.8,4.7,37.5,36.5,0.9,28.4,0.9,0.1,0.09
Collin Sexton,CLE,23,G,11,11,50.0,1.4,4.6,31.4,37.1,-5.8,28.7,0.9,0,0
Cam Reddish,NYK,22,F-G,48,46,52.2,1.5,4.6,32.9,36.8,-3.9,20.7,1.0,0.1,0.02
Victor Oladipo,MIA,30,G,8,8,55.2,1.5,4.6,32.4,34.3,-1.9,21.6,0.6,0.1,0.38
Jeremiah Robinson-Earl,OKC,21,F,49,48,39.9,1.6,4.6,35.4,36.6,-1.2,22.2,0.6,0.2,0.1
Donovan Mitchell,UTA,25,G,67,66,48.0,1.7,4.6,36.0,36.6,-0.6,33.8,1.5,0.1,0.04
Kelly Oubre Jr.,CHA,26,F-G,75,74,46.7,1.8,4.6,38.0,36.6,1.4,26.3,1.0,0.2,0
Killian Hayes,DET,20,G,66,65,45.4,1.8,4.6,38.3,36.9,1.4,25.0,1.2,0.3,0.03
Evan Fournier,NYK,29,G-F,80,80,46.3,1.6,4.6,34.3,36.9,-2.6,29.5,1.0,0.1,0.01
Kyle Kuzma,WAS,26,F,66,66,37.3,1.6,4.6,35.3,36.8,-1.5,33.4,0.6,0.5,0.03
Alperen Sengun,HOU,19,C,72,66,37.5,1.7,4.6,37.7,36.8,0.9,20.7,0.8,0.4,0.15
Zach Collins,SAS,24,F-C,28,27,37.9,1.9,4.6,40.6,34.7,5.9,17.9,0.5,0.2,0
Malcolm Brogdon,IND,29,G,36,36,39.1,1.4,4.6,31.7,36.5,-4.8,33.5,0.8,0.2,0
Kevin Love,CLE,33,F-C,74,74,45.3,1.5,4.5,33.8,35.7,-1.9,22.5,0.4,0.1,0.35
Carmelo Anthony,LAL,38,F,69,69,44.6,1.5,4.5,33.4,36.1,-2.7,26.0,0.7,0.4,0
Jusuf Nurkic,POR,27,C,56,56,32.8,1.9,4.5,42.1,35.9,6.2,28.2,1.1,0.2,0.02
Jalen Green,HOU,20,G,67,66,43.8,1.7,4.5,38.2,36.4,1.7,31.9,0.7,0.1,0.03
Patrick Beverley,MIN,33,G,58,58,47.0,1.3,4.5,29.3,36.3,-7.0,25.4,1.2,0.6,0.33
Aleksej Pokusevski,OKC,20,F,61,61,46.9,1.5,4.5,33.7,35.6,-1.9,20.2,0.6,0.3,0
Jordan Clarkson,UTA,30,G,79,77,49.7,1.4,4.5,31.9,36.0,-4.1,27.1,0.8,0.1,0
Blake Griffin,BKN,33,F,55,51,46.3,1.6,4.5,36.3,36.3,0.0,17.1,0.5,0.1,0.46
Cameron Oliver,ATL,25,F,2,2,40.9,2.0,4.5,44.4,37.3,7.2,NaN,NaN,NaN,NaN
Joe Harris,BKN,30,G-F,14,14,44.1,1.6,4.5,36.5,35.6,0.9,30.2,0.5,0.1,0
Duncan Robinson,MIA,28,F,79,77,49.5,1.7,4.5,38.6,36.6,2.0,25.9,0.5,0.1,0.14
Jerami Grant,DET,28,F,47,46,47.2,1.9,4.5,41.7,36.9,4.8,31.9,0.9,0.4,0.11
Damian Jones,SAC,27,C,53,49,40.7,1.9,4.5,42.2,36.0,6.2,18.2,0.5,0.3,0.02
Precious Achiuwa,TOR,22,F,73,68,39.0,1.6,4.5,35.3,36.6,-1.4,23.6,0.5,0.3,0.05
Chimezie Metu,SAC,25,F-C,59,57,46.8,1.8,4.5,39.8,35.3,4.5,21.3,0.8,0.2,0.02
Jaxson Hayes,NOP,22,C-F,70,69,51.0,1.5,4.5,34.3,35.7,-1.4,20.0,0.5,0.3,0
Kessler Edwards,BKN,21,F,44,42,42.6,1.7,4.5,37.2,36.1,1.2,20.6,0.6,0.1,0
Terry Taylor,IND,22,F,31,31,43.5,2.1,4.5,47.8,36.4,11.4,21.6,0.4,0.1,0.03
Andre Drummond,BKN,28,C,73,71,41.4,1.8,4.5,39.4,36.1,3.3,19.7,1.1,0.4,0
Garrison Mathews,HOU,25,G,65,63,43.3,1.7,4.4,37.6,36.1,1.5,26.3,0.9,0.2,0.38
Jarred Vanderbilt,MIN,23,F,74,74,44.4,1.5,4.4,34.9,36.5,-1.7,25.4,1.3,0.3,0.01
Gary Harris,ORL,27,G,61,60,48.6,1.7,4.4,38.3,37.2,1.1,28.4,1.0,0.1,0.02
George Hill,MIL,36,G,54,54,48.3,1.6,4.4,37.4,35.7,1.7,23.2,0.8,0.1,0.06
Isaac Okoro,CLE,21,F-G,67,65,44.2,1.4,4.4,32.5,36.8,-4.3,29.6,0.8,0.1,0.07
Patty Mills,BKN,33,G,81,81,49.0,1.6,4.4,35.5,36.1,-0.6,29.0,0.6,0.1,0.09
Immanuel Quickley,NYK,23,G,78,78,49.9,1.5,4.4,34.1,35.9,-1.8,23.1,0.7,0.0,0.01
Danny Green,PHI,35,G,62,60,45.7,1.7,4.3,39.8,36.2,3.6,21.8,1.0,0.3,0.03
Malik Monk,LAL,24,G,76,74,40.1,1.5,4.3,34.5,36.9,-2.3,28.1,0.8,0.3,0.03
Gordon Hayward,CHA,32,F,48,48,45.3,1.6,4.3,38.0,36.3,1.7,31.9,1.0,0.2,0.02
Onyeka Okongwu,ATL,21,F-C,48,48,38.0,1.4,4.3,32.7,36.1,-3.4,20.7,0.6,0.5,0.02
Cameron Johnson,PHX,26,F,66,66,44.6,1.6,4.3,36.8,36.7,0.2,26.2,0.9,0.2,0.09
Danilo Gallinari,ATL,33,F,66,63,47.7,1.5,4.3,35.1,36.1,-1.0,25.3,0.4,0.1,0.05
Justin Holiday,SAC,33,F-G,74,73,44.3,1.7,4.3,39.5,37.2,2.3,27.8,0.8,0.2,0.05
Serge Ibaka,MIL,32,F,54,50,41.2,1.7,4.3,39.1,36.5,2.5,16.3,0.2,0.3,0
Georges Niang,PHI,29,F,76,75,45.7,1.8,4.3,41.1,36.0,5.1,22.8,0.4,0.1,0.04
Dennis Schroder,HOU,28,G,64,61,43.3,1.4,4.3,33.3,36.6,-3.3,28.7,0.8,0.0,0.09
James Johnson,BKN,35,F,61,60,52.0,1.8,4.3,41.5,36.0,5.5,19.2,0.5,0.3,0.02
Tim Hardaway Jr.,DAL,30,G-F,42,41,44.5,1.5,4.3,35.8,35.6,0.2,29.6,0.9,0.1,0.1
Vit Krejci,OKC,22,G,29,27,44.4,1.2,4.2,29.3,36.5,-7.3,23.0,0.6,0.2,0
Nerlens Noel,NYK,28,C-F,25,24,38.7,2.0,4.2,48.1,35.8,12.3,22.5,1.2,0.2,0.12
Monte Morris,DEN,27,G,75,75,46.0,1.4,4.2,33.3,36.9,-3.5,29.9,0.7,0.1,0.03
Rui Hachimura,WAS,24,F,42,40,51.0,1.8,4.2,43.3,36.7,6.5,22.5,0.5,0.1,0
Michael Porter Jr.,DEN,24,F,9,7,42.2,1.3,4.2,31.6,36.7,-5.2,29.4,1.1,0.1,0
Matisse Thybulle,PHI,25,G-F,66,64,43.2,1.1,4.2,26.3,37.5,-11.3,25.5,1.7,0.9,0.02
Jordan Poole,GSW,23,G,76,76,48.3,1.6,4.2,37.9,36.7,1.2,30.0,0.8,0.2,0.03
Duane Washington Jr.,IND,22,G,46,44,48.6,1.6,4.2,39.4,36.3,3.0,20.2,0.5,0.0,0
DeMar DeRozan,CHI,32,G-F,76,75,41.9,1.6,4.2,37.9,36.1,1.8,36.1,0.9,0.1,0.01
Chuma Okeke,ORL,23,F,70,69,43.2,1.6,4.2,38.0,35.8,2.2,25.0,1.4,0.3,0
Nemanja Bjelica,GSW,34,F,71,68,39.6,1.5,4.1,36.7,36.2,0.6,16.1,0.6,0.2,0
Dwight Powell,DAL,30,F-C,82,79,35.7,1.4,4.1,35.1,36.4,-1.3,21.9,0.5,0.2,0.12
Maurice Harkless,SAC,29,F-G,45,44,55.0,1.4,4.1,32.8,36.3,-3.5,18.4,0.6,0.3,0
Ricky Rubio,IND,31,G,34,33,44.2,1.1,4.1,26.4,35.6,-9.2,28.5,1.4,0.1,0.09
Cory Joseph,DET,30,G,65,62,43.5,1.4,4.1,34.3,36.4,-2.1,24.6,0.6,0.2,0.06
Larry Nance Jr.,NOP,29,F-C,46,44,47.1,1.4,4.1,34.9,36.5,-1.6,22.6,0.9,0.2,0.17
