Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,STL,BLKP,Charges
Giannis Antetokounmpo,MIL,26,F,59,59,51.5,2.3,5.9,38.9,37.0,1.8,33.0,1.2,0.5,0.03
Tim Hardaway Jr.,DAL,29,G-F,70,70,56.2,2.2,5.9,37.7,37.3,0.4,28.4,0.4,0.1,0.24
Robert Covington,POR,30,F,67,66,39.8,2.3,5.8,39.0,37.5,1.5,32.0,1.4,0.4,0.07
Jonas Valanciunas,MEM,29,C,62,62,34.9,2.3,5.8,38.8,37.3,1.5,28.3,0.6,0.3,0.02
Jeff Green,BKN,34,F,68,67,49.1,2.2,5.8,37.9,37.6,0.3,27.0,0.5,0.2,0.07
Domantas Sabonis,IND,25,F-C,61,61,31.9,2.0,5.8,35.1,37.9,-2.8,36.0,1.2,0.1,0.02
Miles Bridges,CHA,23,F,65,65,45.4,2.0,5.7,35.2,37.7,-2.5,29.3,0.7,0.4,0.02
John Collins,ATL,23,F-C,63,63,43.1,2.2,5.7,38.6,37.6,1.1,29.3,0.5,0.4,0.16
Michael Carter-Williams,ORL,29,G,31,31,54.8,1.9,5.7,33.3,38.7,-5.3,25.8,0.8,0.5,0.26
Isaac Okoro,CLE,20,F-G,67,67,43.8,2.5,5.7,43.2,38.0,5.2,32.4,0.9,0.2,0.09
Derrick White,SAS,26,G,36,36,40.6,2.4,5.7,42.9,38.2,4.7,29.6,0.7,0.5,0.39
Kevin Durant,BKN,32,F,35,34,47.8,1.9,5.7,33.2,37.1,-3.9,33.1,0.7,0.7,0.06
Cam Reddish,ATL,21,F-G,26,25,48.0,1.9,5.7,34.0,38.4,-4.4,28.8,1.3,0.3,0
Marcus Smart,BOS,27,G,48,48,54.6,2.0,5.7,35.1,37.9,-2.9,32.9,1.5,0.3,0.29
Chris Boucher,TOR,28,F-C,60,59,42.4,1.8,5.7,31.6,37.0,-5.5,24.2,0.6,1.1,0.03
Royce O'Neale,UTA,28,F,71,70,40.4,2.1,5.6,37.0,37.9,-0.9,31.6,0.8,0.3,0
P.J. Washington,CHA,22,F,63,63,38.2,2.2,5.6,40.1,37.2,2.9,30.5,1.1,0.5,0.02
Ivica Zubac,LAC,24,C,71,70,38.5,2.1,5.6,36.9,37.0,-0.2,22.3,0.3,0.3,0
Daniel Theis,CHI,29,F-C,65,64,41.2,2.1,5.6,38.3,37.3,1.0,24.6,0.6,0.3,0.08
Myles Turner,IND,25,C-F,46,44,31.2,2.3,5.6,40.6,37.8,2.8,31.0,0.9,0.9,0
Kendrick Nunn,MIA,25,G,54,54,46.9,2.2,5.6,40.0,38.0,2.0,29.5,0.9,0.1,0
Marvin Bagley III,SAC,22,F,42,42,46.4,2.1,5.5,38.8,37.5,1.3,25.9,0.5,0.3,0.23
Duncan Robinson,MIA,27,F,70,70,47.5,2.1,5.5,38.1,38.0,0.1,31.4,0.6,0.2,0.18
Larry Nance Jr.,CLE,28,F-C,35,35,46.3,2.2,5.5,40.6,37.6,3.0,31.2,1.7,0.1,0.06
LaMarcus Aldridge,BKN,35,C-F,26,25,37.2,2.0,5.5,37.3,36.8,0.5,25.9,0.4,0.5,0
Elfrid Payton,NYK,27,G,61,60,50.8,2.1,5.4,38.3,38.3,0.0,23.6,0.7,0.1,0
Dennis Schroder,LAL,27,G,61,60,43.3,2.0,5.4,36.4,38.1,-1.6,32.1,1.1,0.1,0.16
Darius Garland,CLE,21,G,54,54,44.9,2.1,5.4,38.2,37.6,0.6,33.1,1.2,0.0,0.07
Ben Simmons,PHI,24,G-F,58,57,46.1,1.7,5.4,31.4,37.1,-5.7,32.4,1.6,0.3,0.05
Pat Connaughton,MIL,28,G,68,67,52.3,2.1,5.4,39.4,37.2,2.2,22.8,0.7,0.2,0.04
Evan Fournier,BOS,28,G-F,41,40,43.4,2.1,5.4,39.6,38.5,1.1,30.0,1.1,0.3,0
Khyri Thomas,HOU,25,G,5,5,43.5,2.4,5.4,44.4,36.7,7.7,30.6,1.8,0.4,0
Anthony Edwards,MIN,19,G,71,69,47.6,2.3,5.4,42.8,37.9,4.9,32.1,1.1,0.3,0
Dorian Finney-Smith,DAL,28,F,60,60,46.3,1.9,5.4,36.0,37.7,-1.6,31.9,0.9,0.1,0.02
Richaun Holmes,SAC,27,F,60,58,35.8,1.9,5.3,36.1,38.0,-1.8,29.2,0.6,0.5,0.02
Jae'Sean Tate,HOU,25,F,70,69,49.1,1.9,5.3,35.9,37.8,-1.9,29.2,1.2,0.3,0.2
Kyle Anderson,MEM,27,F-G,69,69,49.0,2.0,5.3,36.7,36.8,-0.1,27.3,1.2,0.4,0
Coby White,CHI,21,G,69,68,46.0,2.2,5.3,40.6,38.3,2.3,31.2,0.6,0.1,0.07
Devonte' Graham,CHA,26,G,54,53,47.7,1.7,5.3,32.2,37.2,-5.0,30.2,0.9,0.1,0.16
Moses Brown,BOS,21,C,41,38,39.7,2.2,5.3,41.7,37.0,4.7,21.4,0.7,0.3,0.05
Frank Mason III,ORL,27,G,4,4,67.7,1.8,5.3,33.3,40.1,-6.8,NaN,NaN,NaN,NaN
Garrett Temple,CHI,35,G-F,56,55,46.4,1.8,5.2,34.2,38.4,-4.1,27.3,0.8,0.3,0.07
Cole Anthony,ORL,21,G,45,44,47.5,2.4,5.2,46.4,37.2,9.2,27.1,0.6,0.2,0.13
Will Barton,DEN,30,G,54,54,50.0,2.1,5.2,40.5,37.7,2.8,31.0,0.9,0.2,0.04
Caris LeVert,IND,26,G,47,47,39.8,1.7,5.2,33.9,37.5,-3.6,31.6,1.4,0.4,0.06
Gary Harris,ORL,26,G,38,36,55.0,1.8,5.1,35.6,38.2,-2.6,27.7,0.7,0.2,0.05
Dwayne Bacon,ORL,25,G-F,70,69,50.9,1.8,5.1,35.2,38.1,-2.9,25.7,0.6,0.0,0
Tobias Harris,PHI,28,F,62,61,42.1,2.1,5.1,40.5,37.4,3.1,32.5,0.9,0.5,0
Terrence Ross,ORL,30,G-F,45,44,52.3,1.9,5.1,38.0,37.5,0.5,29.3,1.0,0.3,0
Kawhi Leonard,LAC,30,F,52,51,47.4,1.9,5.1,37.5,37.6,-0.1,34.1,1.6,0.2,0.02
Mikal Bridges,PHX,24,F,69,69,40.6,1.9,5.1,38.0,37.8,0.2,32.6,1.1,0.3,0
Kevin Huerter,ATL,22,G-F,69,68,43.7,1.7,5.0,33.6,38.2,-4.6,30.8,1.2,0.1,0
Tyler Herro,MIA,21,G,52,52,44.6,1.9,5.0,38.5,37.8,0.7,30.3,0.6,0.2,0
Justin Holiday,IND,32,F-G,71,70,40.0,1.5,5.0,30.2,37.7,-7.6,30.3,1.0,0.2,0.03
Clint Capela,ATL,27,C,63,61,32.9,2.0,5.0,40.8,38.0,2.9,30.1,0.7,0.6,0.02
Andre Drummond,LAL,27,C,46,46,37.1,2.1,5.0,41.6,37.2,4.3,27.0,1.4,0.4,0.09
Kevin Porter Jr.,HOU,21,G-F,26,25,40.5,2.4,5.0,46.9,39.4,7.6,32.1,0.7,0.2,0.04
Serge Ibaka,LAC,31,F,41,41,35.7,1.8,5.0,35.6,37.7,-2.1,23.3,0.2,0.6,0
Kelly Oubre Jr.,GSW,25,F-G,54,54,41.7,1.8,5.0,36.1,38.4,-2.3,30.7,1.0,0.4,0.05
Mike Conley,UTA,33,G,51,51,46.2,1.9,5.0,38.3,37.3,1.0,29.4,1.4,0.1,0.04
Seth Curry,PHI,30,G,57,57,53.7,1.9,5.0,37.5,37.5,0.0,28.7,0.8,0.1,0.05
Harrison Barnes,SAC,29,F,56,55,43.1,2.0,5.0,40.3,38.1,2.2,36.2,0.7,0.1,0.03
Malcolm Brogdon,IND,28,G,55,54,39.1,1.9,5.0,37.5,38.5,-1.0,34.5,0.9,0.1,0
Mitchell Robinson,NYK,23,C-F,30,28,40.9,1.7,4.9,34.5,37.9,-3.5,27.5,1.1,0.5,0
D'Angelo Russell,MIN,25,G,41,39,44.5,1.8,4.9,37.1,37.3,-0.2,28.5,1.1,0.2,0.07
Wendell Carter Jr.,ORL,22,C-F,54,53,34.6,2.0,4.9,39.8,37.9,1.9,25.5,0.6,0.3,0.06
Aleksej Pokusevski,OKC,19,C,44,43,43.3,2.1,4.9,42.4,37.0,5.4,24.2,0.4,0.5,0
Michael Porter Jr.,DEN,23,F,60,60,42.3,1.9,4.9,37.6,37.6,0.0,31.3,0.7,0.4,0
Tristan Thompson,BOS,30,C-F,54,54,41.8,2.2,4.9,44.5,38.0,6.5,23.8,0.4,0.3,0
Enes Freedom,POR,29,C,69,67,32.7,2.2,4.9,44.0,38.4,5.6,NaN,NaN,NaN,NaN
Kyrie Irving,BKN,29,G,54,53,43.2,1.9,4.9,37.7,37.5,0.2,34.9,1.4,0.4,0.07
LaMelo Ball,CHA,19,G,50,49,49.1,1.8,4.9,36.3,37.6,-1.3,28.8,1.6,0.2,0
Norman Powell,POR,28,G,69,66,52.3,1.8,4.9,37.1,38.0,-0.9,32.0,1.2,0.2,0
Maurice Harkless,SAC,28,F-G,35,33,53.0,1.8,4.9,37.1,36.3,0.8,20.9,0.8,0.3,0
Ja Morant,MEM,21,G,63,63,43.8,1.7,4.9,35.0,37.8,-2.8,32.6,0.9,0.1,0.03
Bruce Brown,BKN,24,G-F,65,62,49.6,1.9,4.8,40.0,37.2,2.8,22.3,0.9,0.3,0.02
Isaiah Stewart,DET,20,F-C,68,66,37.0,1.7,4.8,35.2,37.1,-2.0,21.4,0.6,0.6,0.01
LeBron James,LAL,36,F,44,43,48.7,1.5,4.8,30.5,36.5,-6.0,33.4,1.1,0.3,0.2
John Wall,HOU,30,G,40,39,42.4,1.7,4.8,34.7,37.4,-2.7,32.2,1.1,0.4,0.03
P.J. Tucker,MIL,36,F,52,51,48.0,2.1,4.8,42.6,37.4,5.2,26.1,0.8,0.2,0.19
Kevin Love,CLE,32,F-C,24,23,45.3,2.0,4.8,42.2,36.3,6.0,24.9,0.6,0.0,0.04
Russell Westbrook,WAS,32,G,64,62,42.8,1.7,4.8,35.9,37.3,-1.4,36.4,1.4,0.2,0.11
Jerami Grant,DET,27,F,54,53,47.5,1.7,4.8,34.5,38.0,-3.5,33.9,0.6,0.5,0.11
Donte DiVincenzo,MIL,24,G,65,63,44.0,1.8,4.8,37.9,38.2,-0.3,27.5,1.1,0.1,0.05
Sterling Brown,HOU,26,G-F,51,50,43.2,1.8,4.8,36.8,37.3,-0.6,24.1,0.7,0.1,0.02
Jusuf Nurkic,POR,26,C,36,36,36.1,1.8,4.8,37.4,37.5,-0.1,23.8,1.0,0.2,0.03
Khem Birch,TOR,28,C,66,63,42.1,1.8,4.7,37.4,38.0,-0.6,22.8,0.7,0.4,0.1
Reggie Bullock,NYK,30,G-F,64,64,43.2,1.5,4.7,32.0,38.4,-6.4,30.0,0.8,0.1,0.02
Alec Burks,NYK,29,G,49,49,53.3,1.5,4.7,31.5,37.4,-5.9,25.6,0.6,0.1,0
Keldon Johnson,SAS,21,F-G,69,68,40.9,1.7,4.7,36.8,37.8,-1.0,28.5,0.6,0.2,0
Chris Paul,PHX,36,G,68,68,47.6,1.8,4.7,38.9,37.6,1.4,31.4,1.4,0.2,0.04
Joe Harris,BKN,29,G-F,69,69,45.5,1.9,4.7,40.2,37.8,2.4,31.0,0.7,0.0,0.04
Jarrett Allen,CLE,23,C,63,60,31.5,1.7,4.7,36.4,37.9,-1.5,29.6,0.5,0.2,0.02
Bismack Biyombo,CHA,28,C,64,62,43.8,1.9,4.7,41.3,37.8,3.6,20.4,0.3,0.4,0
Jalen McDaniels,CHA,23,F-C,44,43,49.5,1.7,4.7,35.9,37.0,-1.1,19.2,0.6,0.1,0.06
Trae Young,ATL,22,G,63,62,43.5,1.6,4.7,35.0,37.7,-2.7,33.7,0.8,0.1,0.06
James Ennis III,ORL,30,F,40,39,55.2,1.8,4.7,37.6,38.4,-0.7,24.0,0.8,0.1,0.1
Jayson Tatum,BOS,23,F-G,64,63,47.0,1.8,4.6,38.4,38.2,0.2,35.8,1.2,0.3,0
Danilo Gallinari,ATL,32,F,51,50,44.7,1.7,4.6,36.0,37.3,-1.3,24.0,0.6,0.1,0
Aaron Gordon,DEN,25,F,49,46,45.7,1.8,4.6,37.9,38.1,-0.2,27.7,0.7,0.3,0
Bobby Portis,MIL,26,F,65,64,41.6,1.9,4.6,39.9,37.3,2.6,20.8,0.8,0.2,0.03
George Hill,PHI,35,G,29,29,56.5,1.5,4.6,32.8,38.4,-5.5,22.4,0.8,0.1,0.07
Davis Bertans,WAS,28,F,56,53,46.9,1.8,4.6,39.1,37.2,1.9,25.7,0.6,0.1,0.05
Mason Plumlee,DET,31,F-C,56,54,31.3,1.8,4.6,39.5,38.1,1.4,26.8,0.8,0.4,0.07
Deni Avdija,WAS,20,F,53,50,42.6,1.9,4.6,41.7,38.5,3.2,23.3,0.6,0.1,0.02
Nic Claxton,BKN,22,F-C,32,31,42.4,1.4,4.6,30.1,36.6,-6.4,NaN,NaN,NaN,NaN
Gordon Hayward,CHA,31,F,43,43,44.7,1.6,4.6,36.2,38.1,-1.9,34.0,1.2,0.1,0.02
Josh Richardson,DAL,27,G,59,59,49.3,1.8,4.5,39.6,38.1,1.5,30.4,1.0,0.2,0.02
Tyrese Haliburton,SAC,21,G,56,55,42.5,1.7,4.5,38.2,37.7,0.5,30.1,1.3,0.3,0
Jaden McDaniels,MIN,20,F,61,60,42.7,1.8,4.5,40.7,38.2,2.5,24.0,0.6,0.4,0
Thaddeus Young,CHI,33,F,68,67,41.2,1.7,4.5,36.8,37.2,-0.4,24.3,1.1,0.2,0.28
Bojan Bogdanovic,UTA,32,F,72,70,46.6,1.6,4.5,36.3,37.1,-0.7,30.8,0.6,0.0,0.04
Lauri Markkanen,CHI,24,F-C,50,49,38.9,1.7,4.5,37.3,37.1,0.3,25.8,0.5,0.1,0.02
Henry Ellenson,TOR,24,F-C,2,2,47.4,1.0,4.5,22.2,38.2,-16.0,NaN,NaN,NaN,NaN
Brandon Ingram,NOP,23,F,59,57,45.8,1.7,4.5,37.0,37.2,-0.2,34.3,0.7,0.2,0.05
Kevon Looney,GSW,25,F,60,59,40.5,1.8,4.5,39.0,37.9,1.2,19.0,0.3,0.2,0.03
Robert Williams III,BOS,23,C-F,52,51,45.2,1.6,4.5,36.1,37.6,-1.6,18.9,0.8,1.2,0
Facundo Campazzo,DEN,30,G,63,61,51.1,1.5,4.5,34.0,37.9,-3.9,21.9,1.2,0.2,0.11
Chuma Okeke,ORL,22,F,44,44,44.9,1.6,4.5,35.0,36.9,-1.9,25.2,1.1,0.2,0.07
Jae Crowder,PHX,30,F,58,55,44.3,1.3,4.5,30.1,37.4,-7.3,27.5,0.8,0.2,0.13
Carmelo Anthony,POR,37,F,66,64,56.0,1.6,4.5,37.1,37.0,0.1,24.5,0.7,0.3,0
Donovan Mitchell,UTA,24,G,53,52,45.7,1.8,4.4,41.0,37.7,3.3,33.4,1.0,0.2,0.04
Naji Marshall,NOP,23,F,27,24,45.9,1.6,4.4,37.0,38.2,-1.2,21.9,0.8,0.1,0.03
Dante Exum,HOU,25,G,5,5,46.8,2.2,4.4,50.0,39.6,10.4,19.3,0.7,0.0,0
Ricky Rubio,MIN,30,G,67,63,48.5,1.6,4.4,36.9,37.7,-0.7,26.1,1.4,0.0,0.01
Chasson Randle,ORL,28,G,38,37,52.0,1.8,4.4,40.7,37.1,3.6,20.4,0.5,0.1,0.05
Gary Trent Jr.,TOR,22,G-F,54,52,49.4,1.7,4.4,39.2,38.1,1.2,31.1,1.0,0.1,0
Grayson Allen,MEM,25,G,50,49,48.8,1.6,4.4,37.0,37.8,-0.8,25.2,0.9,0.0,0.06
Patrick Williams,CHI,19,F,71,70,43.3,1.7,4.4,39.2,37.9,1.4,27.9,0.9,0.2,0
Juan Toscano-Anderson,GSW,28,F,51,43,42.5,1.7,4.4,38.1,37.7,0.5,20.9,0.8,0.2,0.06
James Wiseman,GSW,20,C,38,37,36.2,1.4,4.3,31.5,38.0,-6.4,21.4,0.3,0.4,0.03
Robin Lopez,WAS,33,C,70,64,34.8,1.7,4.3,38.6,37.4,1.2,19.1,0.2,0.3,0.04
Malik Beasley,MIN,24,G,36,36,44.8,1.8,4.3,41.3,37.7,3.5,32.8,0.8,0.1,0
Oshae Brissett,IND,23,F-G,20,18,31.2,1.4,4.3,32.6,36.5,-3.9,24.7,0.9,0.2,0.05
DeMarcus Cousins,LAC,30,C,41,41,43.6,1.6,4.3,37.5,37.6,-0.1,17.4,0.8,0.2,0.17
Montrezl Harrell,LAL,27,F-C,68,64,38.0,1.6,4.3,38.4,37.5,0.9,22.9,0.7,0.3,0.32
Andre Iguodala,MIA,37,G-F,61,59,52.8,1.4,4.3,33.1,37.2,-4.2,21.3,0.9,0.3,0.06
Cory Joseph,DET,29,G,61,59,43.8,1.5,4.3,36.3,37.5,-1.2,23.0,1.0,0.2,0.05
Paul Millsap,DEN,36,F,55,54,44.9,1.8,4.3,43.2,37.4,5.7,20.8,0.9,0.4,0.09
Markelle Fultz,ORL,23,G,8,7,51.5,1.8,4.3,41.2,35.8,5.4,26.9,1.0,0.2,0
Kyle Kuzma,LAL,25,F,68,68,45.7,1.5,4.3,34.6,37.9,-3.3,28.7,0.5,0.2,0.04
Dejounte Murray,SAS,24,G,67,65,36.8,1.6,4.2,37.7,37.7,-0.1,31.9,1.5,0.0,0
James Johnson,NOP,34,F,51,51,52.6,1.6,4.2,37.0,37.0,0.0,20.5,0.8,0.5,0
Rudy Gay,SAS,34,F-G,63,63,47.6,1.5,4.2,35.0,36.8,-1.8,21.6,0.7,0.3,0.03
Kenrich Williams,OKC,26,G-F,63,63,49.5,1.5,4.2,36.6,37.8,-1.2,21.6,0.8,0.1,0.11
Naz Reid,MIN,21,C-F,69,66,36.8,1.8,4.2,43.8,38.1,5.7,19.2,0.5,0.3,0.1
Monte Morris,DEN,26,G,47,45,47.9,1.4,4.2,33.5,37.0,-3.5,25.4,0.7,0.1,0.02
Derrick Jones Jr.,POR,24,F,56,53,46.5,1.6,4.2,38.9,38.4,0.5,22.7,0.6,0.3,0
Reggie Jackson,LAC,31,G,66,64,45.1,1.6,4.2,39.6,36.9,2.8,23.0,0.6,0.0,0
Willie Cauley-Stein,DAL,27,C,53,51,43.9,1.6,4.2,39.4,38.1,1.3,17.1,0.4,0.3,0.02
Patty Mills,SAS,32,G,67,67,51.9,1.6,4.2,37.3,37.9,-0.7,24.8,0.6,0.0,0.09
Justise Winslow,MEM,25,F-G,26,25,51.2,1.6,4.2,39.8,38.4,1.4,19.5,0.6,0.2,0.08
Nicolas Batum,LAC,32,G-F,67,64,39.5,1.6,4.1,39.9,38.3,1.5,27.4,1.0,0.3,0.07
Taurean Prince,CLE,27,F,41,38,47.2,1.6,4.1,38.5,37.8,0.7,22.1,0.7,0.2,0.12
Ty Jerome,OKC,23,G-F,33,33,50.4,1.6,4.1,37.5,36.5,1.0,23.9,0.6,0.2,0
Eric Gordon,HOU,32,G,27,25,51.9,1.3,4.1,32.4,36.9,-4.4,29.2,0.5,0.3,0
Marc Gasol,LAL,36,C,52,50,36.5,1.5,4.1,36.6,37.7,-1.1,19.1,0.5,0.4,0.1
David Nwaba,HOU,28,G-F,30,29,41.1,1.8,4.1,43.9,37.7,6.2,22.6,1.0,0.2,0.13
Killian Hayes,DET,19,G,26,26,40.5,1.6,4.1,39.6,35.9,3.7,25.8,1.0,0.3,0
Jeremy Lamb,IND,29,G-F,36,35,40.5,1.7,4.1,41.5,38.0,3.5,21.2,0.9,0.4,0.06
T.J. McConnell,IND,29,G,68,67,43.8,1.4,4.1,33.7,37.0,-3.3,26.0,1.9,0.1,0.06
Isaiah Roby,OKC,23,F,60,56,37.3,1.6,4.0,39.7,37.4,2.3,23.4,0.9,0.2,0.05
Theo Maledon,OKC,20,G,64,64,46.0,1.5,4.0,37.6,37.8,-0.2,27.4,0.9,0.0,0
Kentavious Caldwell-Pope,LAL,28,G,67,65,44.5,1.5,4.0,38.3,38.8,-0.5,28.4,0.9,0.2,0
Avery Bradley,HOU,30,G,27,27,49.1,1.4,4.0,36.1,38.0,-1.9,22.3,0.8,0.0,0.07
Spencer Dinwiddie,BKN,28,G,3,3,40.0,0.7,4.0,16.7,38.7,-22.1,21.3,0.7,0.3,0
