Player,Team,Age,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
Draymond Green,GSW,27,76,32.5,10.2,3.6,8.6,41.8,1.1,3.5,30.8,2.0,2.8,70.9,1.3,6.6,7.9,7.0,2.4,2.0,1.4,2.9,10.8
Jusuf Nurkic,POR,22,65,21.4,10.2,4.2,8.2,50.7,0.0,0.0,0.0,1.8,3.2,57.1,2.4,4.8,7.2,1.9,2.2,0.8,1.1,2.5,-0.8
Josh Richardson,MIA,23,53,30.5,10.2,3.8,9.7,39.4,1.4,4.3,33.0,1.1,1.5,77.9,0.7,2.5,3.2,2.6,1.2,1.1,0.7,2.5,0.1
Tony Parker,SAS,35,63,25.2,10.1,4.2,9.0,46.6,0.4,1.1,33.3,1.3,1.9,72.6,0.1,1.7,1.8,4.5,1.4,0.5,0.0,1.5,2.8
Kyle Korver,CLE,36,67,26.2,10.1,3.6,7.7,46.4,2.4,5.4,45.1,0.6,0.6,90.5,0.1,2.7,2.8,1.6,1.0,0.5,0.3,1.6,-2.5
Yogi Ferrell,DAL,24,46,26.0,10.0,3.5,8.6,40.6,1.5,3.8,38.6,1.6,1.9,83.1,0.4,2.0,2.4,3.7,1.5,0.9,0.2,2.0,-2.5
Maurice Harkless,POR,24,77,28.9,10.0,4.1,8.1,50.3,0.9,2.5,35.1,1.0,1.6,62.1,1.6,2.8,4.4,1.1,1.1,1.1,0.9,2.8,0.6
Trevor Booker,BKN,29,71,24.7,10.0,4.3,8.3,51.6,0.4,1.1,32.1,1.0,1.5,67.3,2.0,6.0,8.0,1.9,1.8,1.1,0.4,2.1,-4.7
Gorgui Dieng,MIN,27,82,32.4,10.0,4.0,8.1,50.2,0.2,0.5,37.2,1.7,2.0,81.4,2.3,5.6,7.9,1.9,1.3,1.1,1.2,3.1,0.4
Shabazz Muhammad,MIN,24,78,19.4,9.9,3.7,7.7,48.2,0.6,1.9,33.8,1.9,2.4,77.4,1.1,1.7,2.8,0.4,0.7,0.3,0.1,1.1,-1.0
Jamal Murray,DEN,20,82,21.5,9.9,3.6,8.9,40.4,1.4,4.2,33.4,1.3,1.5,88.3,0.5,2.1,2.6,2.1,1.4,0.6,0.3,1.5,0.9
Ty Lawson,SAC,29,69,25.1,9.9,3.4,7.6,45.4,0.5,1.7,28.8,2.5,3.1,79.7,0.6,2.0,2.6,4.8,1.9,1.1,0.1,1.7,-2.3
Richaun Holmes,PHI,23,57,20.9,9.8,4.0,7.2,55.8,0.5,1.4,35.1,1.3,1.8,69.9,1.6,3.8,5.5,1.0,1.0,0.7,1.0,2.4,-4.0
Jeremy Lamb,CHA,25,62,18.4,9.7,3.6,7.9,46.0,0.7,2.4,28.1,1.8,2.1,85.3,0.5,3.8,4.3,1.2,0.6,0.4,0.4,1.6,-0.6
Kenneth Faried,DEN,27,61,21.2,9.6,3.7,6.8,54.8,0.0,0.1,0.0,2.1,3.1,69.3,3.0,4.6,7.6,0.9,1.0,0.7,0.7,2.0,-1.0
E'Twaun Moore,NOP,28,73,24.9,9.6,3.9,8.5,45.7,1.1,2.8,37.0,0.8,1.0,77.0,0.5,1.6,2.1,2.2,0.8,0.7,0.4,1.8,-1.5
Patrick Beverley,HOU,28,67,30.7,9.5,3.4,8.1,42.0,1.6,4.3,38.2,1.1,1.4,76.8,1.4,4.4,5.9,4.2,1.5,1.5,0.4,3.3,5.3
Derrick Favors,UTA,25,50,23.7,9.5,4.1,8.3,48.7,0.1,0.2,30.0,1.3,2.2,61.5,1.8,4.3,6.1,1.1,1.2,0.9,0.8,2.1,1.1
Patty Mills,SAS,28,80,21.9,9.5,3.4,7.8,44.0,1.8,4.4,41.4,0.8,1.0,82.5,0.3,1.5,1.8,3.5,1.3,0.8,0.0,1.4,5.1
Nik Stauskas,PHI,23,80,27.3,9.5,3.1,7.9,39.6,1.7,4.5,36.8,1.5,1.9,81.3,0.3,2.6,2.8,2.4,1.6,0.6,0.4,1.8,-2.4
Michael Beasley,MIL,28,56,16.7,9.4,3.9,7.3,53.2,0.3,0.8,41.9,1.4,1.9,74.3,0.7,2.7,3.4,0.9,1.2,0.5,0.5,1.6,-0.7
Brandon Ingram,LAL,19,79,28.9,9.4,3.5,8.7,40.2,0.7,2.4,29.4,1.7,2.7,62.1,0.8,3.2,4.0,2.1,1.5,0.6,0.5,2.0,-4.8
Ish Smith,DET,28,81,24.1,9.4,4.1,9.2,43.9,0.3,1.3,26.7,0.9,1.3,70.6,0.3,2.6,2.9,5.2,1.4,0.8,0.4,1.6,0.6
Cory Joseph,TOR,25,80,25.0,9.3,3.7,8.3,45.2,0.6,1.7,35.6,1.2,1.5,77.0,0.6,2.3,2.9,3.3,1.4,0.8,0.2,1.8,0.5
Jeff Green,ORL,30,69,22.2,9.2,3.2,8.1,39.4,0.8,2.8,27.5,2.1,2.4,86.3,0.6,2.5,3.1,1.2,1.1,0.5,0.2,1.5,-4.3
Gerald Henderson,PHI,29,72,23.2,9.2,3.3,7.7,42.3,0.8,2.4,35.3,1.8,2.3,80.6,0.5,2.1,2.6,1.6,0.9,0.6,0.2,1.8,-4.3
Marquese Chriss,PHX,19,82,21.3,9.2,3.5,7.7,44.9,0.9,2.7,32.1,1.4,2.2,62.4,1.2,3.1,4.2,0.7,1.3,0.8,0.9,3.2,-4.7
Michael Kidd-Gilchrist,CHA,23,81,29.0,9.2,3.6,7.6,47.7,0.0,0.1,11.1,1.9,2.4,78.4,1.9,5.0,7.0,1.4,0.7,1.0,1.0,2.3,-0.1
Joe Johnson,UTA,36,78,23.6,9.2,3.5,8.0,43.6,1.4,3.3,41.1,0.8,1.0,81.8,0.4,2.7,3.1,1.8,0.9,0.5,0.2,1.2,1.5
Jameer Nelson,DEN,35,75,27.3,9.2,3.6,8.1,44.4,1.4,3.6,38.8,0.6,0.8,71.4,0.4,2.2,2.6,5.1,1.7,0.7,0.1,2.6,1.7
Channing Frye,CLE,34,74,18.9,9.1,3.2,7.0,45.8,1.9,4.5,40.9,0.9,1.0,85.1,0.5,3.4,3.9,0.6,0.7,0.4,0.5,1.9,0.8
Nene,HOU,34,67,17.9,9.1,3.7,5.9,61.7,0.0,0.1,33.3,1.7,2.9,58.9,1.4,2.8,4.2,1.0,1.1,0.8,0.6,2.4,2.9
Montrezl Harrell,HOU,23,58,18.3,9.1,3.9,5.9,65.2,0.0,0.1,14.3,1.3,2.1,62.8,1.4,2.4,3.8,1.1,0.8,0.3,0.7,2.2,1.8
Jodie Meeks,ORL,29,36,20.5,9.1,2.9,7.1,40.2,1.6,3.8,40.9,1.8,2.1,87.8,0.1,2.0,2.1,1.3,1.0,0.9,0.1,1.1,-2.8
Tony Allen,MEM,35,71,27.0,9.1,3.9,8.4,46.1,0.2,0.8,27.8,1.1,1.8,61.5,2.3,3.2,5.5,1.4,1.4,1.6,0.4,2.5,-0.1
Kelly Olynyk,BOS,26,75,20.5,9.0,3.5,6.8,51.2,0.9,2.6,35.4,1.2,1.6,73.2,1.0,3.8,4.8,2.0,1.3,0.6,0.4,2.8,0.2
Evan Turner,POR,28,65,25.5,9.0,3.6,8.5,42.6,0.5,1.8,26.3,1.3,1.6,82.5,0.6,3.2,3.8,3.2,1.5,0.8,0.4,1.9,-2.7
Dahntay Jones,CLE,36,1,12.0,9.0,3.0,8.0,37.5,0.0,2.0,0.0,3.0,4.0,75.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0
Doug McDermott,OKC,25,66,22.8,9.0,3.4,7.5,44.7,1.2,3.2,37.0,1.1,1.3,84.5,0.3,2.4,2.7,0.9,0.6,0.2,0.1,1.2,-0.4
JaMychal Green,MEM,27,77,27.3,8.9,3.2,6.5,50.0,0.7,1.9,37.9,1.7,2.2,80.2,2.2,4.9,7.1,1.1,1.2,0.6,0.4,3.2,-0.4
DeMarre Carroll,TOR,30,72,26.1,8.9,3.1,7.6,40.0,1.5,4.4,34.1,1.2,1.6,76.1,0.9,2.9,3.8,1.0,0.8,1.1,0.4,2.0,1.6
Skal Labissiere,SAC,21,33,18.5,8.8,3.5,6.6,53.7,0.1,0.2,37.5,1.6,2.2,70.3,1.5,3.4,4.9,0.8,1.1,0.5,0.4,1.9,-1.2
Nerlens Noel,DAL,23,51,20.5,8.7,3.6,6.1,59.5,0.0,0.0,0.0,1.5,2.2,69.4,1.8,3.9,5.8,1.0,1.0,1.3,1.0,2.5,-1.6
Al-Farouq Aminu,POR,26,61,29.1,8.7,3.0,7.6,39.3,1.1,3.5,33.0,1.6,2.2,70.6,1.3,6.1,7.4,1.6,1.5,1.0,0.7,1.7,0.4
Marreese Speights,LAC,29,82,15.7,8.7,3.0,6.7,44.5,1.3,3.4,37.2,1.5,1.7,87.6,1.1,3.5,4.5,0.8,0.8,0.3,0.5,2.8,-0.4
Rondae Hollis-Jefferson,BKN,22,78,22.6,8.7,3.0,6.9,43.4,0.2,0.9,22.4,2.4,3.2,75.1,1.2,4.6,5.8,2.0,1.5,1.1,0.6,2.3,-3.4
JR Smith,CLE,31,41,29.0,8.6,3.0,8.7,34.6,2.3,6.6,35.1,0.2,0.4,66.7,0.4,2.3,2.8,1.5,0.6,1.0,0.3,1.9,1.8
Tony Snell,MIL,25,80,29.2,8.5,3.1,6.8,45.5,1.8,4.4,40.6,0.6,0.7,81.0,0.3,2.8,3.1,1.2,0.7,0.7,0.2,1.6,-1.5
Monta Ellis,IND,31,74,27.0,8.5,3.3,7.5,44.3,0.6,1.8,31.9,1.3,1.7,72.7,0.3,2.5,2.8,3.2,1.8,1.1,0.4,2.0,-1.0
Tyson Chandler,PHX,34,47,27.6,8.4,3.3,4.9,67.1,0.0,0.0,0.0,1.9,2.6,73.4,3.3,8.2,11.5,0.6,1.4,0.7,0.5,2.7,-1.6
Arron Afflalo,SAC,31,61,25.9,8.4,3.0,6.9,44.0,1.0,2.5,41.1,1.4,1.5,89.2,0.1,1.9,2.0,1.3,0.7,0.3,0.1,1.7,-4.0
Norman Powell,TOR,24,76,18.0,8.4,3.0,6.7,44.9,0.7,2.3,32.4,1.7,2.1,79.2,0.3,1.9,2.2,1.1,0.9,0.7,0.2,1.7,1.1
Joe Harris,BKN,25,52,21.9,8.2,3.0,7.0,42.5,1.6,4.3,38.5,0.7,0.9,71.4,0.3,2.5,2.8,1.0,1.1,0.6,0.2,2.3,-5.5
Troy Daniels,MEM,25,67,17.7,8.2,2.8,7.4,37.4,2.1,5.3,38.9,0.6,0.8,79.6,0.3,1.2,1.5,0.7,0.7,0.3,0.1,1.3,1.3
Shawn Long,PHI,24,18,13.0,8.2,3.4,6.1,56.0,0.4,1.1,36.8,1.1,1.9,54.3,2.3,2.4,4.7,0.7,0.7,0.5,0.5,2.7,1.1
Caris LeVert,BKN,22,57,21.7,8.2,3.0,6.7,45.0,1.0,3.2,32.1,1.2,1.6,72.0,0.4,2.9,3.3,1.9,1.0,0.9,0.1,1.6,-1.6
Willy Hernangomez,NYK,23,72,18.4,8.2,3.4,6.5,52.9,0.1,0.2,26.7,1.3,1.7,72.8,2.4,4.6,7.0,1.3,1.4,0.6,0.5,2.1,-0.8
Willie Cauley-Stein,SAC,23,75,18.9,8.1,3.4,6.4,53.0,0.0,0.0,0.0,1.3,2.0,66.9,1.1,3.4,4.5,1.1,0.9,0.7,0.6,2.0,-2.7
Ben McLemore,SAC,24,61,19.3,8.1,3.0,6.9,43.0,1.1,2.8,38.2,1.1,1.5,75.3,0.3,1.8,2.1,0.8,1.0,0.5,0.1,1.8,-2.2
Al Jefferson,IND,32,66,14.1,8.1,3.6,7.1,49.9,0.0,0.0,0.0,1.0,1.3,76.5,1.1,3.1,4.2,0.9,0.5,0.3,0.2,1.9,-1.5
Tristan Thompson,CLE,26,78,30.0,8.1,3.4,5.6,60.0,0.0,0.0,0.0,1.4,2.7,49.8,3.7,5.5,9.2,1.0,0.8,0.5,1.1,2.3,1.7
Vince Carter,MEM,40,73,24.7,8.0,2.6,6.7,39.4,1.5,4.1,37.8,1.2,1.6,76.5,0.5,2.6,3.1,1.8,0.7,0.8,0.5,2.2,2.2
Alex Len,PHX,24,77,20.3,8.0,3.0,6.0,49.7,0.0,0.2,25.0,1.9,2.7,72.1,2.0,4.6,6.6,0.6,1.3,0.5,1.3,3.1,-5.2
Langston Galloway,SAC,25,74,20.2,7.9,2.8,7.4,38.0,1.6,4.2,39.0,0.7,0.9,79.7,0.4,1.7,2.1,1.3,0.6,0.6,0.1,1.3,-0.8
D.J. Augustin,ORL,29,78,19.7,7.9,2.5,6.6,37.7,1.2,3.5,34.7,1.7,2.1,81.4,0.2,1.3,1.5,2.7,1.2,0.4,0.0,1.3,-5.7
Shelvin Mack,UTA,27,55,21.9,7.8,3.1,6.9,44.6,0.7,2.2,30.8,1.0,1.4,68.8,0.4,1.9,2.3,2.8,1.6,0.8,0.1,1.8,0.3
Rajon Rondo,CHI,31,69,26.7,7.8,3.3,8.1,40.8,0.7,1.9,37.6,0.4,0.7,60.0,1.1,4.1,5.1,6.7,2.4,1.4,0.2,2.1,-0.9
Sergio Rodriguez,PHI,31,68,22.3,7.8,3.1,7.9,39.2,1.4,3.7,36.5,0.3,0.4,66.7,0.3,2.0,2.3,5.1,1.9,0.7,0.1,1.4,-2.0
Garrett Temple,SAC,31,65,26.6,7.8,2.8,6.6,42.4,1.3,3.4,37.3,0.9,1.1,78.4,0.5,2.3,2.8,2.6,1.2,1.3,0.4,2.2,-2.7
Justin Holiday,NYK,28,82,20.0,7.7,2.8,6.6,43.3,1.2,3.3,35.5,0.8,1.0,82.5,0.3,2.4,2.7,1.2,0.8,0.8,0.4,1.3,-0.5
Matthew Dellavedova,MIL,26,76,26.1,7.6,2.7,7.0,39.0,1.0,2.8,36.7,1.1,1.3,85.4,0.3,1.6,1.9,4.7,1.8,0.7,0.0,2.0,-0.9
Luol Deng,LAL,32,56,26.5,7.6,2.9,7.6,38.7,0.9,2.9,30.9,0.8,1.1,73.0,1.1,4.1,5.3,1.3,0.8,0.9,0.4,1.1,-3.5
Andre Iguodala,GSW,33,76,26.3,7.6,2.9,5.5,52.8,0.8,2.3,36.2,0.9,1.3,70.6,0.7,3.3,4.0,3.4,0.8,1.0,0.5,1.3,6.9
Manu Ginobili,SAS,39,69,18.7,7.5,2.5,6.4,39.0,1.3,3.3,39.2,1.2,1.6,80.4,0.4,1.9,2.3,2.7,1.4,1.2,0.2,1.7,3.7
Ivica Zubac,LAL,20,38,16.0,7.5,3.3,6.3,52.9,0.0,0.1,0.0,0.8,1.3,65.3,1.1,3.1,4.2,0.8,0.8,0.4,0.9,1.7,-3.5
Iman Shumpert,CLE,27,76,25.5,7.5,2.6,6.4,41.1,1.2,3.4,36.0,0.9,1.2,78.9,0.5,2.4,2.9,1.4,1.0,0.8,0.4,2.0,0.6
Isaiah Whitehead,BKN,22,73,22.5,7.4,2.8,7.0,40.2,0.6,2.0,29.5,1.2,1.5,80.5,0.4,2.1,2.5,2.6,1.9,0.6,0.5,2.4,-1.6
Timofey Mozgov,LAL,30,54,20.4,7.4,3.1,6.1,51.5,0.0,0.0,0.0,1.2,1.4,80.8,1.9,3.0,4.9,0.8,1.3,0.3,0.6,2.5,-3.6
Alan Williams,PHX,24,47,15.1,7.4,2.9,5.7,51.7,0.0,0.0,0.0,1.5,2.4,62.5,2.0,4.2,6.2,0.5,0.8,0.6,0.7,2.7,0.0
Archie Goodwin,BKN,22,15,14.3,7.3,2.4,4.4,54.5,0.3,1.0,33.3,2.2,2.8,78.6,0.5,1.4,1.9,1.6,0.9,0.3,0.3,0.5,-2.4
Spencer Dinwiddie,BKN,24,59,22.6,7.3,2.3,5.1,44.4,0.6,1.7,37.6,2.1,2.7,79.2,0.5,2.3,2.8,3.1,1.1,0.7,0.4,2.0,-2.3
Danny Green,SAS,30,68,26.6,7.3,2.6,6.6,39.2,1.7,4.6,37.9,0.4,0.5,84.4,0.5,2.8,3.3,1.8,1.1,1.0,0.8,1.8,3.9
David Lee,SAS,34,79,18.7,7.3,3.1,5.3,59.0,0.0,0.0,0.0,1.0,1.4,70.8,1.9,3.7,5.6,1.6,1.0,0.4,0.5,1.6,4.0
Tyler Ulis,PHX,21,61,18.4,7.3,3.0,7.2,42.1,0.3,1.3,26.6,0.9,1.2,77.5,0.3,1.2,1.6,3.7,1.3,0.8,0.1,1.2,-2.3
Rodney Stuckey,IND,31,39,17.9,7.2,2.3,6.3,37.3,0.5,1.5,31.7,2.1,2.7,74.8,0.2,2.0,2.2,2.2,1.4,0.4,0.0,1.1,-0.8
Thabo Sefolosha,ATL,33,62,25.7,7.2,2.8,6.4,44.1,0.7,1.9,34.2,0.9,1.2,73.3,0.9,3.5,4.4,1.7,0.9,1.5,0.5,1.6,-1.0
Tim Frazier,NOP,26,65,23.5,7.1,2.5,6.2,40.3,0.6,2.0,31.3,1.5,2.0,76.0,0.5,2.1,2.7,5.2,1.6,0.9,0.1,2.0,-1.3
Larry Nance Jr.,LAL,24,63,22.9,7.1,3.0,5.7,52.6,0.2,0.6,27.8,0.9,1.3,73.8,1.9,4.0,5.9,1.5,0.9,1.3,0.6,2.4,-2.1
Brandon Jennings,WAS,27,81,22.2,7.1,2.4,6.6,35.9,1.0,3.1,31.3,1.4,1.9,75.0,0.4,2.1,2.4,4.9,1.6,0.9,0.0,1.4,-0.8
Matt Barnes,GSW,37,74,24.0,7.1,2.5,6.4,39.1,1.2,3.6,33.1,0.9,1.2,78.7,0.9,4.2,5.2,2.6,1.4,0.6,0.4,2.5,-0.9
Justin Anderson,PHI,23,75,16.4,7.1,2.5,5.9,42.4,0.8,2.6,29.9,1.4,1.7,79.1,0.9,2.3,3.3,0.9,0.9,0.5,0.3,1.5,-2.6
Anthony Tolliver,SAC,32,65,22.7,7.1,2.4,5.4,44.2,1.4,3.5,39.1,0.9,1.3,74.4,0.8,2.9,3.6,1.2,0.9,0.5,0.3,1.7,-1.5
Joe Ingles,UTA,29,82,24.1,7.1,2.5,5.5,45.2,1.5,3.4,44.1,0.6,0.8,73.5,0.3,2.9,3.2,2.7,1.3,1.2,0.1,2.0,1.9
Solomon Hill,NOP,26,80,29.7,7.0,2.3,6.0,38.3,1.2,3.4,34.8,1.3,1.6,80.5,0.6,3.2,3.8,1.8,1.0,0.9,0.4,2.3,0.1
Josh Huestis,OKC,25,2,15.4,7.0,3.0,5.5,54.5,1.0,2.0,50.0,0.0,0.5,0.0,2.0,2.5,4.5,1.5,0.0,0.0,1.5,0.0,1.5
Justin Hamilton,BKN,27,64,18.4,6.9,2.7,5.9,45.9,0.9,2.8,30.6,0.6,0.8,75.0,1.1,3.0,4.1,0.9,0.7,0.5,0.7,1.4,-4.6
T.J. McConnell,PHI,25,81,26.3,6.9,2.9,6.3,46.1,0.1,0.7,20.0,0.9,1.1,81.1,0.5,2.6,3.1,6.6,2.0,1.7,0.1,1.7,-3.9
Patrick Patterson,TOR,28,65,24.6,6.8,2.4,5.9,40.1,1.4,3.9,37.2,0.7,0.9,71.7,1.0,3.6,4.5,1.2,0.6,0.6,0.4,1.8,5.3
Ian Clark,GSW,26,77,14.8,6.8,2.7,5.6,48.7,0.8,2.1,37.4,0.6,0.8,75.9,0.3,1.3,1.6,1.2,0.7,0.5,0.1,1.0,0.5
Bobby Portis,CHI,22,64,15.6,6.8,2.9,5.9,48.8,0.5,1.5,33.3,0.6,0.9,66.1,1.2,3.5,4.6,0.5,0.6,0.3,0.2,1.5,-1.3
Jared Dudley,PHX,31,64,21.3,6.8,2.5,5.4,45.4,1.2,3.2,37.9,0.7,1.0,66.2,0.5,3.0,3.5,1.9,1.1,0.7,0.3,2.4,-0.7
Lance Stephenson,IND,26,18,20.1,6.8,3.0,6.7,45.0,0.3,1.1,30.0,0.4,0.7,61.5,0.2,2.7,2.9,3.3,1.4,0.3,0.2,1.8,0.6
John Henson,MIL,26,58,19.4,6.8,2.7,5.3,51.5,0.0,0.0,0.0,1.3,1.8,69.2,1.6,3.5,5.1,1.0,0.9,0.5,1.3,2.6,-0.8
Brandan Wright,MEM,29,28,16.0,6.8,3.0,4.8,61.5,0.0,0.0,0.0,0.8,1.3,65.7,1.1,1.7,2.8,0.5,0.4,0.4,0.7,1.5,1.3
Alec Burks,UTA,25,42,15.5,6.7,2.4,5.9,39.9,0.6,1.8,32.9,1.4,1.9,76.9,0.4,2.5,2.9,0.7,0.8,0.4,0.1,1.2,0.0
Raymond Felton,LAC,33,80,21.2,6.7,2.8,6.4,43.0,0.6,1.8,31.9,0.6,0.8,78.1,0.4,2.3,2.7,2.4,1.0,0.8,0.3,1.6,-2.1
Devin Harris,DAL,34,65,16.7,6.7,2.1,5.2,39.9,0.9,2.7,32.8,1.6,2.0,82.9,0.2,1.8,2.0,2.1,0.9,0.7,0.1,1.6,0.6
James Ennis III,MEM,26,64,23.4,6.7,2.3,5.0,45.5,0.8,2.1,37.2,1.3,1.7,78.2,1.1,3.0,4.0,1.0,0.9,0.7,0.3,2.6,0.7
Dwight Powell,DAL,25,77,17.3,6.7,2.5,4.9,51.5,0.3,1.0,28.4,1.4,1.8,75.9,1.2,2.8,4.0,0.6,0.4,0.8,0.5,1.8,-2.2
P.J. Tucker,TOR,32,81,27.6,6.7,2.5,6.0,41.3,0.9,2.4,35.7,0.9,1.1,77.4,1.4,4.4,5.8,1.2,0.8,1.4,0.2,2.4,-0.9
Marcus Thornton,WAS,30,33,17.4,6.6,2.5,6.4,40.0,0.8,2.4,35.0,0.7,0.8,85.2,0.7,1.6,2.3,1.2,0.8,0.6,0.1,1.5,-4.5
Kosta Koufos,SAC,28,71,20.0,6.6,3.0,5.5,55.1,0.0,0.0,0.0,0.5,0.9,61.3,1.7,4.0,5.7,0.7,0.9,0.5,0.7,2.4,-2.2
Andre Roberson,OKC,25,79,30.1,6.6,2.7,5.9,46.4,0.6,2.3,24.5,0.6,1.4,42.3,1.2,3.9,5.1,1.0,0.6,1.2,1.0,2.6,1.8
Jaylen Brown,BOS,20,78,17.2,6.6,2.5,5.4,45.5,0.6,1.7,34.3,1.1,1.6,68.5,0.6,2.2,2.8,0.8,0.9,0.4,0.2,1.8,-1.6
Michael Carter-Williams,CHI,25,45,18.8,6.6,2.5,6.8,36.6,0.3,1.4,23.4,1.3,1.7,75.3,0.5,2.9,3.4,2.5,1.5,0.8,0.5,2.3,-0.6
Dante Cunningham,NOP,30,66,25.0,6.6,2.6,5.4,48.5,1.1,2.7,39.2,0.2,0.4,59.3,0.8,3.3,4.2,0.6,0.4,0.6,0.4,1.5,-0.8
Sam Dekker,HOU,23,77,18.4,6.5,2.6,5.6,47.3,0.8,2.4,32.1,0.5,0.9,55.9,1.2,2.5,3.7,1.0,0.5,0.5,0.3,1.1,1.0
Amir Johnson,BOS,30,80,20.1,6.5,2.7,4.6,57.6,0.3,0.8,40.9,0.8,1.3,67.0,1.5,3.1,4.6,1.8,1.0,0.6,0.8,2.6,2.6
Timothe Luwawu-Cabarrot,PHI,22,69,17.2,6.4,2.1,5.2,40.2,0.7,2.3,31.1,1.5,1.8,85.4,0.4,1.8,2.2,1.1,1.1,0.5,0.1,2.2,-0.8
Mirza Teletovic,MIL,31,70,16.2,6.4,2.2,6.0,37.3,1.5,4.4,34.1,0.5,0.6,77.8,0.2,2.2,2.3,0.7,0.5,0.2,0.2,1.6,1.0
Darrell Arthur,DEN,29,41,15.6,6.4,2.3,5.2,44.2,1.3,2.9,45.3,0.5,0.5,86.4,0.6,2.1,2.7,1.0,0.9,0.5,0.5,1.9,-0.6
Rodney McGruder,MIA,25,78,25.2,6.4,2.4,5.9,41.3,0.9,2.8,33.2,0.6,0.9,62.0,1.2,2.1,3.3,1.6,0.7,0.6,0.2,1.8,0.1
Kelly Oubre Jr.,WAS,21,79,20.3,6.3,2.4,5.6,42.1,0.7,2.4,28.7,0.9,1.3,75.8,0.8,2.5,3.3,0.6,0.6,0.7,0.2,2.5,-0.5
Kyle O'Quinn,NYK,27,79,15.6,6.3,2.7,5.2,52.1,0.0,0.2,11.8,0.8,1.1,77.1,2.0,3.6,5.6,1.5,1.0,0.5,1.3,2.2,-2.0
Leandro Barbosa,PHX,34,67,14.4,6.3,2.6,5.9,43.9,0.5,1.5,35.7,0.6,0.7,88.9,0.2,1.3,1.6,1.2,0.7,0.5,0.1,1.2,-1.0
Mindaugas Kuzminskas,NYK,27,68,14.9,6.3,2.3,5.4,42.8,0.8,2.5,32.1,0.8,1.0,80.9,0.7,1.2,1.9,1.0,0.8,0.4,0.2,1.2,0.0
Dante Exum,UTA,21,66,18.6,6.2,2.3,5.5,42.7,0.7,2.3,29.5,0.9,1.1,79.5,0.5,1.5,2.0,1.7,1.2,0.3,0.2,2.2,0.0
Spencer Hawes,MIL,29,54,14.8,6.2,2.5,5.1,48.4,0.5,1.5,30.9,0.8,1.0,84.6,0.7,2.8,3.5,1.5,0.9,0.3,0.6,1.4,-3.2
Ramon Sessions,CHA,31,50,16.2,6.2,2.0,5.3,38.0,0.4,1.2,33.9,1.8,2.4,77.1,0.2,1.2,1.5,2.6,0.9,0.5,0.1,0.9,-1.6
Jonathan Gibson,DAL,29,17,13.6,6.2,2.1,5.6,36.8,0.9,2.6,33.3,1.2,1.7,72.4,0.1,1.2,1.3,1.5,1.2,0.5,0.0,1.2,-4.9
Mike Muscala,ATL,25,70,17.7,6.2,2.4,4.8,50.4,0.7,1.6,41.8,0.7,0.9,76.6,1.1,2.3,3.4,1.4,0.8,0.4,0.6,1.4,-1.1
Nemanja Bjelica,MIN,29,65,18.3,6.2,2.3,5.5,42.4,0.9,2.7,31.6,0.7,0.9,73.8,0.9,2.9,3.8,1.2,0.9,0.6,0.3,2.4,-0.2
Trey Lyles,UTA,21,71,16.3,6.2,2.2,6.2,36.2,0.9,2.9,31.9,0.8,1.1,72.2,0.7,2.6,3.3,1.0,0.9,0.4,0.3,1.4,0.4
Jonathon Simmons,SAS,27,78,17.9,6.2,2.3,5.4,42.0,0.4,1.3,29.4,1.3,1.7,75.0,0.3,1.8,2.1,1.6,1.0,0.6,0.3,1.9,2.7
Chandler Parsons,MEM,28,34,19.8,6.2,2.2,6.5,33.8,0.7,2.7,26.9,1.0,1.3,81.4,0.2,2.3,2.5,1.6,0.7,0.6,0.1,1.5,-1.4
Troy Williams,HOU,22,30,18.6,6.2,2.4,5.6,43.7,0.6,2.1,29.0,0.7,1.1,65.6,0.5,1.8,2.3,0.8,1.1,0.9,0.3,2.0,-2.5
JaVale McGee,GSW,29,77,9.6,6.1,2.7,4.1,65.2,0.0,0.0,0.0,0.7,1.4,50.5,1.3,1.9,3.2,0.2,0.5,0.2,0.9,1.4,4.1
Zaza Pachulia,GSW,33,70,18.1,6.1,2.3,4.4,53.4,0.0,0.0,0.0,1.4,1.8,77.8,2.0,3.9,5.9,1.9,1.2,0.8,0.5,2.4,6.0
Derrick Williams,CLE,26,50,16.1,6.1,2.2,4.9,44.3,0.6,1.9,30.9,1.2,1.8,65.2,0.4,2.2,2.6,0.6,0.6,0.3,0.1,1.2,-1.2
Glenn Robinson III,IND,23,69,20.7,6.1,2.3,4.9,46.7,0.7,1.8,39.2,0.8,1.1,71.1,0.8,2.7,3.6,0.7,0.5,0.6,0.3,0.9,-1.1
Luc Mbah a Moute,LAC,30,80,22.3,6.1,2.4,4.7,50.5,0.5,1.4,39.1,0.7,1.1,67.8,0.6,1.6,2.1,0.5,0.6,1.0,0.4,1.5,3.3
David Nwaba,LAL,24,20,19.9,6.0,2.4,4.1,58.0,0.1,0.3,20.0,1.3,2.0,64.1,0.9,2.3,3.2,0.7,0.6,0.7,0.4,1.8,0.5
