Player,Team,Age,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
Trae Young,ATL,22,63,33.7,25.3,7.7,17.7,43.8,2.2,6.3,34.3,7.7,8.7,88.6,0.6,3.3,3.9,9.4,4.1,0.8,0.2,1.8,4.2
De'Aaron Fox,SAC,23,58,35.1,25.2,9.1,19.1,47.7,1.8,5.5,32.2,5.2,7.2,71.9,0.6,2.9,3.5,7.2,3.0,1.5,0.5,2.9,-3.4
LeBron James,LAL,36,45,33.4,25.0,9.4,18.3,51.3,2.3,6.3,36.5,4.0,5.7,69.8,0.6,7.0,7.7,7.8,3.7,1.1,0.6,1.6,6.4
Kawhi Leonard,LAC,30,52,34.1,24.8,8.9,17.5,51.2,1.9,4.9,39.8,5.0,5.7,88.5,1.1,5.4,6.5,5.2,2.0,1.6,0.4,1.6,8.6
Karl-Anthony Towns,MIN,25,50,33.8,24.8,8.5,17.5,48.6,2.4,6.3,38.7,5.3,6.2,85.9,2.7,7.9,10.6,4.5,3.2,0.8,1.1,3.7,0.2
Jaylen Brown,BOS,24,58,34.5,24.7,9.3,19.2,48.4,2.8,7.1,39.7,3.3,4.3,76.4,1.2,4.8,6.0,3.4,2.7,1.2,0.6,2.9,1.2
James Harden,BKN,31,44,36.6,24.6,7.8,16.7,46.6,2.8,7.6,36.2,6.3,7.3,86.1,0.8,7.1,7.9,10.8,4.0,1.2,0.8,2.3,2.3
Collin Sexton,CLE,22,60,35.3,24.3,8.8,18.4,47.5,1.6,4.4,37.1,5.2,6.4,81.5,1.0,2.2,3.1,4.4,2.8,1.0,0.2,2.6,-6.3
Julius Randle,NYK,26,71,37.6,24.1,8.5,18.6,45.6,2.3,5.5,41.1,4.9,6.0,81.1,1.2,9.0,10.2,6.0,3.4,0.9,0.3,3.2,2.2
Brandon Ingram,NOP,23,61,34.3,23.8,8.4,18.0,46.6,2.3,6.1,38.1,4.6,5.2,87.8,0.6,4.3,4.9,4.9,2.5,0.7,0.6,2.0,0.7
Shai Gilgeous-Alexander,OKC,22,35,33.7,23.7,8.2,16.1,50.8,2.0,4.9,41.8,5.3,6.5,80.8,0.5,4.2,4.7,5.9,3.0,0.8,0.7,2.0,-5.3
Nikola Vucevic,CHI,30,70,33.5,23.4,9.5,19.9,47.7,2.5,6.3,40.0,1.9,2.2,84.0,2.1,9.6,11.7,3.8,1.8,0.9,0.7,2.0,-4.9
Paul George,LAC,31,54,33.7,23.3,8.2,17.6,46.7,3.2,7.7,41.1,3.7,4.2,86.8,0.8,5.8,6.6,5.2,3.3,1.1,0.4,2.4,8.0
CJ McCollum,POR,29,47,34.0,23.1,8.6,18.8,45.8,3.6,8.9,40.2,2.3,2.8,81.2,0.6,3.3,3.9,4.7,1.4,0.9,0.4,1.9,4.4
Jerami Grant,DET,27,54,33.9,22.3,7.4,17.3,42.9,2.1,6.1,35.0,5.4,6.4,84.5,0.6,4.0,4.6,2.8,2.0,0.6,1.1,2.3,-2.2
Russell Westbrook,WAS,32,65,36.4,22.2,8.4,19.0,43.9,1.3,4.2,31.5,4.2,6.4,65.6,1.7,9.9,11.5,11.7,4.8,1.4,0.4,2.9,-1.4
Anthony Davis,LAL,28,36,32.3,21.8,8.4,17.0,49.1,0.7,2.8,26.0,4.4,5.9,73.8,1.7,6.2,7.9,3.1,2.1,1.3,1.6,1.7,3.2
DeMar DeRozan,SAS,31,61,33.7,21.6,7.5,15.1,49.5,0.3,1.2,25.7,6.3,7.2,88.0,0.7,3.6,4.2,6.9,2.0,0.9,0.2,2.1,-1.7
Jimmy Butler,MIA,31,52,33.6,21.5,7.0,14.2,49.7,0.5,2.0,24.5,6.9,8.0,86.3,1.8,5.1,6.9,7.1,2.1,2.1,0.3,1.4,3.8
Pascal Siakam,TOR,27,56,35.8,21.4,7.8,17.2,45.5,1.3,4.4,29.7,4.4,5.4,82.7,1.7,5.5,7.2,4.5,2.3,1.1,0.7,3.1,2.3
Jamal Murray,DEN,24,48,35.5,21.2,7.9,16.5,47.7,2.7,6.6,40.8,2.8,3.2,86.9,0.8,3.3,4.0,4.8,2.3,1.3,0.3,2.0,6.3
Malcolm Brogdon,IND,28,56,34.5,21.2,7.9,17.5,45.3,2.6,6.7,38.8,2.7,3.2,86.4,1.0,4.2,5.3,5.9,2.1,0.9,0.3,2.0,-0.6
Christian Wood,HOU,25,41,32.3,21.0,8.0,15.6,51.4,1.9,5.0,37.4,3.0,4.8,63.1,1.9,7.8,9.6,1.7,2.0,0.8,1.2,2.1,-2.4
John Wall,HOU,30,40,32.2,20.6,7.3,18.2,40.4,2.0,6.2,31.7,4.0,5.3,74.9,0.4,2.8,3.2,6.9,3.5,1.1,0.8,1.2,-4.2
Terry Rozier,CHA,27,69,34.5,20.4,7.4,16.4,45.0,3.2,8.3,38.9,2.4,2.9,81.7,0.7,3.7,4.4,4.2,1.9,1.3,0.4,1.7,-1.3
Khris Middleton,MIL,29,68,33.4,20.4,7.5,15.8,47.6,2.2,5.4,41.4,3.1,3.5,89.8,0.8,5.2,6.0,5.4,2.6,1.1,0.1,2.4,4.3
Domantas Sabonis,IND,25,62,36.0,20.3,7.8,14.6,53.5,0.8,2.6,32.1,3.9,5.3,73.2,2.4,9.5,12.0,6.7,3.4,1.2,0.5,3.3,-1.5
Caris LeVert,IND,26,47,31.6,20.2,7.6,17.3,44.1,1.8,5.5,32.6,3.1,3.8,81.1,0.7,3.9,4.6,5.2,2.2,1.4,0.6,2.2,-0.1
Kristaps Porzingis,DAL,25,43,30.9,20.1,7.6,15.9,47.6,2.3,6.0,37.6,2.7,3.2,85.5,1.9,7.0,8.9,1.6,1.2,0.5,1.3,2.7,0.2
Victor Oladipo,MIA,29,33,32.7,19.8,7.1,17.5,40.8,2.4,7.2,32.6,3.2,4.2,75.4,0.4,4.5,4.8,4.6,2.5,1.4,0.4,2.5,-2.2
Gordon Hayward,CHA,31,44,34.0,19.6,7.1,15.0,47.3,1.9,4.7,41.5,3.5,4.2,84.3,0.8,5.0,5.9,4.1,2.1,1.2,0.3,1.7,0.4
Fred VanVleet,TOR,27,52,36.5,19.6,6.5,16.7,38.9,3.3,9.2,36.6,3.3,3.7,88.5,0.6,3.6,4.2,6.3,1.8,1.7,0.7,2.3,2.7
Malik Beasley,MIN,24,37,32.8,19.6,7.1,16.2,44.0,3.5,8.7,39.9,1.8,2.2,85.0,0.8,3.6,4.4,2.4,1.6,0.8,0.2,1.7,-5.3
Tobias Harris,PHI,28,62,32.5,19.5,7.6,14.9,51.2,1.3,3.4,39.4,2.9,3.3,89.2,1.0,5.8,6.8,3.5,1.7,0.9,0.8,1.9,5.2
Anthony Edwards,MIN,19,72,32.1,19.3,7.0,16.8,41.7,2.4,7.2,32.9,2.9,3.8,77.6,0.8,3.8,4.7,2.9,2.2,1.1,0.5,1.8,-3.2
Kemba Walker,BOS,31,43,31.8,19.3,6.6,15.7,42.0,3.0,8.2,36.0,3.1,3.5,89.9,0.4,3.6,4.0,4.9,2.0,1.1,0.3,1.4,2.2
Ja Morant,MEM,21,63,32.6,19.1,6.8,15.2,44.9,1.2,3.8,30.3,4.3,5.9,72.8,0.9,3.1,4.0,7.4,3.2,0.9,0.2,1.4,1.7
Michael Porter Jr.,DEN,23,61,31.3,19.0,7.3,13.4,54.2,2.8,6.3,44.5,1.7,2.2,79.1,1.5,5.8,7.3,1.1,1.3,0.7,0.9,2.1,5.9
D'Angelo Russell,MIN,25,42,28.5,19.0,6.7,15.5,43.1,2.9,7.4,38.7,2.7,3.5,76.5,0.4,2.3,2.6,5.8,2.7,1.1,0.4,1.6,-4.6
Bam Adebayo,MIA,23,64,33.5,18.7,7.1,12.5,57.0,0.0,0.1,25.0,4.4,5.5,79.9,2.2,6.7,9.0,5.4,2.6,1.2,1.0,2.3,0.4
Norman Powell,POR,28,69,32.0,18.6,6.3,13.3,47.7,2.5,6.0,41.1,3.4,3.9,87.1,0.6,2.5,3.1,1.9,1.7,1.2,0.3,2.3,1.1
Andrew Wiggins,GSW,26,71,33.3,18.6,7.1,14.9,47.7,2.0,5.2,38.0,2.4,3.4,71.4,1.2,3.7,4.9,2.4,1.8,0.9,1.0,2.2,0.0
Jordan Clarkson,UTA,29,68,26.7,18.4,6.7,15.8,42.5,3.1,8.8,34.7,1.9,2.1,89.6,0.7,3.3,4.0,2.5,1.7,0.9,0.1,1.6,4.4
Eric Gordon,HOU,32,27,29.2,17.8,5.9,13.6,43.3,2.6,7.8,32.9,3.5,4.2,82.5,0.3,1.9,2.1,2.6,1.9,0.5,0.5,1.6,-2.5
Jrue Holiday,MIL,31,59,32.3,17.7,7.0,13.9,50.3,1.9,4.8,39.2,1.8,2.3,78.7,1.2,3.3,4.5,6.1,2.2,1.6,0.6,1.7,6.4
John Collins,ATL,23,63,29.3,17.6,6.8,12.2,55.6,1.3,3.3,39.9,2.7,3.2,83.3,1.9,5.5,7.4,1.2,1.3,0.5,1.0,3.1,2.9
RJ Barrett,NYK,21,72,34.9,17.6,6.5,14.7,44.1,1.7,4.3,40.1,2.9,3.8,74.6,0.9,4.8,5.8,3.0,1.9,0.7,0.3,2.6,1.9
Darius Garland,CLE,21,54,33.1,17.4,6.7,14.9,45.1,1.9,4.9,39.5,2.1,2.4,84.8,0.4,2.0,2.4,6.1,3.0,1.2,0.1,2.0,-4.4
Kyle Lowry,TOR,35,46,34.8,17.2,5.7,13.0,43.6,2.8,7.2,39.6,3.0,3.5,87.5,0.8,4.6,5.4,7.3,2.7,1.0,0.3,3.1,-0.1
Dillon Brooks,MEM,25,67,29.8,17.2,6.4,15.4,41.9,1.9,5.6,34.4,2.4,2.9,81.5,0.8,2.1,2.9,2.3,1.8,1.2,0.4,3.5,2.3
Evan Fournier,BOS,28,42,30.0,17.1,5.9,12.9,45.7,2.8,6.7,41.3,2.6,3.3,78.8,0.2,2.8,3.0,3.4,1.7,1.1,0.5,2.3,-0.8
Jonas Valanciunas,MEM,29,62,28.3,17.1,7.1,12.0,59.2,0.3,0.9,36.8,2.5,3.3,77.3,4.1,8.4,12.5,1.8,1.6,0.6,0.9,2.9,2.2
Bojan Bogdanovic,UTA,32,72,30.8,17.0,5.6,12.8,43.9,2.5,6.4,39.0,3.2,3.7,87.9,0.6,3.3,3.9,1.9,1.8,0.6,0.1,1.6,5.8
Tim Hardaway Jr.,DAL,29,70,28.4,16.6,5.8,13.0,44.7,3.0,7.6,39.1,2.0,2.5,81.6,0.3,3.0,3.3,1.8,0.9,0.4,0.2,1.6,1.0
Kevin Porter Jr.,HOU,21,26,32.1,16.6,6.0,14.1,42.5,1.9,6.2,31.1,2.7,3.6,73.4,0.8,3.0,3.8,6.3,3.5,0.7,0.3,2.3,-8.6
Buddy Hield,SAC,28,71,34.3,16.6,5.7,14.0,40.6,4.0,10.2,39.1,1.2,1.5,84.6,0.4,4.3,4.7,3.6,1.8,0.9,0.4,2.5,-0.8
Chris Paul,PHX,36,70,31.4,16.4,6.3,12.6,49.9,1.5,3.7,39.5,2.4,2.6,93.4,0.4,4.1,4.5,8.9,2.2,1.4,0.3,2.4,4.4
Khyri Thomas,HOU,25,5,30.6,16.4,6.4,13.2,48.5,1.8,5.4,33.3,1.8,1.8,100,1.4,2.2,3.6,5.0,1.2,1.8,1.2,1.6,2.8
Bogdan Bogdanovic,ATL,28,44,29.7,16.4,6.1,12.8,47.3,3.3,7.6,43.8,0.9,1.0,90.9,0.5,3.2,3.6,3.3,1.2,1.1,0.3,2.3,2.5
Mike Conley,UTA,33,51,29.4,16.2,5.6,12.5,44.4,2.7,6.6,41.2,2.4,2.8,85.2,0.7,2.8,3.5,6.0,1.9,1.4,0.2,1.9,10.7
Harrison Barnes,SAC,29,58,36.2,16.1,5.5,11.1,49.7,1.7,4.4,39.1,3.4,4.1,83.0,1.1,5.5,6.6,3.5,1.6,0.7,0.2,1.3,-1.0
Elijah Bryant,MIL,26,1,31.6,16.0,6.0,13.0,46.2,1.0,5.0,20.0,3.0,3.0,100,2.0,4.0,6.0,3.0,4.0,0.0,1.0,4.0,11.0
O.G. Anunoby,TOR,23,43,33.3,15.9,5.8,12.1,48.0,2.4,6.1,39.8,1.9,2.4,78.4,1.3,4.3,5.5,2.2,1.7,1.5,0.7,2.7,2.7
LaMelo Ball,CHA,19,51,28.8,15.7,5.7,13.2,43.6,1.8,5.1,35.2,2.5,3.2,75.8,1.2,4.7,5.9,6.1,2.8,1.6,0.4,2.7,-1.6
Dejounte Murray,SAS,24,67,31.9,15.7,6.6,14.5,45.3,0.9,3.0,31.7,1.6,2.0,79.1,0.9,6.2,7.1,5.4,1.7,1.5,0.1,2.0,1.3
Terrence Ross,ORL,30,46,29.3,15.6,5.5,13.4,41.2,1.9,5.7,33.7,2.6,3.0,87.0,0.3,3.1,3.4,2.3,1.6,1.0,0.5,1.9,-5.1
T.J. Warren,IND,27,4,29.3,15.5,6.8,12.8,52.9,0.0,1.8,0.0,2.0,2.5,80.0,0.5,3.0,3.5,1.3,1.0,0.5,0.0,4.0,0.3
Kelly Oubre Jr.,GSW,25,55,30.7,15.4,5.8,13.2,43.9,1.6,5.2,31.6,2.2,3.2,69.5,1.5,4.5,6.0,1.3,1.3,1.0,0.8,2.2,-3.5
Dennis Schroder,LAL,27,61,32.1,15.4,5.4,12.5,43.7,1.2,3.5,33.5,3.4,4.0,84.8,0.5,3.0,3.5,5.8,2.7,1.1,0.2,2.6,1.4
Derrick White,SAS,26,36,29.5,15.4,5.2,12.6,41.1,2.3,6.8,34.6,2.7,3.2,85.1,0.4,2.6,3.0,3.5,1.3,0.7,1.0,2.5,2.6
Gary Trent Jr.,TOR,22,58,31.1,15.3,5.5,13.5,40.8,2.8,7.4,38.5,1.4,1.8,78.3,0.5,2.2,2.6,1.4,0.7,1.0,0.2,1.6,-1.0
Clint Capela,ATL,27,63,30.1,15.2,6.6,11.0,59.4,0.0,0.0,0.0,2.1,3.6,57.3,4.7,9.6,14.3,0.8,1.2,0.7,2.0,2.3,4.0
Tyler Herro,MIA,21,54,30.3,15.1,5.7,12.9,43.9,2.0,5.5,36.0,1.7,2.2,80.3,0.5,4.5,5.0,3.4,1.9,0.6,0.3,1.3,-1.6
Coby White,CHI,21,69,31.2,15.1,5.4,13.1,41.6,2.4,6.6,35.9,1.9,2.1,90.1,0.4,3.7,4.1,4.8,2.3,0.6,0.2,2.6,-1.6
De'Andre Hunter,ATL,23,23,29.5,15.0,5.2,10.8,48.4,1.3,4.1,32.6,3.2,3.7,85.9,0.7,4.0,4.8,1.9,1.3,0.8,0.5,2.6,3.7
Andre Drummond,LAL,27,46,27.0,14.9,6.1,12.4,49.3,0.0,0.2,0.0,2.7,4.5,60.0,3.6,8.4,12.0,2.0,2.7,1.4,1.1,3.2,-2.3
Devonte' Graham,CHA,26,55,30.2,14.8,4.6,12.2,37.7,3.3,8.7,37.5,2.4,2.9,84.2,0.4,2.3,2.7,5.4,1.5,0.9,0.1,1.4,1.8
Derrick Rose,NYK,32,50,25.6,14.7,5.7,12.2,47.0,1.0,2.6,38.8,2.2,2.5,86.6,0.4,2.2,2.6,4.2,1.6,1.0,0.4,1.1,2.7
Lonzo Ball,NOP,23,55,31.8,14.6,5.3,12.7,41.4,3.1,8.3,37.8,0.9,1.2,78.1,0.6,4.2,4.8,5.7,2.2,1.5,0.6,1.9,0.9
Kendrick Nunn,MIA,25,56,29.5,14.6,5.7,11.8,48.5,2.2,5.7,38.1,1.0,1.1,93.3,0.4,2.8,3.2,2.6,1.4,0.9,0.3,1.9,-0.1
Deandre Ayton,PHX,22,69,30.6,14.4,6.2,10.0,62.6,0.1,0.3,20.0,1.9,2.5,76.9,3.3,7.2,10.5,1.4,1.5,0.6,1.2,2.8,4.0
Jaren Jackson Jr.,MEM,21,11,23.5,14.4,4.8,11.4,42.4,1.5,5.5,28.3,3.2,3.8,83.3,1.5,4.1,5.6,1.1,1.4,1.1,1.6,3.8,-5.8
Thomas Bryant,WAS,23,10,27.1,14.3,5.9,9.1,64.8,0.9,2.1,42.9,1.6,2.4,66.7,1.8,4.3,6.1,1.5,1.1,0.4,0.8,3.1,-1.4
Rudy Gobert,UTA,29,71,30.8,14.3,5.5,8.2,67.5,0.0,0.1,0.0,3.3,5.3,62.3,3.4,10.1,13.5,1.3,1.7,0.6,2.7,2.3,10.3
Ben Simmons,PHI,24,58,32.4,14.3,5.6,10.1,55.7,0.1,0.2,30.0,3.0,4.9,61.3,1.6,5.6,7.2,6.9,3.0,1.6,0.6,2.9,5.7
Richaun Holmes,SAC,27,61,29.2,14.2,6.0,9.4,63.7,0.0,0.2,18.2,2.2,2.8,79.4,2.4,5.9,8.3,1.7,1.2,0.6,1.6,3.5,0.1
Al Horford,OKC,35,28,27.9,14.2,5.8,12.9,45.0,2.0,5.4,36.8,0.6,0.8,81.8,1.0,5.7,6.7,3.4,1.0,0.9,0.9,1.7,-3.6
Marvin Bagley III,SAC,22,43,25.9,14.1,5.7,11.4,50.4,0.9,2.5,34.3,1.8,3.1,57.5,2.5,4.9,7.4,1.0,1.4,0.5,0.5,2.3,-2.0
Joe Harris,BKN,29,69,31.0,14.1,5.2,10.2,50.5,3.1,6.4,47.5,0.7,0.9,77.8,0.6,3.0,3.6,1.9,0.9,0.7,0.2,2.0,5.1
Luguentz Dort,OKC,22,52,29.7,14.0,4.8,12.3,38.7,2.2,6.3,34.3,2.3,3.2,74.4,0.7,2.9,3.6,1.7,1.5,0.9,0.4,2.6,-4.8
Rui Hachimura,WAS,23,57,31.5,13.8,5.4,11.4,47.8,0.8,2.4,32.8,2.2,2.8,77.0,0.9,4.6,5.5,1.4,1.2,0.8,0.1,2.1,-1.9
Darius Bazley,OKC,21,55,31.2,13.7,5.0,12.5,39.6,1.5,5.2,29.0,2.3,3.2,70.2,0.9,6.3,7.2,1.8,2.2,0.5,0.5,1.1,-8.7
Chris Boucher,TOR,28,60,24.2,13.6,4.8,9.3,51.4,1.5,3.9,38.3,2.5,3.2,78.8,2.0,4.8,6.7,1.1,0.8,0.6,1.9,2.8,1.6
Lauri Markkanen,CHI,24,51,25.8,13.6,4.9,10.2,48.0,2.3,5.8,40.2,1.5,1.8,82.6,0.7,4.6,5.3,0.9,1.0,0.5,0.3,1.5,-0.9
Doug McDermott,IND,29,66,24.5,13.6,5.4,10.1,53.2,1.7,4.3,38.8,1.2,1.5,81.6,0.9,2.4,3.3,1.3,0.8,0.3,0.1,1.8,-0.7
LaMarcus Aldridge,BKN,35,26,25.9,13.5,5.4,11.4,47.3,1.2,3.1,38.8,1.6,1.8,87.2,0.7,3.8,4.5,1.9,1.0,0.4,1.1,1.8,-1.3
Kelly Olynyk,HOU,30,70,28.5,13.5,4.8,10.0,48.4,1.8,5.3,34.2,2.1,2.5,82.9,1.2,5.7,7.0,2.9,1.8,1.1,0.6,3.0,-1.4
Montrezl Harrell,LAL,27,69,22.9,13.5,5.4,8.7,62.2,0.0,0.1,0.0,2.6,3.7,70.7,2.3,3.9,6.2,1.1,1.1,0.7,0.7,1.9,0.6
Mikal Bridges,PHX,24,72,32.6,13.5,5.0,9.3,54.3,1.9,4.4,42.5,1.5,1.8,84.0,1.1,3.2,4.3,2.1,0.8,1.1,0.9,1.6,4.7
Goran Dragic,MIA,35,50,26.7,13.4,4.8,11.1,43.2,1.8,4.9,37.3,2.0,2.4,82.8,0.5,2.9,3.4,4.4,2.4,0.7,0.2,2.3,0.8
Marcus Morris Sr.,LAC,31,57,26.3,13.4,4.8,10.2,47.3,2.5,5.2,47.3,1.3,1.6,82.0,0.6,3.5,4.1,1.0,1.0,0.6,0.3,2.1,2.3
Carmelo Anthony,POR,37,69,24.5,13.4,4.7,11.3,42.1,1.9,4.7,40.9,2.0,2.2,89.0,0.5,2.6,3.1,1.5,0.9,0.7,0.6,2.1,-0.3
Josh Jackson,DET,24,62,25.2,13.4,4.8,11.4,41.9,1.2,4.1,30.0,2.6,3.5,72.9,0.9,3.2,4.1,2.3,2.3,0.9,0.8,2.9,-2.0
Danilo Gallinari,ATL,32,51,24.0,13.3,4.0,9.3,43.4,2.0,5.0,40.6,3.2,3.4,92.5,0.3,3.8,4.1,1.5,0.8,0.6,0.2,2.1,1.8
Duncan Robinson,MIA,27,72,31.4,13.1,4.4,10.0,43.9,3.5,8.5,40.8,0.9,1.0,82.7,0.1,3.4,3.5,1.8,1.1,0.6,0.3,2.5,1.6
Marcus Smart,BOS,27,48,32.9,13.1,4.2,10.6,39.8,1.9,5.9,33.0,2.7,3.4,79.0,0.8,2.7,3.5,5.7,2.0,1.5,0.5,2.6,1.9
Tyrese Haliburton,SAC,21,58,30.1,13.0,5.0,10.7,47.2,2.1,5.1,40.9,0.8,1.0,85.7,0.7,2.3,3.0,5.3,1.6,1.3,0.5,1.4,-3.1
Shake Milton,PHI,24,63,23.2,13.0,4.8,10.6,45.0,1.1,3.2,35.0,2.3,2.8,83.0,0.5,1.8,2.3,3.1,1.6,0.6,0.3,2.1,2.1
Markelle Fultz,ORL,23,8,26.9,12.9,5.1,13.0,39.4,0.5,2.0,25.0,2.1,2.4,89.5,0.6,2.5,3.1,5.4,2.3,1.0,0.3,2.3,-3.6
P.J. Washington,CHA,22,64,30.5,12.9,4.7,10.7,44.0,1.8,4.5,38.6,1.7,2.3,74.5,1.5,5.1,6.5,2.5,2.0,1.1,1.2,2.7,0.5
Cole Anthony,ORL,21,47,27.1,12.9,4.7,11.7,39.7,1.2,3.7,33.7,2.3,2.8,83.2,0.8,3.9,4.7,4.1,2.3,0.6,0.4,2.1,-6.9
Kyle Kuzma,LAL,25,68,28.7,12.9,4.9,11.1,44.3,2.0,5.6,36.1,1.0,1.4,69.1,1.6,4.5,6.1,1.9,1.7,0.5,0.6,1.8,0.0
Jarrett Allen,CLE,23,63,29.6,12.8,4.7,7.7,61.8,0.1,0.3,31.6,3.2,4.6,70.3,3.1,6.9,10.0,1.7,1.6,0.5,1.4,1.5,-3.2
Keldon Johnson,SAS,21,69,28.5,12.8,4.9,10.2,47.9,0.9,2.6,33.1,2.1,2.8,74.0,1.3,4.6,6.0,1.8,1.1,0.6,0.3,2.1,-2.5
Miles Bridges,CHA,23,66,29.3,12.7,4.7,9.4,50.3,1.8,4.4,40.0,1.5,1.7,86.7,1.2,4.8,6.0,2.2,1.6,0.7,0.8,2.2,-0.1
Alec Burks,NYK,29,49,25.6,12.7,4.3,10.2,42.0,2.1,5.0,41.5,2.1,2.4,85.6,0.4,4.2,4.6,2.2,1.0,0.6,0.3,2.1,2.6
Will Barton,DEN,30,56,31.0,12.7,4.6,10.9,42.6,1.8,4.6,38.1,1.7,2.2,78.5,0.7,3.3,4.0,3.2,1.7,0.9,0.4,1.7,4.1
Jalen Brunson,DAL,24,68,25.0,12.6,4.8,9.2,52.3,1.2,2.9,40.5,1.8,2.2,79.5,0.4,3.0,3.4,3.5,1.2,0.5,0.0,1.6,2.4
Myles Turner,IND,25,47,31.0,12.6,4.4,9.2,47.7,1.5,4.4,33.5,2.4,3.0,78.2,1.3,5.2,6.5,1.0,1.4,0.9,3.4,3.5,0.5
Seth Curry,PHI,30,57,28.7,12.5,4.5,9.7,46.7,2.2,4.9,45.0,1.2,1.4,89.6,0.2,2.2,2.4,2.7,1.1,0.8,0.1,1.7,5.6
Kyle Anderson,MEM,27,69,27.4,12.4,4.5,9.5,46.8,1.4,3.8,36.0,2.1,2.7,78.3,0.8,5.0,5.7,3.6,1.2,1.2,0.8,1.7,0.7
Aaron Gordon,DEN,25,50,27.7,12.4,4.6,10.0,46.3,1.2,3.5,33.5,1.9,3.0,65.1,1.5,4.1,5.7,3.2,1.9,0.7,0.7,1.8,1.2
Brook Lopez,MIL,33,70,27.2,12.3,4.6,9.1,50.3,1.4,4.0,33.8,1.7,2.0,84.5,1.5,3.5,5.0,0.7,0.9,0.6,1.5,2.1,4.5
Saddiq Bey,DET,22,70,27.3,12.2,4.0,9.9,40.4,2.5,6.6,38.0,1.8,2.1,84.4,0.6,3.9,4.5,1.4,0.9,0.7,0.2,1.6,-3.0
Eric Bledsoe,NOP,31,71,29.7,12.2,4.3,10.3,42.1,1.7,5.0,34.1,1.9,2.7,68.7,0.4,3.0,3.4,3.8,1.6,0.8,0.3,1.6,-0.9
Kevin Love,CLE,32,25,24.9,12.2,4.1,10.1,40.9,2.3,6.2,36.5,1.7,2.0,82.4,0.7,6.8,7.4,2.5,1.5,0.6,0.1,1.0,-2.9
Josh Richardson,DAL,27,59,30.3,12.1,4.5,10.5,42.7,1.5,4.5,33.0,1.7,1.8,91.7,0.9,2.4,3.3,2.6,1.3,1.0,0.4,2.2,-0.8
Thaddeus Young,CHI,33,68,24.3,12.1,5.4,9.7,55.9,0.2,0.7,26.7,1.0,1.7,62.8,2.5,3.8,6.2,4.3,2.0,1.1,0.6,2.2,2.1
