Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,BLKR
Iman Shumpert,HOU,29,G,61,58,47.2,2.5,3.7,66.7,56.1,10.6,23.9,0.1
Robert Williams III,BOS,21,C-F,28,24,59.5,1.6,3.7,42.7,57.5,-14.8,8.8,0.6
Gorgui Dieng,MIN,29,C,75,72,48.9,2.1,3.7,56.4,58.5,-2.2,13.6,0.3
Derrick Jones Jr.,MIA,22,F-G,56,55,43.0,1.8,3.7,48.3,56.4,-8.2,19.2,0.3
Spencer Dinwiddie,BKN,26,G,68,67,38.8,2.0,3.6,55.2,55.6,-0.4,28.1,0.1
Boban Marjanovic,PHI,30,C,56,52,40.9,1.9,3.6,52.0,57.5,-5.5,11.9,0.3
Darren Collison,IND,31,G,76,70,41.4,2.1,3.6,57.2,55.5,1.7,28.2,0.1
Shaquille Harrison,CHI,25,G,71,68,42.5,2.1,3.6,57.0,55.5,1.4,19.6,0.2
Gordon Hayward,BOS,29,F,71,67,48.8,1.9,3.6,52.5,55.9,-3.3,25.9,0.2
Justin Jackson,DAL,24,F,80,76,45.9,2.2,3.6,60.2,56.5,3.7,19.9,0.1
Terry Rozier,BOS,25,G,79,73,44.7,2.0,3.6,54.7,54.6,0.1,22.7,0.1
Bonzie Colson,MIL,23,F,5,5,47.4,2.4,3.6,66.7,55.5,11.1,12.2,0.1
Jalen Brunson,DAL,22,G,68,61,41.7,2.2,3.6,61.2,55.0,6.2,21.8,0.0
Trey Lyles,DEN,23,F,63,60,48.5,1.9,3.6,53.3,56.8,-3.5,17.8,0.2
Matthew Dellavedova,CLE,28,G,48,43,49.4,2.2,3.6,60.8,55.6,5.2,16.9,0.2
Pau Gasol,MIL,38,C-F,29,27,51.8,2.0,3.5,57.3,58.9,-1.6,12.0,0.4
Jaron Blossomgame,CLE,25,F,26,25,55.8,1.8,3.5,50.0,56.6,-6.6,16.3,0.2
Torrey Craig,DEN,28,F,72,63,44.2,1.9,3.5,54.3,56.4,-2.1,20.0,0.3
Rodney Hood,POR,26,G,72,69,44.3,2.2,3.5,63.0,55.6,7.4,26.3,0.1
Tyus Jones,MIN,23,G,67,61,46.5,2.0,3.5,58.1,55.0,3.1,22.9,0.0
Ivan Rabb,MEM,22,F,48,39,48.4,2.2,3.5,62.7,57.4,5.4,14.7,0.2
Shabazz Napier,BKN,27,G,54,47,44.0,2.1,3.5,60.0,55.3,4.7,17.6,0.2
Khem Birch,ORL,26,C,50,46,50.9,1.8,3.5,51.1,56.6,-5.5,12.9,0.4
Keita Bates-Diop,MIN,23,F,28,26,46.7,1.8,3.5,50.0,57.9,-7.9,16.8,0.4
Wilson Chandler,LAC,32,F,49,46,42.2,1.8,3.5,52.0,55.6,-3.5,23.1,0.2
Marcus Smart,BOS,25,G,80,78,34.8,2.0,3.5,58.6,56.5,2.2,27.5,0.2
Amir Johnson,PHI,32,C-F,49,45,53.1,1.9,3.5,53.5,56.8,-3.2,10.4,0.1
Taurean Prince,ATL,25,F,55,53,39.9,2.2,3.5,64.2,56.6,7.6,28.2,0.2
Dwyane Wade,MIA,37,G,72,68,40.3,1.9,3.4,56.5,56.0,0.4,26.2,0.2
Lou Williams,LAC,32,G,75,72,44.6,2.0,3.4,59.7,56.0,3.7,26.6,0.1
Gary Clark,HOU,24,F,45,43,62.9,2.2,3.4,63.0,55.6,7.4,12.6,0.3
George Hill,MIL,33,G,57,57,39.7,1.9,3.4,56.4,54.5,1.9,21.7,0.1
Isaiah Canaan,MIL,28,G,29,28,46.0,2.2,3.4,64.6,56.7,7.9,20.9,0.0
Miles Plumlee,ATL,30,C,17,15,59.2,2.1,3.4,62.1,57.8,4.3,9.6,0.2
Harry Giles III,SAC,21,F-C,58,51,50.3,1.9,3.4,57.4,57.9,-0.6,14.1,0.2
Eric Moreland,TOR,27,F-C,5,5,68.0,2.0,3.4,58.8,52.7,6.1,8.6,0.2
Elie Okobo,PHX,21,G,52,47,49.0,1.9,3.4,57.1,55.1,2.0,18.1,0.1
Royce O'Neale,UTA,26,F,80,76,43.9,2.0,3.4,57.9,55.5,2.5,20.4,0.1
Shelvin Mack,CHA,29,G,57,54,41.4,2.0,3.4,58.0,55.2,2.9,21.9,0.1
Rodney McGruder,LAC,27,F-G,64,62,40.9,1.6,3.4,47.5,55.7,-8.2,23.5,0.1
Meyers Leonard,POR,27,F-C,60,57,41.2,2.2,3.4,65.8,58.4,7.4,14.4,0.1
Dion Waiters,MIA,27,G,44,41,37.1,1.8,3.3,55.1,56.1,-1.0,25.9,0.1
Isaiah Hicks,NYK,24,F,3,2,43.5,1.7,3.3,50.0,53.8,-3.8,10.7,1.0
D.J. Augustin,ORL,31,G,79,73,37.7,2.1,3.3,63.0,55.0,8.0,28.0,0.1
Jon Leuer,DET,30,F,39,37,63.2,2.0,3.3,59.7,58.4,1.3,9.8,0.1
Tim Frazier,MIL,28,G,55,47,41.2,2.0,3.3,59.7,54.5,5.2,19.0,0.1
Nene,HOU,36,C-F,42,36,50.7,1.7,3.3,51.4,57.2,-5.8,13.0,0.3
Langston Galloway,DET,27,G,79,75,45.6,1.8,3.3,55.0,55.3,-0.3,21.8,0.1
Gerald Green,HOU,33,G-F,72,68,47.9,1.9,3.3,58.6,55.4,3.3,20.2,0.2
Solomon Hill,NOP,28,F,44,39,42.2,1.7,3.3,52.8,55.5,-2.7,20.0,0.1
Michael Carter-Williams,ORL,27,G,22,20,48.3,2.1,3.3,65.3,54.0,11.3,13.3,0.2
James Johnson,MIA,32,F,54,52,38.5,1.6,3.2,49.1,57.6,-8.4,21.2,0.2
Markelle Fultz,ORL,21,G,17,15,44.4,1.6,3.2,49.1,53.8,-4.7,22.5,0.2
Kosta Koufos,SAC,30,C,41,38,46.8,1.8,3.2,54.9,58.1,-3.2,12.0,0.1
Jordan McRae,WAS,28,G,21,19,51.9,1.9,3.2,57.4,56.2,1.1,12.3,0.1
Malik Beasley,DEN,22,G,81,73,44.0,2.0,3.2,63.6,56.2,7.4,23.2,0.1
Sam Dekker,WAS,25,F,44,40,48.6,1.9,3.2,60.3,56.4,3.9,16.8,0.1
Trey Burke,DAL,26,G,56,50,43.1,1.8,3.2,55.9,55.1,0.7,19.4,0.1
Patty Mills,SAS,30,G,82,79,36.2,2.0,3.2,62.7,56.2,6.5,23.3,0.0
Monte Morris,DEN,24,G,82,74,41.7,1.9,3.1,58.9,55.8,3.1,24.0,0.0
Chasson Randle,WAS,26,G,48,46,50.7,2.0,3.1,63.6,55.4,8.1,15.2,0.0
Rawle Alkins,CHI,21,G,7,6,47.8,1.4,3.1,45.5,53.8,-8.3,12.0,0
Alex Abrines,OKC,25,G,31,28,45.8,1.8,3.1,58.8,56.1,2.6,19.0,0.1
Marco Belinelli,SAS,33,G-F,79,72,39.5,1.8,3.1,57.1,55.8,1.3,23.0,0.0
Troy Brown Jr.,WAS,19,F,45,37,46.4,1.9,3.1,60.3,55.1,5.2,14.0,0.1
Gary Harris,DEN,24,G,57,51,41.5,2.0,3.1,63.3,57.8,5.5,28.8,0.2
Wes Iwundu,ORL,24,F,68,64,45.0,1.5,3.1,49.8,55.7,-5.9,18.1,0.1
Lance Thomas,NYK,31,F,46,40,48.0,2.0,3.1,63.8,58.2,5.6,17.0,0.1
Jerian Grant,ORL,26,G,53,52,48.2,1.9,3.1,60.5,55.6,4.9,15.7,0.1
O.G. Anunoby,TOR,21,F,67,60,43.1,1.7,3.1,54.1,56.4,-2.2,NaN,NaN
Frank Jackson,NOP,21,G,57,51,48.1,1.9,3.0,61.5,56.1,5.4,19.2,0.2
Pat Connaughton,MIL,26,G,60,55,33.3,1.6,3.0,52.7,55.1,-2.4,20.7,0.1
JaMychal Green,LAC,29,F,65,62,42.7,1.7,3.0,55.8,56.9,-1.0,21.1,0.4
Omari Spellman,ATL,21,F,44,40,33.4,1.4,3.0,46.6,56.5,-9.9,17.5,0.5
Jonathon Simmons,PHI,29,F,51,49,46.1,1.6,3.0,53.2,55.9,-2.6,19.0,0.2
Anthony Tolliver,MIN,34,F,59,55,46.5,1.7,3.0,56.7,57.0,-0.2,16.4,0.3
Jake Layman,POR,25,F,69,64,48.6,1.8,3.0,59.4,55.7,3.8,18.7,0.2
Justin Patton,PHI,22,C,2,2,50.0,3.0,3.0,100,67.2,32.8,NaN,NaN
Yante Maten,MIA,22,F,1,1,27.3,3.0,3.0,100,60.7,39.3,NaN,NaN
PJ Dozier,BOS,22,G-F,3,3,64.3,3.0,3.0,100,59.6,40.4,8.5,0
Kyle Korver,UTA,38,G-F,69,62,44.7,1.6,3.0,53.9,55.4,-1.5,19.1,0.1
Jonas Jerebko,GSW,32,F,70,67,45.4,1.7,3.0,58.7,56.3,2.4,16.7,0.1
Luol Deng,MIN,34,F,22,20,40.9,1.6,3.0,53.8,58.8,-4.9,17.3,0.2
Dwayne Bacon,CHA,23,G-F,40,35,44.2,1.8,3.0,59.3,56.6,2.7,17.7,0.1
Henry Ellenson,NYK,22,F,19,16,51.4,1.7,3.0,58.9,57.4,1.5,13.6,0.1
Alex Poythress,ATL,25,F,21,18,52.5,1.3,3.0,43.5,55.6,-12.0,14.5,0.4
Jason Smith,NOP,33,F-C,18,17,45.3,1.7,2.9,58.5,56.8,1.7,9.6,0.1
Stanley Johnson,NOP,23,F,63,58,47.1,1.8,2.9,60.3,57.5,2.8,18.3,0.1
Patrick Patterson,OKC,30,F,60,54,47.5,1.6,2.9,55.7,57.3,-1.6,13.7,0.2
Kadeem Allen,NYK,26,G,19,19,39.6,1.6,2.9,56.4,54.6,1.8,21.9,0.1
Marquese Chriss,CLE,21,F,41,36,47.8,1.8,2.9,63.6,57.4,6.1,11.6,0.1
Channing Frye,CLE,36,F-C,34,28,47.3,1.9,2.9,65.3,58.5,6.8,9.5,0.1
Jerryd Bayless,MIN,30,G,33,31,43.3,1.8,2.9,61.7,55.3,6.4,19.3,0.0
Cameron Payne,CLE,24,G,35,34,43.0,1.9,2.8,66.7,56.1,10.6,17.8,0.1
Isaac Humphries,ATL,21,C,5,4,46.7,1.6,2.8,57.1,59.0,-1.9,11.2,0
Zhaire Smith,PHI,20,G,5,5,35.9,1.4,2.8,50.0,55.8,-5.8,18.5,0.3
Luke Kennard,DET,23,G,62,60,43.5,1.6,2.8,59.6,54.9,4.7,22.8,0.0
Quinn Cook,GSW,26,G,68,62,47.1,1.7,2.8,60.6,53.9,6.7,14.3,0.1
Brandon Knight,CLE,27,G,39,34,43.0,1.9,2.7,71.0,55.3,15.7,18.9,0.0
Allen Crabbe,BKN,27,G-F,43,39,40.1,1.5,2.7,54.3,54.1,0.3,26.3,0.1
Tyreke Evans,IND,29,G,69,60,39.0,1.4,2.7,53.8,55.6,-1.8,20.3,0.2
Kyle O'Quinn,IND,29,C,36,28,45.3,1.5,2.7,56.7,56.2,0.5,8.2,0.3
Raul Neto,UTA,27,G,35,29,48.2,1.4,2.7,51.1,54.1,-3.0,12.8,0.1
JR Smith,CLE,33,G-F,9,8,38.1,2.3,2.7,87.5,54.5,33.0,20.2,0.1
Emanuel Terry,MIA,22,F,3,3,44.4,2.0,2.7,75.0,55.1,19.9,NaN,NaN
Devonte' Graham,CHA,24,G,44,40,46.4,1.7,2.7,63.2,56.1,7.1,14.7,0.3
Ian Clark,NOP,28,G,54,46,43.9,1.8,2.6,66.4,55.3,11.1,16.2,0.1
Ron Baker,WAS,26,G,11,9,52.7,1.8,2.6,69.0,53.7,15.3,10.1,0.1
Deng Adel,CLE,22,F,14,10,52.1,1.6,2.6,59.5,56.2,3.3,10.2,0.2
Tyler Dorsey,MEM,23,G,42,35,47.8,1.7,2.6,63.1,56.6,6.5,14.5,0.0
Norman Powell,TOR,26,F-G,59,49,42.8,1.5,2.6,56.8,56.1,0.7,18.8,0.1
Julian Washburn,MEM,27,F-G,16,13,43.3,1.5,2.6,57.1,57.3,-0.2,14.1,0.1
Vince Carter,ATL,42,F-G,76,69,42.6,1.5,2.6,55.5,56.7,-1.2,17.5,0.1
Wayne Selden,CHI,24,G-F,72,64,40.6,1.5,2.6,56.4,56.3,0.0,19.2,0.2
Mike Scott,PHI,30,F,78,67,45.9,1.5,2.6,56.2,56.3,-0.1,17.7,0.1
Christian Wood,NOP,23,F,20,16,39.4,1.4,2.6,55.8,55.1,0.6,11.9,0.3
Cam Reynolds,MIN,24,G,17,15,47.3,1.8,2.6,68.2,57.9,10.3,NaN,NaN
Ekpe Udoh,UTA,32,C-F,43,33,62.0,1.4,2.6,52.3,55.3,-3.0,6.3,0.3
Doug McDermott,IND,27,F,77,67,45.4,1.5,2.6,57.8,55.4,2.4,17.4,0.1
Alfonzo McKinnie,GSW,26,F,69,62,49.7,1.6,2.5,62.9,56.9,6.0,13.9,0.1
Thabo Sefolosha,UTA,35,F,47,40,59.5,1.3,2.5,51.3,55.5,-4.2,12.2,0.1
J.J. Barea,DAL,35,G,38,34,39.8,1.5,2.5,59.4,55.4,3.9,19.8,0.1
J.P. Macura,CHA,24,G,2,1,62.5,1.5,2.5,60.0,64.7,-4.7,NaN,NaN
Quincy Acy,PHX,28,F,10,7,38.5,1.1,2.5,44.0,55.4,-11.4,12.3,0.4
Seth Curry,POR,28,G,73,64,37.3,1.6,2.5,64.6,54.5,10.2,18.9,0.0
Moritz Wagner,LAL,22,C,38,31,40.3,1.5,2.5,60.6,58.0,2.7,10.4,0.2
Daniel Hamilton,ATL,23,G-F,17,12,44.7,1.2,2.5,50.0,57.2,-7.2,10.7,0.1
Dante Cunningham,SAS,32,F,59,46,41.1,1.5,2.5,60.0,57.9,2.1,14.5,0.1
Dillon Brooks,MEM,23,G-F,18,18,39.3,1.7,2.4,68.2,56.9,11.3,18.3,0.1
John Henson,CLE,28,F,14,13,28.8,0.7,2.4,29.4,56.0,-26.6,13.4,0.4
Ryan Anderson,MIA,31,F,21,16,50.5,1.3,2.4,52.9,57.1,-4.2,12.8,0.0
Udonis Haslem,MIA,39,F,7,3,53.1,1.0,2.4,41.2,52.8,-11.7,7.4,0
Shaun Livingston,GSW,33,G,64,60,46.7,1.3,2.4,53.5,54.9,-1.3,15.1,0.1
Malik Monk,CHA,21,G,68,64,47.1,1.4,2.4,59.8,54.9,4.9,17.2,0.2
Abdel Nader,OKC,25,F,51,46,44.4,1.4,2.4,58.5,56.1,2.4,11.4,0.1
Raymond Felton,OKC,35,G,29,25,50.7,1.3,2.4,55.7,56.1,-0.3,11.5,0.1
Tony Snell,MIL,27,G,73,63,38.2,1.3,2.4,56.0,56.1,-0.1,17.6,0.2
Glenn Robinson III,DET,25,G-F,42,38,49.8,1.5,2.4,61.4,56.3,5.1,13.0,0.1
Caleb Swanigan,SAC,22,F,18,14,49.4,1.6,2.4,65.1,58.7,6.4,8.5,0.1
Grayson Allen,UTA,23,G,32,26,46.3,1.4,2.4,57.9,54.3,3.6,10.9,0.1
Yuta Watanabe,MEM,24,G,11,11,46.4,1.0,2.4,42.3,55.4,-13.1,11.6,0.1
Troy Daniels,PHX,27,G,49,42,47.7,1.4,2.4,58.3,56.9,1.4,14.9,0.1
Skal Labissiere,POR,23,F,20,17,46.5,1.6,2.4,68.1,57.6,10.5,8.0,0.1
Jose Calderon,DET,37,G,43,37,47.2,1.4,2.4,57.4,56.5,0.9,13.2,0.0
Shake Milton,PHI,22,G,17,14,54.1,1.1,2.4,47.5,55.6,-8.1,13.4,0.3
Sterling Brown,MIL,24,G,57,50,37.2,1.3,2.3,54.9,55.6,-0.7,17.8,0.1
Antonio Blakeney,CHI,22,G,51,44,52.4,1.4,2.3,61.0,55.8,5.2,14.5,0.2
Wesley Johnson,WAS,31,F-G,37,34,46.7,1.4,2.3,60.0,55.5,4.5,14.1,0.2
Dante Exum,UTA,23,G,40,35,38.2,1.1,2.3,48.9,54.7,-5.8,15.8,0.0
Yogi Ferrell,SAC,26,G,66,54,42.0,1.4,2.3,60.5,53.7,6.9,15.0,0.0
Damion Lee,GSW,26,G,29,23,41.3,1.5,2.3,65.2,56.1,9.1,11.7,0
Patrick McCaw,TOR,23,G,26,22,55.1,1.3,2.3,57.6,53.7,4.0,13.7,0.0
Isaiah Briscoe,ORL,23,G,34,30,39.1,1.3,2.3,57.1,55.2,1.9,14.3,0.0
Furkan Korkmaz,PHI,21,G-F,44,37,44.6,1.2,2.3,52.5,56.3,-3.7,14.1,0.3
Isaiah Thomas,DEN,30,G,12,11,45.0,1.2,2.3,51.9,56.1,-4.2,15.1,0.1
Omri Casspi,MEM,31,F,35,27,44.8,1.0,2.2,46.2,57.1,-10.9,14.4,0.2
Jamal Crawford,PHX,39,G,59,51,47.4,1.5,2.2,66.9,56.3,10.6,18.7,0.1
Deonte Burton,OKC,25,G,21,20,50.0,0.9,2.2,41.3,54.7,-13.4,7.5,0.2
Corey Brewer,SAC,33,G-F,31,27,38.4,1.2,2.2,55.9,57.6,-1.7,15.9,0.1
Aaron Holiday,IND,22,G,43,37,44.5,1.2,2.2,53.2,54.2,-1.0,12.9,0.1
Duncan Robinson,MIA,25,F,11,8,40.7,1.2,2.2,54.2,53.2,1.0,10.7,0
Timothe Luwawu-Cabarrot,CHI,24,G-F,40,32,43.1,1.1,2.2,52.9,55.2,-2.3,13.4,0.2
Dairis Bertans,NOP,29,G,12,11,40.0,1.3,2.2,57.7,52.8,4.9,13.9,0
Chandler Parsons,MEM,30,F,25,22,38.8,1.4,2.2,64.8,57.2,7.6,19.8,0.2
Brandon Sampson,CHI,22,G,13,11,45.2,1.1,2.1,50.0,53.0,-3.0,15.3,0.1
Jaylen Adams,ATL,23,G,31,24,47.5,1.2,2.1,56.1,55.7,0.3,12.6,0.1
Andrew Harrison,NOP,24,G,15,12,45.1,1.1,2.1,53.1,55.3,-2.2,10.9,0.1
Isaiah Hartenstein,HOU,21,F-C,28,23,42.1,0.7,2.1,33.9,56.5,-22.6,7.9,0.2
Guerschon Yabusele,BOS,23,F,37,28,58.6,1.0,2.1,47.4,54.5,-7.1,6.1,0.1
Chris Boucher,TOR,26,F,28,26,53.2,1.2,2.1,58.6,58.4,0.2,5.8,0.5
Jarell Martin,ORL,25,F,36,29,49.0,1.1,2.1,55.4,57.2,-1.8,7.8,0.1
Troy Williams,SAC,24,F,21,15,39.4,1.2,2.0,58.1,55.6,2.5,14.9,0.2
T.J. Leaf,IND,22,F,56,46,48.1,0.9,2.0,44.7,55.3,-10.6,NaN,NaN
Nik Stauskas,CLE,25,G,68,52,38.4,1.1,2.0,54.4,54.9,-0.5,14.9,0.0
Jalen Jones,CLE,26,F,16,14,39.5,1.4,2.0,68.8,55.7,13.0,13.4,0.1
Ike Anigbogu,IND,20,C,2,2,100,2.0,2.0,100,62.3,37.7,NaN,NaN
Billy Garrett,NYK,24,G-F,4,4,36.4,1.8,2.0,87.5,52.8,34.7,15.8,0
Mitchell Creek,MIN,27,F-G,3,3,46.2,1.0,2.0,50.0,56.0,-6.0,9.4,0
Courtney Lee,DAL,33,G,32,26,49.2,1.1,2.0,53.1,55.6,-2.5,12.6,0.0
George King,PHX,25,F,1,1,66.7,2.0,2.0,100,55.4,44.7,NaN,NaN
Michael Beasley,LAL,30,F,25,20,41.7,1.2,2.0,58.0,54.9,3.1,10.7,0.2
Luc Mbah a Moute,LAC,32,F,4,3,34.8,1.5,2.0,75.0,58.7,16.3,15.2,0.2
Dusty Hannahs,MEM,25,G,2,2,40.0,0.5,2.0,25.0,57.7,-32.7,13.0,0
Brad Wanamaker,BOS,29,G,33,26,46.8,1.0,2.0,50.8,54.4,-3.7,9.5,0.1
Jacob Evans,GSW,22,G,21,18,49.4,1.1,1.9,53.7,56.5,-2.8,6.8,0.0
Lorenzo Brown,TOR,28,G,21,16,53.2,0.9,1.9,46.3,55.7,-9.4,8.2,0.0
Devin Harris,DAL,36,G,62,51,41.8,1.2,1.9,60.8,56.2,4.6,15.8,0.1
Ben McLemore,SAC,26,G,15,12,54.7,1.2,1.9,62.1,57.9,4.2,8.3,0.1
Lance Stephenson,LAL,28,G,65,50,37.5,1.1,1.9,60.0,56.6,3.4,16.5,0.1
Semi Ojeleye,BOS,24,F,48,39,44.9,1.1,1.9,58.7,57.4,1.3,10.6,0.0
Frank Mason III,SAC,25,G,34,28,41.9,1.1,1.9,60.0,55.8,4.2,NaN,NaN
Milos Teodosic,LAC,32,G,13,12,40.0,1.5,1.9,79.2,52.7,26.4,10.0,0.1
Hamidou Diallo,OKC,20,G,41,37,47.2,1.2,1.9,63.2,56.9,6.3,10.3,0.1
Jimmer Fredette,PHX,30,G,6,5,50.0,1.3,1.8,72.7,55.7,17.0,10.8,0
CJ Miles,MEM,32,F-G,51,41,41.7,0.8,1.8,45.2,56.6,-11.4,16.2,0.2
John Jenkins,NYK,28,G,26,17,52.2,1.0,1.8,55.3,54.1,1.3,12.8,0.1
Anfernee Simons,POR,20,G,15,11,48.2,1.0,1.8,55.6,54.8,0.7,7.0,0
Jarred Vanderbilt,DEN,20,F,10,7,51.4,1.0,1.8,55.6,55.8,-0.3,4.1,0.1
MarShon Brooks,MEM,30,G,29,22,40.0,0.9,1.8,51.9,56.2,-4.3,13.3,0.1
Haywood Highsmith,PHI,22,F,4,3,63.6,0.8,1.8,42.9,43.4,-0.5,8.0,0
C.J. Williams,MIN,29,G,12,9,38.9,1.0,1.8,57.1,55.6,1.5,8.5,0
Demetrius Jackson,PHI,24,G,4,4,63.6,0.5,1.8,28.6,48.8,-20.2,6.5,0
Edmond Sumner,IND,23,G,19,12,38.8,1.3,1.7,75.8,57.3,18.4,9.1,0.1
Justin Anderson,ATL,25,G-F,42,31,46.8,1.1,1.7,64.4,55.5,8.9,9.6,0.2
Marcus Derrickson,GSW,23,F,11,10,46.3,0.9,1.7,52.6,53.0,-0.3,6.1,0.1
Tony Parker,CHA,37,G,54,43,37.5,0.9,1.7,51.6,55.9,-4.2,17.9,0.1
Jevon Carter,MEM,23,G,36,27,32.3,0.9,1.7,50.8,55.4,-4.6,14.8,0.2
Theo Pinson,BKN,23,G-F,15,11,30.9,0.7,1.7,44.0,56.6,-12.6,11.7,0
Jerome Robinson,LAC,22,G,27,20,41.7,1.0,1.7,57.8,54.6,3.2,9.7,0.1
Gary Trent Jr.,POR,20,G,12,6,39.2,0.9,1.7,55.0,56.7,-1.7,7.4,0.1
Nick Young,DEN,34,G-F,3,3,50.0,1.0,1.7,60.0,51.9,8.1,9.2,0
Alize Johnson,IND,23,F,11,6,47.4,0.6,1.6,38.9,57.1,-18.3,4.6,0.1
Johnathan Motley,LAC,24,F,18,14,46.0,1.2,1.6,72.4,56.9,15.6,7.1,0.0
Georges Niang,UTA,26,F,50,35,46.2,0.9,1.6,57.5,57.3,0.2,8.7,0.1
Devin Robinson,WAS,24,F,7,5,32.4,1.0,1.6,63.6,58.2,5.5,13.6,0.4
BJ Johnson,SAC,23,F,7,4,55.0,1.0,1.6,63.6,52.4,11.3,7.0,0
Donte DiVincenzo,MIL,22,G,27,25,28.0,0.8,1.6,50.0,54.8,-4.8,15.2,0.1
Ryan Broekhoff,DAL,28,G-F,34,23,38.4,0.8,1.6,50.9,56.3,-5.3,10.8,0.1
Svi Mykhailiuk,DET,22,G,40,30,37.8,0.9,1.6,56.5,55.2,1.3,10.5,0.0
Tyrone Wallace,LAC,25,G,54,42,38.2,0.8,1.5,55.4,55.5,-0.1,10.1,0.1
Scott Machado,LAL,29,G,2,1,75.0,0.0,1.5,0.0,50.5,-50.5,NaN,NaN
Dzanan Musa,BKN,20,G-F,4,3,75.0,0.8,1.5,50.0,49.5,0.5,4.3,0
Quincy Pondexter,SAS,31,F,37,28,50.5,1.0,1.5,67.3,56.5,10.8,5.5,0.1
Lonnie Walker IV,SAS,20,G,13,10,48.7,0.9,1.5,63.2,58.3,4.9,6.9,0.1
Amile Jefferson,ORL,26,F,11,7,44.4,1.1,1.4,75.0,55.8,19.2,5.7,0.1
Jordan Loyd,TOR,25,G,9,7,72.2,0.9,1.4,61.5,53.5,8.0,4.6,0
Daryl Macon,DAL,23,G,7,7,45.5,0.9,1.4,60.0,63.1,-3.1,11.2,0
Jodie Meeks,TOR,31,G,7,4,40.0,1.0,1.4,70.0,51.7,18.3,13.0,0.1
Wade Baldwin IV,POR,23,G,13,10,40.9,0.8,1.4,61.1,50.1,11.0,5.9,0.1
Isaac Bonga,LAL,19,G,15,10,43.5,0.9,1.3,65.0,56.5,8.5,5.5,0.1
Tyler Cavanaugh,UTA,25,F,6,5,72.7,0.7,1.3,50.0,51.7,-1.7,3.5,0
Naz Mitrou-Long,UTA,25,G,12,9,44.4,0.7,1.3,50.0,53.9,-3.9,6.0,0.1
Drew Eubanks,SAS,22,F,19,11,36.2,0.9,1.3,68.0,57.3,10.7,4.9,0.1
Malcolm Miller,TOR,26,F,10,7,40.6,0.6,1.3,46.2,49.7,-3.6,6.7,0.1
Jawun Evans,OKC,22,G,7,5,56.3,0.7,1.3,55.6,56.8,-1.2,8.0,0
Khyri Thomas,DET,23,G,18,14,47.9,0.7,1.3,52.2,57.3,-5.2,7.5,0.0
James Nunnally,HOU,28,F,13,10,61.5,0.8,1.2,68.8,57.3,11.4,6.8,0
DeVaughn Akoon-Purcell,DEN,26,G-F,5,4,66.7,0.8,1.2,66.7,54.2,12.4,NaN,NaN
Jared Terrell,MIN,24,G,11,6,34.2,0.5,1.2,38.5,51.3,-12.8,7.9,0.1
Davon Reed,IND,24,G,8,4,45.0,0.5,1.1,44.4,49.8,-5.3,4.7,0
Sindarius Thornwell,LAC,24,G,43,31,39.0,0.7,1.1,66.7,55.1,11.6,4.9,0.0
Tyler Lydon,DEN,23,F,16,11,53.1,0.7,1.1,64.7,55.6,9.1,3.8,0
Terrence Jones,HOU,27,F,1,1,50.0,1.0,1.0,100,50.0,50.0,NaN,NaN
DJ Stephens,MEM,28,G-F,1,1,33.3,0.0,1.0,0.0,66.7,-66.7,NaN,NaN
Vincent Edwards,HOU,23,F,1,1,33.3,0.0,1.0,0.0,52.0,-52.0,NaN,NaN
Tahjere McCall,BKN,24,G,1,1,100,0.0,1.0,0.0,63.2,-63.2,NaN,NaN
Tyler Davis,OKC,22,C,1,1,100,0.0,1.0,0.0,57.9,-57.9,NaN,NaN
Gary Payton II,WAS,26,G,2,1,25.0,0.5,1.0,50.0,53.2,-3.2,NaN,NaN
Trevon Duval,HOU,20,G,2,1,50.0,0.5,1.0,50.0,63.0,-13.0,NaN,NaN
Alan Williams,BKN,26,F-C,5,3,38.5,0.2,1.0,20.0,55.8,-35.8,5.2,0
Angel Delgado,LAC,24,C,1,1,14.3,1.0,1.0,100,62.5,37.5,NaN,NaN
Chimezie Metu,SAS,22,F,22,11,35.0,0.6,0.9,66.7,56.8,9.8,5.0,0.0
Thomas Welsh,DEN,23,C,7,4,30.0,0.6,0.9,66.7,55.7,10.9,3.3,0
Chris Chiozza,HOU,23,G,6,2,35.7,0.5,0.8,60.0,52.7,7.3,4.7,0.7
Malachi Richardson,TOR,23,G,12,7,45.5,0.5,0.8,60.0,57.3,2.7,4.7,0
Melvin Frazier Jr.,ORL,22,G-F,9,7,50.0,0.6,0.8,71.4,52.5,19.0,4.4,0
Brandon Goodwin,DEN,23,G,11,6,44.4,0.6,0.7,75.0,51.0,24.0,3.6,0
Jaylen Morris,MIL,23,G,3,1,25.0,0.0,0.7,0.0,55.1,-55.1,7.0,0
Donatas Motiejunas,SAS,28,F-C,3,2,33.3,0.3,0.7,50.0,47.5,2.6,NaN,NaN
Kostas Antetokounmpo,DAL,21,F,2,1,16.7,0.0,0.5,0.0,53.1,-53.1,NaN,NaN
Andre Ingram,LAL,33,G,3,1,25.0,0.0,0.3,0.0,56.3,-56.3,NaN,NaN
