Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,BLKR
Dario Saric,MIN,25,F,80,80,48.1,2.6,4.9,51.9,57.2,-5.3,24.8,0.1
Kent Bazemore,ATL,29,G,67,65,49.3,2.8,4.9,56.7,54.8,1.8,24.5,0.6
Ricky Rubio,UTA,28,G,66,63,45.7,2.9,4.9,59.9,55.2,4.7,27.9,0.1
Patrick Beverley,LAC,30,G,78,75,44.6,2.8,4.9,56.4,56.0,0.4,27.4,0.2
Brandon Ingram,LAL,21,F,52,52,41.6,2.6,4.9,52.9,55.9,-3.0,33.8,0.3
Rondae Hollis-Jefferson,BKN,24,F,59,57,52.8,2.9,4.9,58.5,57.7,0.8,20.9,0.3
Justin Holiday,MEM,30,F-G,80,79,43.3,2.8,4.9,56.9,57.1,-0.2,31.8,0.3
Josh Okogie,MIN,20,G,71,69,48.5,2.7,4.9,54.9,56.5,-1.6,23.6,0.3
Ed Davis,BKN,30,C,81,78,48.1,2.6,4.8,53.7,57.6,-3.9,17.9,0.3
Marvin Bagley III,SAC,20,F,62,59,45.6,2.9,4.8,60.1,58.1,2.0,25.3,0.6
Mike Conley,MEM,31,G,70,66,42.5,2.7,4.8,56.0,55.4,0.6,33.5,0.2
Austin Rivers,HOU,26,G,75,75,50.9,2.8,4.8,57.9,55.6,2.2,26.7,0.1
Damian Lillard,POR,28,G,80,78,42.2,2.7,4.8,56.3,55.2,1.0,35.5,0.2
Taj Gibson,MIN,34,F,70,70,47.3,3.0,4.8,61.6,58.3,3.3,24.1,0.2
Reggie Jackson,DET,29,G,82,81,47.9,3.1,4.8,64.5,56.5,8.1,27.9,0.1
D.J. Wilson,MIL,23,F,47,45,45.6,2.3,4.8,47.3,56.5,-9.2,18.4,0.2
Fred VanVleet,TOR,25,G,64,62,46.1,2.9,4.8,61.6,54.7,6.9,27.5,0.1
Kevin Durant,GSW,30,F,78,75,39.0,2.4,4.7,50.8,56.7,-5.9,34.6,0.5
Michael Kidd-Gilchrist,CHA,25,F,62,61,52.7,2.3,4.7,48.8,57.1,-8.3,18.4,0.4
Kyrie Irving,BOS,27,G,67,65,44.4,2.7,4.7,57.9,56.3,1.6,33.0,0.2
Blake Griffin,DET,30,F,75,74,38.0,2.6,4.7,56.4,57.7,-1.4,35.0,0.2
Markieff Morris,OKC,29,F,57,56,47.8,2.5,4.7,54.1,57.2,-3.1,21.9,0.2
Victor Oladipo,IND,27,G,36,36,38.2,2.8,4.7,58.6,55.7,2.8,31.9,0.2
Thon Maker,DET,22,F,64,61,58.3,2.4,4.7,52.3,57.0,-4.6,15.2,0.6
Zach Collins,POR,21,F-C,77,77,49.4,2.4,4.7,51.8,57.1,-5.3,17.6,0.7
Derrick Rose,MIN,30,G,51,49,42.4,2.6,4.7,55.3,55.0,0.3,27.1,0.0
Bogdan Bogdanovic,SAC,26,G,70,70,45.3,2.8,4.6,59.9,55.7,4.1,27.8,0.1
Bruno Caboclo,MEM,23,F,33,30,47.1,2.4,4.6,52.0,56.5,-4.5,23.5,0.6
Reggie Bullock,LAL,28,G-F,62,61,48.7,2.8,4.6,60.8,56.2,4.7,29.8,0.2
Jamal Murray,DEN,22,G,75,74,46.0,2.5,4.6,53.8,55.7,-1.9,32.6,0.1
Bojan Bogdanovic,IND,30,F,81,79,45.0,2.5,4.6,55.1,56.5,-1.4,31.8,1.2
Jonathan Isaac,ORL,21,F,73,72,49.5,2.3,4.6,51.2,57.2,-6.0,26.6,1.0
Ersan Ilyasova,MIL,32,F,67,67,51.1,2.5,4.6,54.7,57.5,-2.8,18.4,0.2
Kelly Olynyk,MIA,28,F,79,77,45.0,2.5,4.6,54.0,56.9,-2.9,22.9,0.3
LeBron James,LAL,34,F,55,55,42.5,2.5,4.6,53.8,57.0,-3.2,35.2,0.5
Bam Adebayo,MIA,21,C-F,82,80,44.3,2.3,4.6,51.1,57.4,-6.3,23.3,0.4
Kenneth Faried,HOU,29,F-C,36,33,45.4,2.9,4.6,64.6,57.8,6.9,19.7,0.4
Jayson Tatum,BOS,21,F,79,74,41.9,2.5,4.5,56.1,56.4,-0.2,31.1,0.3
Garrett Temple,LAC,33,G-F,75,74,45.7,2.5,4.5,55.0,55.5,-0.5,27.2,0.2
Joe Harris,BKN,27,F-G,76,74,43.5,2.6,4.5,57.3,56.5,0.7,30.2,0.1
Frank Kaminsky,CHA,26,F-C,45,42,50.4,2.8,4.5,60.8,58.0,2.8,16.1,0.1
T.J. Warren,PHX,25,F,43,43,51.1,2.8,4.5,61.3,56.7,4.6,31.3,0.3
Tony Bradley,UTA,21,C,2,2,45.0,3.0,4.5,66.7,56.8,9.9,12.0,0.7
Kevin Huerter,ATL,20,G,74,73,45.4,2.9,4.5,64.2,55.8,8.4,27.3,0.2
D'Angelo Russell,BKN,23,G,81,81,40.9,2.7,4.5,60.4,56.5,4.0,30.2,0.1
Delon Wright,MEM,27,G,75,73,52.9,2.6,4.5,58.5,55.3,3.1,22.6,0.2
Russell Westbrook,OKC,30,G,72,72,41.7,2.5,4.5,55.6,56.8,-1.2,36.0,0.3
Tim Hardaway Jr.,DAL,27,G,64,64,40.0,2.8,4.5,62.5,56.9,5.5,31.6,0.1
De'Anthony Melton,PHX,21,G,48,46,52.3,2.5,4.4,55.9,55.5,0.3,19.7,0.3
Daniel Theis,BOS,27,F,66,65,53.5,2.5,4.4,55.3,57.2,-1.9,13.8,0.5
Stephen Curry,GSW,31,G,69,69,42.3,2.7,4.4,60.1,54.9,5.2,33.8,0.1
Dorian Finney-Smith,DAL,26,F,80,80,44.0,2.4,4.4,53.4,56.6,-3.2,24.5,0.3
Marcus Morris Sr.,BOS,29,F,75,75,44.9,2.5,4.4,56.6,57.2,-0.6,NaN,NaN
Nerlens Noel,OKC,25,F-C,76,75,59.7,2.3,4.4,52.8,57.7,-4.9,13.7,0.9
Greg Monroe,PHI,29,C,39,36,56.0,2.4,4.4,54.7,56.5,-1.9,11.2,0.1
Harrison Barnes,SAC,27,F,77,76,42.0,2.6,4.4,60.5,58.3,2.3,32.9,0.1
Cory Joseph,IND,27,G,82,81,44.6,2.5,4.4,56.7,55.4,1.3,25.2,0.1
Joe Ingles,UTA,31,F,80,78,43.6,2.5,4.4,58.2,56.7,1.5,31.3,0.0
Davis Bertans,SAS,26,F,76,73,46.5,2.5,4.4,56.5,56.8,-0.3,21.5,0.2
Rodions Kurucs,BKN,21,F,62,59,51.3,2.1,4.3,48.9,57.7,-8.8,20.5,0.3
Maurice Harkless,POR,26,F,60,59,48.1,2.5,4.3,57.9,55.8,2.0,23.6,0.5
Kawhi Leonard,TOR,28,F,60,59,41.2,2.3,4.3,52.1,56.7,-4.6,34.0,0.2
Ian Mahinmi,WAS,32,C,32,31,52.3,2.6,4.3,60.1,56.5,3.7,14.6,0.3
Willy Hernangomez,CHA,25,C,58,54,52.9,2.8,4.3,65.2,58.0,7.1,14.0,0.2
Caris LeVert,BKN,24,G,40,39,41.2,2.7,4.3,64.1,55.4,8.7,26.6,0.1
Bruce Brown,DET,22,G,73,71,49.9,2.1,4.3,50.6,55.7,-5.1,19.6,0.2
Deyonta Davis,ATL,22,C-F,8,8,51.5,1.6,4.3,38.2,58.7,-20.4,13.1,0.3
James Ennis III,PHI,28,F,58,57,58.7,2.5,4.2,60.2,56.7,3.5,21.2,0.2
Jae Crowder,UTA,28,F,78,76,47.8,2.2,4.2,51.4,56.3,-4.9,27.1,0.2
DeAndre' Bembry,ATL,24,F,82,78,48.3,2.6,4.2,60.5,55.4,5.1,23.5,0.3
Mario Hezonja,NYK,24,F,56,52,48.7,2.5,4.2,57.8,58.1,-0.3,20.8,0.1
Eric Gordon,HOU,30,G,67,67,45.9,2.5,4.2,58.3,56.2,2.1,31.7,0.2
Emmanuel Mudiay,NYK,23,G,58,57,42.8,2.5,4.2,59.6,56.6,3.0,27.2,0.2
Andrew Bogut,GSW,34,C,11,9,50.0,2.0,4.2,47.8,54.5,-6.6,12.2,0.4
Tyler Zeller,MEM,29,C,6,5,39.7,1.8,4.2,44.0,60.2,-16.2,15.5,0.3
DeMarre Carroll,BKN,32,F,67,64,48.6,2.2,4.2,53.6,57.7,-4.1,25.4,0.1
Jeff Teague,MIN,31,G,42,42,41.0,2.7,4.1,64.9,56.6,8.4,30.1,0.3
Cheick Diallo,NOP,22,F,64,56,56.7,2.2,4.1,53.6,57.6,-4.0,14.0,0.4
Miles Bridges,CHA,21,F,79,77,45.6,2.5,4.1,60.2,56.7,3.5,21.2,0.3
Darius Miller,NOP,29,F,69,64,45.9,2.1,4.1,51.4,56.2,-4.8,25.5,0.2
Eric Bledsoe,MIL,29,G,78,72,39.0,2.2,4.1,54.2,54.1,0.1,29.1,0.1
Wesley Matthews,IND,32,G-F,69,68,41.3,2.5,4.1,60.1,57.1,3.0,30.3,0.1
DeMar DeRozan,SAS,29,G,77,76,40.8,2.5,4.1,61.1,56.4,4.7,34.9,0.2
Kyle Anderson,MEM,25,F,43,42,45.5,2.2,4.1,52.8,57.4,-4.5,29.8,0.6
Jordan Bell,GSW,24,F,65,63,60.2,2.2,4.1,53.6,56.1,-2.5,11.6,0.4
Zach LaVine,CHI,24,G,61,59,37.2,2.4,4.0,58.7,56.3,2.4,34.5,0.1
Terrance Ferguson,OKC,21,G,73,69,43.3,2.3,4.0,56.3,56.0,0.3,26.1,0.1
Rudy Gay,SAS,32,F,69,65,45.5,2.2,4.0,55.0,57.0,-2.0,26.7,0.3
Jared Dudley,BKN,33,F,59,56,48.1,2.1,4.0,51.7,57.1,-5.4,20.7,0.2
Alec Burks,SAC,27,G,63,58,52.2,2.5,4.0,61.5,57.3,4.3,21.5,0.2
Walt Lemon Jr.,CHI,26,G,6,6,38.1,2.8,4.0,70.8,57.0,13.8,NaN,NaN
Jeremy Lin,TOR,30,G,74,72,48.8,2.3,4.0,58.1,54.8,3.3,19.4,0.1
JJ Redick,PHI,35,G,73,72,47.6,2.3,4.0,58.2,54.9,3.4,31.3,0.1
Damyean Dotson,NYK,25,G,72,70,46.2,2.4,4.0,60.6,56.3,4.4,27.5,0.1
Donovan Mitchell,UTA,22,G,75,73,41.9,2.1,4.0,52.7,54.9,-2.2,33.7,0.2
Zaza Pachulia,DET,35,C,67,63,54.7,2.4,4.0,59.4,58.2,1.2,12.9,0.1
Goran Dragic,MIA,33,G,36,36,44.1,2.2,4.0,54.5,55.9,-1.4,27.5,0.1
Khris Middleton,MIL,27,F,77,72,41.4,2.2,4.0,54.9,56.1,-1.2,31.1,0.0
Wayne Ellington,DET,31,G,52,49,47.5,2.1,3.9,54.1,56.2,-2.1,24.5,0.1
Will Barton,DEN,28,G,43,43,46.6,2.5,3.9,62.7,57.0,5.7,27.7,0.4
Bismack Biyombo,CHA,26,C,53,49,50.1,2.2,3.9,56.7,57.6,-0.9,14.5,0.4
Kevin Knox II,NYK,19,F,74,69,43.3,2.4,3.9,60.7,56.6,4.1,NaN,NaN
Chandler Hutchison,CHI,23,F,43,42,51.7,2.2,3.9,57.1,56.0,1.2,20.3,0.1
Terrence Ross,ORL,28,G-F,79,78,41.6,2.3,3.9,59.9,55.5,4.3,26.5,0.1
Johnathan Williams,LAL,24,F,23,23,50.0,2.0,3.9,50.0,57.3,-7.3,15.5,0.2
Frank Ntilikina,NYK,20,G,42,40,50.3,2.2,3.9,55.5,56.1,-0.6,21.0,0.2
Allonzo Trier,NYK,23,G,63,61,50.0,2.6,3.9,65.7,56.1,9.6,22.8,0.2
Tyler Johnson,PHX,27,G,56,54,40.5,2.3,3.9,59.0,55.4,3.6,26.8,0.2
Kentavious Caldwell-Pope,LAL,26,G,82,76,43.9,2.3,3.9,60.4,55.9,4.5,24.8,0.1
Alex Caruso,LAL,25,G,24,22,40.4,2.3,3.9,59.1,55.0,4.1,21.2,0.2
Landry Shamet,LAC,22,G,76,73,46.3,2.4,3.9,62.1,55.2,6.9,22.8,0.1
Jaylen Brown,BOS,22,G,74,72,38.9,2.3,3.9,60.5,56.2,4.3,25.9,0.2
Jordan Clarkson,CLE,27,G,81,79,43.8,2.2,3.9,56.5,55.2,1.3,27.3,0.1
Bryn Forbes,SAS,25,G,82,78,40.1,2.3,3.9,60.1,55.5,4.7,28.0,0.0
E'Twaun Moore,NOP,30,G,53,51,48.3,2.4,3.8,62.6,56.4,6.2,27.6,0.1
T.J. McConnell,PHI,27,G,73,67,47.4,2.1,3.8,55.0,54.2,0.8,19.3,0.1
Cristiano Felicio,CHI,26,F-C,57,52,50.7,2.3,3.8,61.3,57.9,3.4,12.4,0.1
Malcolm Brogdon,MIL,26,G,64,61,36.0,1.9,3.8,50.4,55.4,-5.0,28.6,0.1
Jonah Bolden,PHI,23,F,40,34,51.4,1.9,3.8,50.7,57.3,-6.6,14.5,0.4
Joakim Noah,MEM,34,C,42,41,41.4,1.9,3.8,51.6,57.7,-6.1,16.5,0.5
Ray Spalding,PHX,22,F,14,12,58.2,2.5,3.8,66.0,58.8,7.3,10.6,0.3
Ish Smith,DET,30,G,56,50,47.6,2.1,3.8,55.0,55.6,-0.6,22.3,0.1
Ryan Arcidiacono,CHI,25,G,79,77,44.9,2.2,3.8,58.6,55.1,3.5,24.2,0.0
Dirk Nowitzki,DAL,41,F,51,46,45.6,2.3,3.8,60.9,57.7,3.2,15.6,0.2
Treveon Graham,BKN,25,F,34,30,44.9,2.1,3.8,54.7,56.4,-1.7,20.4,0.1
Juancho Hernangomez,DEN,23,F,68,64,47.5,1.9,3.7,52.0,56.9,-5.0,19.4,0.3
Andre Iguodala,GSW,35,F-G,67,66,46.8,2.0,3.7,54.2,57.0,-2.8,23.2,0.3
Evan Turner,POR,30,G-F,73,69,40.0,1.9,3.7,49.8,55.4,-5.5,22.0,0.1
David Nwaba,CLE,26,G,50,49,43.6,2.0,3.7,54.6,56.6,-2.0,19.3,0.2
