Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,STL,BLKP,Charges
De'Andre Hunter,ATL,25,F-G,59,58,48.3,2.1,6.2,34.4,37.0,-2.6,32.0,0.5,0.2,0.07
Deandre Ayton,PHX,24,C,60,59,41.3,2.4,6.2,38.5,37.8,0.8,30.4,0.6,0.4,0
CJ McCollum,NOP,31,G,61,61,46.1,2.1,6.1,34.9,37.9,-3.0,35.0,0.9,0.3,0.03
Devin Booker,PHX,26,G,42,42,48.7,2.2,6.1,35.9,37.3,-1.3,34.4,0.9,0.2,0
Dillon Brooks,MEM,27,G-F,62,62,47.8,2.1,6.1,35.1,37.5,-2.4,30.4,0.9,0.1,0.02
Anthony Edwards,MIN,21,G,70,70,47.1,2.2,6.0,35.9,37.3,-1.3,36.4,1.6,0.3,0
Pascal Siakam,TOR,28,F,59,59,42.4,2.1,6.0,35.4,36.6,-1.2,37.6,0.9,0.3,0.02
James Harden,PHI,33,G,51,51,47.0,2.3,6.0,37.5,37.0,0.5,36.9,1.2,0.4,0.04
Max Strus,MIA,26,G-F,69,67,52.5,2.3,6.0,39.0,37.1,1.9,29.0,0.6,0.1,0.12
Austin Reaves,LAL,24,G,52,52,46.3,2.0,6.0,32.8,37.5,-4.7,27.6,0.6,0.2,0.31
Bradley Beal,WAS,29,G,47,47,51.9,2.0,6.0,34.3,37.5,-3.2,33.5,0.9,0.4,0.09
Buddy Hield,IND,30,G,69,68,40.9,2.1,6.0,34.5,37.6,-3.1,31.7,1.2,0.1,0
Nikola Vucevic,CHI,32,C,68,68,35.0,2.3,6.0,38.8,37.6,1.2,33.9,0.7,0.3,0.01
Victor Oladipo,MIA,30,G,37,37,51.4,2.2,6.0,36.8,37.6,-0.8,27.0,1.4,0.1,0.24
Terry Rozier,CHA,28,G,59,59,46.2,2.5,6.0,41.6,37.8,3.8,35.7,1.1,0.1,0.03
Luka Doncic,DAL,24,F-G,56,56,41.0,2.0,5.9,34.6,36.2,-1.6,36.3,1.5,0.3,0.07
Caleb Martin,MIA,27,F,60,60,44.8,2.2,5.9,37.1,37.2,-0.1,29.7,1.0,0.2,0.25
Marcus Smart,BOS,29,G,53,53,53.8,2.3,5.9,38.5,37.2,1.3,32.4,1.5,0.2,0.15
Giannis Antetokounmpo,MIL,28,F,53,53,45.8,2.0,5.9,33.2,36.8,-3.6,32.6,0.7,0.4,0.06
Jamal Murray,DEN,26,G,55,55,47.9,2.3,5.9,38.6,37.3,1.3,32.8,1.1,0.1,0.07
Kelly Olynyk,UTA,31,F-C,57,57,37.6,2.3,5.9,39.6,36.8,2.8,28.3,0.9,0.4,0.19
Scottie Barnes,TOR,21,F,66,66,38.3,2.4,5.9,41.3,37.5,3.9,35.3,1.0,0.5,0.02
John Collins,ATL,25,F-C,59,59,42.3,2.3,5.9,38.7,37.1,1.7,30.2,0.6,0.4,0.19
Jimmy Butler,MIA,33,F,56,56,53.5,2.1,5.9,35.4,37.4,-2.1,33.3,1.9,0.3,0.07
Wendell Carter Jr.,ORL,23,C-F,46,46,37.8,2.4,5.8,40.1,37.9,2.3,29.8,0.4,0.2,0
Franz Wagner,ORL,21,F,68,68,51.3,2.2,5.8,38.0,37.4,0.7,32.8,0.9,0.1,0.03
Paolo Banchero,ORL,20,F,62,61,44.0,2.1,5.8,36.3,37.3,-1.0,33.9,0.9,0.2,0.1
Nic Claxton,BKN,23,C,64,64,36.9,2.1,5.8,36.0,37.5,-1.5,29.5,0.8,1.2,0
Jalen Green,HOU,21,G,63,62,49.5,2.2,5.8,37.5,37.7,-0.2,33.8,0.8,0.2,0
Robert Williams III,BOS,25,C-F,28,27,50.9,2.0,5.8,34.8,37.0,-2.2,24.2,0.5,0.8,0
Alex Caruso,CHI,29,G,57,56,50.1,2.1,5.7,36.6,37.7,-1.1,24.1,1.6,0.3,0.18
Tyler Herro,MIA,23,G,57,57,45.1,2.0,5.7,35.2,37.6,-2.4,35.3,0.8,0.2,0
Mikal Bridges,BKN,26,F,70,70,41.7,2.2,5.7,38.3,37.4,0.9,36.1,1.1,0.4,0
DeMar DeRozan,CHI,33,G-F,62,62,47.3,2.1,5.7,36.5,36.6,-0.1,36.3,1.0,0.2,0.18
Dennis Schroder,LAL,29,G,56,56,45.4,1.9,5.6,33.5,37.6,-4.1,30.6,0.8,0.1,0.11
Kevon Looney,GSW,27,F,70,70,40.5,2.2,5.6,39.3,37.6,1.8,23.5,0.6,0.4,0
Maxi Kleber,DAL,31,F,28,28,41.3,1.7,5.6,29.9,37.2,-7.2,25.4,0.3,0.5,0.04
P.J. Washington,CHA,24,F,65,64,41.7,1.9,5.6,33.5,36.7,-3.2,32.8,0.9,0.4,0
Stephen Curry,GSW,35,G,44,44,48.1,2.1,5.6,38.4,36.9,1.5,34.8,1.0,0.2,0.14
Jalen McDaniels,PHI,25,F-C,68,68,50.9,2.1,5.6,37.3,37.4,-0.1,24.7,1.0,0.1,0
Bam Adebayo,MIA,25,C-F,66,65,38.4,2.0,5.5,36.9,38.0,-1.1,35.1,1.2,0.5,0.03
Bruce Brown,DEN,26,G-F,68,68,45.7,1.7,5.5,31.5,36.7,-5.2,28.2,1.0,0.5,0
Royce O'Neale,BKN,29,F,65,65,39.0,2.0,5.5,36.9,36.9,0.0,32.3,0.8,0.3,0.02
Gabe Vincent,MIA,26,G,57,57,54.1,1.8,5.5,33.1,37.2,-4.1,26.3,0.9,0.1,0.11
Alperen Sengun,HOU,20,C,63,63,37.0,2.1,5.5,38.6,38.0,0.6,28.3,0.9,0.4,0.1
Josh Hart,NYK,28,G,65,65,40.5,2.0,5.5,36.9,37.5,-0.6,32.7,1.1,0.1,0
Tim Hardaway Jr.,DAL,30,G-F,63,62,46.9,2.0,5.5,37.3,37.3,0.0,30.3,0.7,0.1,0.32
Jayson Tatum,BOS,25,F-G,65,65,45.2,2.0,5.5,37.0,37.2,-0.3,37.4,1.0,0.4,0
Quentin Grimes,NYK,22,G,59,57,46.9,2.0,5.5,37.5,38.0,-0.5,29.3,0.6,0.2,0.02
Clint Capela,ATL,28,C,53,52,36.2,2.2,5.4,40.4,38.2,2.2,26.7,0.7,0.3,0.25
Kyrie Irving,DAL,30,G,51,51,40.2,2.2,5.4,39.9,37.6,2.3,37.1,1.1,0.5,0.08
Domantas Sabonis,SAC,26,F-C,66,64,29.0,2.3,5.4,42.9,38.0,4.9,34.7,0.8,0.2,0.05
Jerami Grant,POR,29,F,63,63,47.6,2.0,5.4,36.8,37.6,-0.8,35.7,0.8,0.3,0.13
Anfernee Simons,POR,23,G,60,60,38.3,1.8,5.4,32.7,37.3,-4.6,35.0,0.7,0.1,0.03
Jaylen Brown,BOS,26,G-F,58,58,42.1,2.0,5.4,36.9,37.7,-0.8,36.2,1.2,0.2,0.02
LeBron James,LAL,38,F,47,47,48.1,2.0,5.4,36.9,36.3,0.6,36.1,0.9,0.3,0.15
Trey Murphy III,NOP,22,F,65,64,47.7,2.1,5.3,39.2,37.5,1.7,29.8,1.0,0.3,0
Desmond Bane,MEM,24,G,46,46,48.2,1.8,5.3,34.3,36.6,-2.3,31.0,0.9,0.3,0
Kawhi Leonard,LAC,31,F,42,41,45.1,1.9,5.3,35.4,36.8,-1.3,33.5,1.4,0.3,0.02
Reggie Jackson,DEN,32,G,61,59,50.3,2.1,5.3,39.6,36.6,3.0,24.9,0.7,0.1,0.05
Chris Paul,PHX,37,G,48,48,47.7,2.0,5.3,37.5,36.6,0.9,32.1,1.6,0.2,0.06
Kelly Oubre Jr.,CHA,27,F-G,44,43,47.0,2.2,5.3,42.4,38.0,4.4,32.7,1.4,0.1,0
Dorian Finney-Smith,BKN,29,F,55,54,39.5,1.9,5.2,36.8,38.3,-1.5,31.5,0.9,0.1,0
Kyle Lowry,MIA,36,G,47,47,46.2,2.0,5.2,38.4,36.7,1.6,32.8,1.1,0.1,0.26
Bojan Bogdanovic,DET,33,F,59,59,46.4,2.0,5.2,38.2,37.2,1.0,32.1,0.6,0.1,0
Lauri Markkanen,UTA,25,F-C,62,62,39.0,2.0,5.2,39.3,37.4,1.8,34.4,0.6,0.4,0
Kyle Kuzma,WAS,27,F,62,62,41.9,1.7,5.2,33.0,37.3,-4.3,35.2,0.5,0.3,0.08
Mitchell Robinson,NYK,24,C-F,49,47,45.2,1.6,5.2,32.0,37.3,-5.3,27.3,0.9,0.5,0
Coby White,CHI,23,G,60,59,52.7,2.1,5.2,40.1,37.3,2.8,22.4,0.8,0.1,0.07
Bol Bol,ORL,23,C-F,64,62,52.0,1.8,5.1,34.8,36.7,-2.0,21.9,0.4,0.8,0
Myles Turner,IND,26,C-F,57,57,29.9,2.2,5.1,43.2,37.4,5.7,29.6,0.6,0.9,0
Khris Middleton,MIL,31,F,25,25,56.1,1.9,5.1,36.7,36.3,0.4,23.4,0.8,0.1,0.04
Jakob Poeltl,TOR,27,C,59,58,31.1,2.3,5.1,44.7,37.5,7.2,26.6,1.0,0.3,0.05
Immanuel Quickley,NYK,23,G,70,69,44.2,1.6,5.1,32.2,37.1,-4.9,28.5,0.9,0.1,0.01
Brandon Ingram,NOP,25,F,31,31,47.1,2.1,5.1,40.8,37.3,3.4,32.8,0.7,0.3,0.06
Jalen Suggs,ORL,21,G,44,43,51.2,1.8,5.0,36.5,37.3,-0.8,23.7,1.3,0.3,0.14
Donte DiVincenzo,GSW,26,G,60,60,44.5,1.9,5.0,37.0,37.1,-0.2,26.6,1.3,0.1,0
Ja Morant,MEM,23,G,53,53,43.5,1.5,5.0,29.6,36.8,-7.2,32.5,1.1,0.1,0.06
Josh Giddey,OKC,20,G,64,63,39.6,1.9,5.0,38.5,36.3,2.2,30.9,0.8,0.2,0.02
Herbert Jones,NOP,24,F,52,52,43.6,1.6,5.0,31.8,37.9,-6.1,29.1,1.6,0.4,0.28
Jared Butler,OKC,22,G,1,1,45.5,2.0,5.0,40.0,39.3,0.7,9.5,1.5,0,0
Cam Reddish,POR,23,F-G,34,33,48.7,2.1,5.0,42.4,37.0,5.4,25.1,1.0,0.2,0
O.G. Anunoby,TOR,25,F,55,54,42.7,1.9,5.0,39.1,37.9,1.1,35.8,2.0,0.4,0.11
Troy Brown Jr.,LAL,23,G-F,64,62,44.6,1.8,5.0,36.1,37.7,-1.7,24.7,0.8,0.0,0.02
Patrick Beverley,CHI,34,G,54,54,45.0,1.9,5.0,38.3,38.2,0.0,27.2,0.8,0.4,0.28
Grant Williams,BOS,24,F,67,67,47.3,2.0,5.0,39.6,37.1,2.5,26.7,0.6,0.2,0.07
Spencer Dinwiddie,BKN,29,G,67,66,44.8,2.1,5.0,41.4,37.2,4.3,34.4,0.8,0.2,0.03
Deni Avdija,WAS,22,F,67,66,39.3,1.9,4.9,37.6,38.1,-0.5,25.9,0.8,0.2,0
D'Angelo Russell,LAL,27,G,62,62,44.1,1.6,4.9,33.6,36.8,-3.2,32.4,1.0,0.2,0.03
Patrick Williams,CHI,21,F,68,65,44.3,2.0,4.9,39.9,37.2,2.7,28.6,0.9,0.4,0.03
Donovan Mitchell,CLE,26,G,60,60,49.6,1.8,4.9,36.2,37.1,-1.0,35.6,1.5,0.1,0.02
Jaren Jackson Jr.,MEM,23,F-C,51,50,36.2,1.9,4.9,39.8,35.9,3.8,27.8,1.1,1.1,0
P.J. Tucker,PHI,37,F,64,63,48.9,1.8,4.9,35.9,36.8,-0.9,25.8,0.5,0.1,0.08
Lonnie Walker IV,LAL,24,G-F,50,47,51.2,1.8,4.9,37.9,38.2,-0.3,24.5,0.5,0.2,0.02
Andrew Nembhard,IND,23,G-F,62,62,43.9,1.8,4.8,37.9,37.5,0.3,26.9,1.0,0.1,0.18
Jusuf Nurkic,POR,28,C,49,45,29.8,1.9,4.8,38.8,37.2,1.6,26.7,0.8,0.3,0.02
Steven Adams,MEM,29,C,42,41,34.1,1.7,4.8,35.0,37.6,-2.6,27.0,0.9,0.5,0.02
Keldon Johnson,SAS,23,F-G,58,58,42.8,2.0,4.8,42.1,37.2,4.9,32.7,0.7,0.1,0
Kevin Huerter,SAC,24,G-F,65,65,41.0,1.8,4.8,38.0,37.5,0.5,29.9,1.1,0.1,0
Jaden Ivey,DET,21,G,62,62,41.9,1.8,4.8,37.5,36.7,0.7,30.2,0.9,0.1,0
De'Anthony Melton,PHI,24,G,65,64,40.2,1.9,4.8,39.4,37.7,1.7,27.8,1.6,0.3,0
Walker Kessler,UTA,21,C,64,61,33.7,2.0,4.8,42.3,36.0,6.3,22.5,0.4,1.0,0
Cole Anthony,ORL,22,G,49,49,46.1,1.6,4.8,34.5,37.0,-2.5,25.3,0.6,0.4,0
Darius Garland,CLE,23,G,61,61,44.4,1.8,4.8,37.7,37.6,0.1,35.1,1.3,0.0,0.11
Jalen Duren,DET,19,C,56,56,37.7,1.8,4.8,38.4,37.2,1.2,24.8,0.6,0.3,0
Ayo Dosunmu,CHI,23,G,66,65,47.4,1.7,4.8,35.8,37.2,-1.5,27.1,0.7,0.2,0.02
Dennis Smith Jr.,CHA,25,G,48,47,47.1,1.7,4.8,34.9,37.2,-2.3,25.6,1.4,0.2,0.04
Santi Aldama,MEM,22,F-C,65,64,41.1,1.6,4.8,33.7,36.4,-2.7,22.0,0.6,0.2,0.03
Jordan Poole,GSW,23,G,70,69,47.9,1.8,4.7,37.3,37.4,-0.1,30.7,0.8,0.2,0.04
Marvin Bagley III,DET,24,F,33,31,41.7,2.1,4.7,44.5,36.9,7.6,22.6,0.4,0.2,0.03
Jeremy Sochan,SAS,19,F,54,53,40.8,1.9,4.7,41.3,37.5,3.9,26.4,0.8,0.1,0.06
Tyrese Maxey,PHI,22,G,49,49,49.9,1.7,4.7,37.0,37.0,-0.1,32.9,0.8,0.1,0.02
Christian Wood,DAL,27,F,57,57,38.1,1.9,4.7,41.2,36.5,4.7,26.6,0.4,0.4,0
Kenyon Martin Jr.,HOU,22,F,69,69,53.9,1.7,4.7,37.3,36.6,0.6,27.3,0.5,0.1,0.01
Buddy Boeheim,DET,23,F,3,3,58.3,1.0,4.7,21.4,36.7,-15.3,13.0,0.5,0,0
Marcus Morris Sr.,LAC,33,F,60,58,44.9,1.7,4.7,36.9,37.2,-0.2,28.2,0.6,0.2,0
Kyle Anderson,MIN,29,F-G,56,55,45.1,1.8,4.6,38.1,36.5,1.6,27.2,1.1,0.3,0.02
Gordon Hayward,CHA,32,F,44,44,45.8,1.6,4.6,34.8,38.5,-3.7,31.7,0.9,0.2,0
Mason Plumlee,LAC,33,F-C,66,64,31.7,1.7,4.6,37.4,37.9,-0.5,27.3,0.6,0.3,0.01
Torrey Craig,PHX,32,F,66,65,44.3,1.6,4.6,35.5,37.7,-2.1,25.3,0.7,0.3,0.05
Damian Lillard,POR,32,G,55,55,42.1,1.8,4.6,39.5,37.7,1.8,36.3,0.9,0.2,0.07
Moritz Wagner,ORL,25,F-C,48,46,42.4,1.8,4.6,38.0,37.0,1.1,20.8,0.8,0.1,0.27
Derrick White,BOS,28,G,69,67,36.1,1.6,4.6,34.8,37.4,-2.6,28.0,0.7,0.5,0.19
Markelle Fultz,ORL,24,G,48,47,45.5,1.6,4.6,35.5,36.9,-1.5,29.9,1.5,0.1,0
Delon Wright,WAS,30,G,40,40,43.7,1.7,4.6,37.7,37.6,0.1,24.2,2.1,0.3,0.03
Jarred Vanderbilt,LAL,23,F,66,62,41.4,1.7,4.6,37.1,37.1,-0.1,24.5,1.1,0.1,0
Tyrese Haliburton,IND,23,G,54,54,45.2,1.8,4.6,38.5,36.6,1.9,33.7,1.6,0.3,0.02
Onyeka Okongwu,ATL,22,F-C,67,67,35.7,1.5,4.6,33.0,37.2,-4.2,23.6,0.7,0.5,0
Jae'Sean Tate,HOU,27,F,29,29,53.9,1.6,4.5,35.6,37.5,-1.9,21.8,0.7,0.1,0.34
Cameron Johnson,BKN,27,F,30,30,42.4,1.4,4.5,31.6,36.8,-5.2,27.5,1.1,0.1,0.1
Cody Martin,CHA,27,F,6,6,52.9,2.0,4.5,44.4,37.9,6.5,19.1,0.6,0.0,0
Tre Jones,SAS,23,G,56,56,38.9,1.6,4.5,36.5,37.4,-0.9,29.1,1.3,0.1,0.16
Killian Hayes,DET,21,G,64,64,39.5,1.8,4.5,40.6,36.8,3.8,27.1,1.4,0.2,0.11
Russell Westbrook,LAC,34,G,61,60,45.7,1.5,4.5,33.2,36.8,-3.6,28.8,1.1,0.2,0.08
Grayson Allen,MIL,27,G,64,64,42.8,1.6,4.5,34.5,37.6,-3.1,27.9,0.8,0.1,0.05
Mike Conley,MIN,35,G,55,55,38.7,1.6,4.5,35.8,37.4,-1.7,29.9,1.1,0.2,0.07
Jose Alvarado,NOP,24,G,60,60,52.1,1.4,4.4,31.3,37.4,-6.1,21.5,1.1,0.1,0.11
Tobias Harris,PHI,30,F,63,62,41.4,1.4,4.4,32.4,37.4,-5.0,33.0,1.0,0.3,0
Bobby Portis,MIL,28,F,58,57,39.9,1.5,4.4,34.9,36.5,-1.6,25.9,0.4,0.2,0
Pat Connaughton,MIL,30,G,51,50,47.1,1.4,4.4,32.1,36.7,-4.6,24.5,0.6,0.1,0.02
Caris LeVert,CLE,28,G,66,66,42.0,1.7,4.4,39.1,37.5,1.6,30.1,0.9,0.2,0.06
Aaron Nesmith,IND,23,G-F,60,58,43.9,1.9,4.4,44.7,37.6,7.1,24.6,0.8,0.2,0.18
Trae Young,ATL,24,G,62,61,41.6,1.5,4.4,35.1,36.7,-1.6,35.0,1.1,0.1,0.06
Dejounte Murray,ATL,26,G,64,63,36.3,1.5,4.4,33.7,37.5,-3.8,36.4,1.5,0.2,0
Jordan Clarkson,UTA,30,G,61,60,37.0,1.5,4.3,35.6,37.9,-2.3,32.6,0.5,0.1,0
Jonas Valanciunas,NOP,30,C,65,62,33.5,1.7,4.2,39.3,37.5,1.7,24.4,0.2,0.3,0
Aaron Gordon,DEN,27,F,57,55,39.7,1.5,4.2,35.0,37.1,-2.1,30.1,0.8,0.3,0.02
Dwight Powell,DAL,31,F-C,65,64,37.1,1.4,4.2,32.2,37.1,-4.9,20.0,0.7,0.2,0
Klay Thompson,GSW,33,G,58,58,42.6,1.5,4.2,35.3,37.8,-2.5,32.8,0.7,0.3,0
Mo Bamba,LAL,24,C,46,44,48.0,1.5,4.2,35.1,36.7,-1.7,16.2,0.3,0.5,0
Jonathan Kuminga,GSW,20,F,54,50,43.8,1.5,4.2,35.3,37.5,-2.2,20.1,0.6,0.2,0.02
Naji Marshall,NOP,25,F,63,61,46.0,1.5,4.1,36.8,37.7,-0.9,24.8,0.7,0.1,0.02
Bennedict Mathurin,IND,20,G-F,67,65,41.3,1.5,4.1,37.3,37.3,0.0,27.8,0.6,0.0,0.03
Zach Collins,SAS,25,F-C,56,54,29.7,1.6,4.1,39.7,36.8,3.0,22.1,0.5,0.2,0.07
Dyson Daniels,NOP,19,G,46,44,41.6,1.2,4.1,29.8,37.3,-7.5,19.1,0.8,0.1,0.02
Ben Simmons,BKN,26,G-F,42,41,38.9,1.4,4.1,33.9,36.7,-2.7,26.3,1.3,0.3,0.05
Landry Shamet,PHX,26,G,29,28,47.0,1.4,4.1,35.6,37.0,-1.5,21.4,0.6,0.1,0
Keita Bates-Diop,SAS,27,F,53,50,45.0,1.4,4.1,34.0,36.8,-2.9,21.3,0.7,0.1,0
Tari Eason,HOU,21,F,69,68,47.5,1.6,4.1,40.4,37.2,3.1,20.6,1.1,0.4,0
Drew Eubanks,POR,26,F-C,67,65,33.5,1.4,4.1,35.3,37.3,-2.0,19.7,0.5,0.1,0.12
Keegan Murray,SAC,22,F,66,62,42.0,1.5,4.0,37.1,37.3,-0.2,29.4,0.8,0.2,0.14
Chris Duarte,IND,25,G,45,44,43.5,1.5,4.0,36.8,37.0,-0.1,19.8,0.5,0.1,0.04
Corey Kispert,WAS,24,F,61,61,40.2,1.6,4.0,39.2,36.8,2.4,27.5,0.5,0.0,0
Anthony Lamb,GSW,25,F,50,47,42.9,1.3,4.0,32.8,37.3,-4.5,20.1,0.5,0.2,0.12
Reggie Bullock,DAL,32,G-F,67,66,38.9,1.4,4.0,35.7,37.5,-1.8,30.6,0.8,0.1,0
Kentavious Caldwell-Pope,DEN,30,G,66,65,42.3,1.4,4.0,36.0,37.6,-1.6,31.6,1.5,0.3,0
Terrence Ross,PHX,32,G-F,49,48,48.6,1.3,3.9,33.3,36.3,-3.0,21.9,0.6,0.1,0.02
David Roddy,MEM,21,F,55,50,53.1,1.5,3.9,38.1,37.0,1.2,16.9,0.5,0.1,0.07
Collin Sexton,UTA,24,G,47,47,50.5,1.3,3.9,33.2,37.6,-4.5,24.0,0.6,0.1,0.02
Seth Curry,BKN,32,G,50,48,52.8,1.5,3.9,38.5,36.9,1.6,21.3,0.7,0.1,0
Rui Hachimura,LAL,25,F,52,51,45.5,1.3,3.9,32.7,37.2,-4.5,24.1,0.3,0.2,0.04
Malik Beasley,LAL,26,G,69,67,41.7,1.3,3.9,34.1,37.3,-3.2,26.8,0.9,0.1,0
Eric Gordon,LAC,34,G,57,56,50.5,1.3,3.9,34.1,37.8,-3.7,29.2,0.7,0.3,0
John Konchar,MEM,26,G,60,57,40.4,1.1,3.9,29.9,37.8,-7.9,21.6,1.0,0.1,0.12
Gary Trent Jr.,TOR,24,G-F,60,58,45.7,1.6,3.9,41.6,37.7,3.9,32.6,1.6,0.2,0
Precious Achiuwa,TOR,23,F,45,43,37.0,1.6,3.8,40.5,37.5,2.9,21.8,0.6,0.1,0.02
Lamar Stevens,CLE,25,F,50,43,47.2,1.3,3.8,34.0,37.0,-2.9,18.1,0.4,0.1,0
Monte Morris,WAS,27,G,55,55,39.3,1.4,3.8,36.2,37.5,-1.3,27.8,0.7,0.1,0.07
Darius Bazley,PHX,22,F,38,36,44.3,1.4,3.8,35.9,36.9,-1.0,15.1,0.5,0.3,0
Jordan Goodwin,WAS,24,G,47,42,45.8,1.6,3.8,43.0,37.0,6.0,17.3,0.9,0.2,0.02
Trendon Watford,POR,22,F,50,47,40.7,1.4,3.8,36.3,36.7,-0.3,18.1,0.5,0.1,0.13
Larry Nance Jr.,NOP,30,F-C,51,50,45.6,1.3,3.8,35.1,36.5,-1.4,22.0,0.9,0.4,0.13
Thomas Bryant,DEN,25,C-F,52,47,33.9,1.6,3.8,41.1,37.7,3.4,19.2,0.3,0.2,0
Daniel Gafford,WAS,24,F-C,67,61,32.9,1.5,3.8,40.5,37.4,3.1,19.8,0.4,0.7,0.01
Norman Powell,LAC,29,G,54,52,47.3,1.4,3.7,37.3,36.7,0.7,25.8,0.8,0.2,0
Michael Porter Jr.,DEN,24,F,52,50,43.1,1.3,3.7,35.2,37.5,-2.2,28.9,0.7,0.2,0
Ziaire Williams,MEM,21,F,34,32,49.2,1.5,3.7,41.3,37.6,3.7,14.7,0.4,0.0,0
Josh Richardson,NOP,29,G,52,50,44.8,1.6,3.7,42.0,37.0,5.0,24.1,1.2,0.2,0.02
Justise Winslow,POR,26,F-G,29,26,42.3,1.5,3.7,40.2,37.0,3.2,26.8,1.0,0.1,0.14
Gary Harris,ORL,28,G,38,36,46.2,1.3,3.7,34.5,37.7,-3.2,25.1,1.0,0.2,0
Devin Vassell,SAS,22,G-F,34,31,37.9,1.6,3.6,42.7,37.4,5.4,31.0,1.1,0.3,0
Haywood Highsmith,MIA,26,F,43,39,43.9,1.3,3.6,34.4,37.4,-3.0,18.9,0.7,0.2,0.02
Mark Williams,CHA,21,C,36,34,33.2,1.1,3.6,30.5,37.3,-6.8,17.7,0.7,0.5,0
Aaron Wiggins,OKC,24,G,55,50,40.5,1.5,3.6,41.5,36.3,5.2,18.7,0.5,0.1,0
