Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,BLKR
Cade Cunningham,DET,21,G,12,12,49.5,4.4,7.7,57.6,60.4,-2.8,33.3,0.3
Aleksej Pokusevski,OKC,21,F,31,30,62.0,4.3,7.6,56.2,61.2,-5.0,21.8,1.0
Clint Capela,ATL,28,C,58,58,50.4,4.3,7.5,57.6,60.9,-3.3,26.6,0.9
Kevin Durant,PHX,34,F,42,42,48.6,3.9,7.5,52.1,59.6,-7.5,35.7,0.6
Fred VanVleet,TOR,29,G,62,62,48.7,4.5,7.5,60.0,59.3,0.7,36.9,0.2
Royce O'Neale,BKN,29,F,70,70,53.8,4.1,7.4,54.5,59.7,-5.2,32.0,0.3
Luka Doncic,DAL,24,F-G,58,58,51.5,4.6,7.4,61.9,59.8,2.0,36.4,0.2
Al Horford,BOS,36,C-F,58,58,45.1,3.9,7.4,52.4,60.0,-7.6,30.8,0.4
John Collins,ATL,25,F-C,64,64,52.8,4.3,7.3,58.7,60.7,-2.1,30.1,0.7
Jonas Valanciunas,NOP,30,C,69,69,56.4,4.5,7.3,61.9,61.7,0.2,24.8,0.3
Lauri Markkanen,UTA,25,F-C,64,63,54.5,3.6,7.2,49.9,60.2,-10.3,34.4,0.2
Onyeka Okongwu,ATL,22,F-C,72,72,56.0,4.0,7.2,55.5,60.3,-4.8,23.4,0.8
Anfernee Simons,POR,23,G,62,62,51.4,4.5,7.2,62.6,59.0,3.6,35.0,0.1
Pascal Siakam,TOR,28,F,64,64,50.7,4.5,7.2,62.1,60.4,1.7,37.5,0.3
Jalen Duren,DET,19,C,59,59,57.1,4.0,7.1,56.5,61.0,-4.5,24.6,0.6
Buddy Hield,IND,30,G,75,75,48.3,4.1,7.0,58.3,59.1,-0.8,31.6,0.2
Josh Giddey,OKC,20,G,69,69,55.6,3.9,7.0,56.1,60.3,-4.1,30.9,0.2
Deandre Ayton,PHX,24,C,61,61,46.9,4.0,7.0,56.6,61.0,-4.4,30.4,0.3
Maxi Kleber,DAL,31,F,32,31,48.9,4.1,6.9,59.0,58.8,0.2,25.7,0.4
Jabari Smith Jr.,HOU,19,F,71,71,48.1,4.2,6.9,60.2,60.0,0.2,30.7,0.5
Shai Gilgeous-Alexander,OKC,24,G,63,63,47.2,3.9,6.9,56.8,58.9,-2.2,35.5,0.4
Bam Adebayo,MIA,25,C-F,70,70,47.7,4.1,6.9,59.2,61.3,-2.1,35.2,0.4
Derrick White,BOS,28,G,73,73,53.8,3.6,6.9,52.2,58.3,-6.1,28.3,0.4
Daniel Gafford,WAS,24,F-C,72,72,59.1,3.6,6.9,52.4,61.3,-8.9,20.1,0.6
P.J. Washington,CHA,24,F,69,69,50.8,3.8,6.8,56.1,60.1,-4.0,32.8,0.8
Kyrie Irving,DAL,31,G,54,54,51.0,3.5,6.8,51.6,58.2,-6.6,37.1,0.2
Kevon Looney,GSW,27,F,75,75,47.7,3.8,6.8,56.9,61.1,-4.2,23.7,0.2
Drew Eubanks,POR,26,F-C,71,70,56.7,3.9,6.7,57.9,60.8,-2.8,19.5,1.0
Draymond Green,GSW,33,F,66,66,44.2,3.5,6.7,51.5,60.8,-9.3,31.4,0.3
Dejounte Murray,ATL,26,G,67,66,54.8,4.0,6.7,60.3,58.8,1.4,36.4,0.1
Josh Hart,NYK,28,G,69,69,49.6,3.9,6.6,59.5,60.1,-0.6,32.6,0.1
Christian Wood,DAL,27,F,61,61,53.5,3.6,6.6,55.0,59.9,-4.9,26.7,0.6
Isaiah Stewart,DET,21,F-C,50,50,44.8,3.8,6.6,57.1,61.4,-4.2,28.3,0.4
Mark Williams,CHA,21,C,37,36,59.5,3.8,6.5,57.9,60.5,-2.6,17.8,0.5
Dorian Finney-Smith,BKN,29,F,60,59,49.4,3.6,6.5,55.2,60.3,-5.2,30.8,0.4
Paul George,LAC,32,F,56,56,46.7,3.8,6.5,59.3,60.1,-0.8,34.6,0.1
Paolo Banchero,ORL,20,F,67,67,48.3,3.8,6.4,59.1,60.1,-1.0,34.0,0.3
Deni Avdija,WAS,22,F,72,72,50.8,3.6,6.4,57.0,59.2,-2.2,26.2,0.2
Jordan Clarkson,UTA,30,G,61,61,53.9,3.4,6.3,54.3,58.5,-4.2,32.6,0.1
Harrison Barnes,SAC,30,F,74,74,45.7,3.8,6.3,60.4,60.1,0.3,32.7,0.1
Julius Randle,NYK,28,F-C,75,75,43.7,3.8,6.3,60.9,59.3,1.5,35.9,0.2
Caleb Martin,MIA,27,F,64,64,47.7,3.9,6.3,61.8,58.5,3.3,29.7,0.2
Mikal Bridges,BKN,26,F,56,56,47.9,3.5,6.3,56.9,58.8,-2.0,36.0,0.4
Joshua Primo,SAS,20,G,4,4,61.0,4.0,6.3,64.0,55.7,8.3,23.2,0.5
Karl-Anthony Towns,MIN,27,C-F,22,22,45.5,3.1,6.2,50.0,58.0,-8.0,33.4,0.3
Santi Aldama,MEM,22,F-C,70,70,52.8,3.6,6.1,58.8,59.4,-0.6,22.0,0.4
Kevin Porter Jr.,HOU,22,G-F,52,52,41.3,4.0,6.1,65.3,59.0,6.3,34.0,0.1
Andrew Wiggins,GSW,28,F,37,36,45.4,3.4,6.1,56.0,59.2,-3.2,32.2,0.2
Jaylen Brown,BOS,26,G-F,62,62,48.1,3.5,6.1,56.8,59.6,-2.9,36.1,0.3
LaMelo Ball,CHA,21,G,36,35,46.4,3.8,6.1,61.6,58.0,3.6,35.2,0.2
Jaden McDaniels,MIN,22,F,71,70,45.8,3.3,6.1,54.7,58.7,-4.1,30.9,0.5
Nick Richards,CHA,25,C,59,57,56.9,3.4,6.0,56.6,62.1,-5.5,18.5,0.8
Bogdan Bogdanovic,ATL,30,G,48,48,44.9,3.5,6.0,58.1,59.2,-1.0,28.3,0.1
Keldon Johnson,SAS,23,F-G,61,60,52.4,3.7,6.0,61.5,60.3,1.3,32.8,0.1
Naz Reid,MIN,23,C-F,65,64,57.9,3.4,6.0,56.8,60.3,-3.4,18.2,0.4
Tre Jones,SAS,23,G,60,59,50.8,3.6,6.0,59.9,58.4,1.6,29.2,0.1
Jaden Ivey,DET,21,G,66,65,50.9,3.6,5.9,61.4,59.2,2.2,30.6,0.2
Kyle Kuzma,WAS,27,F,64,63,48.3,3.2,5.9,53.4,59.3,-5.8,35.0,0.2
Jrue Holiday,MIL,32,G,62,62,42.4,3.3,5.9,56.3,59.2,-2.9,32.7,0.1
Kevin Huerter,SAC,24,G-F,68,67,49.9,3.7,5.9,62.3,58.6,3.8,29.6,0.2
Anthony Edwards,MIN,21,G,71,71,46.2,3.4,5.9,58.4,58.5,-0.1,36.0,0.4
Killian Hayes,DET,21,G,68,67,51.1,3.5,5.8,59.5,59.4,0.2,27.4,0.1
Tyler Herro,MIA,23,G,61,61,46.1,3.5,5.8,60.8,58.6,2.2,35.3,0.1
CJ McCollum,NOP,31,G,65,65,43.6,3.7,5.8,63.8,59.1,4.7,35.1,0.2
Austin Reaves,LAL,24,G,56,54,44.1,3.3,5.8,56.4,57.5,-1.1,28.1,0.1
Jeremy Sochan,SAS,19,F,56,56,50.5,3.2,5.8,55.9,60.0,-4.2,26.0,0.3
Mike Conley,MIN,35,G,59,59,49.7,3.4,5.8,59.2,58.3,1.0,30.2,0.1
De'Anthony Melton,PHI,24,G,71,71,46.9,3.4,5.8,58.7,58.1,0.6,28.2,0.3
Jarred Vanderbilt,LAL,23,F,70,69,52.1,3.5,5.8,60.8,60.4,0.4,24.4,0.1
Giannis Antetokounmpo,MIL,28,F,58,58,44.8,2.7,5.7,47.1,60.7,-13.6,32.2,0.4
Jeremiah Robinson-Earl,OKC,22,F,38,37,58.1,3.2,5.7,55.5,60.5,-5.0,19.2,0.2
RJ Barrett,NYK,22,F-G,67,67,42.2,3.2,5.7,55.5,58.4,-3.0,34.0,0.1
Dwight Powell,DAL,31,F-C,69,69,51.0,3.4,5.7,58.7,60.4,-1.7,19.9,0.2
Thomas Bryant,DEN,25,C-F,56,53,54.0,3.7,5.7,64.3,60.5,3.8,18.6,0.3
Ben Simmons,BKN,26,G-F,42,42,54.3,3.2,5.7,56.1,60.0,-4.0,26.3,0.3
Ja Morant,MEM,23,G,55,55,48.7,3.0,5.7,53.7,58.6,-4.9,32.1,0.2
Marvin Bagley III,DET,24,F,36,35,48.7,3.4,5.6,59.6,62.0,-2.4,23.5,0.5
James Harden,PHI,33,G,53,52,43.5,3.3,5.6,57.9,59.2,-1.3,36.9,0.2
De'Aaron Fox,SAC,25,G,66,66,41.9,3.5,5.6,63.2,58.9,4.3,33.8,0.1
James Wiseman,DET,21,C,36,35,57.5,3.7,5.6,66.0,62.0,4.0,18.4,0.5
Precious Achiuwa,TOR,23,F,47,46,54.5,3.3,5.5,59.8,60.4,-0.7,21.4,0.5
Jayson Tatum,BOS,25,F-G,69,69,45.9,3.3,5.5,58.7,58.6,0.1,37.3,0.3
De'Andre Hunter,ATL,25,F-G,63,63,43.6,3.3,5.5,58.7,59.7,-1.0,31.9,0.1
DeMar DeRozan,CHI,33,G-F,66,66,46.1,3.3,5.5,60.0,59.7,0.3,36.5,0.3
Aaron Gordon,DEN,27,F,62,62,50.8,3.2,5.5,57.3,59.4,-2.1,30.1,0.4
Damian Lillard,POR,32,G,58,57,49.3,3.5,5.5,63.5,59.4,4.1,36.3,0.1
Bruce Brown,DEN,26,G-F,73,72,45.5,3.2,5.5,58.0,58.5,-0.5,28.1,0.1
Terry Rozier,CHA,29,G,62,60,43.2,3.4,5.4,62.9,58.1,4.8,35.3,0.1
Devin Vassell,SAS,22,G-F,37,37,57.3,3.1,5.4,57.2,58.4,-1.2,31.2,0.2
Dennis Schroder,LAL,29,G,60,60,43.7,3.4,5.4,61.8,57.8,4.1,30.6,0.0
Dillon Brooks,MEM,27,G-F,66,65,43.0,2.9,5.4,52.7,59.0,-6.3,30.3,0.1
Kawhi Leonard,LAC,31,F,45,45,44.9,2.8,5.4,52.7,60.6,-7.9,33.8,0.2
Bobby Portis,MIL,28,F,63,63,49.0,3.2,5.3,59.5,60.2,-0.7,25.9,0.0
Devin Booker,PHX,26,G,47,46,42.4,3.1,5.3,58.8,59.8,-1.0,34.6,0.2
Immanuel Quickley,NYK,23,G,74,74,46.5,2.9,5.3,55.1,57.9,-2.8,28.5,0.1
Zach LaVine,CHI,28,G,69,69,40.9,2.9,5.3,55.1,58.2,-3.1,36.3,0.2
O.G. Anunoby,TOR,25,F,60,60,46.3,2.9,5.3,53.9,60.3,-6.4,35.6,0.3
Troy Brown Jr.,LAL,23,G-F,68,68,46.9,3.2,5.3,61.2,59.4,1.8,24.8,0.1
Trendon Watford,POR,22,F,54,49,54.4,3.2,5.3,60.2,59.6,0.6,19.0,0.1
Patrick Williams,CHI,21,F,73,73,47.9,2.9,5.3,54.2,59.6,-5.4,28.5,0.4
Spencer Dinwiddie,BKN,29,G,72,71,47.4,3.1,5.3,58.7,59.7,-1.0,34.5,0.1
Jalen Williams,OKC,21,G-F,68,68,55.0,3.2,5.2,60.7,59.3,1.3,30.0,0.4
Corey Kispert,WAS,24,F,66,66,51.5,3.1,5.2,59.2,58.2,1.0,27.8,0.1
Donte DiVincenzo,GSW,26,G,65,63,46.7,3.1,5.2,60.5,58.7,1.8,26.4,0.1
D'Angelo Russell,LAL,27,G,65,65,46.4,3.0,5.2,58.4,57.6,0.8,32.5,0.2
Bennedict Mathurin,IND,20,G-F,71,71,52.3,2.9,5.2,56.6,59.2,-2.5,27.8,0.1
LeBron James,LAL,38,F,47,46,46.6,3.0,5.2,58.2,60.5,-2.3,36.1,0.3
Mitchell Robinson,NYK,24,C-F,53,53,44.3,2.9,5.2,56.7,60.6,-3.9,27.3,1.2
Bojan Bogdanovic,DET,33,F,59,58,46.2,3.4,5.2,64.9,59.9,5.0,32.1,0.1
Tobias Harris,PHI,30,F,69,67,48.6,3.1,5.1,60.0,59.2,0.8,33.1,0.2
Isaiah Hartenstein,NYK,24,C-F,75,73,52.1,2.8,5.1,55.2,60.5,-5.3,19.6,0.5
Xavier Tillman,MEM,24,F,52,50,52.1,2.8,5.1,54.5,60.2,-5.7,18.3,0.2
Herbert Jones,NOP,24,F,56,54,45.1,3.3,5.1,64.4,59.5,4.9,29.0,0.2
Jalen Green,HOU,21,G,68,65,43.4,3.0,5.1,59.9,59.4,0.5,34.1,0.1
Jalen Brunson,NYK,26,G,65,65,39.9,3.0,5.1,60.2,57.0,3.2,35.0,0.1
Jamal Murray,DEN,26,G,60,60,40.8,3.4,5.0,66.3,58.3,8.0,33.1,0.1
Tim Hardaway Jr.,DAL,31,G-F,65,65,43.5,3.1,5.0,60.7,59.3,1.4,30.2,0.1
Trey Murphy III,NOP,22,F,69,68,45.4,3.3,5.0,65.5,59.5,6.1,30.1,0.2
Trae Young,ATL,24,G,67,66,47.9,2.9,5.0,56.8,57.3,-0.5,34.8,0.1
Cameron Johnson,BKN,27,F,35,33,46.2,3.0,5.0,59.7,59.8,-0.2,28.0,0.2
Patrick Beverley,CHI,34,G,59,59,45.9,3.3,5.0,65.9,59.7,6.2,27.3,0.2
Jerami Grant,POR,29,F,63,63,44.1,2.9,5.0,58.7,59.9,-1.2,35.7,0.5
Delon Wright,WAS,30,G,45,45,48.6,3.0,5.0,60.4,58.4,2.1,23.8,0.1
Jared Butler,OKC,22,G,1,1,45.5,3.0,5.0,60.0,48.7,11.3,9.5,0
Kris Dunn,UTA,29,G,14,13,47.9,2.6,5.0,52.9,58.4,-5.5,22.8,0.2
Andrew Nembhard,IND,23,G-F,68,65,45.2,2.6,5.0,52.5,58.6,-6.1,27.2,0.1
Caris LeVert,CLE,28,G,69,69,47.7,2.7,5.0,54.4,58.6,-4.2,30.0,0.1
Jalen Smith,IND,23,F-C,62,59,55.5,2.9,5.0,57.3,60.2,-2.9,18.2,0.6
Chris Paul,PHX,37,G,53,53,45.3,2.8,5.0,56.4,59.2,-2.8,32.0,0.1
Stephen Curry,GSW,35,G,49,49,43.5,2.8,5.0,57.0,58.4,-1.4,34.8,0.1
Kyle Anderson,MIN,29,F-G,60,59,46.7,2.7,5.0,55.0,58.7,-3.7,27.9,0.5
Isaiah Livers,DET,24,F,47,45,54.6,2.7,4.9,54.7,58.5,-3.8,22.6,0.2
Moritz Wagner,ORL,25,F-C,51,50,46.5,3.3,4.9,65.9,60.8,5.1,20.3,0.1
Kyle Lowry,MIA,37,G,50,50,44.1,3.0,4.9,61.5,59.6,1.9,32.4,0.2
Zion Williamson,NOP,22,F,28,28,40.4,2.8,4.9,55.8,59.1,-3.3,33.0,0.3
Reggie Bullock,DAL,32,G-F,71,69,48.5,3.0,4.9,61.7,59.6,2.1,30.7,0.1
Isaiah Jackson,IND,21,F,56,55,56.8,2.8,4.9,56.9,59.8,-2.9,15.6,0.8
Keegan Murray,SAC,22,F,72,71,50.9,3.0,4.9,60.2,58.4,1.8,29.7,0.3
Dyson Daniels,NOP,20,G,49,47,50.7,2.8,4.9,57.1,58.6,-1.6,18.5,0.1
Tyrese Haliburton,IND,23,G,56,56,48.2,3.0,4.9,61.2,58.9,2.3,33.7,0.1
Monte Morris,WAS,27,G,60,58,50.0,3.0,4.9,60.8,58.0,2.8,27.6,0.0
Franz Wagner,ORL,21,F,73,73,41.9,3.0,4.9,62.4,60.2,2.2,32.9,0.1
Kelly Oubre Jr.,CHA,27,F-G,47,47,44.2,2.9,4.9,59.0,59.1,-0.2,32.2,0.3
Brandon Ingram,NOP,25,F,35,35,44.7,2.8,4.9,58.2,60.1,-1.9,33.2,0.1
Wenyen Gabriel,LAL,25,F,58,57,56.4,2.5,4.9,52.5,60.0,-7.5,15.4,0.3
Marcus Morris Sr.,LAC,33,F,64,63,47.2,2.9,4.8,59.7,59.7,0.0,28.2,0.2
Aaron Nesmith,IND,23,G-F,66,66,48.3,2.9,4.8,60.7,60.5,0.2,24.7,0.2
Jonathan Kuminga,GSW,20,F,59,58,49.1,2.7,4.8,56.2,59.7,-3.5,20.6,0.2
Torrey Craig,PHX,32,F,71,70,46.4,2.6,4.8,54.8,59.6,-4.8,25.4,0.4
Quentin Grimes,NYK,22,G,63,60,41.6,2.8,4.8,58.6,58.5,0.1,29.1,0.2
Anthony Lamb,GSW,25,F,55,54,51.6,2.5,4.8,53.1,57.9,-4.9,19.9,0.1
Grayson Allen,MIL,27,G,68,68,46.4,2.9,4.8,60.5,58.7,1.8,27.6,0.1
Luguentz Dort,OKC,23,G,67,66,38.5,2.8,4.8,58.9,58.6,0.4,30.5,0.2
John Konchar,MEM,27,G,65,63,50.3,2.6,4.7,55.7,57.8,-2.1,21.0,0.2
Alex Caruso,CHI,29,G,60,59,41.7,2.6,4.7,55.1,58.2,-3.0,23.9,0.3
Darius Garland,CLE,23,G,64,64,44.1,2.8,4.7,58.8,58.1,0.7,35.2,0.1
Bradley Beal,WAS,29,G,50,47,40.9,2.6,4.7,54.9,59.2,-4.3,33.5,0.2
Jae Crowder,MIL,32,F,11,11,56.0,2.4,4.6,51.0,57.6,-6.6,18.6,0.1
Bismack Biyombo,PHX,30,C,53,52,58.6,2.2,4.6,48.0,60.6,-12.7,13.8,0.9
Jock Landale,PHX,27,C,64,63,57.4,2.5,4.6,53.7,60.7,-7.0,14.2,0.2
Markelle Fultz,ORL,24,G,53,52,44.7,3.0,4.6,65.3,59.2,6.2,30.2,0.3
Dennis Smith Jr.,CHA,25,G,52,50,44.3,2.4,4.6,51.0,57.0,-5.9,25.7,0.2
Chris Duarte,IND,25,G,46,43,50.0,2.6,4.6,56.9,57.8,-0.9,19.8,0.1
Dean Wade,CLE,26,F-C,37,34,57.5,2.3,4.6,50.3,58.6,-8.3,19.9,0.3
Desmond Bane,MEM,24,G,51,51,41.2,2.6,4.6,56.2,58.7,-2.4,31.2,0.1
Nicolas Batum,LAC,34,G-F,70,66,53.4,2.6,4.6,56.9,59.4,-2.5,21.7,0.3
Jalen McDaniels,PHI,25,F-C,71,67,42.9,2.6,4.6,57.4,59.1,-1.7,24.3,0.3
Max Strus,MIA,26,G-F,73,71,39.3,2.8,4.5,61.7,58.9,2.8,29.0,0.1
Aaron Wiggins,OKC,24,G,60,58,50.8,2.6,4.5,57.4,57.4,0.0,18.3,0.1
Klay Thompson,GSW,33,G,63,63,45.8,2.8,4.5,63.5,60.4,3.1,33.0,0.1
Cam Reddish,POR,23,F-G,38,38,44.4,2.6,4.5,58.2,59.6,-1.4,24.9,0.2
Malik Beasley,LAL,26,G,73,70,48.7,2.8,4.4,62.3,58.9,3.4,26.5,0.0
Grant Williams,BOS,24,F,71,67,42.4,2.7,4.4,61.0,59.2,1.8,26.6,0.1
Kevin Love,MIA,34,F-C,56,55,51.2,2.8,4.4,62.1,60.5,1.6,20.4,0.1
Jaylin Williams,OKC,20,F,42,40,46.5,3.0,4.4,67.2,60.8,6.4,18.1,0.1
Ayo Dosunmu,CHI,23,G,71,68,44.3,2.6,4.4,58.1,58.2,-0.1,26.8,0.2
Cole Anthony,ORL,22,G,54,51,41.7,2.6,4.4,60.3,58.5,1.8,25.6,0.2
Brandon Clarke,MEM,26,F,56,56,54.2,2.2,4.4,50.6,59.9,-9.3,19.5,0.3
Darius Bazley,PHX,22,F,40,40,52.1,2.4,4.3,55.2,60.8,-5.6,14.5,0.5
Russell Westbrook,LAC,34,G,65,64,44.6,2.5,4.3,57.8,59.4,-1.6,28.9,0.2
Yuta Watanabe,BKN,28,G-F,50,47,53.6,2.5,4.3,58.1,58.6,-0.6,17.0,0.1
Nikola Jovic,MIA,19,F,12,12,54.7,2.7,4.3,61.5,61.9,-0.4,13.6,0.1
Kentavious Caldwell-Pope,DEN,30,G,71,70,46.1,2.9,4.3,67.3,57.7,9.6,31.7,0.1
Robert Williams III,BOS,25,C-F,30,30,39.3,2.3,4.3,53.5,59.4,-5.9,23.8,0.5
Terance Mann,LAC,26,G-F,73,72,49.1,2.6,4.3,59.7,59.8,0.0,23.1,0.2
Pat Connaughton,MIL,30,G,56,54,45.2,2.1,4.3,49.2,60.0,-10.8,24.7,0.0
Willy Hernangomez,NOP,28,C-F,33,32,57.4,2.9,4.2,67.1,61.1,6.0,12.8,0.2
Mike Muscala,BOS,31,F-C,55,54,54.7,2.5,4.2,59.3,60.9,-1.6,14.6,0.2
Luke Kornet,BOS,27,C-F,57,52,51.0,2.3,4.2,54.2,59.4,-5.2,11.5,0.3
Charles Bassey,SAS,22,C-F,33,31,53.7,2.3,4.2,55.1,60.9,-5.8,14.5,0.7
Jimmy Butler,MIA,33,F,60,56,38.9,2.8,4.2,65.7,59.1,6.6,33.4,0.1
Justise Winslow,POR,26,F-G,29,28,47.8,2.1,4.2,51.2,59.9,-8.7,26.8,0.2
Gordon Hayward,CHA,33,F,48,45,42.0,2.3,4.2,54.5,59.5,-5.0,31.5,0.1
Christian Koloko,TOR,22,C,48,46,58.2,2.2,4.2,52.3,60.1,-7.8,14.0,0.5
Nerlens Noel,BKN,28,C-F,14,14,54.7,2.9,4.1,69.0,61.2,7.8,11.5,0.4
Chuma Okeke,ORL,24,F,21,21,52.7,2.8,4.1,66.7,60.6,6.1,18.8,0.3
Jarrett Culver,ATL,24,G-F,8,7,50.8,2.8,4.1,66.7,59.5,7.2,13.7,0.1
Michael Porter Jr.,DEN,24,F,57,57,48.0,2.5,4.1,61.3,59.1,2.2,29.0,0.3
Keita Bates-Diop,SAS,27,F,58,54,46.1,2.4,4.1,59.0,60.2,-1.2,21.1,0.1
Saddiq Bey,ATL,23,F,68,63,50.3,2.7,4.1,65.5,59.9,5.6,27.9,0.0
Jordan Poole,GSW,23,G,75,75,41.7,2.5,4.1,60.3,58.9,1.4,30.5,0.1
Donovan Mitchell,CLE,26,G,63,62,41.6,2.7,4.1,65.8,58.3,7.4,35.5,0.3
Reggie Jackson,DEN,32,G,61,60,38.6,2.3,4.1,57.7,57.7,-0.1,24.6,0.0
Jalen Suggs,ORL,21,G,45,44,41.8,2.5,4.1,62.3,60.0,2.3,23.6,0.2
Marcus Smart,BOS,29,G,56,54,37.3,2.5,4.0,62.6,59.1,3.5,32.4,0.1
Tari Eason,HOU,21,F,74,73,47.0,2.4,4.0,60.2,59.1,1.1,21.0,0.2
AJ Griffin,ATL,19,F,64,63,50.6,2.4,4.0,59.3,59.1,0.2,19.4,0.1
Malcolm Brogdon,BOS,30,G,61,59,47.6,2.3,4.0,56.5,59.3,-2.8,25.8,0.1
Victor Oladipo,MIA,30,G,38,37,35.1,2.5,4.0,63.2,57.8,5.3,26.7,0.2
P.J. Tucker,PHI,37,F,68,67,40.5,2.5,4.0,61.4,60.2,1.2,25.8,0.1
Larry Nance Jr.,NOP,30,F-C,55,52,49.1,2.7,4.0,67.7,61.0,6.7,21.4,0.2
Otto Porter Jr.,TOR,29,F,8,7,55.2,2.8,4.0,68.8,58.6,10.2,18.2,0
Bol Bol,ORL,23,C-F,67,60,41.9,2.5,4.0,63.7,60.4,3.3,21.3,0.4
Jordan Goodwin,WAS,24,G,52,49,48.3,2.1,4.0,53.1,58.0,-4.8,17.1,0.2
Malaki Branham,SAS,19,F,58,55,50.6,2.5,4.0,63.8,58.9,4.9,23.1,0.1
John Wall,LAC,32,G,34,33,50.2,2.3,3.9,57.5,57.5,-0.1,22.2,0.1
Robert Covington,LAC,32,F,40,39,53.0,2.3,3.9,58.0,59.3,-1.4,16.0,0.4
Lonnie Walker IV,LAL,24,G-F,51,47,41.5,2.4,3.9,62.0,58.8,3.2,24.5,0.1
Kenrich Williams,OKC,28,G-F,53,52,50.6,2.3,3.9,58.0,58.6,-0.6,22.8,0.2
Cam Thomas,BKN,21,G,48,46,56.8,2.1,3.9,53.5,58.9,-5.4,16.6,0.1
Orlando Robinson,MIA,22,C,28,28,59.2,2.3,3.9,59.6,60.9,-1.3,13.7,0.2
Coby White,CHI,23,G,65,63,39.5,2.3,3.9,60.1,58.5,1.6,22.9,0.0
Naji Marshall,NOP,25,F,67,61,43.3,2.4,3.9,61.4,59.6,1.8,24.4,0.1
Josh Richardson,NOP,29,G,56,54,46.8,2.4,3.9,61.1,58.8,2.3,24.0,0.2
Gary Trent Jr.,TOR,24,G-F,63,63,46.0,2.3,3.9,58.4,58.4,0.0,32.6,0.1
Landry Shamet,PHX,26,G,33,32,46.2,2.2,3.9,57.5,58.3,-0.8,21.5,0.1
Mo Bamba,LAL,24,C,46,43,44.2,2.3,3.8,59.7,59.9,-0.3,16.2,0.4
Jericho Sims,NYK,24,C,47,46,50.9,2.2,3.8,58.7,61.5,-2.9,15.8,0.3
Rui Hachimura,LAL,25,F,56,54,45.8,1.9,3.8,50.9,59.7,-8.8,23.5,0.2
Joe Harris,BKN,31,G-F,67,63,50.0,2.1,3.8,56.1,59.7,-3.5,21.5,0.1
Damion Lee,PHX,30,G-F,69,69,49.6,2.3,3.8,61.9,59.7,2.3,20.7,0.0
Paul Reed,PHI,23,F,55,52,60.2,2.1,3.8,56.0,59.3,-3.2,10.3,0.3
