Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,STL,BLKP,Charges
Luol Deng,MIA,30,F,71,71,100,5.5,12.4,44.3,44.4,-0.2,33.6,0.9,0.1,0.06
Andrew Wiggins,MIN,20,F-G,81,81,100,5.8,12.4,47.3,44.1,3.2,36.2,1.0,0.4,0
Eric Bledsoe,PHX,25,G,81,81,100,5.3,12.3,43.0,43.7,-0.7,34.6,1.6,0.2,0.09
James Harden,HOU,25,G,80,80,100,5.2,12.2,42.3,44.4,-2.1,36.8,1.9,0.4,0.04
Marc Gasol,MEM,30,C,81,81,100,5.3,12.1,43.8,47.1,-3.3,33.2,0.9,0.7,0.1
Omer Asik,NOP,28,C,76,76,100,6.1,12.1,50.3,48.1,2.3,26.1,0.4,0.1,0.01
Channing Frye,ORL,32,F,75,75,100,6.1,11.9,51.2,46.3,4.9,24.9,0.6,0.1,0.01
Darren Collison,SAC,27,G,45,45,100,5.1,11.9,42.7,43.7,-1.0,34.8,1.5,0.2,0.2
Enes Freedom,OKC,23,C,75,75,100,6.0,11.9,50.2,46.9,3.3,NaN,NaN,NaN,NaN
Anderson Varejao,CLE,32,C,26,26,100,6.0,11.9,50.5,47.6,2.9,24.5,0.7,0.2,0.04
Donatas Motiejunas,HOU,24,F-C,70,70,100,5.4,11.7,45.7,45.9,-0.2,28.7,0.8,0.2,0.34
Al Horford,ATL,29,C-F,76,76,100,5.1,11.7,43.4,46.1,-2.8,30.5,0.9,0.5,0
Steven Adams,OKC,21,C,70,70,100,5.1,11.6,44.4,47.4,-3.0,25.3,0.5,0.4,0
Thaddeus Young,BKN,27,F,75,75,100,5.5,11.5,47.8,45.4,2.4,32.0,1.6,0.1,0.13
Rudy Gobert,UTA,23,C,82,82,100,4.9,11.5,42.9,47.1,-4.2,26.3,0.8,1.1,0.01
Kyle Korver,ATL,34,G,75,75,100,4.9,11.4,42.5,43.4,-0.9,32.2,0.7,0.3,0.09
Dwight Howard,HOU,29,C,40,40,100,5.3,11.4,46.4,46.8,-0.4,29.8,0.7,0.6,0
Zach Randolph,MEM,33,F,71,71,100,5.5,11.4,48.0,46.1,1.8,32.5,1.0,0.1,0.01
Kenneth Faried,DEN,25,F,75,75,100,5.5,11.4,48.3,46.3,2.0,27.8,0.8,0.1,0.15
Jonas Valanciunas,TOR,23,C,80,80,100,5.3,11.3,47.1,47.5,-0.4,26.2,0.4,0.3,0
DeMarre Carroll,ATL,28,F,70,70,100,5.1,11.3,45.3,44.2,1.1,31.3,1.3,0.1,0.09
Victor Oladipo,ORL,23,G,72,72,100,5.4,11.3,47.6,43.7,3.9,35.7,1.7,0.0,0.12
Dirk Nowitzki,DAL,37,F,77,77,100,5.4,11.3,48.2,46.0,2.3,29.6,0.5,0.1,0.01
Rudy Gay,SAC,28,F,68,68,100,4.9,11.3,43.5,44.5,-1.0,35.4,1.0,0.4,0.03
Tristan Thompson,CLE,24,C-F,81,81,100,5.3,11.3,47.4,46.0,1.4,26.8,0.4,0.2,0
Jimmy Butler,CHI,25,G-F,65,65,100,5.3,11.2,46.8,44.0,2.7,38.7,1.8,0.3,0.11
Amir Johnson,TOR,28,F,75,75,100,5.2,11.1,46.6,46.0,0.7,26.4,0.6,0.2,0.12
Ben McLemore,SAC,22,G,82,82,100,4.8,11.1,43.7,43.6,0.1,32.6,0.9,0.1,0.01
Taj Gibson,CHI,30,F,62,62,100,4.6,11.1,41.7,45.8,-4.1,27.3,0.6,0.4,0.02
Matt Barnes,LAC,35,F,76,76,100,4.7,11.0,42.7,44.2,-1.6,29.9,0.9,0.3,0.03
Markieff Morris,PHX,25,F,82,82,100,5.1,11.0,46.3,46.1,0.2,31.5,1.2,0.2,0.2
Wilson Chandler,DEN,28,F,78,78,100,4.9,11.0,44.3,44.6,-0.2,31.7,0.7,0.1,0
Roy Hibbert,IND,28,C,76,76,100,4.6,11.0,41.8,47.2,-5.5,25.4,0.2,0.5,0.11
Alex Len,PHX,22,C,69,69,100,5.0,10.9,46.0,47.0,-1.0,22.0,0.5,0.5,0.01
Jrue Holiday,NOP,25,G,40,40,100,4.7,10.9,42.7,43.7,-1.1,32.6,1.6,0.3,0.05
Andrew Bogut,GSW,30,C,67,67,100,4.5,10.9,41.6,47.7,-6.2,23.6,0.6,0.4,0.06
Tobias Harris,ORL,22,F,68,68,100,4.7,10.9,43.4,44.4,-1.0,34.8,1.0,0.2,0.03
Kyrie Irving,CLE,23,G,74,74,100,5.1,10.9,47.0,43.6,3.4,36.4,1.5,0.2,0.07
Ricky Rubio,MIN,24,G,22,22,100,4.6,10.8,42.9,44.1,-1.2,31.5,1.7,0.0,0.14
Luc Mbah a Moute,PHI,28,F,67,67,100,4.6,10.8,42.5,45.3,-2.8,28.6,1.2,0.1,0.01
Kyle Lowry,TOR,29,G,70,70,100,4.7,10.8,43.6,43.8,-0.3,34.5,1.6,0.0,0.37
Mike Conley,MEM,27,G,70,70,100,4.8,10.7,44.8,43.2,1.6,31.8,1.3,0.1,0.06
Nikola Pekovic,MIN,29,C,30,30,100,5.3,10.7,49.5,47.4,2.2,26.3,0.6,0.1,0
Jared Sullinger,BOS,23,F,58,58,100,4.9,10.7,45.6,45.8,-0.1,27.0,0.8,0.3,0.12
Langston Galloway,NYK,23,G,44,44,100,4.3,10.6,40.4,43.2,-2.8,32.4,1.2,0.1,0.09
Damian Lillard,POR,24,G,82,82,100,4.8,10.5,45.6,43.7,1.9,35.7,1.2,0.2,0.1
Monta Ellis,DAL,29,G,80,80,100,4.4,10.5,41.9,43.2,-1.4,33.7,1.9,0.1,0.35
Tyreke Evans,NOP,25,G-F,79,79,100,4.7,10.5,45.1,43.9,1.2,34.1,1.3,0.2,0.04
Tyler Zeller,BOS,25,C-F,82,82,100,4.9,10.4,46.8,47.8,-0.9,21.1,0.2,0.2,0.13
George Hill,IND,29,G,43,43,100,4.1,10.4,39.1,43.0,-3.8,29.5,1.0,0.1,0.05
Bradley Beal,WAS,22,G,63,63,100,4.6,10.4,44.3,43.4,0.8,33.5,1.2,0.1,0.05
Derrick Rose,CHI,26,G,51,51,100,4.5,10.3,43.3,43.6,-0.2,30.0,0.7,0.2,0.14
Alec Burks,UTA,23,G,27,27,100,5.3,10.3,51.3,44.6,6.7,33.3,0.6,0.1,0
Jeff Green,MEM,28,F,78,78,100,4.5,10.2,44.2,44.3,-0.1,31.5,0.7,0.2,0.05
Nicolas Batum,POR,26,F,71,71,100,4.4,10.2,43.3,44.3,-1.0,33.5,1.1,0.2,0.01
Kelly Olynyk,BOS,24,C-F,64,64,100,4.7,10.2,45.8,45.7,0.1,22.2,1.0,0.2,0.09
Andrea Bargnani,NYK,29,C-F,29,29,100,5.3,10.2,52.2,46.0,6.2,27.1,0.1,0.4,0.07
Danny Green,SAS,28,G-F,81,81,100,4.4,10.2,43.1,43.6,-0.5,28.5,1.2,0.3,0.06
Ed Davis,LAL,26,F,79,79,100,4.8,10.1,47.7,46.0,1.7,23.3,0.6,0.3,0
Reggie Jackson,DET,25,G,77,77,100,4.6,10.1,45.5,43.7,1.8,29.5,0.8,0.1,0.04
John Wall,WAS,24,G,79,79,100,4.3,10.1,43.1,43.3,-0.2,35.9,1.7,0.3,0.05
Boris Diaw,SAS,33,C-F,81,81,100,4.7,10.0,46.7,45.1,1.7,24.5,0.4,0.1,0
Mo Williams,CHA,32,G,67,67,100,4.3,10.0,43.5,43.2,0.3,29.1,0.7,0.1,0.06
Jarrett Jack,BKN,31,G,79,79,100,4.2,9.9,42.5,43.0,-0.5,28.0,0.9,0.1,0.03
Giannis Antetokounmpo,MIL,20,F,80,80,100,4.4,9.9,44.1,44.3,-0.2,31.4,0.9,0.2,0
Evan Turner,BOS,26,G-F,82,82,100,4.4,9.9,44.4,43.9,0.5,27.6,1.0,0.1,0
Cody Zeller,CHA,22,F-C,62,62,100,4.3,9.9,43.6,46.0,-2.3,24.0,0.5,0.2,0.03
Ryan Anderson,NOP,27,F,61,61,100,4.8,9.9,48.9,45.6,3.4,27.5,0.5,0.1,0.08
Zaza Pachulia,MIL,31,C,72,72,100,4.5,9.9,46.0,47.3,-1.3,23.7,1.1,0.1,0
JJ Redick,LAC,31,G,78,78,100,4.3,9.9,44.0,44.0,0.0,30.9,0.5,0.0,0.15
Klay Thompson,GSW,25,G,77,77,100,4.1,9.9,41.7,43.4,-1.7,31.9,1.1,0.5,0.01
Henry Walker,MIA,27,F,23,23,100,4.4,9.9,44.9,44.7,0.2,26.2,1.0,0.2,0.25
P.J. Tucker,PHX,30,F-G,78,78,100,4.3,9.9,43.7,44.9,-1.2,NaN,NaN,NaN,NaN
Patrick Patterson,TOR,26,F,81,81,100,4.5,9.8,45.5,44.5,1.0,26.6,0.7,0.1,0.05
Stephen Curry,GSW,27,G,80,80,100,4.1,9.8,41.6,43.1,-1.5,32.7,2.0,0.2,0.15
Larry Sanders,MIL,26,C,27,27,100,4.6,9.8,46.6,47.5,-0.9,21.7,1.0,0.3,0.04
Wesley Matthews,POR,28,G,60,60,100,4.0,9.7,41.4,43.7,-2.3,33.7,1.3,0.1,0.17
Solomon Hill,IND,24,F,82,82,100,4.3,9.7,43.9,43.8,0.1,29.0,0.8,0.1,0.05
Elfrid Payton,ORL,21,G,82,82,100,4.6,9.7,47.9,43.0,4.9,30.4,1.7,0.1,0.01
Hassan Whiteside,MIA,26,C,45,45,100,4.3,9.7,44.1,46.7,-2.6,23.8,0.6,1.1,0
Goran Dragic,MIA,29,G,78,78,100,4.2,9.6,43.7,43.1,0.6,33.8,1.0,0.1,0.1
Joe Johnson,BKN,34,F-G,80,80,100,4.3,9.4,45.3,43.9,1.4,34.9,0.7,0.1,0
Jabari Parker,MIL,20,F,25,25,100,4.8,9.4,50.6,44.5,6.1,29.6,1.2,0.1,0
Jason Thompson,SAC,28,F,81,81,100,4.5,9.4,48.1,46.9,1.2,24.6,0.4,0.3,0.06
Arron Afflalo,POR,29,G,78,78,100,4.0,9.4,42.3,43.6,-1.3,32.1,0.5,0.0,0
Brandon Knight,PHX,23,G,62,62,100,4.0,9.3,43.2,43.1,0.1,32.3,1.4,0.1,0.05
Harrison Barnes,GSW,23,F,82,82,100,4.2,9.3,45.3,44.3,1.0,28.3,0.7,0.1,0.01
Chris Paul,LAC,30,G,82,82,100,3.9,9.3,42.4,43.8,-1.4,34.9,1.9,0.1,0.02
Patrick Beverley,HOU,26,G,56,56,100,4.1,9.3,44.8,44.3,0.5,30.8,1.1,0.2,0.12
David West,IND,34,F,66,66,100,4.3,9.2,46.6,45.4,1.2,28.7,0.7,0.3,0.02
Khris Middleton,MIL,23,G-F,78,78,100,3.7,9.2,40.3,43.9,-3.5,30.1,1.5,0.1,0.04
Trevor Ariza,HOU,29,F,81,81,100,4.5,9.2,49.0,44.5,4.5,35.7,1.9,0.1,0.06
Mason Plumlee,BKN,25,C-F,78,78,100,4.7,9.2,51.3,47.2,4.1,21.3,0.8,0.1,0.01
Jeremy Lin,LAL,26,G,74,74,100,4.2,9.2,45.5,43.5,2.0,25.8,1.1,0.1,0.09
Mirza Teletovic,BKN,29,F,40,40,100,4.0,9.1,44.4,45.1,-0.7,22.3,0.3,0.1,0.03
Trey Burke,UTA,22,G,76,76,100,4.1,9.1,45.2,43.5,1.7,30.1,0.9,0.2,0
Michael Kidd-Gilchrist,CHA,21,F,55,55,100,3.9,9.1,43.1,43.9,-0.8,28.9,0.5,0.1,0.16
Terrence Ross,TOR,24,F-G,82,82,100,4.2,9.1,46.5,43.6,2.9,25.5,0.6,0.1,0.05
Michael Carter-Williams,MIL,23,G,66,66,100,4.0,9.1,44.5,43.8,0.7,32.6,1.7,0.2,0.05
Kevin Durant,OKC,26,F,27,27,100,3.7,9.0,40.6,44.4,-3.9,33.8,0.9,0.5,0.07
Adreian Payne,MIN,24,F-C,32,32,100,5.1,9.0,56.3,46.8,9.4,23.1,0.6,0.1,0
Kawhi Leonard,SAS,24,F,64,64,100,3.9,9.0,43.4,44.6,-1.2,31.8,2.3,0.3,0
John Henson,MIL,24,C-F,66,66,100,3.9,9.0,43.9,45.9,-1.9,18.3,0.4,0.5,0.03
Tiago Splitter,SAS,30,C,52,52,100,4.0,9.0,44.2,47.0,-2.7,19.8,0.7,0.3,0.1
Tyler Johnson,MIA,23,G,28,28,100,3.8,8.9,42.4,42.6,-0.2,18.8,1.0,0.2,0
Ty Lawson,DEN,27,G,75,75,100,4.2,8.9,46.6,43.3,3.3,35.5,1.2,0.1,0.01
Deron Williams,BKN,31,G,68,68,100,4.0,8.9,45.4,43.3,2.1,31.1,0.9,0.1,0.07
Kentavious Caldwell-Pope,DET,22,G,82,82,100,4.1,8.9,46.0,43.6,2.4,31.5,1.1,0.1,0.04
Kobe Bryant,LAL,36,G,35,35,100,4.3,8.9,48.2,44.4,3.8,34.5,1.3,0.0,0
DeMar DeRozan,TOR,25,G,60,60,100,4.2,8.9,47.4,44.3,3.1,35.0,1.2,0.1,0.03
Kevin Martin,MIN,32,G,38,38,100,3.9,8.9,43.6,43.3,0.3,33.4,0.8,0.0,0.05
Paul Pierce,WAS,37,F,73,73,100,3.6,8.9,40.6,44.0,-3.3,26.2,0.6,0.2,0.04
Ian Mahinmi,IND,28,C,60,60,100,4.1,8.8,46.1,45.8,0.3,18.8,0.5,0.2,0.03
Courtney Lee,MEM,29,G,77,77,100,4.0,8.8,45.7,43.4,2.3,30.6,1.0,0.1,0.04
Nene,WAS,32,F-C,67,67,100,4.0,8.7,46.4,45.9,0.5,25.3,1.0,0.1,0.09
Robert Covington,PHI,24,F,69,69,100,4.0,8.7,45.8,44.4,1.4,27.9,1.4,0.1,0.01
Chandler Parsons,DAL,26,F,66,66,100,4.0,8.7,45.6,43.9,1.8,33.1,1.0,0.1,0.11
Amar'e Stoudemire,DAL,32,C-F,58,58,100,4.1,8.7,46.8,47.8,-1.0,21.1,0.5,0.1,0.05
Gerald Henderson,CHA,27,G-F,80,80,100,3.7,8.7,42.2,43.2,-1.0,28.9,0.6,0.1,0.11
Marcus Morris Sr.,PHX,25,F,81,81,100,3.8,8.7,44.1,44.0,0.1,NaN,NaN,NaN,NaN
Chris Kaman,POR,33,C,74,74,100,4.2,8.7,48.6,47.1,1.5,18.9,0.2,0.1,0
Dion Waiters,OKC,23,G,79,79,100,3.8,8.7,43.8,43.6,0.2,27.6,1.1,0.1,0
Carmelo Anthony,NYK,31,F,39,39,100,4.0,8.7,45.9,44.3,1.5,35.7,1.0,0.1,0
Lou Amundson,NYK,32,F,49,49,100,4.3,8.7,49.2,47.4,1.7,17.7,0.4,0.2,0.09
Wesley Johnson,LAL,27,F,76,76,100,4.1,8.6,47.1,44.5,2.6,29.5,0.8,0.2,0
Quincy Pondexter,NOP,27,F-G,45,45,100,3.7,8.6,43.0,44.5,-1.5,23.9,0.3,0.1,0.03
JJ Hickson,DEN,26,F-C,73,73,100,4.2,8.6,48.3,46.4,1.9,19.3,0.5,0.0,0.01
Brandon Bass,BOS,30,F-C,81,81,100,4.0,8.6,46.7,45.4,1.3,23.5,0.5,0.2,0
Justin Hamilton,MIN,25,C,39,39,100,4.2,8.5,48.9,47.5,1.5,17.4,0.7,0.1,0.12
Marvin Williams,CHA,29,F,78,78,100,3.6,8.5,42.6,44.9,-2.3,26.1,0.9,0.1,0.01
Ryan Kelly,LAL,24,F,52,52,100,3.5,8.5,40.6,44.6,-4.0,23.7,0.6,0.3,0.02
Jusuf Nurkic,DEN,20,C,62,62,100,3.9,8.5,45.9,47.2,-1.3,17.8,0.8,0.5,0.03
Kyle Singler,OKC,27,F,78,78,100,3.9,8.4,46.5,44.4,2.1,21.8,0.6,0.1,0.04
Michael Beasley,MIA,26,F,24,24,100,3.6,8.4,42.8,45.4,-2.6,21.0,0.6,0.1,0.17
Avery Bradley,BOS,24,G,77,77,100,3.8,8.4,44.9,43.1,1.8,31.5,1.1,0.1,0
Mario Chalmers,MIA,29,G,79,79,100,3.5,8.3,41.7,43.5,-1.9,29.6,1.5,0.0,0.15
Marcus Smart,BOS,21,G,66,66,100,3.6,8.3,43.4,42.8,0.5,27.0,1.5,0.1,0.13
Jason Smith,NYK,29,F-C,81,81,100,3.8,8.3,45.7,45.9,-0.2,21.8,0.4,0.2,0.01
Iman Shumpert,CLE,25,G,60,60,100,3.5,8.3,42.4,43.4,-1.0,24.9,1.3,0.1,0.02
Kris Humphries,WAS,30,F,62,62,100,3.6,8.3,43.7,44.7,-1.0,21.0,0.5,0.1,0
Miles Plumlee,MIL,26,C-F,71,71,100,4.1,8.3,49.7,46.7,2.9,16.4,0.6,0.2,0.07
Brandan Wright,PHX,27,F,75,75,100,3.8,8.3,46.1,45.9,0.1,19.3,0.7,0.4,0
Tarik Black,LAL,23,C-F,62,62,100,4.2,8.3,50.3,46.3,3.9,19.0,0.3,0.1,0.03
Danilo Gallinari,DEN,26,F,59,59,100,4.0,8.3,47.8,44.2,3.6,24.2,0.8,0.2,0.17
Jose Calderon,NYK,33,G,41,41,100,4.4,8.2,53.6,43.1,10.5,30.2,0.7,0,0
Cole Aldrich,NYK,26,C,58,58,100,4.1,8.2,49.8,47.3,2.5,16.3,0.6,0.2,0
Jordan Clarkson,LAL,23,G,59,59,100,3.9,8.2,47.5,43.0,4.5,25.0,0.9,0.1,0
Jeff Teague,ATL,27,G,73,73,100,3.3,8.2,40.3,42.7,-2.3,30.5,1.7,0.3,0.1
Ersan Ilyasova,MIL,28,F,57,57,100,3.9,8.1,47.4,45.7,1.7,22.7,0.6,0.0,0.41
Nikola Mirotic,CHI,24,F,80,80,100,3.7,8.1,45.4,44.5,0.9,20.2,0.7,0.2,0.09
Dante Cunningham,NOP,28,F,66,66,100,3.9,8.1,47.6,44.6,3.0,25.0,0.7,0.0,0.02
Kirk Hinrich,CHI,34,G,66,66,100,3.5,8.1,43.1,42.8,0.3,24.4,0.7,0.1,0.17
Mike Dunleavy,CHI,34,F,63,63,100,3.3,8.1,40.7,43.8,-3.1,29.2,0.6,0.2,0.16
Rajon Rondo,DAL,29,G,67,67,100,3.5,8.0,44.0,44.0,0.0,29.7,1.3,0.1,0.16
Shane Larkin,NYK,22,G,75,75,100,3.5,8.0,44.1,42.7,1.4,24.5,1.2,0.1,0
Rasual Butler,WAS,36,F,69,69,100,3.5,8.0,43.7,42.9,0.8,20.1,0.4,0.2,0
Gordon Hayward,UTA,25,F,76,76,100,3.6,8.0,45.5,44.5,1.0,34.4,1.4,0.1,0.03
Eric Gordon,NOP,26,G,61,61,100,3.5,8.0,43.6,43.5,0.1,33.1,0.8,0.1,0
Tim Hardaway Jr.,NYK,23,G,68,68,100,3.8,7.9,48.4,43.6,4.8,24.0,0.3,0.0,0.01
Rodney Stuckey,IND,29,G,71,71,100,3.4,7.9,43.3,43.2,0.1,26.4,0.8,0.1,0.08
Samuel Dalembert,NYK,35,C,32,32,100,3.4,7.9,43.5,47.9,-4.4,17.0,0.4,0.3,0
LeBron James,CLE,30,F,68,68,100,3.5,7.9,44.3,44.5,-0.2,36.1,1.6,0.3,0.06
C.J. Watson,IND,31,G,56,56,100,3.2,7.9,40.7,42.4,-1.6,24.9,1.0,0.1,0.05
Meyers Leonard,POR,23,C,53,53,100,3.3,7.9,41.2,45.6,-4.3,15.4,0.2,0.1,0.02
JR Smith,CLE,29,G-F,70,70,100,3.4,7.9,42.8,43.4,-0.6,29.7,1.2,0.2,0
David Lee,GSW,32,F-C,49,49,100,3.7,7.9,47.0,45.8,1.2,18.4,0.6,0.2,0.04
Corey Brewer,HOU,29,G-F,79,79,100,3.4,7.8,43.1,43.4,-0.3,26.1,1.4,0.1,0.07
Spencer Hawes,LAC,27,F-C,73,73,100,3.5,7.8,44.4,45.6,-1.2,17.5,0.3,0.2,0
Carlos Boozer,LAL,33,F,71,71,100,3.6,7.8,46.2,46.0,0.3,23.8,0.6,0.0,0
Chris Andersen,MIA,36,F-C,57,57,100,4.0,7.8,51.7,47.1,4.6,18.9,0.4,0.1,0.07
Donald Sloan,IND,27,G,47,47,100,3.4,7.8,43.3,42.8,0.5,20.9,0.4,0,0
Bojan Bogdanovic,BKN,26,G-F,77,77,100,3.4,7.7,44.0,43.4,0.6,23.8,0.4,0.0,0.01
Zach LaVine,MIN,20,G,74,74,100,3.8,7.7,49.8,43.3,6.5,24.7,0.7,0.0,0
Mitch McGary,OKC,23,F,31,31,100,3.8,7.7,49.2,46.3,2.9,15.2,0.5,0.1,0.09
Lorenzo Brown,MIN,24,G,24,24,100,3.5,7.6,45.9,43.1,2.8,18.9,1.0,0.1,0
KJ McDaniels,HOU,22,G-F,59,59,100,3.1,7.6,40.4,44.2,-3.7,21.8,0.7,0.3,0.02
Aaron Brooks,CHI,30,G,82,82,100,3.3,7.6,42.8,42.5,0.3,23.0,0.7,0.1,0.2
Dwyane Wade,MIA,33,G,61,61,100,3.0,7.6,40.0,43.6,-3.6,31.8,1.2,0.2,0.02
CJ Miles,IND,28,G,69,69,100,3.0,7.6,39.5,43.4,-3.8,26.3,0.9,0.2,0.09
Hollis Thompson,PHI,24,G-F,71,71,100,3.0,7.6,39.3,43.3,-4.0,25.0,0.8,0.2,0
Wayne Ellington,LAL,27,G,65,65,100,3.1,7.6,41.3,43.0,-1.7,25.8,0.5,0.0,0.05
James Johnson,TOR,28,F,69,69,100,3.2,7.6,42.7,43.4,-0.7,19.6,0.8,0.5,0.03
Matthew Dellavedova,CLE,24,G,65,65,100,3.3,7.6,42.9,42.7,0.2,20.6,0.4,0.0,0.04
Andre Iguodala,GSW,31,G-F,77,77,100,3.2,7.6,42.0,43.6,-1.6,26.9,1.2,0.1,0.01
Russell Westbrook,OKC,26,G,67,67,100,3.5,7.5,46.3,44.3,2.0,34.4,2.1,0.0,0.1
Jerami Grant,PHI,21,F,64,64,100,3.3,7.5,43.4,43.5,-0.2,21.2,0.6,0.4,0.03
Anthony Tolliver,DET,30,F,72,72,100,3.7,7.5,49.3,44.9,4.4,18.9,0.3,0.1,0.25
Robert Sacre,LAL,26,C,64,64,100,3.7,7.5,48.9,46.7,2.1,16.9,0.4,0.2,0.03
Marreese Speights,GSW,27,C-F,76,76,100,3.6,7.5,48.5,46.8,1.7,15.9,0.3,0.2,0.38
Brandon Davies,PHI,23,F,25,25,100,4.1,7.4,54.8,45.9,8.9,15.7,0.7,0.1,0.22
Tony Parker,SAS,33,G,68,68,100,3.3,7.4,44.7,43.8,0.9,28.7,0.6,0.0,0.03
Tim Frazier,POR,24,G,10,10,100,3.3,7.4,44.6,43.9,0.7,21.7,0.7,0,0
Darrell Arthur,DEN,27,F,56,56,100,3.0,7.4,41.1,45.0,-3.9,17.0,0.8,0.1,0.05
Bismack Biyombo,CHA,22,C-F,64,64,100,3.3,7.4,45.0,47.8,-2.8,19.4,0.3,0.4,0
Jared Dudley,MIL,29,F-G,71,71,100,3.4,7.4,45.9,44.0,1.9,23.8,1.0,0.1,0.03
Shabazz Muhammad,MIN,22,F,36,36,100,3.3,7.4,44.4,43.0,1.3,22.8,0.5,0.0,0
Jameer Nelson,DEN,33,G,63,63,100,3.3,7.4,45.2,43.0,2.2,22.3,0.7,0.0,0.11
Tony Allen,MEM,33,F-G,63,63,100,2.7,7.4,37.1,44.0,-6.9,26.2,2.0,0.2,0
Alexis Ajinca,NOP,27,C,62,62,100,3.4,7.4,46.6,46.6,0.0,14.1,0.3,0.3,0.01
Robbie Hummel,MIN,26,F,42,42,100,3.3,7.3,44.8,45.0,-0.2,16.5,0.4,0.0,0.22
Brandon Jennings,DET,25,G,41,41,100,3.4,7.3,46.0,44.0,2.0,28.6,1.1,0.0,0
Beno Udrih,MEM,32,G,79,79,100,3.3,7.3,45.7,43.0,2.7,18.9,0.6,0.1,0.04
Alan Anderson,BKN,32,G-F,73,73,100,3.2,7.3,44.1,43.5,0.5,23.6,0.8,0.0,0.12
Jabari Brown,LAL,22,G,19,19,100,3.0,7.3,41.3,42.9,-1.6,29.9,0.6,0.1,0
Al-Farouq Aminu,DAL,24,F,72,72,100,3.2,7.3,44.6,44.4,0.2,18.5,0.9,0.3,0.03
Tayshaun Prince,DET,35,F,58,58,100,3.3,7.3,45.4,44.0,1.3,24.1,0.5,0.1,0.03
