Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,STL,BLKP,Charges
Daniel Gafford,WAS,23,F-C,72,72,100,5.9,12.0,49.2,48.2,0.9,20.1,0.4,0.7,0.01
Bogdan Bogdanovic,ATL,29,G,63,63,100,5.8,12.0,48.0,45.5,2.4,29.3,1.1,0.1,0.02
LaMarcus Aldridge,BKN,36,C-F,47,47,100,5.4,12.0,45.0,47.9,-2.8,22.3,0.3,0.3,0
Desmond Bane,MEM,24,G,76,76,100,5.1,12.0,42.8,45.6,-2.8,29.8,1.2,0.2,0.01
Jayson Tatum,BOS,24,F-G,76,76,100,5.1,11.9,42.8,45.8,-3.0,35.9,1.0,0.4,0
P.J. Tucker,MIA,37,F,71,71,100,5.2,11.8,43.5,46.0,-2.5,27.9,0.8,0.1,0.14
Herbert Jones,NOP,23,F,78,78,100,5.6,11.8,47.2,45.8,1.4,29.9,1.7,0.4,0.1
Franz Wagner,ORL,20,F,77,77,100,5.1,11.8,43.2,45.8,-2.6,30.7,0.9,0.3,0.03
Robert Covington,LAC,31,F,71,71,100,5.5,11.8,46.8,46.9,0.0,27.3,1.5,0.5,0.04
Tyler Herro,MIA,22,G,66,66,100,5.4,11.7,45.7,44.8,0.8,32.6,0.7,0.1,0.02
Harrison Barnes,SAC,30,F,76,76,100,5.8,11.7,49.3,47.1,2.2,33.6,0.7,0.1,0.01
Kemba Walker,NYK,32,G,37,37,100,5.7,11.7,48.6,44.9,3.8,25.6,0.7,0.1,0.3
Mitchell Robinson,NYK,24,C-F,72,72,100,5.1,11.7,43.3,48.6,-5.3,25.7,0.8,0.8,0.01
O.G. Anunoby,TOR,24,F,48,48,100,5.2,11.7,44.3,45.8,-1.5,NaN,NaN,NaN,NaN
Cole Anthony,ORL,22,G,64,64,100,5.6,11.7,48.1,45.4,2.7,31.7,0.7,0.2,0.11
Aaron Gordon,DEN,26,F,75,75,100,5.2,11.7,45.0,46.3,-1.4,31.7,0.6,0.3,0.01
Malcolm Brogdon,IND,29,G,36,36,100,5.3,11.6,45.8,45.6,0.2,33.5,0.8,0.2,0
Jae Crowder,PHX,31,F,67,67,100,5.4,11.6,46.3,46.6,-0.3,28.1,1.4,0.2,0.03
Zach LaVine,CHI,27,G-F,67,67,100,5.5,11.6,47.5,45.0,2.5,34.7,0.6,0.2,0.01
Maxi Kleber,DAL,30,F,59,59,100,4.9,11.6,42.0,46.3,-4.4,24.6,0.5,0.5,0.17
Dwight Powell,DAL,30,F-C,82,82,100,5.7,11.6,48.9,48.8,0.1,21.9,0.5,0.2,0.12
Jeremiah Robinson-Earl,OKC,21,F,49,49,100,5.5,11.6,47.1,48.0,-0.9,22.2,0.6,0.2,0.1
Alex Caruso,CHI,28,G,41,41,100,5.3,11.6,45.8,45.2,0.6,28.0,1.7,0.1,0.17
Pat Connaughton,MIL,29,G,65,65,100,5.5,11.6,47.4,45.7,1.7,26.0,0.9,0.1,0.02
Hassan Whiteside,UTA,33,C,65,65,100,5.5,11.5,47.6,48.3,-0.7,17.9,0.3,0.8,0.02
Jae'Sean Tate,HOU,26,F,78,78,100,5.2,11.5,45.5,46.9,-1.3,26.4,0.9,0.3,0.22
Nassir Little,POR,22,F-G,42,42,100,4.7,11.5,41.3,45.7,-4.4,25.9,0.6,0.4,0
Precious Achiuwa,TOR,22,F,73,73,100,5.1,11.4,44.3,47.7,-3.4,23.6,0.5,0.3,0.05
Onyeka Okongwu,ATL,21,F-C,48,48,100,5.0,11.4,44.2,47.8,-3.5,20.7,0.6,0.5,0.02
Montrezl Harrell,CHA,28,F-C,71,71,100,5.2,11.4,45.5,48.0,-2.5,23.1,0.4,0.3,0.17
Chris Duarte,IND,25,G,55,55,100,5.0,11.4,44.0,45.1,-1.1,28.0,1.0,0.1,0.02
Austin Reaves,LAL,24,G,61,61,100,5.2,11.4,45.7,44.7,1.0,23.2,0.5,0.2,0.25
Darius Garland,CLE,22,G,68,68,100,5.5,11.3,48.3,44.4,4.0,35.7,1.3,0.1,0.04
Kevin Huerter,ATL,23,G-F,74,74,100,5.3,11.3,47.2,45.2,2.0,29.6,0.7,0.2,0
Grant Williams,BOS,23,F,77,77,100,5.0,11.3,44.9,46.1,-1.2,24.4,0.5,0.4,0.08
Marvin Bagley III,DET,23,F,48,48,100,4.9,11.3,43.5,47.0,-3.5,23.9,0.5,0.1,0.08
Jaden McDaniels,MIN,21,F,70,70,100,4.6,11.2,40.7,45.7,-4.9,25.8,0.7,0.3,0.01
Brandon Williams,POR,22,G,24,24,100,5.4,11.1,48.7,45.0,3.7,26.7,1.0,0.2,0
Trae Young,ATL,23,G,76,76,100,5.3,11.0,47.9,44.3,3.5,34.9,0.9,0.1,0.08
Cameron Oliver,ATL,25,F,2,2,100,6.0,11.0,54.5,52.1,2.4,NaN,NaN,NaN,NaN
Nic Claxton,BKN,23,F-C,47,47,100,4.8,11.0,43.4,46.3,-2.9,20.7,0.5,0.6,0
Damian Jones,SAC,27,C,53,53,100,5.5,11.0,49.7,47.8,1.8,18.2,0.5,0.3,0.02
Nerlens Noel,NYK,28,C-F,25,25,100,5.6,11.0,50.7,49.8,0.9,22.5,1.2,0.2,0.12
Talen Horton-Tucker,LAL,21,G,60,60,100,5.1,10.9,46.3,45.2,1.2,25.2,1.0,0.3,0.02
Richaun Holmes,SAC,28,F,44,44,100,5.3,10.9,48.3,48.2,0.2,23.9,0.4,0.4,0.02
Reggie Perry,POR,22,F-C,10,10,100,5.3,10.9,48.6,47.1,1.5,18.7,0.9,0.2,0
Anfernee Simons,POR,23,G,57,57,100,5.7,10.8,52.4,45.7,6.8,29.5,0.5,0.1,0.02
Bruce Brown,BKN,25,G-F,72,72,100,4.5,10.8,41.3,46.1,-4.8,24.6,1.1,0.5,0
Malik Monk,LAL,24,G,76,76,100,5.2,10.8,48.2,45.6,2.6,28.1,0.8,0.3,0.03
Seth Curry,BKN,31,G,64,64,100,4.8,10.8,44.2,44.8,-0.6,33.3,0.8,0.1,0.05
Isaiah Roby,OKC,24,F,45,45,100,5.3,10.8,49.5,48.6,0.8,21.1,0.8,0.4,0.02
LaMelo Ball,CHA,20,G,74,74,100,5.0,10.8,46.6,45.6,1.0,32.3,1.6,0.3,0
Andre Drummond,BKN,28,C,73,73,100,5.3,10.8,49.7,48.6,1.1,19.7,1.1,0.4,0
Coby White,CHI,22,G,61,61,100,5.2,10.7,47.9,45.0,3.0,27.5,0.5,0.1,0.05
Spencer Dinwiddie,DAL,29,G,67,67,100,4.9,10.7,46.0,45.2,0.8,29.6,0.7,0.1,0.04
Caleb Martin,MIA,26,F,59,59,100,4.5,10.7,41.8,45.8,-4.0,22.9,1.0,0.3,0.15
Alec Burks,NYK,30,G,81,81,100,4.8,10.7,44.9,45.8,-0.9,28.6,1.0,0.1,0
Russell Westbrook,LAL,33,G,78,78,100,5.3,10.7,49.5,46.2,3.3,34.3,1.0,0.2,0.12
Stanley Johnson,LAL,26,F-G,48,48,100,5.4,10.7,50.4,46.2,4.2,22.8,0.9,0.2,0
Stephen Curry,GSW,34,G,64,64,100,4.7,10.7,44.1,45.4,-1.4,34.5,1.3,0.3,0.11
Marcus Smart,BOS,28,G,71,71,100,4.8,10.6,45.0,45.4,-0.5,32.3,1.7,0.1,0.23
Jeff Green,DEN,35,F,75,75,100,5.0,10.6,47.0,47.1,-0.1,24.7,0.4,0.2,0.13
Kelly Olynyk,DET,31,F-C,40,40,100,5.2,10.6,48.9,47.4,1.6,19.1,0.8,0.1,0.15
Grayson Allen,MIL,26,G,66,66,100,4.7,10.6,44.6,45.0,-0.4,27.3,0.7,0.1,0.05
Norman Powell,LAC,29,G,44,44,100,5.0,10.6,47.4,46.5,0.9,32.4,0.9,0.2,0
Will Barton,DEN,31,G,71,71,100,5.2,10.5,49.2,45.8,3.4,32.1,0.8,0.2,0
Cody Martin,CHA,26,F,70,70,100,5.0,10.5,47.5,45.4,2.0,26.3,1.2,0.3,0.27
Serge Ibaka,MIL,32,F,54,54,100,5.2,10.5,49.6,48.2,1.4,16.3,0.2,0.3,0
Kessler Edwards,BKN,21,F,44,44,100,5.2,10.4,49.3,46.5,2.8,20.6,0.6,0.1,0
Willy Hernangomez,NOP,28,C-F,49,49,100,5.6,10.4,53.7,49.0,4.7,17.1,0.4,0.2,0
Nemanja Bjelica,GSW,34,F,71,71,100,4.9,10.4,47.2,46.5,0.7,16.1,0.6,0.2,0
Jalen Green,HOU,20,G,67,67,100,5.5,10.4,52.9,45.9,6.9,31.9,0.7,0.1,0.03
Davion Mitchell,SAC,23,G,74,74,100,4.5,10.4,43.0,44.9,-1.9,27.7,0.7,0.2,0.16
Aaron Wiggins,OKC,23,G,50,50,100,5.0,10.4,48.5,45.5,3.0,24.2,0.6,0.1,0
Caris LeVert,CLE,27,G,58,58,100,5.1,10.3,49.2,45.7,3.5,30.7,0.9,0.3,0.03
JaVale McGee,PHX,34,C-F,74,74,100,4.6,10.3,44.3,47.7,-3.4,15.8,0.3,0.5,0
Terry Taylor,IND,22,F,31,31,100,5.4,10.2,52.7,46.7,5.9,21.6,0.4,0.1,0.03
Joe Harris,BKN,30,G-F,14,14,100,4.6,10.2,45.5,44.5,0.9,30.2,0.5,0.1,0
Garrison Mathews,HOU,25,G,65,65,100,5.0,10.2,49.5,45.2,4.3,26.3,0.9,0.2,0.38
Carmelo Anthony,LAL,38,F,69,69,100,4.7,10.2,45.6,46.7,-1.1,26.0,0.7,0.4,0
Alex Len,SAC,29,C,38,38,100,5.0,10.2,49.2,49.8,-0.6,15.9,0.3,0.3,0
Killian Hayes,DET,20,G,66,66,100,4.8,10.1,47.4,45.3,2.1,25.0,1.2,0.3,0.03
Terance Mann,LAC,25,G-F,81,81,100,4.6,10.1,45.1,45.8,-0.7,28.6,0.7,0.1,0.01
Jalen Suggs,ORL,21,G,48,48,100,4.4,10.1,43.5,45.9,-2.4,27.2,1.2,0.1,0.17
Kevin Love,CLE,33,F-C,74,74,100,4.6,10.1,45.4,46.8,-1.3,22.5,0.4,0.1,0.35
Mike Conley,UTA,34,G,72,72,100,4.4,10.0,44.1,45.2,-1.1,28.6,1.3,0.2,0.01
DeMar DeRozan,CHI,32,G-F,76,76,100,4.8,10.0,48.4,45.6,2.8,36.1,0.9,0.1,0.01
Mac McClung,LAL,23,G,1,1,100,8.0,10.0,80.0,45.3,34.7,NaN,NaN,NaN,NaN
Michael Porter Jr.,DEN,24,F,9,9,100,5.0,10.0,50.0,48.6,1.4,29.4,1.1,0.1,0
Jalen Brunson,DAL,25,G,79,79,100,4.6,10.0,46.1,44.5,1.6,31.9,0.8,0.0,0.22
Isaac Okoro,CLE,21,F-G,67,67,100,4.4,10.0,43.7,45.4,-1.7,29.6,0.8,0.1,0.07
Jarred Vanderbilt,MIN,23,F,74,74,100,4.5,10.0,44.9,47.7,-2.8,25.4,1.3,0.3,0.01
Marcus Morris Sr.,LAC,32,F,54,54,100,4.8,10.0,48.0,46.4,1.6,29.0,0.5,0.2,0.04
Kris Dunn,POR,28,G,14,14,100,5.1,9.9,51.8,45.6,6.2,24.0,1.6,0.2,0
Evan Fournier,NYK,29,G-F,80,80,100,4.7,9.9,47.2,45.4,1.8,29.5,1.0,0.1,0.01
Brandon Ingram,NOP,24,F,55,55,100,4.5,9.9,46.0,46.2,-0.3,34.0,0.6,0.2,0.04
Dennis Schroder,HOU,28,G,64,64,100,4.5,9.9,45.8,44.6,1.2,28.7,0.8,0.0,0.09
Kelly Oubre Jr.,CHA,26,F-G,75,75,100,4.8,9.8,49.1,45.8,3.2,26.3,1.0,0.2,0
Robin Lopez,ORL,34,C,36,36,100,4.6,9.8,46.3,47.4,-1.0,17.0,0.1,0.1,0.03
Jimmy Butler,MIA,32,F,57,57,100,4.3,9.8,44.3,46.3,-2.0,33.9,1.6,0.2,0.07
Gabe Vincent,MIA,26,G,64,64,100,4.3,9.8,44.0,44.7,-0.7,23.4,0.9,0.1,0.12
Drew Eubanks,POR,25,F-C,70,70,100,4.8,9.8,49.0,48.1,0.9,17.5,0.4,0.2,0.1
Blake Griffin,BKN,33,F,55,55,100,4.4,9.8,45.5,47.9,-2.4,17.1,0.5,0.1,0.46
Bojan Bogdanovic,UTA,33,F,69,69,100,4.8,9.8,49.3,46.2,3.2,30.9,0.5,0.0,0.01
Chris Paul,PHX,37,G,65,65,100,4.7,9.8,47.6,45.6,2.0,32.9,1.9,0.2,0.03
Matisse Thybulle,PHI,25,G-F,66,66,100,4.0,9.7,40.7,45.5,-4.8,25.5,1.7,0.9,0.02
Justin Holiday,SAC,33,F-G,74,74,100,4.9,9.7,50.7,45.8,4.9,27.8,0.8,0.2,0.05
Cameron Johnson,PHX,26,F,66,66,100,4.3,9.7,44.6,45.6,-1.0,26.2,0.9,0.2,0.09
Melvin Frazier Jr.,OKC,25,G-F,3,3,100,5.7,9.7,58.6,44.4,14.2,40.0,0.3,0,0
Chuma Okeke,ORL,23,F,70,70,100,4.7,9.7,48.7,46.4,2.3,25.0,1.4,0.3,0
Aleksej Pokusevski,OKC,20,F,61,61,100,4.4,9.7,45.8,45.6,0.2,20.2,0.6,0.3,0
Patrick Beverley,MIN,33,G,58,58,100,4.3,9.6,44.7,46.2,-1.5,25.4,1.2,0.6,0.33
Gary Trent Jr.,TOR,23,G-F,70,70,100,4.8,9.6,49.7,45.2,4.5,35.0,1.7,0.2,0.01
Donovan Mitchell,UTA,25,G,67,67,100,4.8,9.6,49.6,45.6,4.0,33.8,1.5,0.1,0.04
Tim Hardaway Jr.,DAL,30,G-F,42,42,100,4.6,9.6,47.8,45.5,2.2,29.6,0.9,0.1,0.1
Gordon Hayward,CHA,32,F,48,48,100,4.5,9.6,46.6,46.3,0.3,31.9,1.0,0.2,0.02
Chimezie Metu,SAC,25,F-C,59,59,100,4.6,9.6,48.6,46.3,2.3,21.3,0.8,0.2,0.02
Vit Krejci,OKC,22,G,29,29,100,4.5,9.6,46.6,44.8,1.7,23.0,0.6,0.2,0
Derrick Rose,NYK,33,G,26,26,100,3.6,9.5,37.5,44.8,-7.3,24.5,0.8,0.3,0.04
Ayo Dosunmu,CHI,22,G,77,77,100,4.5,9.5,46.9,45.1,1.7,27.4,0.8,0.1,0.01
Trey Lyles,SAC,26,F,73,73,100,4.8,9.5,50.4,47.4,2.9,20.5,0.4,0.1,0.11
Jerami Grant,DET,28,F,47,47,100,4.6,9.5,48.8,47.6,1.1,31.9,0.9,0.4,0.11
Klay Thompson,GSW,32,G,32,32,100,3.9,9.5,41.1,46.3,-5.2,29.4,0.5,0.3,0
Danny Green,PHI,35,G,62,62,100,4.6,9.5,48.0,45.5,2.5,21.8,1.0,0.3,0.03
Cory Joseph,DET,30,G,65,65,100,4.5,9.5,47.1,45.4,1.7,24.6,0.6,0.2,0.06
Kentavious Caldwell-Pope,WAS,29,G,77,77,100,4.4,9.5,46.9,46.1,0.8,30.2,1.1,0.2,0.01
Donte DiVincenzo,SAC,25,G,42,42,100,4.6,9.4,48.7,44.6,4.1,23.9,1.1,0.1,0.02
Devonte' Graham,NOP,27,G,76,76,100,4.5,9.4,47.9,45.1,2.8,28.4,0.9,0.1,0.09
Georges Niang,PHI,29,F,76,76,100,4.5,9.4,48.4,46.4,2.0,22.8,0.4,0.1,0.04
De'Anthony Melton,MEM,24,G,73,73,100,4.7,9.4,50.1,45.3,4.7,22.7,1.4,0.3,0.01
Ricky Rubio,IND,31,G,34,34,100,3.7,9.3,39.7,44.4,-4.7,28.5,1.4,0.1,0.09
Max Strus,MIA,26,G-F,68,68,100,4.2,9.3,45.2,45.0,0.2,23.3,0.4,0.1,0.22
Collin Sexton,CLE,23,G,11,11,100,4.1,9.3,44.1,45.2,-1.0,28.7,0.9,0,0
Oshae Brissett,IND,24,F-G,67,67,100,5.0,9.2,54.3,45.8,8.5,23.3,0.7,0.2,0.04
Monte Morris,DEN,27,G,75,75,100,4.5,9.2,48.4,45.3,3.1,29.9,0.7,0.1,0.03
Eric Bledsoe,POR,32,G,54,54,100,4.2,9.2,45.9,45.5,0.3,25.2,1.3,0.1,0.09
Reggie Bullock,DAL,31,G-F,68,68,100,4.3,9.2,47.4,45.6,1.8,28.0,0.6,0.1,0
Jalen McDaniels,CHA,24,F-C,50,50,100,4.2,9.1,45.5,45.4,0.1,16.3,0.5,0.1,0.02
Devin Vassell,SAS,21,G-F,71,71,100,4.4,9.1,47.9,45.9,2.1,27.3,1.1,0.2,0.01
George Hill,MIL,36,G,54,54,100,4.2,9.1,46.5,44.4,2.0,23.2,0.8,0.1,0.06
Thomas Bryant,WAS,24,C-F,27,27,100,4.4,9.1,48.8,49.0,-0.2,16.3,0.2,0.4,0
