Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,BLKR
Nerlens Noel,OKC,26,C-F,61,61,58.5,3.4,6.2,54.8,59.6,-4.8,18.5,1.0
Dragan Bender,GSW,22,F,15,15,48.4,3.9,6.2,62.4,59.6,2.8,17.9,0.4
Buddy Hield,SAC,27,G,72,71,50.5,3.5,6.2,57.2,56.6,0.6,30.8,0.2
Kemba Walker,BOS,30,G,56,55,47.7,3.4,6.2,54.3,55.8,-1.5,31.1,0.2
De'Andre Hunter,ATL,22,F-G,63,63,48.2,3.5,6.2,57.5,56.8,0.7,32.0,0.2
Luka Doncic,DAL,21,F-G,59,57,51.6,3.5,6.2,57.3,56.5,0.8,33.6,0.1
Robert Covington,HOU,29,F,70,70,49.9,3.8,6.1,61.9,57.7,4.2,30.5,0.7
Naz Reid,MIN,20,C-F,28,25,52.8,3.6,6.1,58.1,57.6,0.5,16.5,0.5
Aaron Gordon,ORL,24,F,62,62,51.0,3.2,6.1,52.0,58.3,-6.3,32.5,0.5
Christian Wood,DET,24,F,60,59,51.3,3.1,6.1,51.4,57.4,-6.1,21.4,0.5
Will Barton,DEN,29,G,58,58,49.7,3.7,6.0,61.1,57.2,3.9,33.0,0.3
D'Angelo Russell,MIN,24,G,45,45,49.7,3.6,6.0,59.6,56.6,3.0,32.3,0.2
Zach Collins,POR,22,F-C,11,11,39.8,2.7,6.0,45.5,57.8,-12.3,26.4,0.4
Mychal Mulder,GSW,26,G,7,7,53.2,3.3,6.0,54.8,57.3,-2.6,29.1,0.1
Fred VanVleet,TOR,26,G,54,54,41.8,3.2,6.0,54.3,56.1,-1.8,35.7,0.1
Willie Cauley-Stein,DAL,26,C,54,51,54.1,3.0,5.9,50.2,59.8,-9.6,20.3,0.6
Brandon Ingram,NOP,22,F,62,62,49.9,3.2,5.9,53.7,56.9,-3.3,33.9,0.4
Draymond Green,GSW,30,F,43,42,45.4,3.1,5.9,52.8,58.6,-5.9,28.4,0.2
Kevin Huerter,ATL,21,G-F,56,56,52.5,3.6,5.9,61.5,55.9,5.6,31.4,0.2
Danuel House Jr.,HOU,27,F-G,63,62,47.7,3.6,5.9,60.7,56.4,4.3,30.4,0.4
Malcolm Brogdon,IND,27,G,54,54,48.9,3.1,5.8,52.4,56.8,-4.4,30.9,0.1
Ben Simmons,PHI,23,G-F,57,55,44.8,3.1,5.8,54.1,56.9,-2.8,35.4,0.3
Dario Saric,PHX,26,F,65,65,52.1,3.0,5.8,51.7,57.6,-5.9,24.7,0.2
Devin Booker,PHX,23,G,70,69,48.9,3.4,5.8,59.0,56.8,2.2,35.9,0.2
Jonathan Isaac,ORL,22,F,33,33,52.0,2.8,5.8,48.2,56.9,-8.7,28.8,1.0
Dorian Finney-Smith,DAL,27,F,70,70,46.3,3.2,5.8,55.3,57.9,-2.6,29.9,0.4
Bruce Brown,DET,23,G-F,57,57,51.1,3.4,5.8,57.9,56.1,1.8,28.2,0.2
Mikal Bridges,PHX,23,F,72,71,55.2,3.4,5.8,58.7,57.4,1.3,28.0,0.4
Andrew Wiggins,GSW,25,F,54,54,45.6,3.2,5.8,56.1,57.1,-1.0,34.4,0.3
Anzejs Pasecniks,WAS,24,C-F,25,24,55.6,3.1,5.7,53.8,56.6,-2.7,16.8,0.2
Kyle Lowry,TOR,34,G,58,58,43.4,3.1,5.7,54.7,56.3,-1.6,36.2,0.2
Mitchell Robinson,NYK,22,C-F,61,61,44.5,2.8,5.7,49.7,58.3,-8.6,23.1,1.0
Derrick White,SAS,25,G,67,67,46.7,3.3,5.7,59.1,57.4,1.7,24.7,0.3
Jeremy Lamb,IND,28,G-F,46,45,48.5,3.3,5.7,58.5,56.3,2.2,28.1,0.1
Bismack Biyombo,CHA,27,C,51,51,57.4,3.0,5.6,53.7,58.2,-4.6,19.4,0.7
Jahlil Okafor,NOP,24,C-F,30,27,60.1,2.8,5.6,49.1,58.1,-9.0,15.6,0.6
Royce O'Neale,UTA,27,F,71,70,45.9,3.2,5.5,57.3,56.6,0.6,28.9,0.3
Jaylen Brown,BOS,23,G-F,57,57,42.0,3.0,5.5,53.8,56.9,-3.1,33.9,0.2
Frank Kaminsky,PHX,27,F-C,38,38,55.0,3.4,5.5,62.2,58.9,3.3,19.9,0.2
Collin Sexton,CLE,21,G,65,65,45.4,3.7,5.5,68.1,56.5,11.6,33.0,0.1
Zion Williamson,NOP,19,F,24,24,45.6,3.3,5.5,60.3,57.4,2.9,27.8,0.2
Terry Rozier,CHA,26,G,62,62,44.3,3.5,5.4,64.4,56.3,8.1,34.3,0.0
Troy Brown Jr.,WAS,20,G-F,69,68,52.1,3.3,5.4,60.7,56.3,4.4,25.8,0.1
Brandon Clarke,MEM,23,F-G,58,56,52.6,2.8,5.4,52.4,58.2,-5.8,22.4,0.7
Zach LaVine,CHI,25,G-F,60,60,45.9,2.8,5.4,52.2,55.8,-3.6,34.8,0.2
Devonte' Graham,CHA,25,G,62,61,46.2,3.1,5.4,58.3,55.9,2.4,35.1,0.1
Alex Len,SAC,27,C,55,55,50.2,2.7,5.4,50.5,57.9,-7.4,17.7,0.4
Jabari Parker,SAC,25,F,37,35,49.9,3.3,5.3,62.1,58.3,3.8,24.2,0.3
Thaddeus Young,CHI,32,F,64,64,47.2,3.0,5.3,56.3,57.9,-1.6,24.9,0.2
Julius Randle,NYK,25,F-C,64,64,43.3,2.9,5.3,54.5,58.6,-4.0,32.5,0.3
Luka Samanic,SAS,20,F,3,3,51.6,3.0,5.3,56.3,55.3,1.0,16.0,0.7
Glenn Robinson III,PHI,26,F,62,59,48.6,3.2,5.3,60.5,57.5,3.0,28.8,0.1
Mason Plumlee,DEN,30,F-C,61,60,51.7,2.9,5.3,54.2,58.1,-3.9,17.3,0.4
Taurean Prince,BKN,26,F,64,63,47.5,3.1,5.3,58.7,57.2,1.5,29.0,0.3
Dennis Schroder,OKC,26,G,65,65,48.2,2.8,5.3,52.6,56.5,-3.9,30.8,0.1
Evan Fournier,ORL,27,G-F,66,66,46.1,3.0,5.3,57.9,56.5,1.4,31.5,0.1
Tobias Harris,PHI,27,F,72,72,48.0,3.1,5.2,59.4,57.2,2.2,34.3,0.3
Damian Lillard,POR,29,G,65,65,43.2,3.2,5.2,60.6,57.7,2.9,37.5,0.1
Luke Kornet,CHI,24,F-C,35,35,60.2,3.5,5.2,67.2,58.3,9.0,15.5,0.5
Gorgui Dieng,MEM,30,C,62,62,48.0,2.7,5.2,52.2,58.3,-6.2,17.4,0.7
Ricky Rubio,PHX,29,G,64,64,49.3,3.3,5.2,63.2,56.6,6.5,31.0,0.1
Kyrie Irving,BKN,28,G,20,20,49.5,3.1,5.2,59.6,54.8,4.8,32.9,0.3
Danny Green,LAL,33,G,68,66,45.1,3.0,5.2,57.8,57.2,0.6,24.8,0.3
Cam Reddish,ATL,20,F-G,58,58,51.8,2.9,5.2,55.8,55.9,-0.1,26.7,0.3
Dejounte Murray,SAS,23,G,65,65,50.3,3.1,5.2,60.8,57.4,3.4,25.6,0.1
JaVale McGee,LAL,32,C-F,68,67,57.9,2.7,5.2,52.4,58.7,-6.3,16.6,1.1
Luke Kennard,DET,24,G,27,27,52.1,3.0,5.2,57.6,56.0,1.5,32.9,0.1
Jamal Murray,DEN,23,G,59,58,45.2,3.2,5.2,61.8,57.2,4.7,32.3,0.1
Mike Conley,UTA,32,G,47,47,45.8,3.2,5.2,62.4,56.4,6.0,29.0,0.1
Paul Millsap,DEN,35,F,51,50,45.8,3.1,5.1,59.9,58.6,1.3,24.3,0.5
Bradley Beal,WAS,27,G,57,57,41.3,3.1,5.1,61.1,56.5,4.6,36.0,0.2
Josh Richardson,PHI,26,G,54,54,47.0,2.9,5.1,57.0,55.3,1.7,30.8,0.3
Kent Bazemore,SAC,30,G-F,68,66,48.4,2.7,5.1,53.0,57.0,-4.0,24.8,0.4
Joe Harris,BKN,28,G-F,69,69,49.6,3.0,5.1,58.1,56.2,1.9,30.8,0.2
Justin Holiday,IND,31,F-G,73,71,50.3,2.8,5.1,55.2,56.8,-1.6,25.0,0.4
Tony Snell,DET,28,G,58,57,51.0,3.1,5.1,61.1,56.8,4.3,27.8,0.1
Ky Bowman,GSW,23,G,45,42,53.3,2.8,5.1,55.0,55.9,-0.9,22.6,0.1
Kelly Oubre Jr.,PHX,24,F-G,55,55,47.9,2.9,5.1,56.1,56.7,-0.6,34.5,0.4
Spencer Dinwiddie,BKN,27,G,64,63,44.7,2.8,5.1,54.2,55.8,-1.7,31.2,0.2
Marquese Chriss,GSW,22,F,59,59,49.8,2.7,5.1,52.5,58.6,-6.1,20.3,0.7
Giannis Antetokounmpo,MIL,25,F,62,61,43.8,2.0,5.0,39.3,57.4,-18.1,30.4,0.7
Ja Morant,MEM,20,G,67,65,43.2,2.9,5.0,58.0,55.3,2.7,31.0,0.1
RJ Barrett,NYK,20,F-G,56,55,44.0,2.9,5.0,57.7,55.9,1.7,30.4,0.2
Daniel Gafford,CHI,21,F-C,40,38,69.9,2.8,5.0,56.0,59.0,-3.0,14.2,1.0
Elfrid Payton,NYK,26,G,45,44,42.4,3.0,5.0,60.9,56.0,4.9,27.7,0.2
Devontae Cacok,LAL,23,F,1,1,62.5,4.0,5.0,80.0,67.8,12.2,NaN,NaN
Meyers Leonard,MIA,28,F-C,51,50,46.8,3.0,5.0,60.4,59.4,1.0,20.3,0.1
Jayson Tatum,BOS,22,F-G,66,64,48.9,2.8,5.0,55.6,56.4,-0.8,34.3,0.3
Kawhi Leonard,LAC,29,F,57,57,43.5,3.0,5.0,59.7,58.9,0.8,32.4,0.3
Moritz Wagner,WAS,23,F-C,45,45,50.9,2.8,4.9,55.9,58.1,-2.2,18.6,0.4
Jordan McLaughlin,MIN,24,G,30,29,67.0,2.7,4.9,55.4,54.5,0.9,19.7,0.1
Cedi Osman,CLE,25,F,65,65,49.5,3.0,4.9,60.7,56.0,4.7,29.4,0.2
Enes Freedom,BOS,28,C,57,53,48.9,2.4,4.9,49.8,58.5,-8.6,NaN,NaN
Robin Lopez,MIL,32,C,65,62,45.8,2.1,4.9,44.2,57.1,-12.9,14.5,0.5
Ish Smith,WAS,31,G,68,67,48.5,2.8,4.8,58.4,54.8,3.6,26.3,0.2
De'Aaron Fox,SAC,22,G,51,50,39.8,3.2,4.8,66.0,56.5,9.5,32.0,0.3
Paul George,LAC,30,F,48,47,45.9,2.7,4.8,56.5,58.0,-1.5,29.6,0.3
DeAndre Jordan,BKN,31,C,56,54,36.0,2.4,4.8,49.6,57.6,-8.0,22.0,0.5
Russell Westbrook,HOU,31,G,57,56,45.0,2.6,4.8,54.5,56.5,-1.9,35.9,0.2
Danilo Gallinari,OKC,31,F,62,60,47.5,3.0,4.8,61.7,58.2,3.6,29.6,0.0
Nicolo Melli,NOP,29,F,57,56,57.6,2.7,4.8,55.5,58.2,-2.8,17.4,0.3
Aaron Holiday,IND,23,G,65,65,44.1,2.8,4.8,57.4,56.1,1.2,24.5,0.1
Kenrich Williams,NOP,25,G-F,38,38,51.3,2.6,4.8,54.4,56.8,-2.4,21.3,0.3
Tyler Herro,MIA,20,G,55,54,47.3,3.0,4.8,63.5,56.8,6.7,27.4,0.1
Tomas Satoransky,CHI,28,G,65,64,51.2,3.0,4.8,62.7,56.5,6.2,28.9,0.0
Larry Nance Jr.,CLE,27,F-C,56,56,54.1,2.8,4.8,59.4,58.1,1.3,26.3,0.3
Juan Toscano-Anderson,GSW,27,F,12,12,57.0,2.3,4.8,47.4,58.7,-11.3,20.9,0.2
Dewayne Dedmon,ATL,30,C,43,42,52.0,2.4,4.7,51.5,58.6,-7.2,17.6,0.4
Kendrick Nunn,MIA,24,G,66,66,42.5,2.8,4.7,59.0,55.8,3.1,29.3,0.2
Cory Joseph,SAC,28,G,72,67,48.8,2.7,4.7,56.8,57.0,-0.2,24.4,0.1
Otto Porter Jr.,CHI,27,F,14,14,52.8,2.2,4.7,47.0,56.0,-9.1,23.6,0.3
Damion Lee,GSW,27,G-F,48,48,45.7,3.1,4.7,65.8,57.5,8.2,29.0,0.0
Rodney Hood,POR,27,G-F,21,20,52.4,2.7,4.7,58.2,57.7,0.4,29.5,0.1
Dillon Brooks,MEM,24,G-F,73,73,39.8,2.5,4.7,54.0,56.9,-2.9,28.9,0.2
Kyle Kuzma,LAL,24,F,61,60,49.7,2.5,4.7,53.9,57.0,-3.1,25.0,0.3
Al-Farouq Aminu,ORL,29,F,17,16,51.0,2.5,4.7,54.4,58.7,-4.3,21.1,0.3
Damian Jones,ATL,25,C,54,50,51.8,2.7,4.7,58.6,57.2,1.4,16.1,0.6
Harrison Barnes,SAC,28,F,72,71,40.7,2.7,4.7,57.9,57.4,0.5,34.5,0.1
Markelle Fultz,ORL,22,G,72,72,45.1,2.7,4.7,57.3,55.4,1.9,27.7,0.1
Duncan Robinson,MIA,26,F,71,67,44.7,2.7,4.6,59.0,55.9,3.1,29.7,0.1
Kevin Porter Jr.,CLE,20,G-F,50,48,47.2,2.8,4.6,59.7,55.6,4.2,23.2,0.1
Isaiah Hartenstein,HOU,22,C-F,21,20,52.4,2.6,4.6,56.7,55.8,0.9,11.6,0.4
Garrett Temple,BKN,34,G-F,62,60,43.0,2.6,4.6,55.6,55.8,-0.2,27.9,0.2
Chris Paul,OKC,35,G,70,69,46.5,2.8,4.6,61.5,57.0,4.5,31.5,0.1
Jimmy Butler,MIA,30,F,58,57,39.3,2.5,4.6,55.3,57.6,-2.4,33.8,0.3
Jaxson Hayes,NOP,20,C-F,63,57,51.0,2.6,4.5,58.0,58.5,-0.4,16.9,0.6
Dwight Howard,LAL,34,C-F,69,68,47.1,2.7,4.5,59.0,58.0,1.0,18.9,0.7
Bogdan Bogdanovic,SAC,27,G,61,59,41.7,2.7,4.5,60.4,56.7,3.6,29.0,0.1
Cristiano Felicio,CHI,27,F-C,22,21,60.4,3.2,4.5,70.7,59.4,11.3,17.5,0.1
Tim Hardaway Jr.,DAL,28,G-F,70,66,41.4,2.8,4.5,62.1,57.1,5.0,29.5,0.2
Thon Maker,DET,23,F-C,59,57,58.6,2.5,4.5,57.0,58.8,-1.8,12.9,0.4
Jae Crowder,MIA,29,F,64,61,42.1,2.7,4.4,60.6,57.0,3.5,28.8,0.3
Marcus Morris Sr.,LAC,30,F,62,61,42.2,2.4,4.4,54.2,57.9,-3.7,31.2,0.3
DeMar DeRozan,SAS,30,G-F,67,66,47.1,2.7,4.4,61.6,58.3,3.3,34.1,0.2
Reggie Jackson,LAC,30,G,31,30,45.2,2.7,4.4,61.3,55.2,6.1,24.0,0.1
Victor Oladipo,IND,28,G,19,18,40.8,2.5,4.4,56.0,58.1,-2.1,27.8,0.2
Derrick Rose,DET,31,G,49,48,47.2,2.4,4.4,54.6,55.8,-1.1,26.0,0.1
Stephen Curry,GSW,32,G,5,5,52.4,2.8,4.4,63.6,59.6,4.0,27.8,0.2
Shabazz Napier,WAS,28,G,56,53,48.2,2.6,4.4,59.3,56.1,3.3,24.0,0.1
Rudy Gay,SAS,33,F-G,66,63,46.3,2.2,4.4,50.0,56.4,-6.4,21.8,0.3
Josh Okogie,MIN,21,G,62,61,46.7,2.6,4.4,59.6,56.4,3.2,25.0,0.3
Eric Bledsoe,MIL,30,G,60,60,40.0,2.2,4.4,50.6,55.2,-4.6,27.0,0.1
Kris Dunn,CHI,26,G,50,46,44.4,2.6,4.4,58.4,57.1,1.4,24.9,0.3
Nicolas Batum,CHA,31,G-F,21,20,49.7,2.3,4.4,52.2,57.2,-5.1,23.0,0.2
Alec Burks,PHI,28,G,66,66,49.1,2.4,4.4,55.2,56.7,-1.5,26.6,0.1
Gordon Hayward,BOS,30,F,52,52,50.3,2.3,4.3,53.5,56.7,-3.2,33.5,0.2
Mo Bamba,ORL,22,C,62,60,53.7,2.4,4.3,54.3,58.9,-4.6,14.2,0.8
Ben McLemore,HOU,27,G,71,69,53.9,2.7,4.3,63.0,56.1,6.8,22.8,0.2
Donta Hall,BKN,22,F,9,9,48.8,2.2,4.3,51.3,56.5,-5.2,14.8,0.1
Juancho Hernangomez,MIN,24,F,45,43,48.3,2.8,4.3,64.1,56.8,7.3,17.4,0.1
Coby White,CHI,20,G,65,61,53.2,2.8,4.3,65.4,56.0,9.4,25.8,0.1
T.J. Warren,IND,26,F,67,65,47.4,2.4,4.3,56.6,57.1,-0.5,32.9,0.2
Khem Birch,ORL,27,C,47,44,49.8,2.5,4.3,57.4,58.0,-0.6,19.2,0.3
John Henson,DET,29,F-C,40,39,49.7,2.3,4.3,52.9,57.6,-4.7,15.0,0.6
Jake Layman,MIN,26,F,23,23,55.9,2.4,4.3,54.5,55.8,-1.2,22.0,0.2
Austin Rivers,HOU,27,G,66,64,51.5,2.6,4.3,59.7,56.6,3.1,23.4,0.1
Patrick McCaw,TOR,24,G,36,36,50.0,2.3,4.3,53.2,55.0,-1.7,24.5,0.1
Goran Dragic,MIA,34,G,58,57,46.3,2.5,4.3,58.7,55.3,3.4,28.2,0.1
Tony Bradley,UTA,22,C-F,57,53,52.6,2.1,4.3,50.4,56.9,-6.5,11.4,0.3
LeBron James,LAL,35,F,67,65,45.7,2.3,4.3,53.7,57.5,-3.8,34.6,0.4
Landry Shamet,LAC,23,G,53,52,41.4,2.4,4.3,56.9,56.5,0.4,27.4,0.2
Bojan Bogdanovic,UTA,31,F,63,63,43.2,2.4,4.2,56.9,56.8,0.1,33.1,0.1
Darius Bazley,OKC,20,F-G,60,57,45.5,2.5,4.2,58.1,56.3,1.8,18.5,0.4
Norvel Pelle,PHI,27,F,20,20,60.0,2.3,4.2,53.6,58.4,-4.9,9.7,0.9
Blake Griffin,DET,31,F,17,17,39.9,2.6,4.2,62.0,56.8,5.2,28.4,0.3
Joe Ingles,UTA,32,F-G,71,70,45.3,2.6,4.2,61.3,56.6,4.7,29.7,0.0
Maurice Harkless,NYK,27,F-G,62,62,47.3,2.4,4.2,56.8,57.0,-0.2,23.0,0.2
Kelly Olynyk,MIA,29,F-C,65,62,48.4,2.5,4.2,59.9,57.6,2.4,19.4,0.3
Chandler Hutchison,CHI,24,F-G,27,27,52.6,2.9,4.2,69.6,58.5,11.2,18.8,0.1
De'Anthony Melton,MEM,22,G,60,58,52.9,2.4,4.1,57.7,56.9,0.7,19.4,0.2
Mike Muscala,OKC,28,F-C,43,38,56.4,2.2,4.1,54.2,58.3,-4.1,12.2,0.2
Chris Boucher,TOR,27,F-C,58,54,52.3,1.9,4.1,46.9,57.2,-10.4,13.2,0.6
Delon Wright,DAL,28,G,72,71,53.0,2.4,4.1,58.1,56.4,1.7,21.5,0.1
Alex Caruso,LAL,26,G,64,60,48.4,2.3,4.1,55.9,55.6,0.3,18.4,0.1
Marcus Smart,BOS,26,G,60,56,36.0,2.3,4.1,56.7,57.0,-0.3,32.0,0.2
Lou Williams,LAC,33,G,65,63,43.2,2.4,4.1,58.5,55.3,3.2,28.7,0.1
Eric Paschall,GSW,23,F,60,57,43.7,2.4,4.1,57.8,57.4,0.3,27.6,0.1
Caris LeVert,BKN,25,G,45,44,39.8,2.5,4.1,61.7,56.0,5.7,29.6,0.2
Terrence Ross,ORL,29,G-F,69,69,46.8,2.3,4.0,55.9,56.7,-0.7,27.4,0.1
Donovan Mitchell,UTA,23,G,69,68,41.9,2.4,4.0,59.4,56.4,3.0,34.3,0.2
Jarrett Culver,MIN,21,G-F,63,59,51.8,2.2,4.0,55.1,56.7,-1.6,23.9,0.3
Jeff Green,HOU,33,F,48,48,45.3,2.3,4.0,56.5,58.3,-1.8,20.0,0.2
Omari Spellman,MIN,22,F,48,48,47.3,2.1,4.0,51.8,57.9,-6.1,18.1,0.3
Bobby Portis,NYK,25,F,66,65,43.9,2.2,4.0,55.8,57.8,-2.0,21.1,0.2
Carmelo Anthony,POR,36,F,57,56,39.4,2.2,4.0,55.7,58.7,-3.0,32.8,0.3
Joakim Noah,LAC,35,F-C,5,4,57.1,2.0,4.0,50.0,52.1,-2.1,10.0,0.2
Joe Chealey,CHA,24,G,1,1,66.7,2.0,4.0,50.0,47.8,2.2,8.2,0
Cameron Payne,PHX,25,G,8,8,44.4,2.1,4.0,53.1,53.4,-0.2,22.9,0.1
Anthony Tolliver,MEM,35,F,51,47,56.5,2.0,4.0,49.8,57.9,-8.2,15.9,0.1
Norman Powell,TOR,27,G,52,50,43.1,2.3,4.0,57.3,56.3,1.0,28.4,0.2
Keldon Johnson,SAS,20,F-G,15,14,49.6,2.6,3.9,66.1,54.6,11.5,17.7,0.1
O.G. Anunoby,TOR,22,F,68,66,39.6,2.1,3.9,54.7,57.5,-2.9,NaN,NaN
Trevor Ariza,POR,35,F,52,51,43.2,2.4,3.9,60.3,58.3,2.0,28.2,0.1
Sekou Doumbouya,DET,19,F,35,29,53.7,2.5,3.9,64.2,59.2,5.0,19.8,0.1
Cody Martin,CHA,24,F,45,42,46.4,2.2,3.9,57.4,57.4,0.0,18.8,0.1
Kentavious Caldwell-Pope,LAL,27,G,69,67,45.7,2.3,3.9,58.5,55.9,2.6,25.5,0.1
DeAndre' Bembry,ATL,25,G-F,42,41,54.7,2.1,3.9,54.9,55.4,-0.6,21.3,0.3
Drew Eubanks,SAS,23,F-C,20,17,52.3,2.4,3.9,61.5,58.0,3.5,12.4,0.5
Anfernee Simons,POR,21,G,69,66,45.4,2.1,3.9,54.3,55.8,-1.6,20.7,0.1
