Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,BLKR
Andre Drummond,DET,23,C,81,80,58.3,3.7,6.5,57.2,56.5,0.7,29.8,0.6
Jahlil Okafor,PHI,21,C,50,50,58.2,3.5,6.4,54.2,56.1,-1.8,22.7,0.7
Nerlens Noel,DAL,23,F-C,51,51,67.5,3.3,6.3,51.9,57.5,-5.6,20.5,0.7
Joakim Noah,NYK,32,C,46,45,61.8,3.6,6.3,56.7,57.2,-0.5,22.1,0.5
Bismack Biyombo,ORL,24,C-F,81,81,60.6,3.4,6.2,55.6,55.7,-0.1,22.1,0.9
Julius Randle,LAL,22,F,74,72,50.3,3.7,6.1,60.4,56.8,3.6,28.8,0.4
Amir Johnson,BOS,30,F,80,78,62.5,3.0,6.0,49.5,56.5,-7.0,20.1,0.6
Willy Hernangomez,NYK,23,C,72,68,66.9,3.4,6.0,55.8,56.2,-0.4,18.4,0.5
Enes Freedom,OKC,25,C,72,70,61.9,3.2,6.0,53.0,55.8,-2.8,NaN,NaN
LaMarcus Aldridge,SAS,31,F,71,71,47.4,2.6,6.0,43.3,56.3,-13.0,32.4,0.9
Kevin Durant,GSW,28,F,61,61,45.8,3.0,5.9,51.0,56.2,-5.2,33.4,1.0
Giannis Antetokounmpo,MIL,22,F-G,80,80,50.4,2.8,5.9,47.7,56.5,-8.8,35.6,1.3
Dirk Nowitzki,DAL,39,F,53,53,54.9,3.2,5.9,55.0,57.2,-2.2,26.4,0.4
Justin Hamilton,BKN,27,C,62,62,58.9,3.1,5.8,53.5,57.1,-3.6,18.4,0.5
Markieff Morris,WAS,27,F,76,75,48.1,3.1,5.8,54.1,56.0,-1.9,31.2,0.4
Richaun Holmes,PHI,23,F,57,55,62.6,3.3,5.8,57.0,56.2,0.8,20.9,0.7
Andre Roberson,OKC,25,F,79,79,46.6,3.0,5.7,51.7,56.2,-4.5,30.1,0.6
Alan Williams,PHX,24,F-C,40,39,60.9,2.8,5.7,49.8,55.8,-6.0,15.1,0.4
Al-Farouq Aminu,POR,26,F,61,61,49.7,3.0,5.7,52.3,56.0,-3.7,29.1,0.4
Lucas Nogueira,TOR,24,C,54,53,60.2,2.8,5.7,49.2,56.2,-7.0,19.1,1.0
Greg Monroe,MIL,27,C,80,80,63.0,3.4,5.6,60.4,55.8,4.6,22.5,0.3
Derrick Favors,UTA,25,F-C,50,49,56.1,2.9,5.5,51.6,55.7,-4.1,23.7,0.6
Timofey Mozgov,LAL,30,C,54,53,56.0,2.9,5.5,52.4,56.5,-4.1,20.4,0.5
Jon Leuer,DET,28,F,75,73,51.1,3.1,5.4,57.6,55.7,1.9,25.9,0.2
Terrence Jones,MIL,25,F,51,50,55.1,3.0,5.4,54.7,55.7,-1.0,23.5,0.7
Ryan Anderson,HOU,29,F,72,70,51.4,3.2,5.3,60.0,55.7,4.3,29.4,0.2
Channing Frye,CLE,34,F,74,74,53.4,3.0,5.3,55.4,56.6,-1.1,18.9,0.4
John Henson,MIL,26,C-F,58,58,62.2,2.9,5.3,54.9,56.4,-1.5,19.4,0.8
Frank Kaminsky,CHA,24,C,75,75,47.1,3.1,5.3,58.4,56.3,2.0,26.1,0.4
Zaza Pachulia,GSW,33,C,70,69,64.8,3.2,5.2,61.7,56.8,5.0,18.1,0.3
James Harden,HOU,27,G,81,81,39.7,3.2,5.2,60.5,56.0,4.5,36.4,0.3
Andrew Wiggins,MIN,22,F,82,82,38.8,3.4,5.2,64.6,56.8,7.8,37.2,0.2
Nene,HOU,34,C-F,67,66,59.0,3.1,5.2,58.9,55.7,3.2,17.9,0.3
Ian Mahinmi,WAS,30,C,31,31,57.3,2.5,5.2,48.1,55.6,-7.5,17.9,0.5
Dario Saric,PHI,23,F,81,80,49.7,2.8,5.2,53.7,55.7,-2.0,26.3,0.3
Andrew Bogut,CLE,32,C,27,26,65.0,2.7,5.2,52.5,56.6,-4.1,21.6,0.8
Dwight Howard,ATL,31,C,74,74,51.6,2.5,5.1,48.1,56.5,-8.4,29.7,0.8
Justise Winslow,MIA,21,F,18,18,38.1,3.0,5.0,60.0,57.0,3.0,34.7,0.3
Kelly Olynyk,BOS,26,C-F,75,73,48.3,2.8,5.0,55.7,55.2,0.6,20.5,0.2
Kosta Koufos,SAC,28,C,71,69,61.8,2.5,5.0,49.9,57.3,-7.5,20.0,0.4
LeBron James,CLE,32,F,74,73,42.3,2.7,4.9,56.1,56.2,-0.1,37.8,0.4
Montrezl Harrell,HOU,23,F,57,54,47.6,2.8,4.8,57.9,56.7,1.1,18.3,0.4
Tobias Harris,DET,24,F,82,79,40.2,2.7,4.8,56.9,56.4,0.5,31.3,0.3
Skal Labissiere,SAC,21,F-C,30,28,50.2,2.8,4.8,59.4,56.8,2.6,18.5,0.2
Kyle O'Quinn,NYK,27,C-F,79,74,61.9,2.3,4.8,48.9,56.1,-7.2,15.6,0.8
Wilson Chandler,DEN,30,F,70,68,39.9,2.3,4.7,48.8,56.5,-7.7,30.9,0.4
Tarik Black,LAL,25,C-F,67,65,55.5,2.5,4.7,52.7,57.3,-4.6,16.3,0.5
Shawn Long,PHI,24,F,17,16,61.2,2.7,4.7,58.2,55.5,2.7,13.8,0.4
James Johnson,MIA,30,F,76,73,43.2,2.2,4.6,47.9,55.7,-7.8,27.4,0.7
Marreese Speights,LAC,29,F-C,82,82,59.6,2.8,4.6,59.6,56.9,2.8,15.7,0.4
Rudy Gay,SAC,30,F,30,30,41.9,2.4,4.6,52.6,55.6,-3.0,33.8,0.4
Larry Nance Jr.,LAL,24,F,62,61,52.4,2.8,4.5,60.6,56.1,4.6,22.9,0.5
Ersan Ilyasova,ATL,30,F,82,81,48.8,2.5,4.5,55.6,56.2,-0.5,26.1,0.2
Blake Griffin,LAC,28,F,61,61,35.5,2.7,4.5,58.8,57.0,1.9,34.0,0.2
Taj Gibson,OKC,32,F,78,74,46.1,2.3,4.5,50.7,56.3,-5.6,25.5,0.6
Georgios Papagiannis,SAC,19,C,21,20,62.1,2.6,4.5,56.8,57.6,-0.8,16.1,0.5
Cristiano Felicio,CHI,24,F-C,66,63,59.6,2.6,4.5,58.1,55.2,2.9,15.8,0.2
Marvin Williams,CHA,31,F,76,75,40.1,2.5,4.5,55.6,56.4,-0.9,30.2,0.5
Jeremy Lin,BKN,28,G,35,34,43.1,2.2,4.5,48.4,54.6,-6.2,24.5,0.2
Nikola Mirotic,CHI,26,F,70,68,48.0,2.1,4.4,48.2,55.1,-6.9,24.0,0.5
Meyers Leonard,POR,25,F-C,73,70,57.2,2.4,4.4,53.6,55.9,-2.3,16.5,0.3
Mike Muscala,ATL,25,F-C,68,64,54.9,2.1,4.4,48.0,56.0,-8.0,17.7,0.5
Zach Randolph,MEM,35,F,73,72,49.7,2.7,4.4,62.1,56.4,5.7,24.5,0.1
Domantas Sabonis,OKC,21,F,81,79,52.9,2.2,4.4,51.0,55.7,-4.7,20.1,0.3
Omer Asik,NOP,30,C,31,29,62.5,2.5,4.3,58.5,56.1,2.4,15.5,0.3
Danny Green,SAS,30,G-F,67,65,42.8,2.3,4.3,54.0,55.7,-1.7,26.6,0.5
Dewayne Dedmon,SAS,27,C,75,74,53.2,1.9,4.3,43.3,55.9,-12.6,17.5,0.5
Alexis Ajinca,NOP,29,C,39,38,60.0,2.5,4.3,57.7,56.1,1.6,15.0,0.3
Michael Kidd-Gilchrist,CHA,23,F,81,79,32.8,2.3,4.3,54.7,56.4,-1.7,29.0,0.8
Willie Cauley-Stein,SAC,23,C,75,70,53.6,2.4,4.2,55.8,56.8,-1.0,18.9,0.4
Rondae Hollis-Jefferson,BKN,22,F,77,76,45.7,2.3,4.2,55.2,56.2,-1.0,22.6,0.4
Harrison Barnes,DAL,25,F,78,77,41.8,2.7,4.2,63.2,56.3,6.9,35.5,0.2
Otto Porter Jr.,WAS,24,F,80,76,39.6,2.4,4.2,56.3,55.9,0.4,32.6,0.4
Roy Hibbert,DEN,30,C,46,45,65.5,1.8,4.2,43.8,54.7,-10.9,14.2,0.5
Trevor Booker,BKN,29,F,70,69,42.6,2.2,4.2,53.8,56.2,-2.5,24.7,0.3
Patrick Beverley,HOU,28,G,67,66,37.1,2.7,4.2,65.2,55.7,9.5,30.7,0.2
Eric Bledsoe,PHX,27,G,64,64,36.7,2.6,4.2,63.2,54.7,8.5,33.0,0.2
Robert Covington,PHI,26,F,67,64,37.0,2.2,4.2,53.6,55.2,-1.6,31.6,0.6
Aron Baynes,DET,30,C-F,74,71,62.0,2.0,4.2,47.2,56.1,-8.9,15.5,0.3
Dion Waiters,MIA,25,G,46,44,38.9,2.2,4.1,53.2,55.4,-2.2,30.1,0.2
Anthony Tolliver,SAC,32,F,64,60,50.8,2.4,4.1,58.6,56.1,2.6,22.7,0.2
Tyler Johnson,MIA,25,G,73,69,40.8,2.2,4.1,53.4,52.7,0.7,29.8,0.4
Klay Thompson,GSW,27,G,78,77,38.6,2.1,4.1,52.2,55.3,-3.1,34.0,0.2
Elfrid Payton,ORL,23,G,82,81,37.4,2.3,4.1,56.8,54.2,2.6,29.4,0.3
Ed Davis,POR,28,F,44,43,60.1,2.3,4.0,56.2,55.9,0.2,17.2,0.3
Spencer Hawes,MIL,29,F-C,50,44,55.6,2.2,4.0,55.4,55.8,-0.4,14.8,0.5
Thaddeus Young,IND,29,F,73,72,35.2,2.3,4.0,57.3,56.1,1.2,30.2,0.3
Dante Cunningham,NOP,30,F,66,63,41.8,2.2,4.0,55.8,56.2,-0.3,25.0,0.3
Paul George,IND,27,F,74,72,33.9,2.4,4.0,60.8,57.2,3.7,35.9,0.3
Willie Reed,MIA,27,F-C,70,68,67.1,2.1,4.0,53.4,56.2,-2.8,14.5,0.6
David Lee,SAS,34,F-C,78,78,47.5,2.0,4.0,49.5,56.2,-6.7,18.7,0.4
Victor Oladipo,OKC,25,G,67,65,36.0,2.4,4.0,61.5,55.5,6.0,33.2,0.2
Goran Dragic,MIA,31,G,73,71,40.9,2.2,4.0,54.9,53.5,1.4,33.7,0.0
Salah Mejri,DAL,31,C,69,67,67.6,2.0,3.9,50.9,56.0,-5.1,12.4,0.6
Jeff Withey,UTA,27,C,46,43,67.7,2.1,3.9,53.9,56.8,-2.9,8.5,0.5
Nemanja Bjelica,MIN,29,F,63,59,50.5,2.1,3.9,54.7,55.5,-0.8,18.3,0.3
Pascal Siakam,TOR,23,F,53,48,50.7,2.1,3.9,55.4,56.1,-0.7,15.6,0.5
Jared Dudley,PHX,31,F,64,57,44.6,2.0,3.8,51.2,56.2,-5.0,21.3,0.1
Luol Deng,LAL,32,F,56,54,38.2,2.4,3.8,62.3,56.2,6.1,26.5,0.3
Kenneth Faried,DEN,27,F,60,54,45.0,2.3,3.8,60.9,55.9,5.0,21.2,0.6
Noah Vonleh,POR,21,F,72,68,51.6,1.9,3.8,49.8,56.2,-6.4,17.1,0.3
Brandan Wright,MEM,29,F,26,23,56.9,1.9,3.8,49.5,55.3,-5.8,16.0,0.6
Mike Conley,MEM,29,G,69,69,32.6,2.3,3.8,61.5,55.3,6.1,33.2,0.2
Josh Richardson,MIA,23,G,53,50,38.1,1.8,3.8,47.3,54.2,-6.9,30.5,0.4
Marquese Chriss,PHX,19,F,80,78,46.1,2.2,3.8,57.1,56.3,0.8,21.3,0.7
DeMarre Carroll,TOR,30,F,71,69,36.1,2.1,3.8,54.3,57.0,-2.8,26.1,0.2
Dwight Powell,DAL,25,F-C,74,70,52.9,2.3,3.8,60.4,56.3,4.1,17.3,0.3
Jimmy Butler,CHI,27,F,76,75,36.2,2.2,3.8,58.9,56.2,2.7,37.0,0.3
Maurice Harkless,POR,24,F,77,76,38.4,1.7,3.8,45.3,56.4,-11.1,28.9,0.7
David West,GSW,36,F,68,67,55.5,2.0,3.7,52.4,56.0,-3.6,12.6,0.5
CJ McCollum,POR,25,G,80,75,31.5,2.0,3.7,53.2,54.2,-1.1,35.0,0.2
Thon Maker,MIL,20,F-C,51,45,66.2,2.1,3.7,55.3,58.0,-2.7,9.9,0.4
Damian Lillard,POR,26,G,75,72,32.6,2.2,3.7,57.9,54.6,3.3,35.9,0.1
Solomon Hill,NOP,26,F,80,78,38.0,2.2,3.7,58.9,56.4,2.5,29.7,0.3
Jason Smith,WAS,31,F-C,73,68,51.4,2.0,3.7,54.3,55.8,-1.6,14.4,0.4
Jabari Parker,MIL,22,F,51,50,32.0,2.1,3.7,57.8,57.1,0.7,33.9,0.3
Justin Harper,PHI,27,F,3,2,61.1,1.7,3.7,45.5,54.5,-9.1,10.3,0
Jakob Poeltl,TOR,21,C,48,43,75.5,1.9,3.7,52.3,55.1,-2.8,11.6,0.3
Patrick Patterson,TOR,28,F,65,64,41.5,1.8,3.7,48.7,55.9,-7.2,24.6,0.3
Trevor Ariza,HOU,32,F,80,79,39.8,2.3,3.6,62.3,56.7,5.7,34.7,0.1
Aaron Gordon,ORL,21,F,80,76,40.5,2.0,3.6,55.0,56.2,-1.2,28.7,0.3
Devin Booker,PHX,20,G,76,72,33.6,2.1,3.6,58.7,55.4,3.3,35.0,0.3
Kyle Lowry,TOR,31,G,59,55,34.5,2.3,3.6,62.9,55.0,7.9,37.4,0.2
Kyrie Irving,CLE,25,G,72,69,36.3,2.3,3.6,64.2,55.2,9.1,35.1,0.3
Danilo Gallinari,DEN,28,F,62,60,32.3,2.2,3.6,61.9,55.3,6.5,33.9,0.2
Kawhi Leonard,SAS,26,F,73,72,39.9,1.9,3.6,54.2,56.5,-2.3,33.4,0.5
Carmelo Anthony,NYK,33,F,74,71,35.8,2.1,3.6,58.9,57.1,1.8,34.3,0.4
Derrick Rose,NYK,28,G,64,63,33.7,2.0,3.5,56.8,55.3,1.6,32.5,0.1
Marshall Plumlee,NYK,24,C,15,13,57.0,2.3,3.5,64.2,56.5,7.6,8.1,0.1
JaMychal Green,MEM,27,F,77,73,37.1,1.8,3.5,51.9,56.7,-4.9,27.3,0.2
E'Twaun Moore,NOP,28,G,73,72,40.8,1.9,3.5,55.2,56.3,-1.2,24.9,0.2
Josh McRoberts,MIA,30,F,22,20,52.4,2.3,3.5,65.8,56.4,9.4,17.3,0.0
Jeff Green,ORL,30,F,69,64,40.3,2.1,3.4,61.0,56.2,4.8,22.2,0.1
Jeff Teague,IND,29,G,81,80,33.3,2.1,3.4,62.0,54.4,7.5,32.4,0.2
Kyle Korver,CLE,36,G,67,66,39.3,2.1,3.4,61.4,56.5,4.9,26.2,0.2
Darrell Arthur,DEN,29,F,40,38,49.5,1.8,3.4,52.2,54.6,-2.4,15.6,0.3
Avery Bradley,BOS,26,G,55,52,34.1,2.2,3.4,64.2,55.4,8.8,33.4,0.1
Evan Fournier,ORL,24,G,68,62,36.5,1.8,3.4,53.9,55.4,-1.5,32.9,0.0
Tyler Zeller,BOS,27,C,47,45,63.2,1.7,3.4,50.0,56.2,-6.2,10.3,0.3
Miles Plumlee,CHA,28,C,41,41,62.8,1.7,3.3,51.8,56.3,-4.4,10.8,0.2
Trey Lyles,UTA,21,F,70,65,54.0,1.7,3.3,52.2,55.8,-3.6,16.3,0.2
Joe Harris,BKN,25,F-G,51,49,41.0,2.1,3.3,62.1,56.9,5.2,21.9,0.1
Will Barton,DEN,26,G-F,59,56,41.0,1.9,3.3,59.0,55.4,3.5,28.4,0.3
Jrue Holiday,NOP,27,G,67,62,27.5,1.8,3.3,54.3,55.7,-1.4,32.7,0.3
Paul Zipser,CHI,23,F,41,37,42.2,1.9,3.3,58.5,54.9,3.6,19.2,0.2
Luke Babbitt,MIA,28,F,65,63,49.1,1.9,3.3,57.5,56.3,1.2,15.7,0.1
George Hill,UTA,31,G,49,45,28.3,1.9,3.3,59.4,55.5,3.9,31.5,0.1
Bradley Beal,WAS,24,G,77,74,29.1,2.1,3.3,63.9,55.6,8.3,34.9,0.2
Malcolm Brogdon,MIL,24,G,75,72,39.7,2.0,3.3,61.1,54.7,6.3,26.4,0.1
Chris Andersen,CLE,38,F-C,12,12,68.4,1.7,3.3,51.3,57.5,-6.2,9.5,0.4
Ricky Rubio,MIN,26,G,75,71,32.1,2.0,3.3,62.3,56.1,6.2,32.9,0.1
Kris Humphries,ATL,32,F,51,47,60.8,1.7,3.2,52.1,55.0,-2.9,12.3,0.3
Kemba Walker,CHA,27,G,79,77,27.3,1.8,3.2,57.3,54.6,2.7,34.7,0.2
Matt Barnes,GSW,37,F,74,69,36.7,2.1,3.2,66.7,56.7,9.9,24.0,0.2
Bobby Portis,CHI,22,F,63,60,47.0,1.8,3.2,56.2,56.2,0.1,15.6,0.1
Jerami Grant,OKC,23,F,78,70,46.3,1.5,3.2,48.2,56.4,-8.2,19.1,0.7
Donatas Motiejunas,NOP,26,F-C,34,28,46.4,1.9,3.2,61.1,57.2,3.9,14.1,0.2
Khris Middleton,MIL,25,G-F,29,27,35.1,2.0,3.2,62.0,55.2,6.7,30.7,0.1
Al Jefferson,IND,32,C,63,60,58.1,1.8,3.2,57.5,55.6,1.9,14.1,0.2
Rakeem Christmas,IND,25,F,20,18,58.3,1.9,3.1,58.7,58.2,0.6,7.6,0.2
Ish Smith,DET,28,G,81,73,33.6,1.8,3.1,57.3,54.4,2.9,24.1,0.1
Marcus Morris Sr.,DET,27,F,79,76,33.1,1.7,3.1,53.0,56.9,-3.9,NaN,NaN
Chris Paul,LAC,32,G,61,57,31.0,2.1,3.1,67.2,55.9,11.3,31.5,0.1
Davis Bertans,SAS,24,F,57,53,53.3,1.8,3.1,58.4,55.3,3.1,12.0,0.3
Courtney Lee,NYK,31,G,77,74,32.9,2.1,3.1,67.5,56.4,11.1,31.9,0.2
Jae Crowder,BOS,26,F,72,68,30.6,1.9,3.1,60.1,56.4,3.7,32.4,0.3
Luc Mbah a Moute,LAC,30,F,80,72,35.2,1.7,3.1,54.8,56.3,-1.5,22.3,0.2
JaVale McGee,GSW,29,C,76,67,58.3,1.6,3.1,51.5,55.2,-3.7,9.6,0.6
Bojan Bogdanovic,WAS,28,G,80,75,36.0,1.8,3.1,57.3,55.7,1.6,25.7,0.0
Brandon Ingram,LAL,19,F,78,73,34.6,1.9,3.1,61.7,56.9,4.8,28.8,0.2
Doug McDermott,OKC,25,F,65,64,41.3,1.8,3.1,59.5,56.1,3.4,22.8,0.0
Sam Dekker,HOU,23,F,77,73,41.6,1.7,3.1,54.4,55.4,-1.0,18.4,0.1
Boris Diaw,UTA,35,C-F,72,66,48.4,1.7,3.1,56.8,55.6,1.2,17.6,0.1
Nik Stauskas,PHI,23,G,80,74,35.3,2.0,3.0,65.4,55.7,9.7,27.4,0.2
Nicolas Batum,CHA,28,G,77,73,33.5,1.6,3.0,54.3,56.1,-1.9,34.0,0.3
Isaiah Whitehead,BKN,22,G,73,72,36.3,1.7,3.0,54.8,53.9,0.9,22.5,0.3
Buddy Hield,SAC,24,G,81,72,38.3,2.0,3.0,66.4,55.6,10.8,23.0,0.1
Mike Tobey,CHA,22,C,2,2,66.7,0.5,3.0,16.7,52.0,-35.4,12.5,0
Cory Joseph,TOR,25,G,79,74,34.0,1.7,3.0,57.8,53.9,3.9,25.0,0.1
Josh Huestis,OKC,25,F,2,2,37.5,1.5,3.0,50.0,55.8,-5.8,15.5,0.5
Jerryd Bayless,PHI,28,G,3,3,52.9,1.7,3.0,55.6,53.6,1.9,24.0,0
David Nwaba,LAL,24,G,19,18,35.4,1.8,3.0,59.6,56.8,2.8,19.9,0.2
Austin Rivers,LAC,24,G,74,70,35.7,1.6,3.0,54.3,54.9,-0.6,27.8,0.1
Kent Bazemore,ATL,27,F-G,73,70,31.7,1.4,3.0,48.2,55.6,-7.4,26.9,0.4
T.J. Warren,PHX,23,F,63,59,36.6,1.8,3.0,59.6,56.7,2.9,NaN,NaN
Luis Scola,BKN,37,F,34,32,57.4,1.6,3.0,55.4,56.2,-0.7,12.8,0.1
Evan Turner,POR,28,G-F,65,60,31.0,1.7,3.0,56.3,56.5,-0.2,25.5,0.2
Andre Iguodala,GSW,33,G-F,76,69,38.7,1.6,2.9,53.8,55.7,-1.9,26.3,0.2
Terrence Ross,ORL,26,F,77,70,36.2,1.8,2.9,61.3,55.5,5.9,25.1,0.2
Rodney Hood,UTA,24,G,59,53,41.4,1.6,2.9,55.8,54.8,1.0,27.0,0.2
Reggie Jackson,DET,27,G,52,50,30.2,1.6,2.9,55.3,54.1,1.1,27.4,0.1
Garrett Temple,SAC,31,G,65,62,29.3,1.7,2.9,58.0,55.5,2.4,26.6,0.3
Tiago Splitter,PHI,32,C-F,8,7,59.0,1.6,2.9,56.5,55.1,1.5,9.5,0.1
James Michael McAdoo,GSW,24,F,47,43,56.3,1.5,2.9,53.0,54.5,-1.5,8.8,0.4
Emmanuel Mudiay,DEN,21,G,53,50,34.5,1.9,2.8,67.3,54.4,13.0,25.6,0.1
Jonas Jerebko,BOS,30,F,78,72,47.0,1.6,2.8,58.4,56.1,2.3,15.8,0.2
Russell Westbrook,OKC,28,G,80,73,38.4,1.8,2.8,62.4,55.8,6.6,34.6,0.4
Rodney McGruder,MIA,25,G,77,72,34.4,1.8,2.8,62.4,56.0,6.4,25.2,0.1
Eric Gordon,HOU,28,G,75,71,31.5,1.7,2.8,59.2,55.8,3.5,31.0,0.2
Mirza Teletovic,MIL,31,F,70,60,48.9,1.7,2.8,59.9,55.4,4.5,16.2,0.1
John Wall,WAS,26,G,78,75,29.7,1.6,2.8,55.7,54.7,1.0,36.4,0.4
James Ennis III,MEM,26,F,63,58,39.0,1.6,2.8,58.8,56.3,2.5,23.5,0.2
D'Angelo Russell,LAL,21,G,62,57,32.0,2.1,2.8,74.0,56.1,17.9,28.7,0.1
Lavoy Allen,IND,28,F-C,57,51,45.3,1.4,2.8,49.1,56.1,-7.0,14.3,0.2
Rajon Rondo,CHI,31,G,69,59,35.4,1.7,2.8,62.0,55.4,6.6,26.7,0.1
Joffrey Lauvergne,CHI,25,C-F,66,58,52.0,1.6,2.8,59.0,55.7,3.3,14.0,0.1
Marcus Smart,BOS,23,G,79,73,30.4,1.5,2.8,55.3,55.6,-0.4,30.4,0.2
P.J. Tucker,TOR,32,F,79,70,32.8,1.6,2.8,58.4,56.1,2.4,NaN,NaN
Cole Aldrich,MIN,28,C,58,49,60.2,1.7,2.8,62.5,56.5,6.0,8.6,0.3
Gordon Hayward,UTA,27,F,73,69,34.7,1.5,2.8,55.7,55.0,0.7,34.5,0.2
Tony Snell,MIL,25,G-F,80,74,31.1,1.6,2.8,57.7,55.2,2.5,29.2,0.1
Stephen Curry,GSW,29,G,79,74,30.1,1.6,2.8,57.6,55.1,2.5,33.4,0.1
Dragan Bender,PHX,19,F,39,33,42.3,1.5,2.7,56.1,56.2,-0.1,13.3,0.4
Thabo Sefolosha,ATL,33,F,62,57,27.8,1.7,2.7,62.7,57.2,5.5,25.7,0.3
Dennis Schroder,ATL,23,G,79,75,27.9,1.4,2.7,50.7,54.2,-3.5,31.5,0.1
Omri Casspi,MIN,29,F,35,30,43.8,1.7,2.7,63.2,56.6,6.5,17.8,0.1
Juancho Hernangomez,DEN,21,F,54,43,42.9,1.5,2.7,56.6,57.1,-0.5,NaN,NaN
Okaro White,MIA,24,F,32,30,47.0,1.6,2.7,60.5,55.1,5.3,13.5,0.2
Iman Shumpert,CLE,27,G,76,70,32.5,1.5,2.7,57.4,55.3,2.0,25.5,0.3
Boban Marjanovic,DET,28,C,29,24,61.1,1.1,2.7,41.6,55.1,-13.6,8.4,0.2
Isaiah Thomas,BOS,28,G,76,70,30.2,1.6,2.7,61.9,54.9,7.0,33.8,0.1
Dorian Finney-Smith,DAL,24,F,78,68,35.3,1.6,2.6,59.9,55.1,4.8,20.3,0.2
Glenn Robinson III,IND,23,G-F,66,60,35.1,1.4,2.6,51.7,55.5,-3.8,20.7,0.2
Matthew Dellavedova,MIL,26,G,76,73,32.0,1.5,2.6,57.7,54.7,3.0,26.1,0
DeMar DeRozan,TOR,27,G,73,65,33.0,1.6,2.6,62.8,55.7,7.2,35.4,0.1
Cheick Diallo,NOP,20,F,15,13,40.2,1.9,2.6,74.4,57.2,17.2,11.7,0.4
