Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,BLKR
Isaiah Hartenstein,LAC,24,C-F,68,68,53.0,3.3,6.6,49.9,58.5,-8.6,17.9,0.6
John Collins,ATL,24,F-C,54,54,46.1,3.7,6.6,55.9,59.3,-3.4,30.8,0.7
Mo Bamba,ORL,24,C,71,70,45.8,3.6,6.6,54.2,59.8,-5.6,25.7,0.7
Daniel Gafford,WAS,23,F-C,72,71,54.6,3.5,6.6,53.9,59.0,-5.1,20.1,0.7
James Harden,PHI,32,G,65,65,48.3,3.8,6.5,57.9,58.9,-1.0,37.2,0.3
Darius Bazley,OKC,22,F,69,69,45.5,4.0,6.5,62.1,59.4,2.7,27.9,0.4
Derrick White,BOS,27,G,75,75,51.3,3.4,6.5,52.3,58.4,-6.2,29.3,0.3
Andrew Wiggins,GSW,27,F,73,72,45.3,3.5,6.4,54.0,59.0,-5.0,31.9,0.2
Josh Giddey,OKC,19,G,54,54,52.2,3.5,6.3,54.5,58.5,-4.0,31.5,0.1
Al Horford,BOS,36,C-F,69,68,42.0,3.1,6.3,49.1,58.5,-9.4,29.1,0.7
Paul George,LAC,32,F,31,31,46.9,3.4,6.3,53.8,58.1,-4.2,34.7,0.3
Dwight Powell,DAL,30,F-C,82,81,54.0,3.7,6.3,59.8,59.6,0.2,21.9,0.3
De'Aaron Fox,SAC,24,G,58,58,44.3,3.9,6.2,62.4,57.4,5.1,35.3,0.2
Jaren Jackson Jr.,MEM,22,F-C,78,78,50.8,3.0,6.2,47.2,59.6,-12.4,27.3,1.4
Isaiah Roby,OKC,24,F,45,43,57.7,3.8,6.2,61.4,60.2,1.2,21.1,0.4
Shai Gilgeous-Alexander,OKC,23,G,56,55,44.1,3.5,6.2,57.2,58.5,-1.3,34.7,0.3
Deni Avdija,WAS,21,F,81,80,50.4,3.2,6.2,52.2,57.7,-5.5,24.2,0.2
Jeremiah Robinson-Earl,OKC,21,F,49,48,53.4,3.5,6.2,56.1,59.7,-3.6,22.2,0.1
D'Angelo Russell,MIN,26,G,65,65,45.7,3.7,6.2,60.8,58.4,2.3,32.0,0.1
Kevin Porter Jr.,HOU,22,G-F,61,61,50.4,4.1,6.2,66.9,58.8,8.2,31.3,0.2
Bobby Portis,MIL,27,F,72,71,45.4,3.4,6.1,55.0,59.5,-4.5,28.2,0.3
Richaun Holmes,SAC,28,F,44,44,55.8,3.2,6.1,51.9,58.8,-6.9,23.9,0.6
Nerlens Noel,NYK,28,C-F,25,25,55.5,3.2,6.1,52.0,61.6,-9.6,22.5,1.0
Zach Collins,SAS,24,F-C,28,27,50.3,3.3,6.1,54.1,59.3,-5.2,17.9,0.6
Giannis Antetokounmpo,MIL,27,F,67,67,44.0,3.1,6.1,50.9,59.4,-8.5,32.9,0.9
Ja Morant,MEM,22,G,57,57,49.3,3.1,6.1,50.9,58.3,-7.5,33.1,0.2
LeBron James,LAL,37,F,56,55,46.7,3.1,6.0,51.6,58.5,-6.9,37.2,0.6
P.J. Washington,CHA,23,F,65,64,49.0,3.4,6.0,56.7,59.2,-2.5,27.2,0.6
Kyrie Irving,BKN,30,G,29,28,47.2,3.2,6.0,54.0,57.8,-3.8,37.6,0.2
Cameron Oliver,ATL,25,F,2,2,54.5,3.5,6.0,58.3,64.5,-6.1,NaN,NaN
Precious Achiuwa,TOR,22,F,73,72,52.2,3.1,6.0,52.5,59.4,-6.9,23.6,0.3
Daniel Theis,BOS,30,F-C,47,46,48.7,3.4,5.9,57.9,59.8,-1.9,20.8,0.5
Devin Booker,PHX,25,G,68,68,42.7,3.3,5.9,55.3,58.2,-3.0,34.5,0.1
Dorian Finney-Smith,DAL,29,F,80,80,42.5,3.3,5.8,57.0,58.5,-1.6,33.0,0.4
Reggie Jackson,LAC,32,G,75,75,43.9,3.1,5.8,53.7,57.8,-4.2,31.2,0.1
Josh Hart,POR,27,G,54,54,41.9,3.5,5.8,60.2,58.3,1.9,33.2,0.1
Tobias Harris,PHI,29,F,73,73,47.0,3.5,5.8,59.8,58.3,1.5,34.8,0.3
Kevin Durant,BKN,33,F,55,55,40.4,3.0,5.8,52.4,58.4,-6.1,37.2,0.5
Onyeka Okongwu,ATL,21,F-C,48,47,50.5,3.1,5.8,53.3,58.7,-5.4,20.7,0.8
Hassan Whiteside,UTA,33,C,65,65,50.0,3.1,5.8,54.0,59.3,-5.3,17.9,0.8
Tyrese Haliburton,IND,22,G,76,75,47.7,3.7,5.7,64.2,57.0,7.2,35.0,0.2
Anthony Edwards,MIN,20,G,72,72,44.6,3.3,5.7,57.6,58.9,-1.2,34.2,0.3
Keldon Johnson,SAS,22,F-G,75,74,47.2,3.0,5.7,52.7,58.5,-5.8,31.9,0.1
RJ Barrett,NYK,22,F-G,70,70,39.8,3.4,5.7,60.1,58.2,1.8,34.5,0.2
Kevon Looney,GSW,26,F,82,81,46.6,3.2,5.7,56.1,60.0,-3.9,21.1,0.3
Malcolm Brogdon,IND,29,G,36,35,48.7,3.2,5.7,56.9,57.3,-0.5,33.5,0.2
Robert Covington,LAC,31,F,71,71,48.0,3.1,5.7,54.6,58.9,-4.3,27.3,0.8
Terry Rozier,CHA,28,G,72,72,45.8,3.5,5.7,61.9,58.3,3.6,33.7,0.1
Stanley Johnson,LAL,26,F-G,48,47,52.9,3.4,5.7,60.5,57.3,3.2,22.8,0.1
Nemanja Bjelica,GSW,34,F,71,71,54.0,3.2,5.7,56.4,58.5,-2.1,16.1,0.2
Bam Adebayo,MIA,24,C-F,56,55,45.1,3.2,5.6,56.5,59.6,-3.1,32.6,0.3
Damian Jones,SAC,27,C,53,52,51.0,3.1,5.6,56.2,59.2,-3.0,18.2,0.6
Julius Randle,NYK,27,F-C,72,72,42.8,3.0,5.6,54.3,59.4,-5.1,35.3,0.5
Maxi Kleber,DAL,30,F,59,59,48.2,2.9,5.6,52.1,58.2,-6.1,24.6,0.5
Mikal Bridges,PHX,25,F,82,82,44.3,3.3,5.6,58.3,58.0,0.3,34.8,0.2
Kelly Olynyk,DET,31,F-C,40,40,52.7,3.2,5.6,57.4,58.5,-1.1,19.1,0.3
Willy Hernangomez,NOP,28,C-F,49,49,52.9,3.5,5.5,62.4,60.5,1.8,17.1,0.2
Kris Dunn,POR,28,G,14,14,55.4,3.2,5.5,58.4,56.9,1.5,24.0,0.2
Harrison Barnes,SAC,30,F,76,76,46.9,3.3,5.5,59.5,59.0,0.5,33.6,0.1
Royce O'Neale,UTA,29,F,77,77,43.3,3.2,5.5,57.8,58.1,-0.2,31.2,0.2
CJ McCollum,NOP,30,G,62,61,41.1,3.2,5.5,59.1,58.1,1.0,34.6,0.2
Malik Monk,LAL,24,G,76,75,50.5,3.3,5.5,60.1,57.8,2.3,28.1,0.1
Austin Reaves,LAL,24,G,61,60,47.9,3.1,5.4,56.9,56.3,0.6,23.2,0.1
Jaylen Brown,BOS,25,G-F,66,63,44.0,3.0,5.4,55.9,58.2,-2.3,33.6,0.1
Aaron Gordon,DEN,26,F,75,75,46.5,3.0,5.4,55.7,58.1,-2.5,31.7,0.3
Jayson Tatum,BOS,24,F-G,76,76,45.2,2.9,5.4,53.1,57.9,-4.8,35.9,0.2
Brook Lopez,MIL,34,C,13,13,37.6,2.5,5.4,47.1,60.4,-13.3,22.9,0.8
Jrue Holiday,MIL,32,G,66,65,37.5,2.9,5.4,54.6,57.3,-2.6,33.0,0.1
Robert Williams III,BOS,24,C-F,61,60,39.9,2.6,5.4,48.0,58.9,-10.9,29.6,0.7
Tyler Herro,MIA,22,G,66,66,45.5,3.1,5.3,58.4,56.9,1.4,32.6,0.1
Chris Duarte,IND,25,G,55,54,46.9,3.0,5.3,55.6,57.7,-2.0,28.0,0.1
Andre Drummond,BKN,28,C,73,72,49.4,3.1,5.3,57.7,59.9,-2.2,19.7,0.5
Jalen Green,HOU,20,G,67,66,51.3,3.5,5.3,65.7,58.9,6.8,31.9,0.1
Coby White,CHI,22,G,61,61,49.3,3.1,5.3,58.5,56.9,1.7,27.5,0.1
Alex Len,SAC,29,C,38,36,52.1,3.0,5.3,56.7,60.6,-3.9,15.9,0.4
LaMarcus Aldridge,BKN,36,C-F,47,44,44.0,2.8,5.3,52.8,59.4,-6.6,22.3,0.7
Nassir Little,POR,22,F-G,42,41,45.6,2.7,5.2,52.3,57.8,-5.5,25.9,0.5
Bogdan Bogdanovic,ATL,29,G,63,62,43.6,3.1,5.2,59.7,57.6,2.1,29.3,0.1
Kessler Edwards,BKN,21,F,44,44,50.0,3.2,5.2,60.9,58.4,2.4,20.6,0.4
Jae'Sean Tate,HOU,26,F,78,76,45.5,3.0,5.2,57.4,58.8,-1.4,26.4,0.2
De'Anthony Melton,MEM,24,G,73,72,55.6,3.0,5.2,58.7,57.8,0.8,22.7,0.3
Devin Cannady,ORL,26,G,5,5,40.6,3.4,5.2,65.4,55.8,9.5,29.0,0.1
Dillon Brooks,MEM,26,G-F,32,31,42.5,2.7,5.2,52.4,56.6,-4.2,27.7,0.1
Terance Mann,LAC,25,G-F,81,81,51.2,2.8,5.2,54.9,57.4,-2.5,28.6,0.2
Garrison Mathews,HOU,25,G,65,64,50.7,3.1,5.2,59.2,57.5,1.7,26.3,0.2
LaMelo Ball,CHA,20,G,74,72,48.0,3.0,5.2,57.3,58.2,-0.8,32.3,0.1
Khris Middleton,MIL,30,F,66,65,40.6,3.0,5.1,57.8,58.3,-0.5,32.4,0.2
Draymond Green,GSW,32,F,45,45,38.8,2.6,5.1,49.8,59.1,-9.4,28.9,0.2
Bruce Brown,BKN,25,G-F,72,72,47.3,2.7,5.1,52.6,58.4,-5.8,24.6,0.2
Trey Lyles,SAC,26,F,73,68,53.8,3.1,5.1,61.5,59.1,2.4,20.5,0.3
DeMar DeRozan,CHI,32,G-F,76,76,51.1,3.0,5.1,58.9,58.3,0.5,36.1,0.2
Michael Porter Jr.,DEN,24,F,9,9,51.1,3.4,5.1,67.4,59.8,7.6,29.4,0.1
Franz Wagner,ORL,20,F,77,76,43.1,2.6,5.1,50.9,58.1,-7.2,30.7,0.2
Reggie Perry,POR,22,F-C,10,10,46.8,3.4,5.1,66.7,57.2,9.5,18.7,0.4
JaVale McGee,PHX,34,C-F,74,73,49.4,2.5,5.1,49.3,58.5,-9.1,15.8,0.6
Ayo Dosunmu,CHI,22,G,77,76,53.3,2.9,5.1,57.5,56.2,1.4,27.4,0.2
Kyle Lowry,MIA,36,G,63,60,42.2,3.2,5.1,62.2,58.3,3.9,33.9,0.1
Mitchell Robinson,NYK,24,C-F,72,71,43.6,2.6,5.1,51.4,59.8,-8.4,25.7,1.0
Goga Bitadze,IND,22,C-F,44,42,57.9,3.1,5.1,61.0,60.4,0.6,14.6,0.5
Jae Crowder,PHX,31,F,67,66,43.6,3.0,5.1,59.7,58.8,1.0,28.1,0.2
Kevin Huerter,ATL,23,G-F,74,73,44.8,3.0,5.0,60.2,57.1,3.1,29.6,0.1
De'Andre Hunter,ATL,24,F-G,53,51,40.3,2.8,5.0,56.2,58.0,-1.8,29.8,0.1
Terry Taylor,IND,22,F,31,29,49.2,3.0,5.0,59.0,58.4,0.6,21.6,0.1
Jaden McDaniels,MIN,21,F,70,68,45.0,2.4,5.0,47.4,58.2,-10.7,25.8,0.5
Joe Harris,BKN,30,G-F,14,14,49.0,2.8,5.0,55.7,58.3,-2.6,30.2,0.1
Tyrese Maxey,PHI,21,G,75,74,41.4,2.9,5.0,57.3,56.7,0.6,35.3,0.2
D.J. Wilson,TOR,26,F,4,4,57.1,2.8,5.0,55.0,58.4,-3.4,NaN,NaN
Drew Eubanks,POR,25,F-C,70,66,51.2,2.9,5.0,57.4,59.0,-1.6,17.5,0.3
Damian Lillard,POR,31,G,29,29,41.2,3.0,5.0,59.3,58.0,1.4,36.4,0.1
BJ Johnson,ORL,26,F,3,3,55.6,2.0,5.0,40.0,55.1,-15.1,NaN,NaN
Isaiah Jackson,IND,20,F,36,31,58.3,2.8,5.0,56.4,58.4,-2.0,15.0,0.9
Devin Vassell,SAS,21,G-F,71,70,53.8,2.8,4.9,56.2,57.8,-1.7,27.3,0.4
Grant Williams,BOS,23,F,77,74,43.6,2.7,4.9,54.8,58.0,-3.3,24.4,0.3
Oshae Brissett,IND,24,F-G,67,63,53.0,3.0,4.9,61.9,58.3,3.6,23.3,0.2
Herbert Jones,NOP,23,F,78,78,41.3,2.8,4.9,57.1,58.5,-1.5,29.9,0.3
Cole Anthony,ORL,22,G,64,64,42.0,2.9,4.9,58.5,57.8,0.7,31.7,0.1
Bradley Beal,WAS,29,G,40,40,40.3,3.0,4.9,62.6,58.6,4.0,36.0,0.0
Nicolas Batum,LAC,33,G-F,59,56,56.3,2.8,4.9,56.3,59.3,-3.0,24.8,0.4
Darius Garland,CLE,22,G,68,67,43.1,3.0,4.9,61.0,56.4,4.6,35.7,0.0
Anfernee Simons,POR,23,G,57,57,44.8,3.2,4.9,66.1,58.1,7.9,29.5,0.0
Desmond Bane,MEM,24,G,76,75,40.5,2.5,4.9,52.0,58.0,-6.0,29.8,0.2
Carmelo Anthony,LAL,38,F,69,67,47.0,2.8,4.8,58.3,58.8,-0.5,26.0,0.3
Brandon Williams,POR,22,G,24,21,43.1,2.7,4.8,56.5,56.1,0.4,26.7,0.2
Jarred Vanderbilt,MIN,23,F,74,74,48.0,2.7,4.8,56.5,60.2,-3.7,25.4,0.4
Joshua Primo,SAS,19,G,48,45,52.5,2.5,4.8,51.5,57.3,-5.7,19.3,0.2
Talen Horton-Tucker,LAL,21,G,60,60,43.6,2.7,4.8,56.6,57.4,-0.7,25.2,0.2
Killian Hayes,DET,20,G,66,66,47.2,2.7,4.8,56.8,57.4,-0.6,25.0,0.2
Nic Claxton,BKN,23,F-C,47,46,43.4,2.4,4.8,50.9,58.5,-7.6,20.7,0.5
Montrezl Harrell,CHA,28,F-C,71,69,41.8,2.8,4.8,58.3,59.6,-1.3,23.1,0.3
Olivier Sarr,OKC,23,C,21,21,53.2,2.8,4.8,59.0,57.2,1.8,19.1,0.2
Stephen Curry,GSW,34,G,64,63,44.5,2.6,4.8,55.6,58.4,-2.9,34.5,0.1
Kemba Walker,NYK,32,G,37,36,40.5,3.0,4.7,62.3,57.6,4.7,25.6,0.1
O.G. Anunoby,TOR,24,F,48,46,40.5,2.8,4.7,59.9,59.0,0.9,NaN,NaN
Will Barton,DEN,31,G,71,71,45.0,2.9,4.7,61.6,58.2,3.4,32.1,0.2
Udoka Azubuike,UTA,22,C-F,15,15,52.2,2.3,4.7,47.9,60.5,-12.6,11.5,0.2
Serge Ibaka,MIL,32,F,54,52,45.1,2.7,4.7,56.5,60.2,-3.7,16.3,0.3
Vit Krejci,OKC,22,G,29,29,49.5,2.9,4.7,61.3,57.7,3.7,23.0,0.1
Cory Joseph,DET,30,G,65,63,49.7,2.8,4.7,58.5,57.5,1.0,24.6,0.1
Chuma Okeke,ORL,23,F,70,70,48.7,2.8,4.7,59.6,58.6,0.9,25.0,0.3
Dennis Schroder,HOU,28,G,64,63,47.5,2.7,4.7,57.3,56.8,0.5,28.7,0.1
Wes Iwundu,ATL,27,F,3,3,51.9,3.7,4.7,78.6,63.7,14.9,NaN,NaN
Russell Westbrook,LAL,33,G,78,78,43.7,3.0,4.7,64.6,58.5,6.1,34.3,0.1
Pat Connaughton,MIL,29,G,65,65,40.1,2.9,4.6,63.1,58.3,4.8,26.0,0.1
Jalen Smith,IND,22,F-C,49,44,52.2,2.5,4.6,54.2,58.5,-4.3,18.1,0.5
Trae Young,ATL,23,G,76,75,42.0,2.8,4.6,61.4,57.0,4.3,34.9,0.0
Aaron Wiggins,OKC,23,G,50,47,44.6,2.9,4.6,62.8,58.2,4.6,24.2,0.1
Kevin Love,CLE,33,F-C,74,74,46.0,2.5,4.6,55.0,58.8,-3.8,22.5,0.2
Caleb Martin,MIA,26,F,59,57,43.0,2.6,4.6,55.5,57.7,-2.2,22.9,0.2
Alex Caruso,CHI,28,G,41,40,39.7,2.8,4.6,60.1,57.4,2.7,28.0,0.3
Aleksej Pokusevski,OKC,20,F,61,58,47.5,2.7,4.6,57.9,59.5,-1.6,20.2,0.3
Marvin Bagley III,DET,23,F,48,46,40.7,2.5,4.6,54.5,59.7,-5.2,23.9,0.2
Isaac Okoro,CLE,21,F-G,67,65,45.8,2.5,4.6,54.2,56.4,-2.2,29.6,0.2
Justin Holiday,SAC,33,F-G,74,74,46.9,2.9,4.6,62.4,57.9,4.6,27.8,0.2
Klay Thompson,GSW,32,G,32,32,48.0,2.4,4.6,53.4,59.1,-5.7,29.4,0.2
Chimezie Metu,SAC,25,F-C,59,57,47.5,2.6,4.5,57.5,58.4,-1.0,21.3,0.3
Jeff Green,DEN,35,F,75,72,42.8,2.8,4.5,61.5,59.1,2.4,24.7,0.2
Reggie Bullock,DAL,31,G-F,68,67,49.5,2.8,4.5,60.7,57.7,3.0,28.0,0.1
Trendon Watford,POR,21,F,48,46,51.7,2.6,4.5,58.5,59.4,-0.9,18.1,0.3
Luke Kennard,LAC,26,G,70,70,53.3,2.5,4.5,56.0,57.7,-1.7,27.4,0.0
Isaiah Livers,DET,23,F,18,16,51.9,2.4,4.5,53.1,56.8,-3.8,20.2,0.2
Spencer Dinwiddie,DAL,29,G,67,66,41.9,2.6,4.5,58.5,57.4,1.1,29.6,0.1
Naz Reid,MIN,22,C-F,77,75,54.8,2.4,4.5,52.8,59.8,-7.1,15.8,0.5
Robin Lopez,ORL,34,C,36,36,45.5,2.6,4.5,58.4,58.6,-0.2,17.0,0.4
Matisse Thybulle,PHI,25,G-F,66,66,45.9,2.4,4.5,54.2,56.7,-2.5,25.5,0.2
Mamadi Diakite,OKC,25,F,13,13,58.0,2.8,4.5,62.1,60.7,1.4,14.5,0.5
Caris LeVert,CLE,27,G,58,57,43.0,2.7,4.5,61.2,57.8,3.4,30.7,0.1
Kelly Oubre Jr.,CHA,26,F-G,75,73,45.1,2.7,4.4,61.6,58.7,2.9,26.3,0.2
Freddie Gillespie,ORL,25,C,9,9,50.0,2.3,4.4,52.5,57.9,-5.4,13.2,0.4
Cody Martin,CHA,26,F,70,67,42.3,2.6,4.4,58.5,58.3,0.3,26.3,0.2
Patrick Beverley,MIN,33,G,58,55,46.0,2.6,4.4,59.5,59.0,0.5,25.4,0.3
Zach LaVine,CHI,27,G-F,67,65,38.1,2.5,4.4,55.9,58.0,-2.1,34.7,0.2
Jalen Suggs,ORL,21,G,48,47,43.7,2.3,4.4,52.8,58.4,-5.5,27.2,0.3
Eric Bledsoe,POR,32,G,54,54,48.1,2.4,4.4,54.2,57.6,-3.4,25.2,0.2
Thomas Bryant,WAS,24,C-F,27,26,48.4,2.6,4.4,58.0,59.2,-1.2,16.3,0.4
Cameron Johnson,PHX,26,F,66,63,45.5,2.4,4.4,53.3,57.7,-4.5,26.2,0.1
Otto Porter Jr.,GSW,29,F,63,63,55.8,2.5,4.4,57.6,59.1,-1.5,22.2,0.2
Kentavious Caldwell-Pope,WAS,29,G,77,76,46.4,2.6,4.4,60.4,57.7,2.6,30.2,0.1
Luguentz Dort,OKC,23,G,51,50,34.6,2.6,4.4,59.4,57.1,2.3,32.6,0.1
Evan Fournier,NYK,29,G-F,80,77,44.0,2.7,4.4,61.6,57.5,4.1,29.5,0.1
Greg Monroe,MIN,32,F-C,14,13,55.0,2.7,4.4,62.3,59.7,2.6,13.9,0.5
Brandon Ingram,NOP,24,F,55,53,43.9,2.7,4.3,61.5,59.0,2.5,34.0,0.3
Chris Boucher,TOR,29,F-C,80,75,49.0,2.4,4.3,54.9,59.1,-4.2,21.1,0.4
Melvin Frazier Jr.,OKC,25,G-F,3,3,44.8,3.0,4.3,69.2,57.2,12.1,40.0,0
Blake Griffin,BKN,33,F,55,54,44.4,2.4,4.3,55.5,59.6,-4.1,17.1,0.2
P.J. Tucker,MIA,37,F,71,69,36.5,2.5,4.3,57.0,58.0,-1.0,27.9,0.1
Jerami Grant,DET,28,F,47,46,45.4,2.4,4.3,56.2,60.0,-3.8,31.9,0.6
Braxton Key,DET,25,F,11,10,54.0,2.4,4.3,55.3,59.0,-3.7,17.9,0.3
Gordon Hayward,CHA,32,F,48,48,44.4,2.4,4.3,57.4,59.2,-1.8,31.9,0.2
Bojan Bogdanovic,UTA,33,F,69,69,43.5,2.4,4.3,57.0,59.0,-2.0,30.9,0.0
Georges Niang,PHI,29,F,76,75,45.2,2.4,4.2,56.8,58.9,-2.1,22.8,0.1
Monte Morris,DEN,27,G,75,75,45.8,2.7,4.2,63.4,57.0,6.4,29.9,0.0
Tim Hardaway Jr.,DAL,30,G-F,42,41,44.0,2.6,4.2,61.0,57.6,3.4,29.6,0.1
Jamorko Pickett,DET,24,F,10,9,56.8,2.6,4.2,61.9,59.1,2.8,13.5,0.2
Alec Burks,NYK,30,G,81,78,39.2,2.5,4.2,60.3,58.5,1.8,28.6,0.2
Theo Maledon,OKC,21,G,47,43,51.0,2.4,4.2,56.9,56.7,0.2,17.8,0.1
Khem Birch,TOR,29,C,55,55,47.8,2.5,4.2,60.9,58.9,1.9,18.0,0.3
Mike Conley,UTA,34,G,72,71,41.6,2.3,4.2,55.5,57.3,-1.8,28.6,0.1
Larry Nance Jr.,NOP,29,F-C,46,46,47.9,2.8,4.2,66.7,58.5,8.1,22.6,0.2
Seth Curry,BKN,31,G,64,64,38.6,2.5,4.2,59.8,57.3,2.5,33.3,0.1
Davion Mitchell,SAC,23,G,74,71,39.9,2.3,4.1,54.6,57.3,-2.7,27.7,0.2
DeMarcus Cousins,DEN,31,C,48,46,55.0,2.4,4.1,58.6,59.1,-0.5,14.9,0.2
Danny Green,PHI,35,G,62,61,43.5,2.5,4.1,59.4,57.5,1.8,21.8,0.3
Raul Neto,WAS,30,G,68,63,46.5,2.5,4.1,60.1,56.4,3.7,19.6,0.0
Chris Paul,PHX,37,G,65,63,42.3,2.5,4.1,60.8,58.2,2.6,32.9,0.1
Danilo Gallinari,ATL,33,F,66,63,45.5,2.6,4.1,63.6,59.0,4.6,25.3,0.1
Keon Johnson,POR,20,G,34,33,51.9,2.6,4.1,63.6,58.3,5.3,18.8,0.3
Ricky Rubio,IND,31,G,34,34,44.2,2.1,4.1,51.4,56.9,-5.5,28.5,0.1
Grayson Allen,MIL,26,G,66,65,38.9,2.3,4.1,55.7,57.6,-1.9,27.3,0.2
Collin Sexton,CLE,23,G,11,11,44.1,2.5,4.1,60.0,56.6,3.4,28.7,0
Dwight Howard,LAL,36,C-F,58,57,46.5,2.6,4.1,63.7,59.9,3.8,16.2,0.4
Norman Powell,LAC,29,G,44,44,38.6,2.8,4.1,67.6,59.9,7.7,32.4,0.2
Donte DiVincenzo,SAC,25,G,42,41,43.2,2.5,4.1,61.4,57.7,3.7,23.9,0.1
Javonte Green,CHI,28,G-F,65,63,47.4,2.3,4.1,55.7,58.3,-2.7,23.4,0.3
Kyle Anderson,MEM,28,F-G,69,68,49.7,2.3,4.1,56.8,59.2,-2.4,21.5,0.4
Donovan Mitchell,UTA,25,G,67,64,42.4,2.6,4.1,65.1,58.5,6.5,33.8,0.1
Luka Garza,DET,23,C,31,27,59.2,2.7,4.1,65.9,60.5,5.3,12.2,0.1
Brandon Clarke,MEM,25,F,64,61,49.1,2.0,4.0,49.4,57.5,-8.1,19.5,0.7
Gary Trent Jr.,TOR,23,G-F,70,68,42.1,2.5,4.0,62.1,57.5,4.5,35.0,0.1
