Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,BLKR
Boris Diaw,SAS,33,C-F,81,81,49.9,2.8,5.0,55.6,53.9,1.7,24.5,0.2
Patrick Patterson,TOR,26,F,81,80,50.4,2.5,5.0,50.6,52.9,-2.3,26.6,0.4
Mirza Teletovic,BKN,29,F,40,39,54.0,2.5,4.9,50.3,53.9,-3.7,22.3,0.3
Marreese Speights,GSW,27,C-F,76,72,65.6,2.6,4.9,52.4,53.9,-1.5,15.9,0.3
Mitch McGary,OKC,23,F,31,31,61.8,2.9,4.7,61.9,55.1,6.8,15.2,0.4
Robert Sacre,LAL,26,C,64,62,63.0,2.5,4.7,52.1,54.6,-2.4,16.9,0.5
Giannis Antetokounmpo,MIL,20,F,80,78,46.1,2.4,4.6,51.2,53.4,-2.2,31.4,0.8
Ersan Ilyasova,MIL,28,F,57,56,56.3,2.3,4.6,49.8,53.8,-4.0,22.7,0.3
Henry Walker,MIA,27,F,23,23,45.8,2.8,4.5,62.5,53.8,8.7,26.2,0.2
JJ Hickson,DEN,26,F-C,73,72,52.3,2.5,4.5,55.8,54.5,1.3,19.3,0.4
Aron Baynes,SAS,28,C-F,69,67,65.9,2.1,4.5,47.9,53.8,-5.9,16.0,0.3
Wilson Chandler,DEN,28,F,78,78,40.5,2.5,4.5,55.3,54.4,0.9,31.7,0.3
Kyle Korver,ATL,34,G,75,74,38.8,2.5,4.4,55.6,53.4,2.1,32.2,0.3
Tarik Black,LAL,23,C-F,62,60,53.6,2.6,4.4,57.8,54.7,3.2,19.0,0.3
Lavoy Allen,IND,26,F-C,61,58,62.4,2.2,4.4,49.6,53.5,-3.9,17.0,0.4
David Lee,GSW,32,F-C,49,49,56.1,2.3,4.4,52.8,53.9,-1.1,18.4,0.3
Joel Freeland,POR,28,C-F,42,40,67.6,2.1,4.4,47.3,53.6,-6.3,12.9,0.3
Luol Deng,MIA,30,F,71,68,35.3,2.6,4.4,60.3,54.5,5.8,33.6,0.2
Eric Bledsoe,PHX,25,G,81,76,35.4,2.3,4.3,53.8,52.9,0.9,34.6,0.4
Jimmy Butler,CHI,25,G-F,65,63,38.4,2.5,4.3,57.1,54.3,2.9,38.7,0.3
Andrew Wiggins,MIN,20,F-G,81,80,34.9,2.8,4.3,64.8,54.1,10.6,36.2,0.2
Kosta Koufos,MEM,26,C,81,80,66.8,2.0,4.3,46.2,54.1,-7.9,16.6,0.6
James Harden,HOU,25,G,80,79,35.0,2.5,4.3,57.5,54.3,3.1,36.8,0.3
Kendrick Perkins,CLE,30,C,68,64,60.3,2.0,4.2,47.2,53.0,-5.8,16.9,0.4
Nikola Mirotic,CHI,24,F,80,74,51.5,2.3,4.2,54.3,53.6,0.7,20.2,0.5
Kevin Seraphin,WAS,25,C,77,75,65.0,2.1,4.2,50.8,53.2,-2.4,15.6,0.5
David West,IND,34,F,66,64,44.7,2.2,4.1,54.0,53.5,0.6,28.7,0.4
Nene,WAS,32,F-C,67,65,47.3,2.2,4.1,53.6,53.6,0.0,25.3,0.2
Kris Humphries,WAS,30,F,62,60,49.3,1.9,4.1,47.6,53.4,-5.8,21.0,0.3
Evan Turner,BOS,26,G-F,82,79,41.1,2.3,4.1,55.5,53.9,1.7,27.6,0.1
Tobias Harris,ORL,22,F,68,65,37.6,2.1,4.1,52.2,54.1,-1.9,34.8,0.3
Spencer Hawes,LAC,27,F-C,73,68,52.3,2.1,4.1,51.3,53.4,-2.1,17.5,0.5
Dante Cunningham,NOP,28,F,66,65,49.4,2.3,4.0,56.2,54.6,1.6,25.0,0.5
Jamaal Franklin,DEN,23,G,1,1,80.0,3.0,4.0,75.0,46.1,28.9,4.3,0.3
Jabari Parker,MIL,20,F,25,23,42.6,2.7,4.0,67.0,53.9,13.1,29.6,0.1
Henry Sims,PHI,25,C,72,69,55.9,2.2,4.0,54.9,54.5,0.4,19.2,0.4
Meyers Leonard,POR,23,C,53,51,50.6,1.8,4.0,44.5,54.1,-9.6,15.4,0.2
Brandon Davies,PHI,23,F,25,25,53.2,2.5,4.0,62.6,55.0,7.6,15.7,0.2
Rudy Gay,SAC,28,F,68,67,35.2,2.3,4.0,58.4,54.8,3.6,35.4,0.2
Danny Green,SAS,28,G-F,81,78,38.9,2.0,4.0,51.3,53.1,-1.9,28.5,0.8
Harrison Barnes,GSW,23,F,82,80,42.5,2.2,4.0,55.2,53.9,1.3,28.3,0.1
Brandon Bass,BOS,30,F-C,81,79,45.8,2.3,3.9,57.4,53.2,4.1,23.5,0.2
Nicolas Batum,POR,26,F,71,68,38.5,2.1,3.9,52.3,54.3,-2.0,33.5,0.3
Festus Ezeli,GSW,25,C,45,43,69.8,2.0,3.9,51.7,54.5,-2.8,11.0,0.5
Kostas Papanikolaou,HOU,24,F,41,39,53.9,2.1,3.9,55.0,54.4,0.6,18.5,0.3
Marvin Williams,CHA,29,F,78,77,45.7,2.0,3.9,52.3,53.6,-1.3,26.1,0.3
Jason Smith,NYK,29,F-C,81,76,46.7,2.1,3.9,54.1,53.9,0.2,21.8,0.4
Elton Brand,ATL,36,F-C,34,30,71.0,1.9,3.9,49.2,52.3,-3.1,13.5,0.6
Michael Beasley,MIA,26,F,24,23,46.3,2.0,3.9,51.6,54.4,-2.8,21.0,0.5
Marcus Morris Sr.,PHX,25,F,81,79,44.5,2.2,3.9,56.5,53.9,2.6,NaN,NaN
Anthony Tolliver,DET,30,F,72,66,51.3,2.1,3.9,54.0,53.9,0.1,18.9,0.1
Tyreke Evans,NOP,25,G-F,79,76,36.8,2.2,3.9,58.2,53.7,4.5,34.1,0.3
Kemba Walker,CHA,25,G,62,58,29.2,2.0,3.9,51.5,53.5,-2.0,34.2,0.2
Reggie Evans,SAC,35,C-F,45,44,59.1,2.6,3.8,66.9,55.1,11.7,16.3,0.0
Kyle O'Quinn,ORL,25,F-C,50,47,57.7,2.0,3.8,51.8,55.2,-3.3,16.2,0.5
Alec Burks,UTA,23,G,27,27,37.2,2.6,3.8,68.9,55.4,13.5,33.3,0.1
Clint Capela,HOU,21,C,10,9,71.7,1.5,3.8,39.5,53.9,-14.5,8.2,0.5
Jeremy Lin,LAL,26,G,74,72,41.5,2.0,3.8,53.7,52.7,1.0,25.8,0.3
DeMarre Carroll,ATL,28,F,70,67,33.5,2.4,3.8,64.2,54.0,10.2,31.3,0.1
Kyrie Irving,CLE,23,G,74,69,34.8,2.4,3.8,62.9,53.4,9.5,36.4,0.1
Joey Dorsey,HOU,31,C-F,62,60,60.2,2.0,3.8,53.8,54.9,-1.1,12.4,0.2
Langston Galloway,NYK,23,G,44,43,35.3,1.9,3.7,50.6,52.5,-1.9,32.4,0.1
Ben McLemore,SAC,22,G,82,80,33.6,2.2,3.7,59.0,53.7,5.4,32.6,0.2
Derrick Rose,CHI,26,G,51,49,35.9,2.0,3.7,55.3,52.2,3.1,30.0,0.1
Michael Kidd-Gilchrist,CHA,21,F,55,53,40.5,1.8,3.7,47.8,53.0,-5.2,28.9,0.5
Ricky Rubio,MIN,24,G,22,21,34.0,2.2,3.7,60.5,53.2,7.3,31.5,0.0
Matt Barnes,LAC,35,F,76,73,33.3,2.1,3.7,56.3,53.7,2.6,29.9,0.4
Kevin Garnett,MIN,39,F-C,47,45,60.4,2.1,3.7,57.0,54.0,3.0,20.3,0.3
Dewayne Dedmon,ORL,25,C,54,48,60.2,1.5,3.6,42.1,53.7,-11.6,14.3,0.5
Kyle Lowry,TOR,29,G,70,66,33.9,2.1,3.6,58.0,53.8,4.3,34.5,0.2
P.J. Tucker,PHX,30,F-G,78,75,36.8,2.1,3.6,57.6,54.0,3.6,NaN,NaN
Danilo Gallinari,DEN,26,F,59,57,43.3,2.1,3.6,59.2,53.4,5.8,24.2,0.2
Robbie Hummel,MIN,26,F,42,39,48.4,2.0,3.5,56.4,54.6,1.8,16.5,0.2
Nick Collison,OKC,34,F,66,59,51.2,1.9,3.5,55.1,53.8,1.3,16.7,0.3
Robert Covington,PHI,24,F,69,67,40.6,1.9,3.5,52.5,53.7,-1.2,27.9,0.3
Goran Dragic,MIA,29,G,78,76,36.8,2.0,3.5,55.6,52.7,2.9,33.8,0.1
Kyle Singler,OKC,27,F,78,74,41.8,2.0,3.5,55.6,53.9,1.8,21.8,0.2
Michael Carter-Williams,MIL,23,G,66,63,39.0,2.0,3.5,55.8,53.0,2.8,32.6,0.3
Kawhi Leonard,SAS,24,F,64,63,39.0,1.7,3.5,48.2,53.9,-5.7,31.8,0.5
Joel Anthony,DET,32,C,42,39,67.7,1.6,3.5,45.6,52.2,-6.6,8.5,0.7
Pero Antic,ATL,32,F-C,62,62,61.6,1.7,3.5,47.9,54.3,-6.4,16.5,0.1
Jeff Adrien,HOU,29,F,16,16,63.6,1.8,3.5,50.0,53.7,-3.7,12.6,0.4
Jared Dudley,MIL,29,F-G,71,68,47.0,1.8,3.5,51.0,52.6,-1.6,23.8,0.1
Carlos Boozer,LAL,33,F,71,67,44.6,2.0,3.5,57.5,54.3,3.1,23.8,0.1
JaVale McGee,DEN,27,C,23,21,66.1,1.9,3.5,53.8,52.1,1.6,11.1,0.7
Ryan Hollins,SAC,30,C,38,34,60.3,1.9,3.5,54.5,54.9,-0.3,9.6,0.2
Reggie Jackson,DET,25,G,77,73,33.9,2.1,3.4,60.8,53.2,7.7,29.5,0.1
Darren Collison,SAC,27,G,45,44,28.7,2.0,3.4,58.4,54.0,4.4,34.8,0.1
Jeff Green,MEM,28,F,78,74,33.3,2.1,3.4,60.9,54.5,6.4,31.5,0.2
Darrell Arthur,DEN,27,F,56,53,45.9,1.6,3.4,48.4,54.0,-5.6,17.0,0.3
Joffrey Lauvergne,DEN,23,F-C,21,20,65.1,1.7,3.4,50.7,53.9,-3.2,11.2,0.3
Shawne Williams,DET,29,F,60,53,52.3,1.9,3.4,55.9,53.5,2.4,17.3,0.2
KJ McDaniels,HOU,22,G-F,59,57,44.0,1.4,3.4,42.4,53.5,-11.1,21.8,0.8
George Hill,IND,29,G,43,38,32.2,1.6,3.4,47.2,51.2,-3.9,29.5,0.2
Udonis Haslem,MIA,35,F,60,58,52.9,2.0,3.3,61.0,53.6,7.4,16.0,0.2
Victor Oladipo,ORL,23,G,72,68,29.5,2.2,3.3,67.4,53.9,13.4,35.7,0.2
Wesley Johnson,LAL,27,F,76,70,38.4,2.0,3.3,61.1,54.5,6.6,29.5,0.4
Mike Muscala,ATL,23,F-C,37,33,60.0,1.7,3.3,52.0,51.8,0.2,12.6,0.3
Quincy Pondexter,NOP,27,F-G,45,42,38.4,1.9,3.3,57.7,54.7,3.0,23.9,0.2
Luis Scola,IND,35,F,80,77,50.2,1.7,3.3,50.9,53.8,-2.9,20.5,0.1
Patrick Beverley,HOU,26,G,56,51,35.7,2.0,3.3,60.0,53.7,6.3,30.8,0.2
Tyler Hansbrough,TOR,29,F-C,71,68,64.6,1.9,3.3,56.5,53.4,3.0,14.3,0.1
Trevor Ariza,HOU,29,F,81,76,35.4,2.0,3.3,62.5,54.5,8.0,35.7,0.1
Anthony Bennett,MIN,22,F,52,46,51.5,2.1,3.3,63.3,55.1,8.2,15.7,0.2
Malcolm Thomas,PHI,26,F,16,15,66.7,2.1,3.3,63.5,52.9,10.5,11.4,0.1
Furkan Aldemir,PHI,23,F-C,40,36,61.4,1.8,3.2,55.8,53.9,2.0,13.2,0.2
Jrue Holiday,NOP,25,G,40,37,29.6,1.7,3.2,52.7,53.9,-1.2,32.6,0.3
Jordan Clarkson,LAL,23,G,59,52,39.0,2.0,3.2,61.9,52.9,9.0,25.0,0.2
Kevin Durant,OKC,26,F,27,25,35.2,1.6,3.2,51.2,54.3,-3.2,33.8,0.4
Jerami Grant,PHI,21,F,64,62,42.3,1.6,3.2,49.0,53.6,-4.6,21.2,0.6
Tayshaun Prince,DET,35,F,58,54,43.7,1.8,3.2,56.0,53.5,2.5,24.1,0.1
Mike Conley,MEM,27,G,70,68,29.5,1.9,3.2,61.3,52.7,8.5,31.8,0.1
Elfrid Payton,ORL,21,G,82,77,32.5,1.9,3.1,61.6,52.7,8.9,30.4,0.2
Solomon Hill,IND,24,F,82,76,32.2,1.7,3.1,55.3,53.8,1.5,29.0,0.1
Dion Waiters,OKC,23,G,79,73,35.9,1.8,3.1,56.9,54.0,2.9,27.6,0.2
Bradley Beal,WAS,22,G,63,57,30.0,1.9,3.1,59.7,53.5,6.2,33.5,0.2
Gordon Hayward,UTA,25,F,76,71,38.3,1.8,3.1,58.4,54.3,4.1,34.4,0.2
Jonas Jerebko,BOS,28,F,74,71,46.4,1.5,3.0,49.1,53.7,-4.5,16.4,0.2
Tyler Johnson,MIA,23,G,28,24,34.0,1.8,3.0,57.6,52.7,5.0,18.8,0.1
Thomas Robinson,PHI,24,F,51,45,55.0,1.5,3.0,50.3,53.0,-2.7,14.8,0.3
Damian Lillard,POR,24,G,82,78,28.6,2.1,3.0,69.2,53.3,15.9,35.7,0.0
Vander Blue,LAL,22,G,2,2,46.2,1.0,3.0,33.3,43.8,-10.4,37.0,0
Carl Landry,SAC,31,F,68,62,49.2,1.5,3.0,50.0,54.5,-4.5,17.0,0.2
Ronny Turiaf,MIN,32,C,1,1,50.0,3.0,3.0,100,50.6,49.4,9.5,0
DeMar DeRozan,TOR,25,G,60,57,33.8,1.9,3.0,63.9,53.9,10.0,35.0,0.1
JJ Redick,LAC,31,G,78,72,30.2,1.6,3.0,54.5,53.8,0.8,30.9,0.1
Al-Farouq Aminu,DAL,24,F,72,67,40.9,1.4,3.0,47.2,53.9,-6.7,18.5,0.5
Greg Smith,DAL,24,C,33,30,56.3,1.5,3.0,51.0,53.5,-2.5,8.6,0.2
Jason Maxiell,CHA,32,F,60,52,56.0,1.5,3.0,50.6,54.0,-3.4,14.4,0.5
Terrence Ross,TOR,24,F-G,82,78,32.4,1.7,3.0,56.6,53.0,3.6,25.5,0.2
Jerome Jordan,BKN,28,C,38,34,72.7,1.4,3.0,48.2,53.8,-5.6,8.7,0.3
John Wall,WAS,24,G,79,69,28.8,1.7,2.9,57.6,53.2,4.4,35.9,0.3
Jarrett Jack,BKN,31,G,79,72,29.0,1.6,2.9,56.6,52.3,4.3,28.0,0.1
Omri Casspi,SAC,27,F,66,61,44.2,1.8,2.9,62.1,53.4,8.7,21.1,0.0
Quincy Acy,NYK,24,F,65,58,46.8,1.4,2.9,47.1,53.7,-6.6,18.9,0.2
Ryan Kelly,LAL,24,F,52,42,33.6,1.6,2.9,56.4,55.0,1.4,23.7,0.2
Kentavious Caldwell-Pope,DET,22,G,82,74,32.2,1.8,2.9,61.7,53.9,7.8,31.5,0.1
James Johnson,TOR,28,F,69,64,37.7,1.6,2.9,54.3,52.6,1.8,19.6,0.5
Joe Johnson,BKN,34,F-G,80,71,30.3,2.0,2.9,68.6,54.0,14.6,34.9,0.1
Monta Ellis,DAL,29,G,80,75,27.2,1.6,2.9,56.3,53.5,2.9,33.7,0.2
LeBron James,CLE,30,F,68,61,36.1,1.6,2.9,56.2,54.0,2.2,36.1,0.4
Mo Williams,CHA,32,G,67,62,28.6,1.7,2.9,58.1,53.3,4.8,29.1,0.1
Rasual Butler,WAS,36,F,69,61,35.2,1.7,2.8,59.5,52.5,7.0,20.1,0.1
Wesley Matthews,POR,28,G,60,57,28.9,1.5,2.8,53.3,53.3,0.0,33.7,0.1
Matt Bonner,SAS,35,C-F,65,53,49.2,1.2,2.8,41.5,53.2,-11.7,13.0,0.1
Paul Pierce,WAS,37,F,73,70,31.7,1.4,2.8,51.7,53.5,-1.8,26.2,0.2
Brandon Knight,PHX,23,G,62,58,30.1,1.7,2.8,60.3,52.9,7.5,32.3,0.1
Jeff Withey,NOP,25,C,30,25,70.6,1.2,2.8,44.0,53.9,-9.9,7.0,0.4
Chandler Parsons,DAL,26,F,66,59,32.1,1.8,2.8,63.0,53.8,9.2,33.1,0.2
Deron Williams,BKN,31,G,68,62,30.9,1.6,2.8,57.8,53.1,4.7,31.1,0.2
Klay Thompson,GSW,25,G,77,69,27.9,1.4,2.8,49.1,53.5,-4.4,31.9,0.3
Stephen Curry,GSW,27,G,80,75,28.0,1.5,2.7,55.7,52.4,3.3,32.7,0.0
Bernard James,DAL,30,C,15,11,61.2,1.1,2.7,41.5,53.2,-11.7,9.9,0.5
Khris Middleton,MIL,23,G-F,78,69,29.3,1.6,2.7,57.8,54.0,3.8,30.1,0.1
Jon Leuer,MEM,26,F,60,52,52.1,1.3,2.7,49.4,53.9,-4.5,13.1,0.1
Kobe Bryant,LAL,36,G,35,31,30.2,1.7,2.7,62.8,54.7,8.1,34.5,0.2
Cory Jefferson,BKN,24,F,42,40,51.8,1.4,2.7,52.2,53.9,-1.6,10.6,0.3
Andre Roberson,OKC,23,G,67,60,39.0,1.3,2.7,47.8,54.0,-6.2,19.2,0.3
Andrew Nicholson,ORL,25,F,38,33,56.4,1.2,2.7,46.1,52.8,-6.7,12.3,0.3
Tim Hardaway Jr.,NYK,23,G,68,58,33.8,1.6,2.7,58.8,54.3,4.4,24.0,0.2
Glen Davis,LAC,29,F-C,68,62,54.8,1.4,2.7,53.8,53.4,0.5,12.2,0.2
Jason Richardson,PHI,34,G,19,17,38.3,1.8,2.7,68.6,52.6,16.0,21.9,0
James Michael McAdoo,GSW,22,F,12,10,48.5,1.4,2.7,53.1,53.8,-0.7,9.1,0.3
Jae Crowder,BOS,24,F,80,68,37.1,1.6,2.7,61.5,54.0,7.5,20.1,0.2
Ty Lawson,DEN,27,G,75,68,29.8,1.6,2.6,61.3,53.5,7.8,35.5,0.1
Trevor Booker,UTA,27,F,78,71,37.9,1.2,2.6,45.4,53.7,-8.3,19.8,0.2
Mario Chalmers,MIA,29,G,79,75,31.4,1.5,2.6,56.5,53.3,3.3,29.6,0.1
Donald Sloan,IND,27,G,47,45,33.4,1.4,2.6,55.7,52.9,2.9,20.9,0
Trey Burke,UTA,22,G,76,70,28.3,1.6,2.6,62.2,53.2,9.1,30.1,0.0
Zach LaVine,MIN,20,G,74,65,33.5,1.7,2.6,64.7,52.7,12.0,24.7,0.1
Devyn Marble,ORL,22,F,9,9,36.5,1.4,2.6,56.5,54.4,2.2,13.0,0.1
Carmelo Anthony,NYK,31,F,39,37,29.6,1.7,2.6,65.0,54.9,10.1,35.7,0.3
Bojan Bogdanovic,BKN,26,G-F,77,68,32.9,1.5,2.5,59.2,53.1,6.1,23.8,0.1
Drew Gooden,WAS,33,F,48,40,38.5,1.5,2.5,58.2,53.8,4.4,16.9,0.1
JaKarr Sampson,PHI,22,G-F,72,61,40.7,1.3,2.5,52.7,53.3,-0.6,15.3,0.3
Iman Shumpert,CLE,25,G,60,54,30.4,1.5,2.5,57.9,53.8,4.1,24.9,0.1
Kirk Hinrich,CHI,34,G,66,60,31.0,1.3,2.5,50.0,51.8,-1.8,24.4,0.1
Aaron Gordon,ORL,19,F,46,38,40.7,1.2,2.5,46.6,54.6,-8.1,17.0,0.3
Jeff Ayres,SAS,28,F-C,41,37,63.2,1.5,2.5,60.2,53.5,6.7,7.5,0.1
