Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,STL,BLKP,Charges
Jonas Valanciunas,MEM,28,C,70,69,35.5,2.2,5.6,39.0,36.8,2.2,26.4,0.4,0.4,0.01
Ja Morant,MEM,20,G,67,67,47.3,1.8,5.5,32.7,37.3,-4.6,31.0,0.9,0.1,0.04
Devonte' Graham,CHA,25,G,62,62,47.4,2.1,5.5,38.9,36.8,2.1,35.1,1.0,0.1,0.16
Eric Bledsoe,MIL,30,G,60,60,50.3,1.9,5.5,34.7,37.3,-2.5,27.0,0.9,0.3,0.05
Bogdan Bogdanovic,SAC,27,G,61,61,51.1,1.8,5.5,32.6,36.3,-3.7,29.0,1.0,0.2,0.02
Daniel Theis,BOS,28,F-C,65,64,37.7,2.0,5.5,36.3,37.3,-1.0,24.1,0.6,0.5,0.12
Zach LaVine,CHI,25,G-F,60,60,47.1,1.9,5.5,34.2,37.0,-2.7,34.8,1.5,0.2,0
Lonzo Ball,NOP,22,G,63,63,41.0,2.1,5.5,38.2,37.7,0.4,32.1,1.4,0.3,0
Danuel House Jr.,HOU,27,F-G,63,63,44.7,2.1,5.5,37.6,38.2,-0.6,30.4,1.1,0.1,0.1
RJ Barrett,NYK,20,F-G,56,55,47.9,2.3,5.5,41.8,37.4,4.4,30.4,1.0,0.1,0.04
Robert Covington,HOU,29,F,70,70,44.0,1.8,5.4,33.8,37.5,-3.7,30.5,1.6,0.7,0.09
Kendrick Nunn,MIA,24,G,66,66,48.6,2.1,5.4,39.8,37.2,2.6,29.3,0.8,0.1,0.01
Dragan Bender,GSW,22,F,15,15,42.2,1.9,5.4,34.6,37.3,-2.7,17.9,0.2,0.2,0
Derrick White,SAS,25,G,67,67,44.3,1.9,5.4,35.0,36.7,-1.7,24.7,0.6,0.5,0.44
Brandon Ingram,NOP,22,F,62,61,45.2,2.0,5.3,37.3,36.7,0.7,33.9,1.0,0.2,0.08
P.J. Washington,CHA,21,F,57,57,39.9,1.8,5.3,33.8,35.7,-1.9,30.3,0.9,0.3,0
Jamal Murray,DEN,23,G,59,57,46.8,1.9,5.3,34.6,37.2,-2.6,32.3,1.1,0.2,0.08
Will Barton,DEN,29,G,58,58,43.9,1.9,5.3,35.6,37.2,-1.6,33.0,1.1,0.2,0.02
Derrick Favors,NOP,28,F,51,47,38.7,2.0,5.3,37.9,37.5,0.4,24.4,0.6,0.2,0.02
D'Angelo Russell,MIN,24,G,45,45,44.0,2.3,5.3,43.1,36.9,6.2,32.3,1.1,0.1,0.04
Jae Crowder,MIA,29,F,64,64,50.2,1.9,5.3,36.6,37.2,-0.7,28.8,1.1,0.1,0.08
Spencer Dinwiddie,BKN,27,G,64,64,46.6,2.0,5.3,38.6,36.3,2.4,31.2,0.6,0.2,0.03
Marcus Morris Sr.,LAC,30,F,62,62,50.3,2.1,5.3,39.3,37.0,2.3,31.2,0.8,0.2,0.08
Blake Griffin,DET,31,F,17,16,50.6,2.1,5.3,38.9,35.2,3.7,28.4,0.4,0.1,0.39
Aaron Holiday,IND,23,G,65,64,48.3,1.7,5.3,33.0,37.1,-4.1,24.5,0.8,0.1,0.05
Danny Green,LAL,33,G,68,67,45.7,2.0,5.3,38.9,37.8,1.2,24.8,1.2,0.2,0.04
Myles Turner,IND,24,C-F,62,61,34.5,2.0,5.2,38.0,36.4,1.5,29.5,0.7,0.5,0.05
Buddy Hield,SAC,27,G,72,72,42.4,1.9,5.2,37.1,36.9,0.2,30.8,0.9,0.1,0.01
Caris LeVert,BKN,25,G,45,44,50.9,1.9,5.2,37.2,36.6,0.6,29.6,1.2,0.0,0.07
Maxi Kleber,DAL,28,F,73,73,39.7,1.9,5.2,35.9,37.4,-1.5,25.5,0.3,0.3,0.08
Russell Westbrook,HOU,31,G,57,57,48.3,1.9,5.2,37.3,37.3,0.0,35.9,1.6,0.1,0.04
O.G. Anunoby,TOR,22,F,68,68,52.1,1.9,5.2,37.3,37.0,0.3,NaN,NaN,NaN,NaN
Devin Booker,PHX,23,G,70,70,43.6,1.9,5.2,36.3,36.9,-0.6,35.9,0.7,0.1,0.06
Evan Fournier,ORL,27,G-F,66,65,45.1,2.2,5.1,42.8,38.0,4.8,31.5,1.1,0.1,0.08
Duncan Robinson,MIA,26,F,71,71,49.3,1.7,5.1,33.3,37.0,-3.7,29.7,0.5,0.1,0.12
Royce O'Neale,UTA,27,F,71,69,42.4,1.9,5.1,36.9,37.6,-0.6,28.9,0.8,0.2,0.01
Shai Gilgeous-Alexander,OKC,21,G-F,70,70,40.8,1.8,5.1,36.0,36.6,-0.6,34.7,1.1,0.4,0.03
Garrett Temple,BKN,34,G-F,62,61,47.5,1.8,5.1,35.8,36.8,-1.1,27.9,0.8,0.2,0.03
James Johnson,MIN,33,F,32,32,54.2,2.1,5.1,41.7,36.8,4.9,19.4,0.8,0.6,0
Kevin Love,CLE,31,F-C,56,55,36.4,1.9,5.1,37.2,36.9,0.3,31.8,0.6,0.1,0.16
Thaddeus Young,CHI,32,F,64,64,45.0,1.8,5.1,35.1,36.2,-1.1,24.9,1.4,0.2,0.2
Jeremy Lamb,IND,28,G-F,46,46,43.5,1.7,5.1,33.0,37.7,-4.6,28.1,1.2,0.3,0.02
Luka Doncic,DAL,21,F-G,59,59,42.3,1.7,5.0,34.2,36.5,-2.3,33.6,1.0,0.1,0.03
Paul Millsap,DEN,35,F,51,51,44.9,1.6,5.0,32.3,36.7,-4.4,24.3,0.9,0.1,0.08
Mike Conley,UTA,32,G,47,47,44.9,1.8,5.0,35.4,36.8,-1.3,29.0,0.8,0.0,0.15
Landry Shamet,LAC,23,G,53,51,49.2,2.0,5.0,39.0,37.4,1.6,27.4,0.4,0.0,0.04
Rui Hachimura,WAS,22,F,48,48,42.1,2.0,5.0,39.4,37.1,2.3,30.1,0.8,0.0,0.02
Taurean Prince,BKN,26,F,64,64,45.0,1.7,5.0,33.3,36.4,-3.1,29.0,0.9,0.1,0.16
Christian Wood,DET,24,F,60,57,42.1,1.9,5.0,37.7,36.7,0.9,21.4,0.5,0.4,0
Aron Baynes,PHX,33,C-F,41,40,39.2,2.1,5.0,42.9,37.5,5.4,22.2,0.2,0.1,0.36
Davis Bertans,WAS,27,F,54,54,38.8,1.9,5.0,38.9,36.3,2.6,29.3,0.7,0.2,0.19
Aaron Gordon,ORL,24,F,62,61,41.3,1.7,5.0,34.9,36.8,-1.9,32.5,0.8,0.2,0.02
Malcolm Brogdon,IND,27,G,54,54,41.3,1.6,4.9,33.5,37.0,-3.5,30.9,0.6,0.1,0
Derrick Jones Jr.,MIA,23,F,56,53,50.8,1.5,4.9,30.8,37.2,-6.4,23.3,1.0,0.3,0.07
Khris Middleton,MIL,28,F,61,60,54.5,1.8,4.9,36.3,36.3,0.1,29.9,0.9,0.0,0.1
Kris Dunn,CHI,26,G,50,50,49.9,1.8,4.9,36.2,37.6,-1.4,24.9,2.0,0.1,0
Patrick Beverley,LAC,31,G,51,47,52.4,1.6,4.9,33.1,37.8,-4.7,26.3,1.1,0.4,0.16
Gary Harris,DEN,25,G,56,56,52.1,1.8,4.9,36.4,37.2,-0.8,31.8,1.4,0.1,0.05
Damion Lee,GSW,27,G-F,48,48,47.8,2.1,4.9,43.4,37.2,6.2,29.0,1.0,0.1,0.12
Kent Bazemore,SAC,30,G-F,68,67,46.2,1.8,4.9,36.0,36.8,-0.8,24.8,1.1,0.2,0.09
Paul George,LAC,30,F,48,47,46.5,1.8,4.9,36.6,37.3,-0.7,29.6,1.4,0.1,0.15
Ivica Zubac,LAC,23,C,72,69,38.3,2.0,4.9,40.1,37.1,3.0,18.4,0.2,0.3,0.01
George Hill,MIL,34,G,58,58,57.3,1.8,4.9,36.2,36.9,-0.7,21.5,0.8,0.1,0.07
Josh Richardson,PHI,26,G,54,54,44.5,1.6,4.8,34.0,37.2,-3.3,30.8,0.9,0.4,0.02
Jabari Parker,SAC,25,F,37,37,44.8,1.8,4.8,38.2,36.0,2.2,24.2,1.2,0.1,0.05
Trae Young,ATL,21,G,60,59,37.8,1.8,4.8,38.2,36.6,1.5,35.3,1.1,0.1,0.22
Josh Hart,NOP,25,G,65,65,40.7,1.6,4.8,34.6,37.1,-2.5,27.0,1.0,0.1,0.02
Markelle Fultz,ORL,22,G,72,72,46.0,1.9,4.8,40.4,37.4,3.0,27.7,1.2,0.0,0.03
Danilo Gallinari,OKC,31,F,62,61,46.7,1.7,4.7,36.5,36.9,-0.3,29.6,0.7,0.0,0.16
Kelly Oubre Jr.,PHX,24,F-G,55,55,44.5,1.8,4.7,37.3,37.2,0.1,34.5,1.3,0.3,0.05
Lauri Markkanen,CHI,23,F-C,50,49,36.7,1.6,4.7,34.7,37.0,-2.3,29.8,0.8,0.2,0.02
Rudy Gay,SAS,33,F-G,66,66,49.4,1.9,4.7,41.0,36.3,4.7,21.8,0.5,0.1,0.01
Kevin Porter Jr.,CLE,20,G-F,50,49,48.1,1.9,4.7,40.9,36.3,4.6,23.2,0.9,0.1,0
Bojan Bogdanovic,UTA,31,F,63,63,47.9,1.8,4.7,38.5,36.8,1.7,33.1,0.5,0.0,0.05
Ricky Rubio,PHX,29,G,64,63,44.3,1.8,4.7,37.7,36.7,1.0,31.0,1.4,0.0,0.12
Lou Williams,LAC,33,G,65,64,49.6,1.5,4.7,32.9,36.3,-3.4,28.7,0.7,0.1,0.09
Luguentz Dort,OKC,21,G,36,36,50.9,1.5,4.7,31.5,37.2,-5.7,22.8,0.9,0.1,0.14
Kevin Huerter,ATL,21,G-F,56,54,41.5,1.9,4.7,41.4,37.5,3.9,31.4,0.9,0.2,0
Dennis Schroder,OKC,26,G,65,63,42.5,1.7,4.7,36.0,37.3,-1.3,30.8,0.7,0.1,0.18
Pat Connaughton,MIL,27,G,65,62,50.2,1.6,4.7,34.0,36.8,-2.8,18.6,0.4,0.4,0
Tyler Herro,MIA,20,G,55,55,46.0,1.5,4.7,32.8,36.8,-4.0,27.4,0.6,0.1,0
Meyers Leonard,MIA,28,F-C,51,49,43.5,1.8,4.7,39.2,36.8,2.4,20.3,0.3,0.2,0.06
Richaun Holmes,SAC,26,F,44,42,33.1,1.4,4.6,29.9,36.9,-7.0,28.2,0.9,0.5,0
Wesley Matthews,MIL,33,G,65,64,54.9,1.6,4.6,35.3,37.0,-1.6,24.4,0.6,0.1,0.09
Gorgui Dieng,MEM,30,C,62,61,42.2,1.7,4.6,37.5,36.5,1.0,17.4,0.8,0.3,0.24
Eric Paschall,GSW,23,F,60,58,49.5,1.6,4.6,35.9,36.7,-0.8,27.6,0.5,0.1,0.05
Chris Paul,OKC,35,G,70,70,46.4,1.6,4.6,35.5,37.2,-1.6,31.5,1.6,0.1,0.06
Glenn Robinson III,PHI,26,F,62,61,41.9,2.0,4.6,43.0,37.4,5.5,28.8,0.9,0.1,0
Norman Powell,TOR,27,G,52,52,49.8,1.5,4.6,32.8,36.6,-3.8,28.4,1.2,0.2,0
Tobias Harris,PHI,27,F,72,71,41.9,1.7,4.6,38.0,37.2,0.8,34.3,0.7,0.2,0
Mychal Mulder,GSW,26,G,7,7,40.5,1.7,4.6,37.5,38.2,-0.7,29.1,0.3,0.0,0
Jayson Tatum,BOS,22,F-G,66,64,44.7,1.6,4.6,36.2,37.2,-1.0,34.3,1.4,0.5,0
Darius Garland,CLE,20,G,59,58,38.4,1.7,4.6,37.5,37.5,0.1,30.9,0.7,0.0,0.08
Donovan Mitchell,UTA,23,G,69,69,47.3,1.8,4.5,39.5,36.8,2.7,34.3,1.0,0.0,0.04
Thomas Bryant,WAS,22,C-F,46,44,35.1,2.1,4.5,46.9,36.8,10.1,24.9,0.5,0.3,0.02
Marvin Bagley III,SAC,21,F,13,13,37.8,1.4,4.5,30.5,36.5,-6.0,25.7,0.5,0.5,0.08
Dario Saric,PHX,26,F,65,61,40.5,1.7,4.5,37.9,37.2,0.7,24.7,0.6,0.1,0.05
LeBron James,LAL,35,F,67,67,48.4,1.4,4.5,32.1,37.0,-4.9,34.6,1.2,0.1,0.15
Bol Bol,DEN,20,C-F,6,6,56.3,2.2,4.5,48.1,37.0,11.2,14.5,0.3,0.3,0
Dejounte Murray,SAS,23,G,65,64,43.3,1.6,4.5,35.9,37.1,-1.2,25.6,1.7,0.2,0
Naz Reid,MIN,20,C-F,28,27,38.3,1.6,4.5,36.8,36.6,0.2,16.5,0.6,0.2,0.03
Jonathan Isaac,ORL,22,F,33,33,40.1,1.6,4.5,36.7,37.3,-0.6,28.8,1.6,1.3,0.12
Joe Harris,BKN,28,G-F,69,69,43.2,1.6,4.5,36.8,36.3,0.5,30.8,0.6,0.1,0.03
Darius Bazley,OKC,20,F-G,60,59,47.8,1.4,4.4,32.7,36.5,-3.8,18.5,0.4,0.3,0
Joe Ingles,UTA,32,F-G,71,69,47.9,1.4,4.4,32.8,37.6,-4.8,29.7,0.9,0.1,0.1
Terrance Ferguson,OKC,22,G,55,51,48.1,1.6,4.4,35.8,38.0,-2.2,22.4,0.5,0.2,0
Dion Waiters,LAL,28,G,10,10,59.5,1.5,4.4,34.1,36.0,-1.9,20.7,0.4,0.4,0
Troy Brown Jr.,WAS,20,G-F,69,69,42.1,1.8,4.4,40.1,37.0,3.1,25.8,1.2,0.0,0.03
Bryn Forbes,SAS,26,G,62,62,49.4,1.9,4.4,42.8,37.7,5.2,25.1,0.5,0,0
Justin Holiday,IND,31,F-G,73,73,42.9,1.4,4.4,31.4,36.7,-5.2,25.0,1.2,0.2,0.04
Marc Gasol,TOR,35,C,44,43,31.7,1.6,4.4,36.5,37.1,-0.6,26.4,0.8,0.3,0.18
Trevor Ariza,POR,35,F,52,49,47.9,1.5,4.3,34.1,37.0,-2.9,28.2,1.3,0.2,0.02
Talen Horton-Tucker,LAL,19,G,6,6,55.3,1.8,4.3,42.3,36.1,6.2,13.5,1.3,0.0,0
Luka Samanic,SAS,20,F,3,3,41.9,1.0,4.3,23.1,34.2,-11.1,16.0,0,0.0,0
Reggie Jackson,LAC,30,G,31,30,44.2,1.4,4.3,32.8,36.6,-3.8,24.0,0.4,0.1,0
Ish Smith,WAS,31,G,68,68,43.2,1.6,4.3,36.9,36.2,0.6,26.3,0.9,0.2,0.07
Jerami Grant,DEN,26,F,71,69,48.9,1.3,4.3,29.2,36.9,-7.8,26.6,0.7,0.4,0.07
Kyrie Irving,BKN,28,G,20,20,41.0,1.4,4.3,33.7,37.7,-4.0,32.9,1.4,0.2,0.15
Terrence Ross,ORL,29,G-F,69,68,49.5,1.6,4.3,37.6,37.0,0.6,27.4,1.1,0.2,0
Cory Joseph,SAC,28,G,72,71,44.2,1.5,4.3,36.0,37.4,-1.4,24.4,0.7,0.2,0.07
Brandon Clarke,MEM,23,F-G,58,56,41.5,1.5,4.3,34.8,37.0,-2.2,22.4,0.6,0.2,0.03
Cedi Osman,CLE,25,F,65,64,43.1,1.5,4.3,34.7,37.0,-2.4,29.4,0.8,0.1,0.12
Bruce Brown,DET,23,G-F,57,56,37.5,1.5,4.3,34.3,37.4,-3.1,28.2,1.1,0.3,0.02
Cameron Payne,PHX,25,G,8,8,47.2,1.1,4.3,26.5,36.8,-10.3,22.9,1.0,0.1,0.38
Al-Farouq Aminu,ORL,29,F,17,16,46.5,1.6,4.2,37.5,36.4,1.1,21.1,1.0,0.2,0.06
Bobby Portis,NYK,25,F,66,66,46.3,1.6,4.2,38.7,36.8,1.9,21.1,0.5,0.1,0.02
DeMar DeRozan,SAS,30,G-F,67,64,44.7,1.7,4.2,39.7,37.1,2.6,34.1,1.0,0.1,0.04
Shabazz Napier,WAS,28,G,56,55,46.3,1.7,4.2,40.3,37.7,2.5,24.0,1.2,0.1,0.04
Josh Okogie,MIN,21,G,62,61,44.8,1.6,4.2,37.2,37.7,-0.5,25.0,1.1,0.2,0.05
T.J. Warren,IND,26,F,67,66,46.4,1.5,4.2,35.1,37.2,-2.1,32.9,1.2,0.3,0.06
Jeff Green,HOU,33,F,48,45,47.2,1.6,4.2,37.8,36.2,1.6,20.0,0.5,0.2,0.12
Isaiah Thomas,WAS,31,G,40,38,48.4,1.7,4.2,40.1,36.7,3.4,23.1,0.3,0.1,0.07
Wilson Chandler,BKN,33,F,35,35,49.0,1.5,4.2,37.0,35.2,1.7,21.0,0.5,0.2,0
Luke Kennard,DET,24,G,27,27,41.9,1.3,4.2,32.1,36.5,-4.4,32.9,0.4,0.1,0
Cam Reddish,ATL,20,F-G,58,58,41.3,1.4,4.1,34.2,36.8,-2.7,26.7,1.1,0.2,0
Goran Dragic,MIA,34,G,58,55,44.8,1.3,4.1,32.6,36.0,-3.3,28.2,0.7,0.1,0.12
Juancho Hernangomez,MIN,24,F,45,42,45.8,1.6,4.1,39.5,36.0,3.4,17.4,0.4,0.1,0.06
Willie Cauley-Stein,DAL,26,C,54,50,37.3,1.8,4.1,43.0,37.1,5.8,20.3,0.9,0.5,0.04
Seth Curry,DAL,29,G,63,61,52.1,1.5,4.1,37.4,36.8,0.6,24.6,0.6,0.1,0.06
Kyle Kuzma,LAL,24,F,61,61,43.3,1.5,4.0,37.7,36.8,0.9,25.0,0.5,0.1,0.1
Cody Zeller,CHA,27,F-C,57,57,32.9,1.6,4.0,39.6,37.0,2.6,23.1,0.7,0.1,0.07
Robin Lopez,MIL,32,C,65,59,37.9,1.8,4.0,43.5,35.3,8.2,14.5,0.2,0.2,0.02
Marquese Chriss,GSW,22,F,59,58,39.6,1.8,4.0,45.4,36.9,8.5,20.3,0.7,0.3,0.05
Maurice Harkless,NYK,27,F-G,62,60,45.5,1.5,4.0,36.5,36.7,-0.1,23.0,0.9,0.3,0
Eric Mika,SAC,25,C-F,1,1,50.0,2.0,4.0,50.0,35.2,14.8,NaN,NaN,NaN,NaN
Gabe Vincent,MIA,24,G,5,5,71.4,1.6,4.0,40.0,35.3,4.7,9.2,0.6,0,0.11
Derrick Rose,DET,31,G,49,48,42.8,1.4,4.0,36.2,36.4,-0.1,26.0,0.8,0.2,0.02
Cody Martin,CHA,24,F,45,44,47.5,1.4,4.0,34.4,37.2,-2.8,18.8,0.8,0.1,0.29
D.J. Augustin,ORL,32,G,57,57,50.9,1.2,4.0,30.4,36.0,-5.6,24.9,0.6,0.0,0.05
Omari Spellman,MIN,22,F,48,46,46.6,1.6,4.0,40.5,36.0,4.5,18.1,0.7,0.2,0
Dwight Howard,LAL,34,C-F,69,67,41.2,1.4,4.0,35.9,36.5,-0.6,18.9,0.4,0.4,0
Alec Burks,PHI,28,G,66,65,44.5,1.4,4.0,36.0,36.9,-0.9,26.6,0.9,0.2,0.05
Tony Snell,DET,28,G,58,57,39.5,1.3,4.0,33.2,37.1,-3.9,27.8,0.5,0.1,0
Timothe Luwawu-Cabarrot,BKN,25,G-F,45,41,52.8,1.3,3.9,32.8,36.6,-3.8,18.1,0.4,0.0,0.06
Ky Bowman,GSW,23,G,45,43,41.2,1.4,3.9,34.5,36.8,-2.3,22.6,1.0,0.1,0.11
Anfernee Simons,POR,21,G,69,63,45.6,1.6,3.9,40.0,37.6,2.4,20.7,0.4,0.1,0.01
Mason Plumlee,DEN,30,F-C,61,61,37.9,1.5,3.9,39.2,36.1,3.1,17.3,0.5,0.2,0.11
Avery Bradley,LAL,29,G,49,47,48.1,1.1,3.9,28.4,37.3,-8.8,24.2,0.9,0.1,0.04
Kentavious Caldwell-Pope,LAL,27,G,69,69,45.3,1.4,3.9,36.2,37.4,-1.2,25.5,0.8,0.1,0.04
Kyle Anderson,MEM,26,F-G,67,64,49.9,1.1,3.9,29.2,36.4,-7.1,19.9,0.8,0.2,0.03
Alex Len,SAC,27,C,55,51,36.2,1.2,3.9,31.0,36.9,-6.0,17.7,0.4,0.5,0
Kenrich Williams,NOP,25,G-F,38,36,41.4,1.2,3.9,29.9,36.5,-6.6,21.3,0.7,0.2,0.15
Langston Galloway,DET,28,G,65,64,45.6,1.5,3.9,38.6,37.5,1.2,25.8,0.7,0.1,0.11
Eric Gordon,HOU,31,G,36,34,46.3,1.1,3.9,28.1,36.9,-8.8,28.2,0.6,0.2,0
