Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,STL,BLKP,Charges
Jabari Parker,MIL,21,F,76,76,100,6.0,11.8,50.2,45.0,5.2,31.7,0.9,0.1,0
Jonas Valanciunas,TOR,24,C,59,59,100,5.6,11.8,47.6,47.4,0.2,25.9,0.4,0.5,0
Damian Lillard,POR,25,G,75,75,100,5.3,11.7,45.1,43.8,1.2,35.7,0.9,0.3,0.17
Victor Oladipo,ORL,24,G,71,71,100,5.2,11.7,44.0,43.8,0.2,33.0,1.6,0.3,0.15
Zaza Pachulia,DAL,32,C,76,76,100,5.7,11.6,49.2,47.7,1.5,26.4,0.8,0.0,0.04
Kevin Durant,OKC,27,F,72,72,100,4.5,11.5,38.7,44.8,-6.1,35.8,1.0,0.7,0
Myles Turner,IND,20,F-C,60,60,100,5.2,11.5,44.9,46.4,-1.4,22.8,0.4,0.2,0.03
CJ McCollum,POR,24,G,80,80,100,5.2,11.4,45.2,43.7,1.5,34.8,1.2,0.1,0.01
Greg Monroe,MIL,26,C-F,79,79,100,5.6,11.3,49.6,47.4,2.1,29.3,0.9,0.2,0.13
Ryan Anderson,NOP,28,F,66,66,100,5.1,11.3,45.2,45.2,0.1,30.4,0.6,0.1,0.21
Paul George,IND,26,F,81,81,100,4.7,11.3,41.2,44.5,-3.3,34.8,1.9,0.2,0.16
Julius Randle,LAL,21,F,81,81,100,5.6,11.3,49.6,46.1,3.5,28.2,0.7,0.0,0.02
Tim Duncan,SAS,40,C-F,61,61,100,4.9,11.3,43.2,47.4,-4.1,25.2,0.8,0.4,0.05
Brandon Knight,PHX,24,G,52,52,100,5.1,11.2,45.5,43.5,2.0,36.0,1.2,0.2,0.1
Ish Smith,PHI,27,G,73,73,100,5.4,11.2,48.1,44.0,4.1,29.1,1.1,0.2,0.05
Roy Hibbert,LAL,29,C,81,81,100,5.5,11.2,49.4,47.7,1.7,23.2,0.4,0.4,0
Michael Kidd-Gilchrist,CHA,22,F,7,7,100,4.3,11.1,38.5,45.5,-7.1,29.3,0.4,0.0,0
Reggie Jackson,DET,26,G,79,79,100,5.3,11.1,48.0,44.4,3.6,30.7,0.7,0.0,0.06
Luol Deng,MIA,31,F,74,74,100,5.2,11.1,47.1,45.2,1.8,32.4,1.0,0.2,0.14
Tobias Harris,DET,23,F,75,75,100,5.2,11.1,47.1,45.0,2.1,33.1,0.9,0.2,0
Emmanuel Mudiay,DEN,20,G,68,68,100,5.0,11.1,44.8,43.9,1.0,30.4,1.0,0.2,0.01
Meyers Leonard,POR,24,F-C,60,60,100,5.0,11.0,45.4,46.1,-0.7,21.8,0.1,0.0,0.02
George Hill,IND,30,G,74,74,100,4.7,11.0,43.1,43.8,-0.6,34.1,1.1,0.1,0.12
Jordan Clarkson,LAL,24,G,79,79,100,5.3,10.9,48.7,44.5,4.2,32.3,1.1,0.0,0
Mason Plumlee,POR,26,C-F,82,82,100,5.5,10.8,50.5,48.5,2.0,25.4,0.8,0.1,0.06
Jae Crowder,BOS,25,F,72,72,100,4.8,10.8,44.2,44.7,-0.5,31.6,1.7,0.2,0.11
Stephen Curry,GSW,28,G,79,79,100,4.3,10.8,39.6,43.2,-3.6,34.2,2.1,0.1,0.09
Jarrett Jack,BKN,32,G,32,32,100,5.1,10.8,47.4,44.3,3.1,32.1,1.1,0.1,0.09
Jerami Grant,PHI,22,F,77,77,100,4.5,10.8,41.9,45.3,-3.4,26.8,0.7,0.6,0.25
Taj Gibson,CHI,31,F,73,73,100,4.7,10.8,43.7,46.0,-2.4,26.5,0.6,0.3,0.04
Ian Mahinmi,IND,29,C,71,71,100,5.2,10.7,48.3,46.7,1.6,25.6,0.9,0.3,0.01
Gorgui Dieng,MIN,26,C-F,82,82,100,5.3,10.7,49.8,47.1,2.7,27.1,1.1,0.3,0.1
Amir Johnson,BOS,29,F,78,78,100,4.9,10.6,45.9,46.5,-0.6,22.8,0.7,0.3,0.04
Jrue Holiday,NOP,26,G,65,65,100,4.9,10.6,46.4,43.9,2.5,28.2,1.4,0.1,0.03
Alex Len,PHX,23,C,77,77,100,4.9,10.6,46.5,47.2,-0.7,23.3,0.5,0.3,0
Marvin Williams,CHA,30,F,81,81,100,4.8,10.6,45.1,45.2,-0.2,28.9,0.7,0.2,0.01
Kyle Korver,ATL,35,G,80,80,100,4.5,10.6,43.1,44.0,-0.9,30.0,0.8,0.2,0.06
Nikola Mirotic,CHI,25,F,66,66,100,4.8,10.6,45.6,45.1,0.5,24.9,0.9,0.3,0.03
Mike Conley,MEM,28,G,56,56,100,4.8,10.6,45.2,43.6,1.6,31.4,1.2,0.1,0.11
Kyle Lowry,TOR,30,G,76,76,100,4.7,10.5,44.8,44.0,0.8,37.0,2.1,0.2,0.06
DeMarre Carroll,TOR,29,F,26,26,100,4.7,10.5,45.2,45.1,0.2,30.2,1.7,0.2,0
Joakim Noah,CHI,31,C,29,29,100,4.6,10.4,44.0,45.8,-1.8,21.9,0.6,0.4,0.03
Marcus Morris Sr.,DET,26,F,80,80,100,4.4,10.3,42.6,44.6,-1.9,NaN,NaN,NaN,NaN
John Wall,WAS,25,G,77,77,100,4.3,10.3,42.0,44.1,-2.1,36.2,1.9,0.3,0.09
Jordan Hamilton,NOP,25,G-F,11,11,100,4.8,10.3,46.9,42.7,4.2,27.6,0.7,0.1,0
Jordan Hill,IND,28,C,73,73,100,5.0,10.2,49.3,47.0,2.3,20.7,0.5,0.1,0
Kentavious Caldwell-Pope,DET,23,G,76,76,100,4.2,10.2,40.8,43.7,-2.9,36.7,1.4,0.1,0.04
Klay Thompson,GSW,26,G,80,80,100,4.4,10.2,42.8,44.3,-1.5,33.3,0.8,0.4,0
Elfrid Payton,ORL,22,G,72,72,100,4.7,10.2,46.5,43.8,2.7,29.4,1.2,0.2,0.03
Briante Weber,MIA,23,G,6,6,100,5.3,10.2,52.5,42.8,9.6,24.1,1.3,0.1,0.14
Deron Williams,DAL,32,G,65,65,100,4.4,10.2,43.0,43.6,-0.6,32.4,0.9,0.2,0.17
Jared Sullinger,BOS,24,C-F,80,80,100,4.8,10.1,47.1,47.6,-0.5,23.6,0.9,0.2,0.09
Zach Randolph,MEM,34,F,68,68,100,5.0,10.1,49.1,47.3,1.8,29.7,0.6,0.0,0
D'Angelo Russell,LAL,20,G,79,79,100,4.8,10.1,47.8,43.8,4.0,28.2,1.2,0.1,0
Jeff Green,LAC,29,F,80,80,100,4.7,10.1,46.3,44.7,1.6,28.2,0.7,0.1,0.04
Clint Capela,HOU,22,F-C,77,77,100,4.5,10.1,44.2,46.6,-2.4,19.1,0.8,0.3,0.12
Kelly Olynyk,BOS,25,C-F,68,68,100,4.4,10.0,43.7,45.4,-1.7,20.2,0.8,0.2,0.09
Khris Middleton,MIL,24,G-F,79,79,100,4.2,10.0,42.0,44.5,-2.4,36.1,1.7,0.1,0.06
Bruno Caboclo,TOR,20,F,1,1,100,5.0,10.0,50.0,43.3,6.7,7.2,0.3,0.2,0
Wesley Matthews,DAL,29,G-F,78,78,100,4.3,10.0,43.5,44.5,-1.0,33.9,1.0,0.1,0.05
Rajon Rondo,SAC,30,G,71,71,100,4.6,10.0,46.1,43.9,2.3,35.2,2.0,0.1,0.1
Andrew Bogut,GSW,31,C,70,70,100,4.4,10.0,43.9,47.2,-3.3,20.7,0.5,0.4,0.1
Goran Dragic,MIA,30,G,72,72,100,4.1,10.0,40.9,44.0,-3.1,32.8,1.0,0.1,0.11
Kenneth Faried,DEN,26,F,67,67,100,5.2,10.0,51.7,46.5,5.2,25.3,0.5,0.1,0.04
Michael Carter-Williams,MIL,24,G,54,54,100,4.3,10.0,43.7,44.3,-0.6,30.5,1.5,0.3,0.06
Justise Winslow,MIA,20,F,78,78,100,4.2,9.9,41.8,44.1,-2.4,28.6,0.9,0.0,0.04
Evan Turner,BOS,27,G-F,80,80,100,4.1,9.9,41.0,44.3,-3.2,28.0,1.0,0.1,0
Matt Barnes,MEM,36,F,76,76,100,4.8,9.9,47.8,44.4,3.4,28.8,1.0,0.3,0
Nicolas Batum,CHA,27,G-F,70,70,100,4.3,9.9,43.4,44.1,-0.7,35.0,0.9,0.2,0.03
Harrison Barnes,GSW,24,F,66,66,100,4.6,9.9,46.2,45.0,1.1,30.9,0.6,0.1,0
Tyreke Evans,NOP,26,G-F,25,25,100,5.1,9.9,51.4,43.8,7.6,30.6,1.3,0.1,0.04
Monta Ellis,IND,30,G,81,81,100,4.0,9.8,40.6,43.3,-2.7,33.8,1.9,0.2,0.19
Bismack Biyombo,TOR,23,C-F,81,81,100,4.3,9.8,43.2,46.4,-3.2,22.0,0.2,0.4,0
Jose Calderon,NYK,34,G,72,72,100,4.5,9.8,46.3,44.0,2.3,28.1,0.9,0.1,0.06
Markieff Morris,WAS,26,F,64,64,100,4.3,9.8,44.2,45.7,-1.5,25.5,0.9,0.2,0.11
Derrick Rose,CHI,27,G,66,66,100,4.5,9.8,45.7,44.4,1.3,31.8,0.7,0.1,0.11
Ricky Rubio,MIN,25,G,76,76,100,4.5,9.8,46.4,43.8,2.5,30.6,2.1,0.1,0.12
Bradley Beal,WAS,23,G,54,54,100,4.3,9.7,44.5,43.6,0.9,31.1,1.0,0.1,0.07
Nikola Jokic,DEN,21,C,79,79,100,4.5,9.7,46.8,47.6,-0.8,21.7,1.0,0.1,0.04
Danilo Gallinari,DEN,27,F,53,53,100,4.6,9.7,47.5,44.7,2.7,34.7,0.8,0.1,0.21
Chris Paul,LAC,31,G,74,74,100,4.5,9.7,46.6,44.4,2.3,32.7,2.1,0.1,0.05
Jared Dudley,WAS,30,F,81,81,100,4.3,9.6,45.2,45.0,0.2,25.9,0.9,0.1,0.07
P.J. Tucker,PHX,31,F,82,82,100,4.1,9.5,42.6,44.5,-1.9,NaN,NaN,NaN,NaN
Chuck Hayes,LAC,33,F-C,2,2,100,4.0,9.5,42.1,47.6,-5.4,12.0,0,0,0
Willie Cauley-Stein,SAC,22,C,65,65,100,4.3,9.5,45.9,45.6,0.3,21.4,0.7,0.5,0
Joe Johnson,MIA,35,F-G,81,81,100,4.3,9.5,45.8,44.6,1.2,33.4,0.8,0.0,0
Danny Green,SAS,29,G-F,79,79,100,4.2,9.5,44.7,44.3,0.4,26.1,1.0,0.3,0.06
Kawhi Leonard,SAS,25,F,72,72,100,3.6,9.5,38.5,44.9,-6.4,33.1,1.8,0.4,0
Enes Freedom,OKC,24,C,82,82,100,4.4,9.4,46.6,46.7,-0.1,NaN,NaN,NaN,NaN
Tyson Chandler,PHX,33,C,66,66,100,4.8,9.4,51.3,47.5,3.8,24.5,0.5,0.2,0.05
Kosta Koufos,SAC,27,C,77,77,100,4.4,9.4,47.2,46.6,0.6,19.0,0.5,0.4,0
Devin Booker,PHX,19,G,73,73,100,4.5,9.4,47.9,43.7,4.1,27.7,0.6,0.1,0.03
Evan Fournier,ORL,23,G-F,78,78,100,4.4,9.4,47.2,44.1,3.1,32.5,1.2,0.0,0.04
Robert Covington,PHI,25,F,67,67,100,4.1,9.4,43.6,44.5,-0.9,28.4,1.6,0.2,0.04
Timofey Mozgov,CLE,29,C,76,76,100,4.1,9.3,44.4,47.6,-3.2,17.4,0.3,0.2,0.04
Cody Zeller,CHA,23,C-F,73,73,100,4.3,9.3,46.4,47.7,-1.2,24.3,0.8,0.2,0.04
Frank Kaminsky,CHA,23,C,80,80,100,4.3,9.2,46.0,45.4,0.6,21.1,0.5,0.1,0.02
Ersan Ilyasova,ORL,29,F,74,74,100,4.7,9.2,50.8,45.7,5.1,25.4,0.7,0.1,0.47
Patrick Beverley,HOU,27,G,71,71,100,3.9,9.2,42.4,44.0,-1.7,28.7,1.3,0.2,0.04
Al-Farouq Aminu,POR,25,F,82,82,100,4.1,9.2,45.1,45.5,-0.5,28.5,0.9,0.2,0.01
Langston Galloway,NYK,24,G,82,82,100,3.9,9.2,42.7,43.5,-0.9,24.8,0.9,0.1,0.01
Gary Harris,DEN,21,G,76,76,100,4.3,9.1,47.2,44.2,3.0,32.1,1.3,0.1,0.01
Festus Ezeli,GSW,26,C,46,46,100,4.0,9.1,43.3,47.1,-3.7,16.7,0.4,0.5,0
Otto Porter Jr.,WAS,23,F,75,75,100,4.4,9.1,48.2,44.0,4.3,30.3,1.4,0.1,0.04
Trevor Ariza,HOU,31,F,80,80,100,4.1,9.1,44.9,44.9,-0.1,35.3,2.0,0.1,0.05
Jeremy Lin,CHA,27,G,78,78,100,3.8,9.1,41.3,43.4,-2.1,26.3,0.7,0.3,0.14
Darrell Arthur,DEN,28,F,70,70,100,4.0,9.0,43.8,45.9,-2.1,21.7,0.8,0.2,0.03
Duje Dukan,SAC,24,F,1,1,100,3.0,9.0,33.3,43.7,-10.4,24.0,1.0,0,0
Bojan Bogdanovic,BKN,27,G-F,79,79,100,4.6,9.0,50.7,44.0,6.7,26.8,0.4,0.0,0.01
Will Barton,DEN,25,F-G,82,82,100,4.0,9.0,44.6,43.6,1.0,28.7,0.9,0.1,0.01
Arron Afflalo,NYK,30,G,71,71,100,3.9,8.9,44.0,43.9,0.2,33.4,0.4,0.1,0
Henry Sims,BKN,26,C-F,14,14,100,5.9,8.9,66.4,48.0,18.4,18.8,0.6,0.3,0
Cory Joseph,TOR,24,G,79,79,100,3.7,8.9,41.8,43.5,-1.6,25.6,0.8,0.1,0.01
Omri Casspi,SAC,28,F,68,68,100,4.2,8.9,47.4,44.6,2.8,27.2,0.8,0.1,0.03
Rondae Hollis-Jefferson,BKN,21,G-F,29,29,100,4.0,8.9,45.3,44.8,0.6,21.2,1.3,0.2,0
Mirza Teletovic,PHX,30,F,78,78,100,4.3,8.9,48.7,44.9,3.8,21.3,0.4,0.1,0.01
Courtney Lee,CHA,30,G,79,79,100,3.6,8.8,41.3,43.5,-2.3,29.5,1.1,0.2,0.03
Terrence Jones,HOU,24,F,49,49,100,4.5,8.8,51.2,45.4,5.8,20.9,0.5,0.2,0
Rodney Hood,UTA,23,G,79,79,100,3.9,8.8,44.5,44.4,0.1,32.2,0.9,0.0,0.06
Matthew Dellavedova,CLE,25,G,76,76,100,3.6,8.7,41.7,43.4,-1.7,24.6,0.6,0.0,0.11
Al Jefferson,CHA,31,C,47,47,100,4.3,8.7,49.1,47.7,1.5,23.3,0.6,0.5,0
Patrick Patterson,TOR,27,F,78,78,100,3.7,8.7,42.1,44.8,-2.7,25.6,0.7,0.1,0.03
JJ Redick,LAC,32,G,74,74,100,3.4,8.7,38.6,43.9,-5.4,28.0,0.6,0.0,0.08
Ed Davis,POR,27,F-C,81,81,100,3.7,8.6,43.4,47.1,-3.7,20.8,0.7,0.1,0
Anthony Brown,LAL,23,F,27,27,100,3.8,8.6,44.0,45.0,-1.0,20.7,0.5,0.1,0
Shelvin Mack,UTA,26,G,48,48,100,3.7,8.6,43.4,43.3,0.2,20.3,0.7,0.1,0.02
Kyrie Irving,CLE,24,G,53,53,100,3.9,8.6,44.8,43.8,1.0,31.5,1.1,0.1,0.09
Avery Bradley,BOS,25,G,75,75,100,3.7,8.6,42.8,43.9,-1.1,33.4,1.5,0.1,0.01
Raymond Felton,DAL,32,G,80,80,100,3.6,8.6,42.0,43.8,-1.8,27.4,0.8,0.1,0.04
Hollis Thompson,PHI,25,G-F,77,77,100,3.9,8.6,45.4,44.1,1.3,28.0,0.5,0.2,0.05
Zach LaVine,MIN,21,G,82,82,100,4.0,8.5,46.6,43.6,3.0,28.0,0.8,0.1,0.01
Darren Collison,SAC,28,G,73,73,100,4.0,8.5,47.4,43.5,3.8,30.0,1.0,0.1,0.09
Kent Bazemore,ATL,26,F-G,75,75,100,3.4,8.5,40.3,44.4,-4.1,27.8,1.3,0.2,0.15
Lou Williams,LAL,29,G,67,67,100,3.5,8.5,41.1,43.5,-2.4,28.5,0.9,0.1,0.01
Carmelo Anthony,NYK,32,F,71,71,100,3.7,8.5,43.8,44.9,-1.1,35.1,0.9,0.2,0.01
Jeff Teague,ATL,28,G,79,79,100,3.3,8.4,39.4,43.7,-4.3,28.5,1.2,0.2,0.03
Tyler Johnson,MIA,24,G,36,36,100,3.7,8.4,44.0,43.4,0.6,24.0,0.7,0.1,0.03
Dion Waiters,OKC,24,G,78,78,100,3.6,8.4,42.8,43.6,-0.8,27.6,1.0,0.1,0
Garrett Temple,WAS,30,G,79,79,100,3.7,8.4,44.6,43.8,0.8,24.4,0.9,0.1,0.07
LeBron James,CLE,31,F,76,76,100,3.2,8.4,38.4,44.7,-6.3,35.6,1.4,0.1,0.07
DeMar DeRozan,TOR,26,G,77,77,100,3.9,8.3,46.4,44.2,2.2,35.9,1.0,0.2,0.01
Josh Richardson,MIA,22,G,47,47,100,3.7,8.3,43.9,43.6,0.2,21.3,0.7,0.1,0.06
Jerryd Bayless,MIL,27,G,52,52,100,3.5,8.3,42.3,43.6,-1.4,28.9,0.9,0.1,0.02
Luke Babbitt,NOP,27,F,42,42,100,4.1,8.3,49.3,44.3,5.0,18.0,0.2,0.1,0
John Henson,MIL,25,F,57,57,100,3.5,8.2,42.0,45.9,-3.8,16.8,0.3,0.6,0
Chandler Parsons,DAL,27,F,61,61,100,3.6,8.2,43.4,44.6,-1.1,29.5,0.8,0.1,0.07
Isaiah Thomas,BOS,27,G,81,81,100,3.5,8.2,43.0,43.8,-0.8,32.2,1.1,0.0,0.09
Nemanja Bjelica,MIN,28,F,60,60,100,3.8,8.1,46.7,45.0,1.7,17.9,0.4,0.0,0.03
Jon Leuer,PHX,27,F,66,66,100,3.9,8.1,48.6,45.3,3.3,18.7,0.6,0.2,0.06
David West,SAS,35,F,78,78,100,3.7,8.1,46.0,46.3,-0.3,18.0,0.6,0.2,0
Jameer Nelson,DEN,34,G,39,39,100,3.7,8.0,45.7,43.7,2.0,26.6,0.6,0.1,0.15
Dante Cunningham,NOP,29,F,78,78,100,3.7,8.0,46.7,44.5,2.2,24.6,0.5,0.0,0.03
Tony Parker,SAS,34,G,72,72,100,3.6,8.0,44.9,43.9,0.9,27.5,0.8,0.1,0.01
Aaron Gordon,ORL,20,F,77,77,100,3.5,8.0,44.2,45.3,-1.1,23.9,0.8,0.2,0.08
Jusuf Nurkic,DEN,21,C,31,31,100,3.9,7.9,49.2,46.6,2.5,17.1,0.8,0.5,0
Jordan Farmar,MEM,29,G,12,12,100,3.3,7.9,42.1,44.8,-2.7,24.2,1.2,0.0,0.08
Omer Asik,NOP,29,C,67,67,100,3.9,7.9,49.6,48.6,1.0,17.3,0.3,0.1,0.06
Nik Stauskas,PHI,22,G,72,72,100,3.5,7.9,44.4,43.4,1.0,24.8,0.6,0.1,0.04
Lavoy Allen,IND,27,F-C,79,79,100,3.5,7.8,45.3,46.0,-0.7,20.2,0.3,0.2,0
Eric Gordon,NOP,27,G,45,45,100,3.5,7.8,45.1,43.9,1.2,32.9,1.0,0.1,0
Ben McLemore,SAC,23,G,67,67,100,3.6,7.8,46.1,44.2,1.9,21.2,0.8,0.1,0
Luc Mbah a Moute,LAC,29,F,66,66,100,2.8,7.8,35.5,45.1,-9.7,17.2,0.6,0.1,0.01
Nene,WAS,33,F-C,56,56,100,3.9,7.8,49.9,46.7,3.2,19.2,0.9,0.1,0.16
Terrence Ross,TOR,25,F-G,72,72,100,3.1,7.8,40.1,43.3,-3.2,23.9,0.7,0.2,0
Thabo Sefolosha,ATL,32,F,75,75,100,3.1,7.7,40.5,44.4,-3.9,23.4,1.1,0.2,0.01
Gordon Hayward,UTA,26,F,80,80,100,3.5,7.7,45.0,44.7,0.3,36.2,1.2,0.1,0
Brandon Bass,LAL,31,F,64,64,100,3.7,7.7,48.2,46.1,2.0,20.3,0.5,0.4,0.02
Andre Roberson,OKC,24,G,70,70,100,3.2,7.7,40.9,44.5,-3.5,22.2,0.8,0.3,0
David Lee,DAL,33,F-C,52,52,100,3.6,7.7,46.8,46.6,0.2,16.4,0.4,0.1,0.02
Wesley Johnson,LAC,28,F-G,80,80,100,3.4,7.7,44.7,45.2,-0.4,20.8,1.1,0.3,0.04
Michael Beasley,HOU,27,F,19,19,100,3.5,7.7,45.9,44.9,1.0,18.1,0.6,0.0,0.05
Bobby Portis,CHI,21,F,61,61,100,3.1,7.7,41.1,45.3,-4.2,17.8,0.4,0.1,0.05
Donald Sloan,BKN,28,G,59,59,100,3.7,7.6,48.8,43.3,5.4,21.6,0.5,0.0,0.02
Luis Scola,TOR,36,F,75,75,100,3.7,7.6,49.0,46.0,3.0,21.5,0.6,0.2,0.25
Mike Dunleavy,CHI,35,G-F,31,31,100,3.3,7.5,44.0,44.9,-0.9,22.7,0.5,0.0,0.16
Kobe Bryant,LAL,37,F-G,66,66,100,3.4,7.5,45.5,44.6,0.8,28.2,0.9,0.1,0
Josh Smith,HOU,30,F,55,55,100,3.2,7.5,43.1,46.6,-3.5,16.0,0.6,0.3,0.04
Nate Robinson,NOP,32,G,2,2,100,3.0,7.5,40.0,48.5,-8.5,11.5,0.5,0,0
Marcus Smart,BOS,22,G,61,61,100,3.2,7.5,43.2,43.4,-0.2,27.3,1.5,0.1,0.16
E'Twaun Moore,CHI,27,G,58,58,100,3.3,7.5,44.1,44.4,-0.2,21.4,0.6,0.2,0.02
JR Smith,CLE,30,G-F,77,77,100,3.3,7.5,43.8,44.1,-0.3,30.7,1.1,0.1,0.03
Spencer Hawes,CHA,28,F-C,57,57,100,3.5,7.5,47.1,46.7,0.4,18.2,0.4,0.1,0
Aron Baynes,DET,29,C-F,80,80,100,3.7,7.5,49.7,47.3,2.4,15.2,0.3,0.1,0.09
Andre Iguodala,GSW,32,G-F,65,65,100,3.4,7.5,45.2,44.6,0.7,26.6,1.1,0.1,0
Russell Westbrook,OKC,27,G,80,80,100,3.4,7.4,46.2,44.7,1.5,34.4,2.0,0.0,0.05
Shane Larkin,BKN,23,G,77,77,100,3.3,7.4,44.0,43.1,0.9,22.4,1.2,0.1,0.03
Tiago Splitter,ATL,31,C-F,36,36,100,3.5,7.4,47.0,47.1,-0.1,16.1,0.6,0.1,0.03
Dwyane Wade,MIA,34,G,74,74,100,3.2,7.4,43.1,44.2,-1.1,30.5,1.1,0.3,0.01
Cole Aldrich,LAC,27,C,58,58,100,3.6,7.4,48.7,46.0,2.7,13.3,0.8,0.2,0.02
Gerald Green,MIA,30,F,69,69,100,3.0,7.3,41.4,43.6,-2.2,22.6,0.6,0.1,0.01
Corey Brewer,HOU,30,G-F,82,82,100,3.4,7.3,46.7,44.0,2.7,20.4,1.0,0.1,0.21
Allen Crabbe,POR,24,G,81,81,100,3.1,7.3,42.7,43.6,-0.9,26.0,0.8,0.1,0
Joffrey Lauvergne,DEN,24,C-F,58,58,100,3.5,7.2,48.0,46.0,1.9,17.6,0.2,0.0,0
Iman Shumpert,CLE,26,G,54,54,100,3.3,7.2,46.0,44.5,1.5,24.4,1.0,0.2,0
Trevor Booker,UTA,28,F,77,77,100,3.1,7.2,42.9,45.5,-2.5,20.7,0.7,0.3,0.03
O.J. Mayo,MIL,28,G,41,41,100,2.9,7.1,40.5,44.0,-3.4,26.6,1.2,0.1,0.05
Channing Frye,CLE,33,F,68,68,100,3.4,7.1,47.6,46.1,1.6,17.1,0.4,0.1,0
