Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,BLKR
Nate Darling,CHA,22,G,4,3,50.0,0.8,1.0,75.0,54.4,20.6,NaN,NaN
Jaylen Adams,MIL,25,G,2,2,50.0,1.0,1.0,100,56.9,43.1,NaN,NaN
Adam Mokoka,CHI,22,G,6,5,54.5,0.5,1.0,50.0,58.1,-8.1,NaN,NaN
Malik Fitts,LAC,23,F,1,1,25.0,1.0,1.0,100,65.7,34.3,NaN,NaN
Robert Woodard II,SAC,21,F,7,6,87.5,0.4,1.0,42.9,58.8,-15.9,NaN,NaN
Devon Dotson,CHI,21,G,7,3,35.3,0.3,0.9,33.3,50.7,-17.4,NaN,NaN
Jalen Lecque,IND,21,G,4,3,50.0,0.3,0.8,33.3,58.3,-24.9,NaN,NaN
James Nunnally,NOP,30,F,4,3,42.9,0.8,0.8,100,54.2,45.8,NaN,NaN
Elijah Hughes,UTA,23,G,12,7,45.0,0.3,0.8,44.4,52.3,-7.9,3.6,0.1
Tyrell Terry,DAL,20,G,8,5,42.9,0.4,0.8,50.0,57.6,-7.6,NaN,NaN
Theo Pinson,NYK,25,G-F,12,9,56.3,0.3,0.8,44.4,52.4,-8.0,NaN,NaN
Cassius Stanley,IND,21,G,16,7,37.5,0.4,0.8,50.0,58.8,-8.8,3.9,0.0
Rayjon Tucker,PHI,23,G,10,5,29.2,0.5,0.7,71.4,54.0,17.4,4.9,0
Patrick McCaw,TOR,25,G,5,3,27.3,0.4,0.6,66.7,59.7,7.0,NaN,NaN
Noah Vonleh,BKN,25,F,4,2,25.0,0.5,0.5,100,54.6,45.4,NaN,NaN
Jared Harper,NYK,23,G,4,2,33.3,0.5,0.5,100,65.0,35.1,NaN,NaN
Keljin Blevins,POR,25,G,14,6,33.3,0.2,0.4,50.0,59.6,-9.6,4.4,0
Grant Riller,CHA,24,G,5,2,33.3,0.4,0.4,100,55.6,44.5,NaN,NaN
Marques Bolden,CLE,23,C,4,1,11.1,0.0,0.3,0.0,49.3,-49.3,NaN,NaN
