Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,BLKR
Chuck Hayes,LAC,33,F-C,2,2,73.7,3.0,7.0,42.9,57.1,-14.2,12.0,0
Bruno Caboclo,TOR,20,F,1,1,70.0,5.0,7.0,71.4,51.3,20.1,7.2,0
Gorgui Dieng,MIN,26,C-F,82,82,63.1,3.8,6.7,55.9,54.9,1.0,27.1,0.9
Ian Mahinmi,IND,29,C,71,71,62.5,3.5,6.7,52.4,54.6,-2.2,25.6,0.8
Bismack Biyombo,TOR,23,C-F,81,81,67.4,3.0,6.6,45.1,54.4,-9.3,22.0,1.2
Dirk Nowitzki,DAL,38,F,75,75,49.4,3.5,6.6,52.2,54.4,-2.2,31.5,0.5
Alex Len,PHX,23,C,77,75,61.8,3.4,6.5,51.2,55.0,-3.9,23.3,0.5
Henry Sims,BKN,26,C-F,14,14,72.0,4.7,6.4,73.3,56.1,17.2,18.8,0.7
Jordan Hill,IND,28,C,73,73,62.6,3.4,6.4,53.9,54.8,-0.9,20.7,0.4
Andrew Bogut,GSW,31,C,70,70,63.5,3.0,6.3,48.0,54.8,-6.8,20.7,1.2
Clint Capela,HOU,22,F-C,77,77,62.2,3.1,6.3,49.3,54.3,-5.0,19.1,0.9
Festus Ezeli,GSW,26,C,46,44,68.6,3.0,6.3,47.6,54.3,-6.7,16.7,0.6
LaMarcus Aldridge,SAS,30,F,74,74,48.6,3.1,6.2,51.0,54.8,-3.8,30.6,0.6
Jared Sullinger,BOS,24,C-F,80,80,60.8,3.3,6.2,53.5,55.2,-1.6,23.6,0.3
Amir Johnson,BOS,29,F,78,78,57.6,2.9,6.1,47.7,54.7,-7.0,22.8,0.8
Giannis Antetokounmpo,MIL,21,F,80,78,48.5,3.0,6.0,50.0,55.0,-5.0,35.3,1.1
Thaddeus Young,BKN,28,F,73,73,47.5,3.5,5.9,59.6,55.0,4.5,33.0,0.4
Cody Zeller,CHA,23,C-F,73,73,63.2,2.9,5.8,50.1,55.3,-5.2,24.3,0.6
Enes Freedom,OKC,24,C,82,82,61.9,3.0,5.8,51.9,54.7,-2.8,NaN,NaN
Nikola Jokic,DEN,21,C,79,76,60.3,2.9,5.8,49.7,55.3,-5.6,21.7,0.5
Kosta Koufos,SAC,27,C,77,75,62.1,2.8,5.8,48.7,54.5,-5.9,19.0,0.5
Julius Randle,LAL,21,F,81,79,51.7,3.6,5.8,61.2,54.7,6.5,28.2,0.3
Ryan Anderson,NOP,28,F,66,66,50.5,3.1,5.7,55.2,54.3,0.9,30.4,0.3
Timofey Mozgov,CLE,29,C,76,76,61.3,2.8,5.7,49.3,55.0,-5.7,17.4,0.6
Blake Griffin,LAC,27,F,35,35,43.7,3.3,5.7,59.1,54.3,4.8,33.4,0.3
Chris Bosh,MIA,32,F,53,53,45.8,2.9,5.6,52.7,54.7,-2.0,33.5,0.5
Zach Randolph,MEM,34,F,68,64,54.2,3.3,5.5,60.6,55.1,5.5,29.7,0.2
Ed Davis,POR,27,F-C,81,80,63.0,2.6,5.4,48.0,54.6,-6.6,20.8,0.8
Tyson Chandler,PHX,33,C,66,65,57.6,3.1,5.4,57.0,55.9,1.1,24.5,0.4
Kenneth Faried,DEN,26,F,67,66,54.1,3.2,5.4,58.7,54.7,4.0,25.3,0.8
Michael Kidd-Gilchrist,CHA,22,F,7,7,46.2,2.7,5.1,52.8,55.8,-3.0,29.3,0.4
Al Jefferson,CHA,31,C,47,45,58.6,2.9,5.1,55.6,54.8,0.8,23.3,0.4
John Henson,MIL,25,F,57,56,62.3,2.3,5.1,45.5,54.5,-8.9,16.8,1.3
Jon Leuer,PHX,27,F,66,65,63.2,2.8,5.1,54.1,53.8,0.3,18.7,0.3
Aron Baynes,DET,29,C-F,80,78,68.5,2.6,5.1,51.3,54.5,-3.1,15.2,0.5
Taj Gibson,CHI,31,F,73,71,46.9,2.5,5.0,50.3,55.1,-4.8,26.5,0.8
Jusuf Nurkic,DEN,21,C,31,31,63.4,2.8,5.0,55.1,54.1,1.0,17.1,0.9
Luol Deng,MIA,31,F,74,73,45.1,2.9,5.0,57.8,54.8,3.0,32.4,0.2
James Harden,HOU,26,G,82,82,37.7,3.0,5.0,60.3,55.0,5.3,38.1,0.3
Jerami Grant,PHI,22,F,77,75,46.2,2.4,5.0,49.0,54.9,-5.9,26.8,1.1
Rudy Gay,SAC,29,F,69,69,40.3,2.8,4.9,57.4,54.9,2.5,34.0,0.4
Marvin Williams,CHA,30,F,81,81,46.3,2.5,4.9,51.5,54.8,-3.3,28.9,0.8
Jared Dudley,WAS,30,F,81,78,50.8,2.6,4.9,53.6,54.1,-0.5,25.9,0.1
Nene,WAS,33,F-C,56,55,62.5,2.7,4.9,54.8,54.2,0.6,19.2,0.3
Jeff Withey,UTA,26,C,48,43,70.0,2.2,4.8,45.9,54.4,-8.5,12.9,0.8
Omer Asik,NOP,29,C,67,67,61.1,2.7,4.8,56.5,56.0,0.5,17.3,0.3
Ersan Ilyasova,ORL,29,F,74,72,52.3,2.8,4.8,57.7,54.7,3.0,25.4,0.3
Nikola Mirotic,CHI,25,F,66,62,45.5,2.7,4.8,57.1,54.4,2.7,24.9,0.4
Cole Aldrich,LAC,27,C,58,57,65.1,2.6,4.8,54.7,54.6,0.1,13.3,0.9
Kelly Olynyk,BOS,25,C-F,68,67,47.8,2.6,4.8,53.7,54.1,-0.4,20.2,0.3
Joakim Noah,CHI,31,C,29,28,46.0,2.5,4.8,53.2,54.2,-0.9,21.9,0.6
Miles Plumlee,MIL,27,C,56,52,68.0,2.5,4.8,51.5,55.6,-4.1,14.3,0.7
Meyers Leonard,POR,24,F-C,60,60,43.1,2.6,4.7,54.2,55.0,-0.8,21.8,0.3
Darrell Arthur,DEN,28,F,70,67,52.2,2.4,4.7,51.8,54.9,-3.1,21.7,0.5
Andrew Wiggins,MIN,21,G-F,81,81,36.4,2.6,4.7,55.8,54.5,1.3,35.1,0.3
Terrence Jones,HOU,24,F,49,49,52.8,2.6,4.7,55.3,54.5,0.8,20.9,0.5
Spencer Hawes,CHA,28,F-C,57,56,61.9,2.5,4.6,53.2,54.4,-1.2,18.2,0.4
Jimmy Butler,CHI,26,G-F,67,66,36.8,2.5,4.6,54.0,54.8,-0.7,36.9,0.4
Eric Bledsoe,PHX,26,G,31,31,35.1,2.5,4.6,54.9,53.1,1.9,34.2,0.3
Mirza Teletovic,PHX,30,F,78,73,51.2,2.6,4.5,58.2,54.1,4.1,21.3,0.2
Brandan Wright,MEM,28,F,12,12,65.9,1.9,4.5,42.6,53.1,-10.5,17.7,0.8
Tobias Harris,DET,23,F,75,73,40.4,2.5,4.5,55.5,55.0,0.5,33.1,0.3
Brandon Bass,LAL,31,F,64,63,58.1,2.6,4.5,57.8,54.3,3.5,20.3,0.5
Jabari Parker,MIL,21,F,76,74,37.7,2.9,4.5,65.2,55.2,10.0,31.7,0.3
Jordan Hamilton,NOP,25,G-F,11,11,43.4,2.8,4.5,63.3,53.0,10.3,27.6,0.2
David Lee,DAL,33,F-C,52,52,57.3,2.3,4.4,52.8,54.6,-1.8,16.4,0.4
Markieff Morris,WAS,26,F,64,60,44.8,2.5,4.4,56.1,54.8,1.3,25.5,0.3
Frank Kaminsky,CHA,23,C,80,75,47.0,2.3,4.3,53.6,54.4,-0.8,21.1,0.4
Nemanja Bjelica,MIN,28,F,60,57,53.1,2.5,4.3,56.8,53.7,3.1,17.9,0.3
Harrison Barnes,GSW,24,F,66,63,43.6,2.4,4.3,56.0,55.6,0.4,30.9,0.1
David West,SAS,35,F,78,73,53.1,2.3,4.3,54.0,54.4,-0.4,18.0,0.5
Kevin Durant,OKC,27,F,72,71,36.9,2.3,4.3,52.8,55.0,-2.2,35.8,0.5
Willie Cauley-Stein,SAC,22,C,65,62,44.7,2.3,4.3,53.6,54.3,-0.7,21.4,0.5
Tiago Splitter,ATL,31,C-F,36,34,57.1,2.2,4.2,51.3,54.6,-3.3,16.1,0.3
Joffrey Lauvergne,DEN,24,C-F,58,53,58.8,2.4,4.2,55.9,54.2,1.8,17.6,0.2
Dewayne Dedmon,ORL,26,C,50,47,71.2,2.1,4.2,50.5,54.7,-4.2,12.2,0.6
Amar'e Stoudemire,MIA,33,F-C,50,50,64.5,2.0,4.2,48.3,54.7,-6.4,14.7,0.6
Alexis Ajinca,NOP,28,C,56,55,61.4,2.2,4.2,51.7,54.9,-3.2,14.6,0.5
Reggie Jackson,DET,26,G,79,77,37.4,2.6,4.2,63.2,53.8,9.5,30.7,0.1
Ish Smith,PHI,27,G,73,73,36.6,2.5,4.1,60.5,53.2,7.3,29.1,0.1
Kyle Korver,ATL,35,G,80,74,38.8,2.3,4.1,55.8,54.0,1.8,30.0,0.3
Tyler Zeller,BOS,26,C-F,58,56,66.0,2.0,4.1,48.9,54.9,-6.0,11.8,0.1
Jason Smith,ORL,30,F-C,75,73,62.8,2.1,4.1,51.5,54.4,-2.9,15.5,0.6
Danny Green,SAS,29,G-F,79,76,42.8,2.0,4.0,50.6,54.0,-3.4,26.1,0.5
Jeff Green,LAC,29,F,80,80,40.0,2.2,4.0,53.6,54.2,-0.6,28.2,0.4
Dahntay Jones,CLE,35,G-F,1,1,22.2,1.0,4.0,25.0,39.1,-14.1,42.0,2.0
Victor Oladipo,ORL,24,G,71,69,33.9,2.2,4.0,54.6,54.5,0.1,33.0,0.4
Michael Beasley,HOU,27,F,19,19,51.4,2.0,4.0,52.0,54.8,-2.8,18.1,0.5
Paul George,IND,26,F,81,78,35.0,2.3,4.0,57.8,55.2,2.7,34.8,0.2
Klay Thompson,GSW,26,G,80,77,38.7,2.2,4.0,56.0,54.5,1.5,33.3,0.2
Josh Smith,HOU,30,F,55,53,52.3,2.0,3.9,50.0,55.6,-5.6,16.0,0.5
Rondae Hollis-Jefferson,BKN,21,G-F,29,29,44.2,2.0,3.9,50.9,55.9,-5.1,21.2,0.3
Michael Carter-Williams,MIL,24,G,54,54,39.2,2.2,3.9,56.9,54.1,2.8,30.5,0.4
Lavoy Allen,IND,27,F-C,79,75,49.8,2.0,3.9,52.8,54.6,-1.8,20.2,0.3
Kyle O'Quinn,NYK,26,F-C,61,59,60.6,1.9,3.9,49.4,54.1,-4.8,11.8,0.5
Elton Brand,PHI,37,F,16,16,65.3,1.9,3.9,50.0,54.0,-4.0,13.2,0.4
Alex Stepheson,MEM,28,F,7,6,61.4,1.7,3.9,44.4,56.9,-12.5,9.0,0.4
Justise Winslow,MIA,20,F,78,74,38.8,2.0,3.9,50.8,54.0,-3.2,28.6,0.3
Salah Mejri,DAL,30,C,31,28,61.7,1.6,3.8,42.9,54.4,-11.5,11.7,0.9
Omri Casspi,SAC,28,F,68,62,43.1,2.4,3.8,62.1,55.3,6.8,27.2,0.2
Al-Farouq Aminu,POR,25,F,82,79,41.8,2.1,3.8,53.8,55.9,-2.0,28.5,0.4
Will Barton,DEN,25,F-G,82,80,42.6,2.2,3.8,57.5,54.1,3.4,28.7,0.3
D'Angelo Russell,LAL,20,G,79,77,37.8,2.5,3.8,65.6,54.1,11.5,28.2,0.1
Chris Andersen,MEM,37,F-C,26,25,64.7,2.1,3.8,56.6,54.5,2.1,14.9,0.5
Mike Muscala,ATL,24,F-C,52,49,72.5,2.1,3.8,54.0,54.5,-0.5,9.4,0.3
Robert Covington,PHI,25,F,67,65,40.4,2.2,3.8,58.3,55.0,3.3,28.4,0.4
Evan Turner,BOS,27,G-F,80,73,38.1,2.1,3.8,55.4,55.0,0.5,28.0,0.2
Kris Humphries,ATL,31,F,53,49,56.5,1.9,3.8,50.7,55.3,-4.6,15.8,0.3
Jordan Clarkson,LAL,24,G,79,75,34.5,2.4,3.8,64.4,54.4,10.1,32.3,0.1
Carl Landry,PHI,32,F,34,33,53.6,2.2,3.8,57.8,54.6,3.3,15.8,0.2
Aaron Gordon,ORL,20,F,77,72,47.0,2.0,3.7,52.4,54.1,-1.6,23.9,0.5
Kawhi Leonard,SAS,25,F,72,67,39.2,1.7,3.7,45.7,54.7,-9.0,33.1,0.6
Kyle Lowry,TOR,30,G,76,73,35.3,2.3,3.7,61.2,54.5,6.7,37.0,0.3
Bobby Portis,CHI,21,F,61,59,48.2,2.0,3.7,53.3,54.1,-0.7,17.8,0.3
Robert Sacre,LAL,27,C,22,19,58.7,1.9,3.7,53.1,55.6,-2.5,12.8,0.4
Jae Crowder,BOS,25,F,72,71,33.9,2.2,3.7,59.8,54.8,5.1,31.6,0.3
Luis Scola,TOR,36,F,75,71,48.2,2.0,3.6,56.2,55.5,0.7,21.5,0.2
Marcus Morris Sr.,DET,26,F,80,79,35.1,2.0,3.6,56.4,54.6,1.7,NaN,NaN
Dwight Powell,DAL,24,F-C,65,60,54.8,1.9,3.6,52.5,54.2,-1.6,14.4,0.2
Patrick Patterson,TOR,27,F,78,74,41.6,1.8,3.6,50.2,54.2,-4.0,25.6,0.3
Luke Babbitt,NOP,27,F,42,37,43.6,2.2,3.6,61.2,54.5,6.7,18.0,0.0
Emmanuel Mudiay,DEN,20,G,68,67,32.7,2.2,3.6,61.0,53.9,7.0,30.4,0.3
Kemba Walker,CHA,26,G,81,80,29.5,2.2,3.6,60.1,53.7,6.4,35.6,0.2
Donatas Motiejunas,HOU,25,F-C,36,32,53.7,1.9,3.6,53.1,55.0,-1.9,14.8,0.1
Elfrid Payton,ORL,22,G,72,67,35.1,2.2,3.6,61.1,53.2,7.9,29.4,0.1
Lucas Nogueira,TOR,23,C,25,22,62.2,1.6,3.6,46.1,53.6,-7.5,7.8,0.2
Derrick Rose,CHI,27,G,66,62,36.5,2.1,3.6,60.0,53.6,6.4,31.8,0.1
Goran Dragic,MIA,30,G,72,68,35.0,1.9,3.5,54.4,53.7,0.7,32.8,0.1
Wesley Johnson,LAC,28,F-G,80,76,45.4,1.9,3.5,54.5,54.5,-0.1,20.8,0.4
Channing Frye,CLE,33,F,68,63,49.1,1.9,3.5,54.0,55.3,-1.3,17.1,0.3
Damian Lillard,POR,25,G,75,70,29.6,2.0,3.5,56.9,53.1,3.8,35.7,0.1
Ryan Hollins,MEM,31,C,34,31,60.5,1.7,3.5,50.0,55.4,-5.4,12.4,0.5
Jose Calderon,NYK,34,G,72,72,35.2,2.2,3.4,62.9,53.9,9.0,28.1,0.0
Kevin Seraphin,NYK,26,F-C,46,45,64.2,1.5,3.4,44.3,54.8,-10.5,11.0,0.6
Marreese Speights,GSW,28,F-C,71,63,54.0,1.8,3.4,53.5,54.8,-1.3,11.6,0.2
Bojan Bogdanovic,BKN,27,G-F,79,77,38.0,2.4,3.4,70.0,55.0,15.0,26.8,0.1
Boris Diaw,SAS,34,C-F,76,72,50.2,1.9,3.4,54.2,53.9,0.3,18.2,0.2
DeMarre Carroll,TOR,29,F,26,24,32.7,2.2,3.4,64.0,55.3,8.7,30.2,0.1
Nikola Pekovic,MIN,30,C,12,12,67.2,2.1,3.4,61.0,54.1,6.8,13.0,0
Kendrick Perkins,NOP,31,C,37,33,51.6,1.9,3.4,56.3,55.9,0.4,14.6,0.2
Willie Reed,BKN,26,F-C,37,34,64.0,1.8,3.4,54.0,53.8,0.1,10.9,0.5
Cory Jefferson,PHX,25,F,5,5,73.9,1.8,3.4,52.9,56.5,-3.6,7.1,0.1
Hollis Thompson,PHI,25,G-F,77,70,39.5,1.9,3.4,56.9,54.8,2.1,28.0,0.2
Devin Booker,PHX,19,G,73,67,36.0,2.0,3.4,58.7,53.8,4.9,27.7,0.2
Thomas Robinson,BKN,25,F,67,65,62.5,1.7,3.4,50.7,54.5,-3.9,12.9,0.4
Trey Lyles,UTA,20,F,76,69,48.6,1.9,3.4,55.7,53.6,2.1,17.3,0.2
Tyreke Evans,NOP,26,G-F,25,24,34.0,2.1,3.4,61.9,54.5,7.4,30.6,0.2
Andrew Nicholson,ORL,26,F,52,44,56.1,1.9,3.4,55.2,54.4,0.8,14.7,0.2
Tyler Johnson,MIA,24,G,36,34,39.7,1.6,3.3,47.5,52.5,-5.0,24.0,0.3
Briante Weber,MIA,23,G,6,5,32.8,2.2,3.3,65.0,52.6,12.4,24.1,0.3
Greg Smith,MIN,25,C,18,17,69.8,2.1,3.3,61.7,55.5,6.2,10.7,0.1
Tarik Black,LAL,24,C-F,38,37,55.0,1.7,3.3,50.8,55.5,-4.7,12.7,0.4
Patrick Beverley,HOU,27,G,71,67,36.1,1.9,3.3,56.4,54.4,2.0,28.7,0.2
Chris McCullough,BKN,21,F,23,22,49.4,1.9,3.3,57.9,53.8,4.1,15.1,0.4
Alan Williams,PHX,23,C-F,7,5,62.2,1.1,3.3,34.8,52.0,-17.2,6.8,0.5
Langston Galloway,NYK,24,G,82,79,36.0,1.7,3.3,51.5,53.0,-1.5,24.8,0.1
Richaun Holmes,PHI,22,F,50,47,55.1,1.8,3.3,55.2,54.2,1.0,13.8,0.5
Kyrie Irving,CLE,24,G,53,49,37.8,1.9,3.3,57.6,53.4,4.2,31.5,0.2
Danilo Gallinari,DEN,27,F,53,48,33.6,2.0,3.3,61.0,54.5,6.5,34.7,0.3
Matt Barnes,MEM,36,F,76,71,32.6,2.0,3.2,61.8,54.8,7.0,28.8,0.5
CJ McCollum,POR,24,G,80,73,28.4,1.8,3.2,56.8,53.5,3.3,34.8,0.1
John Wall,WAS,25,G,77,72,31.3,1.8,3.2,56.2,53.7,2.6,36.2,0.5
Jarrett Jack,BKN,32,G,32,32,29.8,1.9,3.2,60.2,54.4,5.8,32.1,0.2
Paul Pierce,LAC,38,F,68,63,47.9,1.8,3.2,54.3,54.7,-0.4,18.1,0.2
Ricky Rubio,MIN,25,G,76,70,33.0,2.0,3.2,63.7,53.9,9.7,30.6,0.1
Larry Nance Jr.,LAL,23,F,63,59,47.8,1.9,3.2,60.4,55.8,4.6,20.1,0.3
Nik Stauskas,PHI,22,G,72,67,40.3,1.6,3.2,51.1,53.6,-2.5,24.8,0.1
JaVale McGee,DAL,28,C,33,30,69.5,1.8,3.2,57.1,53.5,3.7,10.9,0.5
Trevor Booker,UTA,28,F,77,69,44.4,1.8,3.2,57.1,54.6,2.6,20.7,0.2
Dante Cunningham,NOP,29,F,78,74,39.6,1.9,3.2,61.5,55.4,6.2,24.6,0.4
Anthony Tolliver,DET,31,F,69,64,46.2,1.6,3.2,51.1,54.9,-3.8,18.6,0.2
Mike Conley,MEM,28,G,56,54,29.9,1.8,3.2,57.6,53.1,4.5,31.4,0.2
Josh Richardson,MIA,22,G,47,41,37.8,1.7,3.1,53.4,53.2,0.2,21.3,0.4
Nicolas Batum,CHA,27,G-F,70,68,31.7,1.9,3.1,59.1,55.1,3.9,35.0,0.4
Cory Joseph,TOR,24,G,79,74,35.2,1.6,3.1,51.6,53.2,-1.6,25.6,0.1
Trevor Ariza,HOU,31,F,80,74,34.4,1.8,3.1,58.6,55.1,3.5,35.3,0.2
Quincy Acy,SAC,25,F,56,53,50.0,1.6,3.1,50.3,54.6,-4.3,14.8,0.3
JJ Hickson,WAS,27,C-F,32,25,55.6,1.3,3.1,43.0,53.5,-10.5,12.5,0.4
Otto Porter Jr.,WAS,23,F,75,73,34.2,1.9,3.1,62.4,54.0,8.4,30.3,0.3
George Hill,IND,30,G,74,69,28.3,1.8,3.1,56.5,53.3,3.2,34.1,0.1
Carmelo Anthony,NYK,32,F,71,68,36.2,1.9,3.1,61.0,55.3,5.7,35.1,0.3
Andre Roberson,OKC,24,G,70,69,39.8,1.6,3.1,51.6,54.2,-2.5,22.2,0.3
CJ Miles,IND,29,F-G,64,56,43.4,1.5,3.1,49.0,53.9,-4.9,22.9,0.3
Joe Johnson,MIA,35,F-G,81,77,32.1,2.0,3.0,65.4,55.0,10.5,33.4,0.0
Stephen Curry,GSW,28,G,79,74,28.0,1.7,3.0,56.9,53.0,3.9,34.2,0.1
E'Twaun Moore,CHI,27,G,58,53,40.6,1.6,3.0,51.1,53.9,-2.8,21.4,0.1
Duje Dukan,SAC,24,F,1,1,33.3,3.0,3.0,100,56.7,43.3,24.0,0
JaMychal Green,MEM,26,F,78,72,50.6,1.5,3.0,50.4,55.0,-4.6,18.5,0.3
Donald Sloan,BKN,28,G,59,54,39.2,1.9,3.0,62.7,52.5,10.2,21.6,0.0
Rodney Hood,UTA,23,G,79,77,34.0,1.8,3.0,58.9,54.6,4.3,32.2,0.2
Brandon Knight,PHX,24,G,52,48,26.5,1.9,3.0,62.6,53.5,9.1,36.0,0.2
Noah Vonleh,POR,20,F,77,70,54.4,1.6,3.0,52.2,54.7,-2.6,15.1,0.3
Boban Marjanovic,SAS,27,C,49,39,60.8,1.4,2.9,47.2,55.2,-8.0,9.4,0.3
Jrue Holiday,NOP,26,G,65,61,27.8,1.9,2.9,66.0,54.1,11.9,28.2,0.2
Dion Waiters,OKC,24,G,78,74,35.0,1.5,2.9,52.4,53.6,-1.2,27.6,0.1
P.J. Tucker,PHX,31,F,82,74,30.7,1.6,2.9,54.2,54.7,-0.5,NaN,NaN
Chris Paul,LAC,31,G,74,67,30.4,1.8,2.9,62.2,53.7,8.5,32.7,0.1
Cristiano Felicio,CHI,23,F-C,27,24,63.2,1.1,2.9,39.2,54.0,-14.8,10.4,0.4
Rajon Rondo,SAC,30,G,71,65,29.2,1.9,2.9,63.8,53.4,10.4,35.2,0.0
Matthew Dellavedova,CLE,25,G,76,69,33.4,1.6,2.9,55.9,52.9,2.9,24.6,0.1
LeBron James,CLE,31,F,76,72,34.8,1.4,2.9,48.4,54.6,-6.2,35.6,0.5
Evan Fournier,ORL,23,G-F,78,71,30.8,1.7,2.9,59.7,54.6,5.1,32.5,0.0
Khris Middleton,MIL,24,G-F,79,74,28.9,1.8,2.9,61.1,55.1,6.1,36.1,0.2
Jeremy Lin,CHA,27,G,78,74,31.8,1.4,2.9,49.6,53.8,-4.3,26.3,0.3
Kentavious Caldwell-Pope,DET,23,G,76,69,28.4,1.5,2.9,51.8,54.2,-2.4,36.7,0.1
Anthony Brown,LAL,23,F,27,24,33.6,1.7,2.9,59.0,54.9,4.1,20.7,0.1
Deron Williams,DAL,32,G,65,59,28.5,1.8,2.9,62.8,52.8,10.0,32.4,0.0
Jarell Martin,MEM,22,F,26,24,53.6,1.5,2.9,52.0,55.7,-3.7,14.1,0.2
Kevin Garnett,MIN,40,F,38,33,55.3,1.7,2.9,57.8,54.5,3.3,14.6,0.2
Gary Harris,DEN,21,G,76,67,31.1,1.7,2.8,59.3,54.8,4.4,32.1,0.1
Orlando Johnson,NOP,27,G,6,4,43.6,2.0,2.8,70.6,54.5,16.1,14.6,0.1
Tibor Pleiss,UTA,26,C,6,5,53.1,1.7,2.8,58.8,55.7,3.1,6.8,0.1
Tony Snell,CHI,24,F,64,56,40.6,1.4,2.8,49.7,54.2,-4.5,20.3,0.2
Christian Wood,PHI,20,F,15,14,58.3,1.3,2.8,45.2,50.8,-5.6,8.5,0.3
Russell Westbrook,OKC,27,G,80,75,37.0,1.6,2.8,60.0,54.6,5.4,34.4,0.2
Edy Tavares,ATL,24,C,8,5,57.9,1.4,2.8,50.0,55.3,-5.3,6.6,0.4
Wesley Matthews,DAL,29,G-F,78,69,27.3,1.7,2.7,62.0,54.3,7.7,33.9,0.1
Garrett Temple,WAS,30,G,79,74,32.5,1.4,2.7,50.2,53.6,-3.4,24.4,0.2
Andre Iguodala,GSW,32,G-F,65,59,36.6,1.6,2.7,57.6,55.3,2.3,26.6,0.2
Justin Holiday,CHI,27,G,47,40,44.9,1.5,2.7,53.9,54.6,-0.7,14.6,0.2
Jonas Jerebko,BOS,29,F,74,67,48.2,1.4,2.7,50.0,53.5,-3.5,15.1,0.2
Kyle Singler,OKC,28,F,64,57,49.7,1.7,2.7,61.8,54.7,7.2,14.4,0.1
Alec Burks,UTA,24,G,31,28,39.2,1.7,2.7,65.1,55.1,10.0,25.7,0.1
Bryce Dejean-Jones,NOP,23,G,12,10,42.1,1.3,2.7,50.0,53.5,-3.5,19.9,0.1
Anderson Varejao,GSW,33,F,49,43,51.2,1.6,2.7,61.1,54.0,7.0,9.4,0.1
Chandler Parsons,DAL,27,F,61,55,32.3,1.4,2.7,53.7,53.8,-0.1,29.5,0.2
Gordon Hayward,UTA,26,F,80,76,34.3,1.4,2.6,51.4,54.5,-3.1,36.2,0.2
