Player,Team,Age,Position,GP,Games,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,MP,STL,BLKP,Charges
Eric Bledsoe,MIL,30,G,60,60,100,4.6,11.0,41.8,45.1,-3.3,27.0,0.9,0.3,0.05
Skal Labissiere,ATL,24,F-C,33,33,100,5.0,10.9,45.4,47.9,-2.5,17.2,0.2,0.3,0
Glenn Robinson III,PHI,26,F,62,62,100,5.6,10.9,51.3,46.6,4.6,28.8,0.9,0.1,0
Josh Richardson,PHI,26,G,54,54,100,4.9,10.9,44.8,45.0,-0.2,30.8,0.9,0.4,0.02
Tobias Harris,PHI,27,F,72,72,100,5.3,10.9,48.7,46.4,2.3,34.3,0.7,0.2,0
Aaron Holiday,IND,23,G,65,65,100,4.8,10.9,44.2,44.8,-0.6,24.5,0.8,0.1,0.05
Gorgui Dieng,MEM,30,C,62,62,100,5.0,10.9,45.5,47.6,-2.2,17.4,0.8,0.3,0.24
Tim Hardaway Jr.,DAL,28,G-F,70,70,100,5.0,10.8,46.4,45.4,0.9,29.5,0.6,0.1,0.1
Victor Oladipo,IND,28,G,19,19,100,5.0,10.8,46.1,45.7,0.4,27.8,0.9,0.0,0.53
Bogdan Bogdanovic,SAC,27,G,61,61,100,4.8,10.8,44.6,44.9,-0.3,29.0,1.0,0.2,0.02
Ian Mahinmi,WAS,33,C,38,38,100,5.4,10.8,50.4,48.0,2.4,21.3,0.8,0.6,0.16
Jabari Parker,SAC,25,F,37,37,100,5.5,10.7,51.4,47.0,4.4,24.2,1.2,0.1,0.05
Garrett Temple,BKN,34,G-F,62,62,100,4.7,10.7,44.2,44.9,-0.7,27.9,0.8,0.2,0.03
Russell Westbrook,HOU,31,G,57,57,100,4.9,10.7,45.8,45.4,0.5,35.9,1.6,0.1,0.04
Meyers Leonard,MIA,28,F-C,51,51,100,5.2,10.7,48.6,48.7,-0.1,20.3,0.3,0.2,0.06
Alex Len,SAC,27,C,55,55,100,4.7,10.7,43.5,48.4,-4.9,17.7,0.4,0.5,0
Robin Lopez,MIL,32,C,65,65,100,4.7,10.7,44.4,47.3,-2.9,14.5,0.2,0.2,0.02
Kelly Oubre Jr.,PHX,24,F-G,55,55,100,5.0,10.6,46.6,45.7,0.9,34.5,1.3,0.3,0.05
Kent Bazemore,SAC,30,G-F,68,68,100,4.7,10.6,44.4,45.5,-1.2,24.8,1.1,0.2,0.09
Nerlens Noel,OKC,26,C-F,61,61,100,5.0,10.6,47.7,49.3,-1.6,18.5,1.0,0.5,0.11
Ricky Rubio,PHX,29,G,64,64,100,5.4,10.6,51.1,45.0,6.1,31.0,1.4,0.0,0.12
Jae Crowder,MIA,29,F,64,64,100,5.0,10.6,47.6,46.0,1.5,28.8,1.1,0.1,0.08
Paul George,LAC,30,F,48,48,100,4.7,10.5,44.6,46.7,-2.2,29.6,1.4,0.1,0.15
Marcus Morris Sr.,LAC,30,F,62,62,100,4.7,10.5,44.6,46.4,-1.8,31.2,0.8,0.2,0.08
Kyrie Irving,BKN,28,G,20,20,100,5.0,10.5,47.6,45.2,2.4,32.9,1.4,0.2,0.15
Blake Griffin,DET,31,F,17,17,100,5.1,10.5,48.9,46.0,2.9,28.4,0.4,0.1,0.39
Mikal Bridges,PHX,23,F,72,72,100,5.1,10.5,48.5,46.0,2.6,28.0,1.4,0.3,0
Troy Brown Jr.,WAS,20,G-F,69,69,100,5.3,10.4,51.1,45.5,5.6,25.8,1.2,0.0,0.03
Duncan Robinson,MIA,26,F,71,71,100,4.7,10.4,45.1,44.9,0.3,29.7,0.5,0.1,0.12
Luka Samanic,SAS,20,F,3,3,100,4.0,10.3,38.7,42.7,-4.0,16.0,0,0.0,0
Markelle Fultz,ORL,22,G,72,72,100,5.1,10.3,49.0,45.0,4.0,27.7,1.2,0.0,0.03
Dejounte Murray,SAS,23,G,65,65,100,5.0,10.3,48.8,46.5,2.3,25.6,1.7,0.2,0
Joe Harris,BKN,28,G-F,69,69,100,4.9,10.3,47.7,45.3,2.4,30.8,0.6,0.1,0.03
Anzejs Pasecniks,WAS,24,C-F,25,25,100,5.1,10.3,49.4,46.6,2.8,16.8,0.3,0.2,0.19
Brandon Clarke,MEM,23,F-G,58,58,100,4.7,10.3,45.9,47.0,-1.1,22.4,0.6,0.2,0.03
Damion Lee,GSW,27,G-F,48,48,100,5.5,10.3,53.3,45.9,7.3,29.0,1.0,0.1,0.12
Mason Plumlee,DEN,30,F-C,61,61,100,4.9,10.3,47.8,47.6,0.3,17.3,0.5,0.2,0.11
Landry Shamet,LAC,23,G,53,53,100,4.8,10.3,47.1,44.7,2.4,27.4,0.4,0.0,0.04
Caris LeVert,BKN,25,G,45,45,100,4.9,10.2,47.6,45.1,2.5,29.6,1.2,0.0,0.07
Jayson Tatum,BOS,22,F-G,66,66,100,4.6,10.2,45.3,45.3,0.0,34.3,1.4,0.5,0
Marquese Chriss,GSW,22,F,59,59,100,5.0,10.2,49.6,47.7,1.9,20.3,0.7,0.3,0.05
Carmelo Anthony,POR,36,F,57,57,100,4.7,10.2,45.9,46.5,-0.5,32.8,0.8,0.2,0.02
Justin Holiday,IND,31,F-G,73,73,100,4.5,10.2,43.9,45.3,-1.5,25.0,1.2,0.2,0.04
Danilo Gallinari,OKC,31,F,62,62,100,4.9,10.1,48.3,47.2,1.2,29.6,0.7,0.0,0.16
Tyler Herro,MIA,20,G,55,55,100,4.8,10.1,47.5,44.4,3.1,27.4,0.6,0.1,0
Cam Reddish,ATL,20,F-G,58,58,100,4.6,10.0,46.0,45.7,0.3,26.7,1.1,0.2,0
Enes Freedom,BOS,28,C,57,57,100,4.4,10.0,44.0,48.2,-4.2,NaN,NaN,NaN,NaN
Tony Snell,DET,28,G,58,58,100,4.9,10.0,49.3,46.3,3.0,27.8,0.5,0.1,0
Frank Kaminsky,PHX,27,F-C,38,38,100,5.1,10.0,51.1,47.7,3.4,19.9,0.4,0.1,0.13
Ish Smith,WAS,31,G,68,68,100,4.8,10.0,48.2,44.5,3.8,26.3,0.9,0.2,0.07
O.G. Anunoby,TOR,22,F,68,68,100,4.3,9.9,43.9,46.1,-2.2,NaN,NaN,NaN,NaN
Luke Kennard,DET,24,G,27,27,100,4.5,9.9,45.3,45.3,0.1,32.9,0.4,0.1,0
Cedi Osman,CLE,25,F,65,65,100,4.9,9.9,49.3,45.6,3.7,29.4,0.8,0.1,0.12
Chris Paul,OKC,35,G,70,70,100,4.9,9.9,49.1,45.8,3.3,31.5,1.6,0.1,0.06
Kris Dunn,CHI,26,G,50,50,100,4.6,9.9,46.7,46.0,0.6,24.9,2.0,0.1,0
Bojan Bogdanovic,UTA,31,F,63,63,100,4.6,9.8,47.1,45.2,1.9,33.1,0.5,0.0,0.05
Bismack Biyombo,CHA,27,C,51,51,100,4.7,9.8,48.0,48.3,-0.3,19.4,0.2,0.2,0
Kevin Porter Jr.,CLE,20,G-F,50,50,100,4.9,9.8,49.9,44.5,5.4,23.2,0.9,0.1,0
Reggie Jackson,LAC,30,G,31,31,100,4.5,9.8,46.5,45.1,1.5,24.0,0.4,0.1,0
Derrick Jones Jr.,MIA,23,F,56,56,100,4.0,9.7,41.4,45.6,-4.2,23.3,1.0,0.3,0.07
Moritz Wagner,WAS,23,F-C,45,45,100,5.1,9.7,52.3,47.5,4.8,18.6,0.6,0.1,0.56
Cory Joseph,SAC,28,G,72,72,100,4.6,9.7,47.5,45.8,1.7,24.4,0.7,0.2,0.07
Donovan Mitchell,UTA,23,G,69,69,100,4.7,9.6,48.6,45.1,3.5,34.3,1.0,0.0,0.04
Dwight Howard,LAL,34,C-F,69,69,100,4.6,9.6,47.6,47.4,0.1,18.9,0.4,0.4,0
Ky Bowman,GSW,23,G,45,45,100,4.4,9.6,46.3,45.5,0.8,22.6,1.0,0.1,0.11
Rudy Gay,SAS,33,F-G,66,66,100,4.3,9.5,45.8,45.7,0.1,21.8,0.5,0.1,0.01
Gary Harris,DEN,25,G,56,56,100,4.3,9.4,45.1,45.9,-0.8,31.8,1.4,0.1,0.05
Lou Williams,LAC,33,G,65,65,100,4.3,9.4,45.2,44.0,1.2,28.7,0.7,0.1,0.09
DeMar DeRozan,SAS,30,G-F,67,67,100,4.7,9.4,50.1,46.6,3.5,34.1,1.0,0.1,0.04
James Johnson,MIN,33,F,32,32,100,4.3,9.4,46.2,44.9,1.2,19.4,0.8,0.6,0
Josh Okogie,MIN,21,G,62,62,100,4.5,9.4,48.2,45.4,2.8,25.0,1.1,0.2,0.05
Patrick Beverley,LAC,31,G,51,51,100,4.0,9.4,42.8,46.0,-3.2,26.3,1.1,0.4,0.16
Jahlil Okafor,NOP,24,C-F,30,30,100,4.5,9.4,47.7,48.6,-0.9,15.6,0.2,0.1,0
Kyle Kuzma,LAL,24,F,61,61,100,4.3,9.4,46.1,45.7,0.3,25.0,0.5,0.1,0.1
Tomas Satoransky,CHI,28,G,65,65,100,4.7,9.3,50.3,46.0,4.3,28.9,1.2,0.1,0.11
Derrick Rose,DET,31,G,49,49,100,4.1,9.3,44.3,44.9,-0.6,26.0,0.8,0.2,0.02
Kenrich Williams,NOP,25,G-F,38,38,100,4.0,9.3,42.8,45.7,-2.9,21.3,0.7,0.2,0.15
LeBron James,LAL,35,F,67,67,100,3.9,9.3,42.0,46.3,-4.3,34.6,1.2,0.1,0.15
Eric Paschall,GSW,23,F,60,60,100,4.2,9.3,45.3,45.8,-0.5,27.6,0.5,0.1,0.05
Pat Connaughton,MIL,27,G,65,65,100,3.9,9.3,41.6,44.4,-2.9,18.6,0.4,0.4,0
Darius Bazley,OKC,20,F-G,60,60,100,4.2,9.3,44.8,44.9,-0.1,18.5,0.4,0.3,0
Joe Ingles,UTA,32,F-G,71,71,100,4.4,9.2,47.3,45.3,1.9,29.7,0.9,0.1,0.1
Norman Powell,TOR,27,G,52,52,100,4.0,9.2,43.5,45.3,-1.8,28.4,1.2,0.2,0
Goran Dragic,MIA,34,G,58,58,100,4.2,9.2,45.2,44.4,0.8,28.2,0.7,0.1,0.12
Terrance Ferguson,OKC,22,G,55,55,100,4.0,9.2,43.4,45.7,-2.3,22.4,0.5,0.2,0
Luguentz Dort,OKC,21,G,36,36,100,3.6,9.2,39.4,45.3,-5.9,22.8,0.9,0.1,0.14
Bobby Portis,NYK,25,F,66,66,100,4.3,9.1,46.9,46.6,0.4,21.1,0.5,0.1,0.02
Al-Farouq Aminu,ORL,29,F,17,17,100,4.2,9.1,45.8,46.7,-0.9,21.1,1.0,0.2,0.06
Dewayne Dedmon,ATL,30,C,43,43,100,4.1,9.1,44.6,48.4,-3.8,17.6,0.6,0.5,0.14
Shabazz Napier,WAS,28,G,56,56,100,4.5,9.1,50.0,45.3,4.7,24.0,1.2,0.1,0.04
Trevor Ariza,POR,35,F,52,52,100,4.2,9.1,45.8,46.8,-1.0,28.2,1.3,0.2,0.02
T.J. Warren,IND,26,F,67,67,100,4.2,9.1,45.9,45.7,0.2,32.9,1.2,0.3,0.06
Khris Middleton,MIL,28,F,61,61,100,3.7,9.0,40.7,45.2,-4.5,29.9,0.9,0.0,0.1
Cameron Payne,PHX,25,G,8,8,100,3.6,9.0,40.3,42.4,-2.1,22.9,1.0,0.1,0.38
Juancho Hernangomez,MIN,24,F,45,45,100,4.7,9.0,52.0,45.6,6.3,17.4,0.4,0.1,0.06
Damian Jones,ATL,25,C,54,54,100,4.8,9.0,53.8,47.4,6.4,16.1,0.5,0.2,0
Otto Porter Jr.,CHI,27,F,14,14,100,3.8,8.9,42.4,45.8,-3.4,23.6,1.1,0.1,0.07
JaVale McGee,LAL,32,C-F,68,68,100,4.3,8.9,47.9,49.1,-1.2,16.6,0.5,0.3,0
Jaxson Hayes,NOP,20,C-F,63,63,100,4.4,8.9,49.0,48.3,0.7,16.9,0.4,0.2,0.06
Rodney Hood,POR,27,G-F,21,21,100,4.2,8.9,47.6,46.8,0.7,29.5,0.8,0.1,0.05
Donta Hall,BKN,22,F,9,9,100,4.0,8.9,45.0,46.4,-1.4,14.8,0.3,0.6,0
Alec Burks,PHI,28,G,66,66,100,4.2,8.9,46.9,45.6,1.3,26.6,0.9,0.2,0.05
Jeff Green,HOU,33,F,48,48,100,4.2,8.9,46.7,46.5,0.2,20.0,0.5,0.2,0.12
Bryn Forbes,SAS,26,G,62,62,100,4.6,8.8,51.9,45.1,6.8,25.1,0.5,0,0
Maurice Harkless,NYK,27,F-G,62,62,100,4.0,8.8,45.5,45.8,-0.3,23.0,0.9,0.3,0
Isaiah Hartenstein,HOU,22,C-F,21,21,100,4.1,8.8,46.5,46.4,0.1,11.6,0.4,0.1,0.04
Nicolas Batum,CHA,31,G-F,21,21,100,4.0,8.8,44.9,45.9,-1.0,23.0,0.8,0.1,0.23
Jerami Grant,DEN,26,F,71,71,100,3.7,8.8,42.0,47.0,-5.1,26.6,0.7,0.4,0.07
Larry Nance Jr.,CLE,27,F-C,56,56,100,4.3,8.8,48.4,47.0,1.4,26.3,1.0,0.1,0.09
Luke Kornet,CHI,24,F-C,35,35,100,5.0,8.7,57.2,48.5,8.8,15.5,0.3,0.2,0.03
John Henson,DET,29,F-C,40,40,100,4.1,8.7,47.1,47.4,-0.3,15.0,0.6,0.4,0.05
Kelly Olynyk,MIA,29,F-C,65,65,100,4.2,8.7,48.9,46.7,2.3,19.4,0.7,0.1,0.18
Khem Birch,ORL,27,C,47,47,100,4.1,8.6,47.5,47.5,0.1,19.2,0.4,0.1,0.1
Terrence Ross,ORL,29,G-F,69,69,100,4.0,8.6,46.1,45.0,1.2,27.4,1.1,0.2,0
